#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.524992  0.666664  0.000132
    9011  0.524994  0.666664  0.000132
    9021  0.524994  0.666664  0.000132
    9031  0.524995  0.666664  0.000132
    9041  0.524995  0.666664  0.000131
    9051  0.524996  0.666664  0.000131
    9061  0.524997  0.666664  0.000131
    9071  0.524997  0.666664  0.000131
    9081  0.524997  0.666664  0.000131
    9091  0.524999  0.666664  0.000131
    9101  0.525000  0.666664  0.000131
    9111  0.525003  0.666664  0.000131
    9121  0.525005  0.666664  0.000131
    9131  0.525007  0.666664  0.000131
    9141  0.525008  0.666664  0.000131
    9151  0.525010  0.666664  0.000131
    9161  0.525012  0.666664  0.000131
    9171  0.525014  0.666664  0.000131
    9181  0.525017  0.666664  0.000131
    9191  0.525020  0.666664  0.000130
    9201  0.525023  0.666664  0.000130
    9211  0.525027  0.666664  0.000130
    9221  0.525027  0.666664  0.000130
    9231  0.525027  0.666664  0.000130
    9241  0.525027  0.666664  0.000130
    9251  0.525029  0.666664  0.000130
    9261  0.525027  0.666664  0.000130
    9271  0.525029  0.666664  0.000130
    9281  0.525029  0.666664  0.000130
    9291  0.525031  0.666664  0.000130
    9301  0.525034  0.666664  0.000130
    9311  0.525036  0.666664  0.000130
    9321  0.525037  0.666664  0.000130
    9331  0.525040  0.666664  0.000130
    9341  0.525042  0.666664  0.000130
    9351  0.525043  0.666664  0.000130
    9361  0.525046  0.666664  0.000130
    9371  0.525050  0.666664  0.000130
    9381  0.525052  0.666664  0.000130
    9391  0.525055  0.666664  0.000130
    9401  0.525058  0.666664  0.000130
    9411  0.525060  0.666664  0.000130
    9421  0.525062  0.666664  0.000130
    9431  0.525064  0.666664  0.000130
    9441  0.525066  0.666664  0.000130
    9451  0.525068  0.666664  0.000130
    9461  0.525068  0.666664  0.000130
    9471  0.525069  0.666664  0.000130
    9481  0.525069  0.666664  0.000129
    9491  0.525070  0.666664  0.000129
    9501  0.525069  0.666664  0.000129
    9511  0.525069  0.666664  0.000129
    9521  0.525070  0.666664  0.000129
    9531  0.525071  0.666664  0.000129
    9541  0.525073  0.666664  0.000129
    9551  0.525073  0.666664  0.000129
    9561  0.525074  0.666664  0.000129
    9571  0.525074  0.666664  0.000129
    9581  0.525075  0.666664  0.000129
    9591  0.525076  0.666664  0.000129
    9601  0.525077  0.666664  0.000129
    9611  0.525076  0.666664  0.000129
    9621  0.525076  0.666664  0.000129
    9631  0.525077  0.666664  0.000129
    9641  0.525079  0.666664  0.000129
    9651  0.525079  0.666664  0.000129
    9661  0.525080  0.666664  0.000129
    9671  0.525080  0.666664  0.000129
    9681  0.525080  0.666664  0.000129
    9691  0.525079  0.666664  0.000129
    9701  0.525078  0.666664  0.000129
    9711  0.525077  0.666664  0.000129
    9721  0.525077  0.666664  0.000129
    9731  0.525076  0.666664  0.000129
    9741  0.525075  0.666664  0.000129
    9751  0.525074  0.666664  0.000129
    9761  0.525076  0.666664  0.000129
    9771  0.525076  0.666664  0.000129
