   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
     571  5.25011900E-01  2.75637904E-01  7.59767045E-02  6.66664691E-01  2.35922297E-04  8.60330595E-01 -1.28143155E+00 -1.28121059E+00  0.00000000E+00
     581  5.25020846E-01  2.75647299E-01  7.59818846E-02  6.66664687E-01  2.36454204E-04  8.51184193E-01 -1.28142617E+00 -1.28120455E+00  0.00000000E+00
     591  5.25010336E-01  2.75636268E-01  7.59758097E-02  6.66664660E-01  2.39625765E-04  8.57035914E-01 -1.28141234E+00 -1.28119044E+00  0.00000000E+00
     601  5.25008193E-01  2.75634009E-01  7.59745555E-02  6.66664699E-01  2.34918344E-04  8.55653449E-01 -1.28142416E+00 -1.28120230E+00  0.00000000E+00
     611  5.25023269E-01  2.75649844E-01  7.59832900E-02  6.66664678E-01  2.37465204E-04  8.52383157E-01 -1.28143969E+00 -1.28121794E+00  0.00000000E+00
     621  5.25003984E-01  2.75629612E-01  7.59721554E-02  6.66664593E-01  2.47626124E-04  8.94877850E-01 -1.28140193E+00 -1.28118013E+00  0.00000000E+00
     631  5.24986871E-01  2.75611648E-01  7.59622581E-02  6.66664571E-01  2.50270873E-04  8.97538541E-01 -1.28137537E+00 -1.28115370E+00  0.00000000E+00
     641  5.24994398E-01  2.75619546E-01  7.59666052E-02  6.66664598E-01  2.46960948E-04  9.06984234E-01 -1.28137683E+00 -1.28115502E+00  0.00000000E+00
     651  5.24987474E-01  2.75612270E-01  7.59625894E-02  6.66664623E-01  2.44053283E-04  8.98052990E-01 -1.28137669E+00 -1.28115504E+00  0.00000000E+00
     661  5.24974496E-01  2.75598644E-01  7.59550783E-02  6.66664622E-01  2.44105273E-04  8.96599911E-01 -1.28138556E+00 -1.28116447E+00  0.00000000E+00
     671  5.24959372E-01  2.75582764E-01  7.59463245E-02  6.66664627E-01  2.43528995E-04  9.14953951E-01 -1.28138444E+00 -1.28116301E+00  0.00000000E+00
     681  5.24951561E-01  2.75574565E-01  7.59418069E-02  6.66664620E-01  2.44295489E-04  9.17092792E-01 -1.28136682E+00 -1.28114473E+00  0.00000000E+00
     691  5.24935325E-01  2.75557524E-01  7.59324206E-02  6.66664596E-01  2.47191035E-04  9.19756972E-01 -1.28136107E+00 -1.28113917E+00  0.00000000E+00
     701  5.24936919E-01  2.75559193E-01  7.59333366E-02  6.66664613E-01  2.45089318E-04  9.01547179E-01 -1.28136021E+00 -1.28113858E+00  0.00000000E+00
     711  5.24932322E-01  2.75554361E-01  7.59306675E-02  6.66664641E-01  2.41795737E-04  9.07659492E-01 -1.28136343E+00 -1.28114187E+00  0.00000000E+00
     721  5.24932823E-01  2.75554880E-01  7.59309457E-02  6.66664675E-01  2.37679266E-04  9.02292367E-01 -1.28136707E+00 -1.28114581E+00  0.00000000E+00
     731  5.24934043E-01  2.75556157E-01  7.59316440E-02  6.66664698E-01  2.35016397E-04  8.87846373E-01 -1.28137795E+00 -1.28115679E+00  0.00000000E+00
     741  5.24923342E-01  2.75544924E-01  7.59254553E-02  6.66664690E-01  2.35944767E-04  8.78177306E-01 -1.28136311E+00 -1.28114200E+00  0.00000000E+00
     751  5.24915589E-01  2.75536789E-01  7.59209780E-02  6.66664665E-01  2.38936468E-04  8.77211866E-01 -1.28135551E+00 -1.28113476E+00  0.00000000E+00
     761  5.24920345E-01  2.75541784E-01  7.59237324E-02  6.66664657E-01  2.39886895E-04  8.85996785E-01 -1.28136282E+00 -1.28114191E+00  0.00000000E+00
     771  5.24927394E-01  2.75549181E-01  7.59278055E-02  6.66664672E-01  2.38039871E-04  8.89789096E-01 -1.28136716E+00 -1.28114637E+00  0.00000000E+00
     781  5.24921119E-01  2.75542589E-01  7.59241672E-02  6.66664695E-01  2.35344171E-04  8.76223017E-01 -1.28136511E+00 -1.28114414E+00  0.00000000E+00
     791  5.24916385E-01  2.75537618E-01  7.59214268E-02  6.66664700E-01  2.34706025E-04  8.66651305E-01 -1.28135473E+00 -1.28113381E+00  0.00000000E+00
     801  5.24920585E-01  2.75542024E-01  7.59238515E-02  6.66664715E-01  2.32951353E-04  8.66079222E-01 -1.28134778E+00 -1.28112604E+00  0.00000000E+00
     811  5.24928755E-01  2.75550600E-01  7.59285769E-02  6.66664719E-01  2.32463376E-04  8.71307320E-01 -1.28134718E+00 -1.28112525E+00  0.00000000E+00
     821  5.24926361E-01  2.75548086E-01  7.59271914E-02  6.66664720E-01  2.32389121E-04  8.77105766E-01 -1.28133303E+00 -1.28111092E+00  0.00000000E+00
     831  5.24919354E-01  2.75540735E-01  7.59231444E-02  6.66664700E-01  2.34683355E-04  8.60126924E-01 -1.28133187E+00 -1.28110959E+00  0.00000000E+00
     841  5.24923641E-01  2.75545237E-01  7.59256269E-02  6.66664694E-01  2.35479489E-04  8.65113900E-01 -1.28131503E+00 -1.28109291E+00  0.00000000E+00
     851  5.24928326E-01  2.75550151E-01  7.59283313E-02  6.66664711E-01  2.33374352E-04  8.60978098E-01 -1.28131006E+00 -1.28108822E+00  0.00000000E+00
     861  5.24938654E-01  2.75560992E-01  7.59343030E-02  6.66664723E-01  2.32033275E-04  8.55672851E-01 -1.28131354E+00 -1.28109209E+00  0.00000000E+00
     871  5.24939965E-01  2.75562367E-01  7.59350581E-02  6.66664734E-01  2.30663296E-04  8.55104878E-01 -1.28130946E+00 -1.28108804E+00  0.00000000E+00
     881  5.24936902E-01  2.75559144E-01  7.59332748E-02  6.66664765E-01  2.26959241E-04  8.52764941E-01 -1.28131127E+00 -1.28108951E+00  0.00000000E+00
     891  5.24935056E-01  2.75557200E-01  7.59321972E-02  6.66664793E-01  2.23650857E-04  8.45670926E-01 -1.28132973E+00 -1.28110798E+00  0.00000000E+00
     901  5.24930639E-01  2.75552557E-01  7.59296320E-02  6.66664822E-01  2.20162271E-04  8.39169293E-01 -1.28132185E+00 -1.28109992E+00  0.00000000E+00
     911  5.24931692E-01  2.75553659E-01  7.59302358E-02  6.66664838E-01  2.18291013E-04  8.36592936E-01 -1.28132917E+00 -1.28110753E+00  0.00000000E+00
     921  5.24936102E-01  2.75558288E-01  7.59327852E-02  6.66664844E-01  2.17595210E-04  8.41802074E-01 -1.28133161E+00 -1.28111007E+00  0.00000000E+00
     931  5.24938734E-01  2.75561047E-01  7.59343009E-02  6.66664864E-01  2.15133759E-04  8.41251849E-01 -1.28132669E+00 -1.28110535E+00  0.00000000E+00
     941  5.24952438E-01  2.75575441E-01  7.59422421E-02  6.66664831E-01  2.19128832E-04  8.46737254E-01 -1.28134436E+00 -1.28112278E+00  0.00000000E+00
     951  5.24951928E-01  2.75574903E-01  7.59419412E-02  6.66664849E-01  2.17027437E-04  8.54744502E-01 -1.28134427E+00 -1.28112267E+00  0.00000000E+00
     961  5.24964209E-01  2.75587799E-01  7.59490524E-02  6.66664835E-01  2.18601118E-04  8.56179873E-01 -1.28136077E+00 -1.28113920E+00  0.00000000E+00
     971  5.24966471E-01  2.75590176E-01  7.59503649E-02  6.66664825E-01  2.19855984E-04  8.51957092E-01 -1.28135603E+00 -1.28113457E+00  0.00000000E+00
     981  5.24970974E-01  2.75594902E-01  7.59529669E-02  6.66664837E-01  2.18378201E-04  8.46469236E-01 -1.28136159E+00 -1.28114023E+00  0.00000000E+00
     991  5.24979072E-01  2.75603403E-01  7.59576513E-02  6.66664843E-01  2.17718994E-04  8.48007510E-01 -1.28136166E+00 -1.28114058E+00  0.00000000E+00
    1001  5.24977766E-01  2.75602027E-01  7.59568877E-02  6.66664866E-01  2.14972374E-04  8.45031388E-01 -1.28135626E+00 -1.28113508E+00  0.00000000E+00
    1011  5.24979190E-01  2.75603520E-01  7.59577085E-02  6.66664876E-01  2.13786059E-04  8.35476964E-01 -1.28135250E+00 -1.28113117E+00  0.00000000E+00
    1021  5.24972413E-01  2.75596403E-01  7.59537835E-02  6.66664884E-01  2.12864288E-04  8.50935825E-01 -1.28134842E+00 -1.28112702E+00  0.00000000E+00
    1031  5.24984500E-01  2.75609098E-01  7.59607854E-02  6.66664865E-01  2.15104438E-04  8.44174285E-01 -1.28134780E+00 -1.28112639E+00  0.00000000E+00
    1041  5.24985686E-01  2.75610343E-01  7.59614713E-02  6.66664866E-01  2.15027699E-04  8.45761286E-01 -1.28133965E+00 -1.28111791E+00  0.00000000E+00
    1051  5.24983487E-01  2.75608034E-01  7.59601986E-02  6.66664866E-01  2.14984646E-04  8.51669754E-01 -1.28133817E+00 -1.28111651E+00  0.00000000E+00
    1061  5.24991547E-01  2.75616498E-01  7.59648661E-02  6.66664859E-01  2.15818139E-04  8.55745774E-01 -1.28135228E+00 -1.28113043E+00  0.00000000E+00
    1071  5.24988452E-01  2.75613244E-01  7.59630687E-02  6.66664876E-01  2.13827226E-04  8.59085512E-01 -1.28133978E+00 -1.28111792E+00  0.00000000E+00
    1081  5.24996531E-01  2.75621726E-01  7.59677423E-02  6.66664883E-01  2.12978248E-04  8.52346191E-01 -1.28134689E+00 -1.28112518E+00  0.00000000E+00
    1091  5.24999009E-01  2.75624324E-01  7.59691700E-02  6.66664903E-01  2.10618569E-04  8.45087419E-01 -1.28134027E+00 -1.28111835E+00  0.00000000E+00
    1101  5.24995730E-01  2.75620883E-01  7.59672746E-02  6.66664896E-01  2.11443206E-04  8.51335944E-01 -1.28132193E+00 -1.28110021E+00  0.00000000E+00
    1111  5.24991041E-01  2.75615956E-01  7.59645549E-02  6.66664912E-01  2.09487077E-04  8.41934141E-01 -1.28132092E+00 -1.28109907E+00  0.00000000E+00
    1121  5.24983022E-01  2.75607541E-01  7.59599214E-02  6.66664891E-01  2.12051817E-04  8.42658195E-01 -1.28133376E+00 -1.28111164E+00  0.00000000E+00
    1131  5.24971898E-01  2.75595870E-01  7.59534984E-02  6.66664846E-01  2.17395229E-04  8.33886898E-01 -1.28133700E+00 -1.28111506E+00  0.00000000E+00
    1141  5.24977719E-01  2.75601981E-01  7.59568650E-02  6.66664853E-01  2.16487791E-04  8.39663354E-01 -1.28134599E+00 -1.28112393E+00  0.00000000E+00
    1151  5.24986027E-01  2.75610704E-01  7.59616736E-02  6.66664853E-01  2.16603086E-04  8.38345890E-01 -1.28135706E+00 -1.28113493E+00  0.00000000E+00
    1161  5.24989949E-01  2.75614820E-01  7.59639408E-02  6.66664861E-01  2.15636669E-04  8.31887358E-01 -1.28135501E+00 -1.28113295E+00  0.00000000E+00
    1171  5.24992531E-01  2.75617533E-01  7.59654382E-02  6.66664852E-01  2.16693504E-04  8.30838788E-01 -1.28135792E+00 -1.28113607E+00  0.00000000E+00
    1181  5.24993949E-01  2.75619018E-01  7.59662534E-02  6.66664867E-01  2.14844058E-04  8.28503677E-01 -1.28135923E+00 -1.28113722E+00  0.00000000E+00
    1191  5.24999396E-01  2.75624738E-01  7.59694055E-02  6.66664870E-01  2.14587572E-04  8.43307199E-01 -1.28136828E+00 -1.28114662E+00  0.00000000E+00
    1201  5.24999231E-01  2.75624558E-01  7.59693005E-02  6.66664896E-01  2.11378426E-04  8.45092429E-01 -1.28137452E+00 -1.28115280E+00  0.00000000E+00
    1211  5.24997546E-01  2.75622786E-01  7.59683200E-02  6.66664913E-01  2.09400347E-04  8.39476006E-01 -1.28136762E+00 -1.28114592E+00  0.00000000E+00
    1221  5.24993833E-01  2.75618887E-01  7.59661710E-02  6.66664912E-01  2.09538869E-04  8.55932074E-01 -1.28135202E+00 -1.28113057E+00  0.00000000E+00
    1231  5.24983001E-01  2.75607522E-01  7.59599148E-02  6.66664874E-01  2.14044677E-04  8.51964930E-01 -1.28135720E+00 -1.28113605E+00  0.00000000E+00
    1241  5.24974519E-01  2.75598618E-01  7.59550084E-02  6.66664866E-01  2.14983540E-04  8.44242884E-01 -1.28135917E+00 -1.28113831E+00  0.00000000E+00
    1251  5.24972610E-01  2.75596614E-01  7.59539038E-02  6.66664866E-01  2.14970345E-04  8.38679968E-01 -1.28135086E+00 -1.28113008E+00  0.00000000E+00
    1261  5.24982700E-01  2.75607212E-01  7.59597501E-02  6.66664846E-01  2.17351789E-04  8.33675277E-01 -1.28135195E+00 -1.28113094E+00  0.00000000E+00
    1271  5.24984789E-01  2.75609406E-01  7.59609603E-02  6.66664842E-01  2.17864241E-04  8.40705849E-01 -1.28135623E+00 -1.28113530E+00  0.00000000E+00
    1281  5.24990769E-01  2.75615691E-01  7.59644317E-02  6.66664812E-01  2.21463019E-04  8.60283998E-01 -1.28135842E+00 -1.28113742E+00  0.00000000E+00
    1291  5.24989521E-01  2.75614378E-01  7.59637046E-02  6.66664826E-01  2.19750084E-04  8.57520565E-01 -1.28135484E+00 -1.28113376E+00  0.00000000E+00
    1301  5.24994644E-01  2.75619755E-01  7.59666672E-02  6.66664833E-01  2.18936356E-04  8.48980683E-01 -1.28135783E+00 -1.28113692E+00  0.00000000E+00
    1311  5.24997968E-01  2.75623244E-01  7.59685895E-02  6.66664839E-01  2.18284942E-04  8.44606601E-01 -1.28136582E+00 -1.28114474E+00  0.00000000E+00
    1321  5.25007588E-01  2.75633350E-01  7.59741647E-02  6.66664819E-01  2.20639050E-04  8.44958750E-01 -1.28136543E+00 -1.28114456E+00  0.00000000E+00
    1331  5.25004950E-01  2.75630578E-01  7.59726352E-02  6.66664826E-01  2.19732709E-04  8.50092528E-01 -1.28137028E+00 -1.28114918E+00  0.00000000E+00
    1341  5.25002433E-01  2.75627935E-01  7.59711783E-02  6.66664826E-01  2.19800173E-04  8.53810381E-01 -1.28136903E+00 -1.28114805E+00  0.00000000E+00
    1351  5.25008981E-01  2.75634812E-01  7.59749696E-02  6.66664823E-01  2.20126274E-04  8.56441312E-01 -1.28137862E+00 -1.28115785E+00  0.00000000E+00
    1361  5.25010462E-01  2.75636366E-01  7.59758267E-02  6.66664823E-01  2.20138694E-04  8.75706444E-01 -1.28136597E+00 -1.28114504E+00  0.00000000E+00
    1371  5.25010268E-01  2.75636161E-01  7.59757113E-02  6.66664831E-01  2.19152414E-04  8.72734937E-01 -1.28136165E+00 -1.28114062E+00  0.00000000E+00
    1381  5.25007650E-01  2.75633412E-01  7.59741958E-02  6.66664832E-01  2.19071129E-04  8.71543849E-01 -1.28135909E+00 -1.28113802E+00  0.00000000E+00
    1391  5.25009156E-01  2.75634991E-01  7.59750640E-02  6.66664842E-01  2.17885429E-04  8.74094785E-01 -1.28136527E+00 -1.28114423E+00  0.00000000E+00
    1401  5.25010809E-01  2.75636729E-01  7.59760242E-02  6.66664834E-01  2.18886606E-04  8.76282814E-01 -1.28136291E+00 -1.28114190E+00  0.00000000E+00
    1411  5.25013067E-01  2.75639096E-01  7.59773245E-02  6.66664853E-01  2.16616861E-04  8.70176516E-01 -1.28135904E+00 -1.28113801E+00  0.00000000E+00
    1421  5.25013416E-01  2.75639462E-01  7.59775263E-02  6.66664853E-01  2.16576106E-04  8.67436568E-01 -1.28136695E+00 -1.28114609E+00  0.00000000E+00
    1431  5.25011428E-01  2.75637374E-01  7.59763758E-02  6.66664852E-01  2.16712728E-04  8.66274120E-01 -1.28135764E+00 -1.28113669E+00  0.00000000E+00
    1441  5.25015016E-01  2.75641141E-01  7.59784508E-02  6.66664858E-01  2.15965362E-04  8.58495384E-01 -1.28135766E+00 -1.28113675E+00  0.00000000E+00
    1451  5.25018513E-01  2.75644813E-01  7.59804748E-02  6.66664859E-01  2.15864975E-04  8.60605376E-01 -1.28135311E+00 -1.28113216E+00  0.00000000E+00
    1461  5.25014959E-01  2.75641082E-01  7.59784193E-02  6.66664853E-01  2.16555049E-04  8.54829262E-01 -1.28134473E+00 -1.28112368E+00  0.00000000E+00
    1471  5.25014794E-01  2.75640912E-01  7.59783300E-02  6.66664835E-01  2.18749124E-04  8.55497248E-01 -1.28134246E+00 -1.28112138E+00  0.00000000E+00
    1481  5.25013019E-01  2.75639048E-01  7.59773016E-02  6.66664839E-01  2.18270023E-04  8.48563249E-01 -1.28134458E+00 -1.28112338E+00  0.00000000E+00
    1491  5.25012441E-01  2.75638439E-01  7.59769633E-02  6.66664850E-01  2.16951609E-04  8.57616775E-01 -1.28133455E+00 -1.28111331E+00  0.00000000E+00
    1501  5.25016181E-01  2.75642367E-01  7.59791293E-02  6.66664847E-01  2.17338732E-04  8.64730912E-01 -1.28134277E+00 -1.28112138E+00  0.00000000E+00
    1511  5.25016217E-01  2.75642402E-01  7.59791465E-02  6.66664857E-01  2.16136318E-04  8.64982151E-01 -1.28134993E+00 -1.28112862E+00  0.00000000E+00
    1521  5.25018368E-01  2.75644658E-01  7.59803877E-02  6.66664868E-01  2.14822793E-04  8.67132396E-01 -1.28135532E+00 -1.28113383E+00  0.00000000E+00
    1531  5.25018457E-01  2.75644751E-01  7.59804369E-02  6.66664875E-01  2.13886181E-04  8.60272124E-01 -1.28135039E+00 -1.28112891E+00  0.00000000E+00
    1541  5.25008818E-01  2.75634634E-01  7.59748651E-02  6.66664852E-01  2.16693386E-04  8.58792800E-01 -1.28134416E+00 -1.28112247E+00  0.00000000E+00
    1551  5.24995478E-01  2.75620641E-01  7.59671670E-02  6.66664783E-01  2.24923304E-04  8.69101614E-01 -1.28135326E+00 -1.28113136E+00  0.00000000E+00
    1561  5.24991013E-01  2.75615950E-01  7.59645781E-02  6.66664797E-01  2.23266976E-04  8.65922973E-01 -1.28136164E+00 -1.28113985E+00  0.00000000E+00
    1571  5.24991213E-01  2.75616160E-01  7.59646933E-02  6.66664799E-01  2.22988732E-04  8.65827981E-01 -1.28136375E+00 -1.28114229E+00  0.00000000E+00
    1581  5.24993061E-01  2.75618098E-01  7.59657601E-02  6.66664806E-01  2.22150186E-04  8.61040565E-01 -1.28136515E+00 -1.28114375E+00  0.00000000E+00
    1591  5.24991794E-01  2.75616767E-01  7.59650254E-02  6.66664811E-01  2.21607485E-04  8.56325605E-01 -1.28136419E+00 -1.28114276E+00  0.00000000E+00
    1601  5.24996236E-01  2.75621430E-01  7.59675946E-02  6.66664815E-01  2.21049156E-04  8.55687340E-01 -1.28135447E+00 -1.28113282E+00  0.00000000E+00
    1611  5.24996604E-01  2.75621815E-01  7.59678047E-02  6.66664825E-01  2.19901103E-04  8.59638449E-01 -1.28135399E+00 -1.28113236E+00  0.00000000E+00
    1621  5.24996015E-01  2.75621196E-01  7.59674637E-02  6.66664825E-01  2.19943849E-04  8.60691105E-01 -1.28135675E+00 -1.28113511E+00  0.00000000E+00
    1631  5.24997206E-01  2.75622445E-01  7.59681495E-02  6.66664835E-01  2.18737265E-04  8.58639506E-01 -1.28135582E+00 -1.28113401E+00  0.00000000E+00
    1641  5.24986733E-01  2.75611455E-01  7.59620985E-02  6.66664804E-01  2.22363526E-04  8.51452910E-01 -1.28135310E+00 -1.28113147E+00  0.00000000E+00
    1651  5.24986394E-01  2.75611098E-01  7.59619001E-02  6.66664811E-01  2.21599526E-04  8.51818388E-01 -1.28135781E+00 -1.28113621E+00  0.00000000E+00
    1661  5.24983711E-01  2.75608280E-01  7.59603469E-02  6.66664812E-01  2.21481441E-04  8.51710680E-01 -1.28135572E+00 -1.28113437E+00  0.00000000E+00
    1671  5.24985891E-01  2.75610568E-01  7.59616061E-02  6.66664819E-01  2.20604261E-04  8.51806368E-01 -1.28135718E+00 -1.28113584E+00  0.00000000E+00
    1681  5.24990795E-01  2.75615717E-01  7.59644443E-02  6.66664819E-01  2.20630429E-04  8.47444712E-01 -1.28135465E+00 -1.28113338E+00  0.00000000E+00
    1691  5.24992195E-01  2.75617186E-01  7.59652533E-02  6.66664824E-01  2.20053081E-04  8.46450360E-01 -1.28135033E+00 -1.28112911E+00  0.00000000E+00
    1701  5.24992283E-01  2.75617278E-01  7.59653033E-02  6.66664826E-01  2.19771609E-04  8.48831021E-01 -1.28134545E+00 -1.28112429E+00  0.00000000E+00
    1711  5.24996303E-01  2.75621500E-01  7.59676327E-02  6.66664818E-01  2.20707280E-04  8.48807286E-01 -1.28134859E+00 -1.28112742E+00  0.00000000E+00
    1721  5.24993403E-01  2.75618456E-01  7.59659555E-02  6.66664814E-01  2.21255828E-04  8.54061973E-01 -1.28134968E+00 -1.28112831E+00  0.00000000E+00
    1731  5.24989976E-01  2.75614857E-01  7.59639700E-02  6.66664820E-01  2.20498162E-04  8.49306783E-01 -1.28135275E+00 -1.28113150E+00  0.00000000E+00
    1741  5.24990483E-01  2.75615386E-01  7.59642596E-02  6.66664831E-01  2.19204104E-04  8.56922005E-01 -1.28134793E+00 -1.28112645E+00  0.00000000E+00
    1751  5.24991480E-01  2.75616433E-01  7.59648365E-02  6.66664832E-01  2.19075230E-04  8.58433226E-01 -1.28134489E+00 -1.28112359E+00  0.00000000E+00
    1761  5.24993845E-01  2.75618916E-01  7.59662042E-02  6.66664835E-01  2.18675274E-04  8.59474946E-01 -1.28134150E+00 -1.28112008E+00  0.00000000E+00
    1771  5.24994325E-01  2.75619420E-01  7.59664811E-02  6.66664838E-01  2.18326547E-04  8.54733190E-01 -1.28134337E+00 -1.28112197E+00  0.00000000E+00
    1781  5.24994574E-01  2.75619683E-01  7.59666285E-02  6.66664829E-01  2.19432081E-04  8.52970958E-01 -1.28134085E+00 -1.28111930E+00  0.00000000E+00
    1791  5.24993107E-01  2.75618142E-01  7.59657788E-02  6.66664831E-01  2.19196689E-04  8.50157610E-01 -1.28134221E+00 -1.28112053E+00  0.00000000E+00
    1801  5.24985560E-01  2.75610220E-01  7.59614146E-02  6.66664819E-01  2.20620576E-04  8.49359292E-01 -1.28133890E+00 -1.28111719E+00  0.00000000E+00
    1811  5.24987844E-01  2.75612620E-01  7.59627399E-02  6.66664809E-01  2.21841508E-04  8.54161558E-01 -1.28134670E+00 -1.28112497E+00  0.00000000E+00
    1821  5.24992143E-01  2.75617134E-01  7.59652280E-02  6.66664809E-01  2.21826571E-04  8.52489176E-01 -1.28134722E+00 -1.28112544E+00  0.00000000E+00
    1831  5.24997356E-01  2.75622607E-01  7.59682444E-02  6.66664812E-01  2.21499948E-04  8.54170014E-01 -1.28134727E+00 -1.28112527E+00  0.00000000E+00
    1841  5.24999499E-01  2.75624856E-01  7.59694824E-02  6.66664819E-01  2.20561766E-04  8.49900086E-01 -1.28134851E+00 -1.28112649E+00  0.00000000E+00
    1851  5.25005879E-01  2.75631558E-01  7.59731798E-02  6.66664806E-01  2.22195346E-04  8.51773634E-01 -1.28134707E+00 -1.28112521E+00  0.00000000E+00
    1861  5.25006378E-01  2.75632082E-01  7.59734679E-02  6.66664809E-01  2.21853451E-04  8.54203215E-01 -1.28134528E+00 -1.28112330E+00  0.00000000E+00
    1871  5.25007308E-01  2.75633057E-01  7.59740051E-02  6.66664811E-01  2.21526655E-04  8.48452592E-01 -1.28134394E+00 -1.28112198E+00  0.00000000E+00
    1881  5.25012624E-01  2.75638640E-01  7.59770834E-02  6.66664808E-01  2.21961190E-04  8.42182368E-01 -1.28134657E+00 -1.28112461E+00  0.00000000E+00
    1891  5.25015212E-01  2.75641355E-01  7.59785782E-02  6.66664817E-01  2.20852907E-04  8.37902436E-01 -1.28134863E+00 -1.28112662E+00  0.00000000E+00
    1901  5.25016222E-01  2.75642413E-01  7.59791584E-02  6.66664830E-01  2.19272575E-04  8.39804932E-01 -1.28134200E+00 -1.28111998E+00  0.00000000E+00
    1911  5.25015818E-01  2.75641987E-01  7.59789211E-02  6.66664841E-01  2.18022284E-04  8.36939448E-01 -1.28134100E+00 -1.28111898E+00  0.00000000E+00
    1921  5.25019789E-01  2.75646158E-01  7.59812233E-02  6.66664830E-01  2.19288561E-04  8.33880627E-01 -1.28134055E+00 -1.28111856E+00  0.00000000E+00
    1931  5.25023002E-01  2.75649534E-01  7.59830856E-02  6.66664823E-01  2.20146923E-04  8.38884175E-01 -1.28134336E+00 -1.28112129E+00  0.00000000E+00
    1941  5.25022815E-01  2.75649335E-01  7.59829742E-02  6.66664832E-01  2.19083270E-04  8.34669792E-01 -1.28133852E+00 -1.28111643E+00  0.00000000E+00
    1951  5.25024826E-01  2.75651447E-01  7.59841379E-02  6.66664834E-01  2.18893246E-04  8.35120991E-01 -1.28133417E+00 -1.28111204E+00  0.00000000E+00
    1961  5.25021514E-01  2.75647970E-01  7.59822216E-02  6.66664831E-01  2.19242392E-04  8.31392109E-01 -1.28132830E+00 -1.28110625E+00  0.00000000E+00
    1971  5.25025400E-01  2.75652049E-01  7.59844695E-02  6.66664836E-01  2.18637129E-04  8.27056121E-01 -1.28132726E+00 -1.28110518E+00  0.00000000E+00
    1981  5.25020558E-01  2.75646966E-01  7.59816674E-02  6.66664834E-01  2.18848472E-04  8.25751546E-01 -1.28132313E+00 -1.28110107E+00  0.00000000E+00
    1991  5.25021778E-01  2.75648245E-01  7.59823708E-02  6.66664841E-01  2.17953733E-04  8.25828291E-01 -1.28132615E+00 -1.28110414E+00  0.00000000E+00
