   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  3.40479226E-02  3.19484194E-02 -2.13842909E-02  5.13541667E-02  0.00000000E+00
     100  3.40910543E-02  1.97364039E-02  4.22464089E-03  3.96178396E-02  0.00000000E+00
     200  2.87192081E-02  8.86730468E-03  2.90838945E-02  4.18245733E-02  0.00000000E+00
     300  2.31454579E-02  7.43599882E-04  4.88489813E-02  5.40600420E-02  0.00000000E+00
     400  1.80179954E-02 -4.21110604E-03  6.29566455E-02  6.56195153E-02  0.00000000E+00
     500  1.34546934E-02 -6.50436229E-03  7.21442627E-02  7.36758451E-02  0.00000000E+00
     600  9.48147594E-03 -6.94144913E-03  7.76053856E-02  7.84899864E-02  0.00000000E+00
     700  6.09561415E-03 -6.28183435E-03  8.04914985E-02  8.09660379E-02  0.00000000E+00
     800  3.27033791E-03 -5.11117958E-03  8.17222735E-02  8.19472345E-02  0.00000000E+00
     900  9.58918723E-04 -3.82272735E-03  8.19630014E-02  8.20577014E-02  0.00000000E+00
    1000 -8.97349470E-04 -2.64453383E-03  8.16655456E-02  8.17132800E-02  0.00000000E+00
    1100 -2.36067648E-03 -1.68195721E-03  8.11213857E-02  8.11731544E-02  0.00000000E+00
    1200 -3.49100781E-03 -9.59991973E-04  8.05081480E-02  8.05895192E-02  0.00000000E+00
    1300 -4.34337494E-03 -4.58090957E-04  7.99255034E-02  8.00447428E-02  0.00000000E+00
    1400 -4.96714773E-03 -1.35242576E-04  7.94214059E-02  7.95766961E-02  0.00000000E+00
    1500 -5.40597904E-03  5.40230529E-05  7.90108804E-02  7.91956233E-02  0.00000000E+00
    1600 -5.69785435E-03  1.50794775E-04  7.86893826E-02  7.88955463E-02  0.00000000E+00
    1700 -5.87515553E-03  1.87975945E-04  7.84421986E-02  7.86621339E-02  0.00000000E+00
    1800 -5.96483408E-03  1.89635316E-04  7.82508621E-02  7.84781029E-02  0.00000000E+00
    1900 -5.98877080E-03  1.72058822E-04  7.80972695E-02  7.83267419E-02  0.00000000E+00
    2000 -5.96431680E-03  1.45489229E-04  7.79660186E-02  7.81939530E-02  0.00000000E+00
    2100 -5.90495020E-03  1.15925272E-04  7.78454293E-02  7.80691536E-02  0.00000000E+00
    2200 -5.82096462E-03  8.66507367E-05  7.77276551E-02  7.79453623E-02  0.00000000E+00
    2300 -5.72011913E-03  5.93722515E-05  7.76082349E-02  7.78187728E-02  0.00000000E+00
    2400 -5.60820632E-03  3.49723916E-05  7.74853711E-02  7.76880682E-02  0.00000000E+00
    2500 -5.48952095E-03  1.39491865E-05  7.73591398E-02  7.75536688E-02  0.00000000E+00
    2600 -5.36723110E-03 -3.36642877E-06  7.72307666E-02  7.74170426E-02  0.00000000E+00
    2700 -5.24366387E-03 -1.67297677E-05  7.71020398E-02  7.72801452E-02  0.00000000E+00
    2800 -5.12052201E-03 -2.59714825E-05  7.69748832E-02  7.71450132E-02  0.00000000E+00
    2900 -4.99904697E-03 -3.10118423E-05  7.68510780E-02  7.70135028E-02  0.00000000E+00
