   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
    4131  6.71796688E-02  4.52124621E-03  2.05922920E-05  6.64210495E-01  5.06974448E-25  0.00000000E+00 -6.09147754E+00 -5.84854140E+00  0.00000000E+00
    4141  6.71624662E-02  4.51895697E-03  2.05719516E-05  6.64202215E-01  5.08332739E-25  0.00000000E+00 -6.09147949E+00 -5.84853298E+00  0.00000000E+00
    4151  6.71453043E-02  4.51667365E-03  2.05516722E-05  6.64193974E-01  5.09681568E-25  0.00000000E+00 -6.09148145E+00 -5.84852455E+00  0.00000000E+00
    4161  6.71281822E-02  4.51439611E-03  2.05314526E-05  6.64185770E-01  5.11021329E-25  0.00000000E+00 -6.09148340E+00 -5.84851614E+00  0.00000000E+00
    4171  6.71110990E-02  4.51212425E-03  2.05112919E-05  6.64177601E-01  5.12352429E-25  0.00000000E+00 -6.09148535E+00 -5.84850773E+00  0.00000000E+00
    4181  6.70940538E-02  4.50985793E-03  2.04911890E-05  6.64169465E-01  5.13675287E-25  0.00000000E+00 -6.09148731E+00 -5.84849932E+00  0.00000000E+00
    4191  6.70770456E-02  4.50759704E-03  2.04711427E-05  6.64161361E-01  5.14990332E-25  0.00000000E+00 -6.09148926E+00 -5.84849092E+00  0.00000000E+00
    4201  6.70600735E-02  4.50534143E-03  2.04511519E-05  6.64153286E-01  5.16298005E-25  0.00000000E+00 -6.09149122E+00 -5.84848252E+00  0.00000000E+00
    4211  6.70431362E-02  4.50309097E-03  2.04312156E-05  6.64145238E-01  5.17598754E-25  0.00000000E+00 -6.09149317E+00 -5.84847413E+00  0.00000000E+00
    4221  6.70262329E-02  4.50084553E-03  2.04113324E-05  6.64137216E-01  5.18893042E-25  0.00000000E+00 -6.09149512E+00 -5.84846574E+00  0.00000000E+00
    4231  6.70093625E-02  4.49860497E-03  2.03915013E-05  6.64129216E-01  5.20181336E-25  0.00000000E+00 -6.09149708E+00 -5.84845735E+00  0.00000000E+00
    4241  6.69925237E-02  4.49636914E-03  2.03717209E-05  6.64121237E-01  5.21464113E-25  0.00000000E+00 -6.09149903E+00 -5.84844896E+00  0.00000000E+00
    4251  6.69757156E-02  4.49413790E-03  2.03519900E-05  6.64113277E-01  5.22741859E-25  0.00000000E+00 -6.09150098E+00 -5.84844057E+00  0.00000000E+00
    4261  6.69589369E-02  4.49191109E-03  2.03323074E-05  6.64105332E-01  5.24015064E-25  0.00000000E+00 -6.09150293E+00 -5.84843218E+00  0.00000000E+00
    4271  6.69421866E-02  4.48968858E-03  2.03126719E-05  6.64097402E-01  5.25284227E-25  0.00000000E+00 -6.09150488E+00 -5.84842380E+00  0.00000000E+00
    4281  6.69254634E-02  4.48747020E-03  2.02930820E-05  6.64089483E-01  5.26549849E-25  0.00000000E+00 -6.09150684E+00 -5.84841541E+00  0.00000000E+00
    4291  6.69087662E-02  4.48525581E-03  2.02735367E-05  6.64081573E-01  5.27812437E-25  0.00000000E+00 -6.09150879E+00 -5.84840703E+00  0.00000000E+00
    4301  6.68920937E-02  4.48304524E-03  2.02540344E-05  6.64073670E-01  5.29072500E-25  0.00000000E+00 -6.09151073E+00 -5.84839864E+00  0.00000000E+00
    4311  6.68754449E-02  4.48083836E-03  2.02345741E-05  6.64065771E-01  5.30330550E-25  0.00000000E+00 -6.09151268E+00 -5.84839025E+00  0.00000000E+00
   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  4.58484788E-02  2.10208301E-03  4.41875297E-06  6.66666667E-01 -3.56900476E-39  0.00000000E+00 -5.45586686E+00 -5.26755643E+00  0.00000000E+00
      11  1.33802334E-01  2.00069722E-02  5.11116026E-04  5.74366788E-01  1.31062561E-22  0.00000000E+00 -5.80065961E+00 -5.59650476E+00  0.00000000E+00
      21  9.63090033E-02  1.15616011E-02  2.35978878E-04  4.11541402E-01  1.42417002E-22  0.00000000E+00 -5.92547900E+00 -5.71510599E+00  0.00000000E+00
      31  8.88016040E-02  9.78337812E-03  1.66845175E-04  4.18948377E-01  1.18213981E-22  0.00000000E+00 -5.97693290E+00 -5.76177895E+00  0.00000000E+00
      41  9.70458292E-02  1.08315658E-02  1.70575315E-04  5.15367604E-01  8.80645053E-23  0.00000000E+00 -6.00365530E+00 -5.78512793E+00  0.00000000E+00
      51  1.01440890E-01  1.12955417E-02  1.65066525E-04  5.68755440E-01  6.26242051E-23  0.00000000E+00 -6.01992753E+00 -5.79890699E+00  0.00000000E+00
      61  9.85150643E-02  1.05679507E-02  1.44297118E-04  5.69319863E-01  5.37437939E-23  0.00000000E+00 -6.03089629E+00 -5.80813714E+00  0.00000000E+00
      71  9.46289068E-02  9.72049953E-03  1.23186551E-04  5.65424866E-01  4.77097102E-23  0.00000000E+00 -6.03881997E+00 -5.81456795E+00  0.00000000E+00
      81  9.05862773E-02  8.97275924E-03  1.07651394E-04  5.54296161E-01  4.77730069E-23  0.00000000E+00 -6.04484837E+00 -5.81922396E+00  0.00000000E+00
      91  8.92972966E-02  8.65447880E-03  9.84791659E-05  5.61730479E-01  4.23898624E-23  0.00000000E+00 -6.04960958E+00 -5.82236660E+00  0.00000000E+00
     101  8.25720946E-02  7.59777825E-03  8.21603589E-05  5.25574696E-01  4.85667574E-23  0.00000000E+00 -6.05347522E+00 -5.82513018E+00  0.00000000E+00
     111  8.77108731E-02  8.52769408E-03  9.98070684E-05  5.42515041E-01  5.19848349E-23  0.00000000E+00 -6.05668262E+00 -5.82757804E+00  0.00000000E+00
     121  8.26850898E-02  7.73360954E-03  8.70094916E-05  5.15067944E-01  5.58650964E-23  0.00000000E+00 -6.05938862E+00 -5.82964741E+00  0.00000000E+00
     131  8.56587808E-02  8.19045559E-03  9.28406607E-05  5.38681525E-01  5.31392863E-23  0.00000000E+00 -6.06170540E+00 -5.83143308E+00  0.00000000E+00
     141  8.31984740E-02  7.70984538E-03  8.34151691E-05  5.32229916E-01  4.90795592E-23  0.00000000E+00 -6.06371362E+00 -5.83296133E+00  0.00000000E+00
     151  8.44303357E-02  7.83274246E-03  8.25894844E-05  5.51279608E-01  4.38718092E-23  0.00000000E+00 -6.06547137E+00 -5.83421425E+00  0.00000000E+00
     161  8.38170348E-02  7.65197708E-03  7.75903863E-05  5.58287857E-01  3.90390319E-23  0.00000000E+00 -6.06702353E+00 -5.83517778E+00  0.00000000E+00
     171  8.36181018E-02  7.55169076E-03  7.40893327E-05  5.66942032E-01  3.48666518E-23  0.00000000E+00 -6.06840461E+00 -5.83605518E+00  0.00000000E+00
     181  8.40741939E-02  7.57381610E-03  7.27134386E-05  5.77463806E-01  3.14804429E-23  0.00000000E+00 -6.06964235E+00 -5.83687798E+00  0.00000000E+00
     191  8.33148141E-02  7.40311437E-03  6.89197724E-05  5.80826651E-01  2.87650181E-23  0.00000000E+00 -6.07075784E+00 -5.83762145E+00  0.00000000E+00
     201  8.43694007E-02  7.54976120E-03  7.00882284E-05  5.90119368E-01  2.68842939E-23  0.00000000E+00 -6.07176874E+00 -5.83823749E+00  0.00000000E+00
     211  8.29552720E-02  7.29866921E-03  6.58854442E-05  5.87730827E-01  2.59826772E-23  0.00000000E+00 -6.07268849E+00 -5.83885155E+00  0.00000000E+00
     221  8.36244186E-02  7.39683680E-03  6.68564186E-05  5.92685585E-01  2.51542412E-23  0.00000000E+00 -6.07353040E+00 -5.83931502E+00  0.00000000E+00
     231  8.18291853E-02  7.11816407E-03  6.29358957E-05  5.85961072E-01  2.62976684E-23  0.00000000E+00 -6.07430387E+00 -5.83965819E+00  0.00000000E+00
     241  8.28828627E-02  7.27230200E-03  6.45053503E-05  5.93434361E-01  2.50881872E-23  0.00000000E+00 -6.07501711E+00 -5.83991290E+00  0.00000000E+00
     251  8.18883308E-02  7.09006550E-03  6.14028796E-05  5.92838234E-01  2.39440618E-23  0.00000000E+00 -6.07567737E+00 -5.84014044E+00  0.00000000E+00
     261  8.21801627E-02  7.11297938E-03  6.09803844E-05  5.98240825E-01  2.23887754E-23  0.00000000E+00 -6.07629034E+00 -5.84031213E+00  0.00000000E+00
     271  8.08583615E-02  6.89732311E-03  5.78642463E-05  5.94558777E-01  2.23793224E-23  0.00000000E+00 -6.07686032E+00 -5.84047566E+00  0.00000000E+00
     281  8.18602057E-02  7.05107550E-03  5.96913193E-05  5.99798057E-01  2.18020828E-23  0.00000000E+00 -6.07739190E+00 -5.84061335E+00  0.00000000E+00
     291  8.12819626E-02  6.93937342E-03  5.76647338E-05  6.00838615E-01  2.07202549E-23  0.00000000E+00 -6.07788912E+00 -5.84075030E+00  0.00000000E+00
     301  8.15565455E-02  6.96434293E-03  5.74255453E-05  6.05339577E-01  1.94903577E-23  0.00000000E+00 -6.07835519E+00 -5.84085199E+00  0.00000000E+00
     311  8.13195545E-02  6.90832939E-03  5.61699783E-05  6.07683181E-01  1.84055953E-23  0.00000000E+00 -6.07879276E+00 -5.84096460E+00  0.00000000E+00
     321  8.14317690E-02  6.91262065E-03  5.58148950E-05  6.10647104E-01  1.75352245E-23  0.00000000E+00 -6.07920469E+00 -5.84104953E+00  0.00000000E+00
     331  8.04797162E-02  6.75700325E-03  5.36098137E-05  6.08605438E-01  1.74437060E-23  0.00000000E+00 -6.07959338E+00 -5.84109447E+00  0.00000000E+00
     341  7.97855211E-02  6.63809132E-03  5.18008156E-05  6.08141838E-01  1.69667406E-23  0.00000000E+00 -6.07996068E+00 -5.84108082E+00  0.00000000E+00
     351  7.92689531E-02  6.54643790E-03  5.03255363E-05  6.08567346E-01  1.63755016E-23  0.00000000E+00 -6.08030837E+00 -5.84108838E+00  0.00000000E+00
     361  7.84802406E-02  6.41992406E-03  4.85810540E-05  6.07096501E-01  1.62449897E-23  0.00000000E+00 -6.08063805E+00 -5.84109680E+00  0.00000000E+00
     371  7.77913374E-02  6.30711377E-03  4.69849415E-05  6.06290309E-01  1.59239034E-23  0.00000000E+00 -6.08095141E+00 -5.84107684E+00  0.00000000E+00
     381  7.70393328E-02  6.18796117E-03  4.53858349E-05  6.04902834E-01  1.57545095E-23  0.00000000E+00 -6.08124966E+00 -5.84104346E+00  0.00000000E+00
     391  7.66019683E-02  6.11186038E-03  4.42056088E-05  6.05534276E-01  1.51998649E-23  0.00000000E+00 -6.08153356E+00 -5.84101010E+00  0.00000000E+00
     401  7.60585437E-02  6.02329950E-03  4.29577895E-05  6.05313971E-01  1.48509262E-23  0.00000000E+00 -6.08180421E+00 -5.84096987E+00  0.00000000E+00
     411  7.59511639E-02  5.99576317E-03  4.23213374E-05  6.07581757E-01  1.41523800E-23  0.00000000E+00 -6.08206244E+00 -5.84092016E+00  0.00000000E+00
     421  7.57033173E-02  5.94907442E-03  4.15152273E-05  6.08990452E-01  1.35853906E-23  0.00000000E+00 -6.08230872E+00 -5.84085907E+00  0.00000000E+00
     431  7.56885011E-02  5.93755424E-03  4.11161906E-05  6.11244598E-01  1.30074734E-23  0.00000000E+00 -6.08254400E+00 -5.84079952E+00  0.00000000E+00
     441  7.55861466E-02  5.91316688E-03  4.05822949E-05  6.13121071E-01  1.24528181E-23  0.00000000E+00 -6.08276889E+00 -5.84073738E+00  0.00000000E+00
     451  7.55560425E-02  5.90000584E-03  4.01873370E-05  6.15175166E-01  1.19163953E-23  0.00000000E+00 -6.08298416E+00 -5.84068547E+00  0.00000000E+00
     461  7.54209171E-02  5.87271931E-03  3.96721567E-05  6.16570018E-01  1.14874504E-23  0.00000000E+00 -6.08319063E+00 -5.84062573E+00  0.00000000E+00
     471  7.55715558E-02  5.88901514E-03  3.96712313E-05  6.18697999E-01  1.10856817E-23  0.00000000E+00 -6.08338878E+00 -5.84057091E+00  0.00000000E+00
     481  7.55020812E-02  5.87144838E-03  3.92695390E-05  6.20296977E-01  1.06451966E-23  0.00000000E+00 -6.08357919E+00 -5.84051720E+00  0.00000000E+00
     491  7.51032233E-02  5.80904714E-03  3.84538969E-05  6.20152474E-01  1.04999795E-23  0.00000000E+00 -6.08376243E+00 -5.84045115E+00  0.00000000E+00
     501  7.49609068E-02  5.78216274E-03  3.79863497E-05  6.21273508E-01  1.01556259E-23  0.00000000E+00 -6.08393878E+00 -5.84035265E+00  0.00000000E+00
     511  7.48084890E-02  5.75366453E-03  3.75027944E-05  6.22381466E-01  9.80237188E-24  0.00000000E+00 -6.08410845E+00 -5.84025155E+00  0.00000000E+00
     521  7.50351063E-02  5.78330685E-03  3.77091148E-05  6.24186297E-01  9.53358009E-24  0.00000000E+00 -6.08427180E+00 -5.84015320E+00  0.00000000E+00
     531  7.51159050E-02  5.79006248E-03  3.76334905E-05  6.25814680E-01  9.19865958E-24  0.00000000E+00 -6.08442911E+00 -5.84008876E+00  0.00000000E+00
     541  7.51875649E-02  5.79593188E-03  3.75604489E-05  6.27296926E-01  8.89333218E-24  0.00000000E+00 -6.08458084E+00 -5.84004693E+00  0.00000000E+00
     551  7.49976529E-02  5.76355508E-03  3.70779361E-05  6.27939640E-01  8.65319616E-24  0.00000000E+00 -6.08472744E+00 -5.84000653E+00  0.00000000E+00
     561  7.48797700E-02  5.74205694E-03  3.67209580E-05  6.28757440E-01  8.41459734E-24  0.00000000E+00 -6.08486921E+00 -5.83995594E+00  0.00000000E+00
     571  7.44797798E-02  5.68208556E-03  3.60059153E-05  6.28261910E-01  8.40033017E-24  0.00000000E+00 -6.08500622E+00 -5.83990415E+00  0.00000000E+00
     581  7.39535927E-02  5.60728754E-03  3.51940002E-05  6.26885846E-01  8.60625866E-24  0.00000000E+00 -6.08513866E+00 -5.83985119E+00  0.00000000E+00
     591  7.34746805E-02  5.53868439E-03  3.44395375E-05  6.25783598E-01  8.73097589E-24  0.00000000E+00 -6.08526672E+00 -5.83980105E+00  0.00000000E+00
     601  7.30771803E-02  5.48048030E-03  3.37740298E-05  6.25178594E-01  8.73410945E-24  0.00000000E+00 -6.08539064E+00 -5.83975841E+00  0.00000000E+00
     611  7.27558612E-02  5.43239701E-03  3.32008883E-05  6.24987759E-01  8.65783967E-24  0.00000000E+00 -6.08551067E+00 -5.83972369E+00  0.00000000E+00
     621  7.23477043E-02  5.37439685E-03  3.25671217E-05  6.24163756E-01  8.73414119E-24  0.00000000E+00 -6.08562703E+00 -5.83969002E+00  0.00000000E+00
     631  7.17813579E-02  5.29827807E-03  3.18179299E-05  6.22183283E-01  9.07727357E-24  0.00000000E+00 -6.08574012E+00 -5.83965998E+00  0.00000000E+00
     641  7.11354012E-02  5.21477838E-03  3.10452801E-05  6.19457982E-01  9.62661093E-24  0.00000000E+00 -6.08585032E+00 -5.83962054E+00  0.00000000E+00
     651  7.05749369E-02  5.14106739E-03  3.03422373E-05  6.17334110E-01  9.98247625E-24  0.00000000E+00 -6.08595776E+00 -5.83958209E+00  0.00000000E+00
     661  7.01471129E-02  5.08203834E-03  2.97348867E-05  6.16231646E-01  1.00556871E-23  0.00000000E+00 -6.08606279E+00 -5.83954994E+00  0.00000000E+00
     671  6.97332136E-02  5.02511361E-03  2.91519255E-05  6.15183026E-01  1.01162151E-23  0.00000000E+00 -6.08616571E+00 -5.83952072E+00  0.00000000E+00
     681  6.94933715E-02  4.98891397E-03  2.87195711E-05  6.15368663E-01  9.94133796E-24  0.00000000E+00 -6.08626656E+00 -5.83947917E+00  0.00000000E+00
     691  6.92514892E-02  4.95275228E-03  2.82943369E-05  6.15509997E-01  9.77926132E-24  0.00000000E+00 -6.08636546E+00 -5.83942556E+00  0.00000000E+00
     701  6.89497387E-02  4.90987719E-03  2.78299970E-05  6.15186192E-01  9.70620214E-24  0.00000000E+00 -6.08646254E+00 -5.83937928E+00  0.00000000E+00
     711  6.86120553E-02  4.86307898E-03  2.73454017E-05  6.14574533E-01  9.68465609E-24  0.00000000E+00 -6.08655788E+00 -5.83934297E+00  0.00000000E+00
     721  6.82095833E-02  4.80951340E-03  2.68276029E-05  6.13403127E-01  9.77817865E-24  0.00000000E+00 -6.08665133E+00 -5.83930920E+00  0.00000000E+00
     731  6.78388145E-02  4.75975387E-03  2.63400194E-05  6.12451693E-01  9.82072480E-24  0.00000000E+00 -6.08674292E+00 -5.83928091E+00  0.00000000E+00
     741  6.73853690E-02  4.70173711E-03  2.58152270E-05  6.10741587E-01  1.00263001E-23  0.00000000E+00 -6.08683264E+00 -5.83925123E+00  0.00000000E+00
     751  6.70342635E-02  4.65485389E-03  2.53597744E-05  6.09867596E-01  1.00457520E-23  0.00000000E+00 -6.08692042E+00 -5.83922058E+00  0.00000000E+00
     761  6.66346337E-02  4.60319835E-03  2.48849059E-05  6.08532808E-01  1.01555486E-23  0.00000000E+00 -6.08700629E+00 -5.83918534E+00  0.00000000E+00
     771  6.63081556E-02  4.55963756E-03  2.44624696E-05  6.07790237E-01  1.01457135E-23  0.00000000E+00 -6.08709037E+00 -5.83914601E+00  0.00000000E+00
     781  6.59845983E-02  4.51672397E-03  2.40504017E-05  6.07034903E-01  1.01389037E-23  0.00000000E+00 -6.08717284E+00 -5.83910304E+00  0.00000000E+00
     791  6.56331158E-02  4.47117892E-03  2.36300172E-05  6.05997765E-01  1.01835238E-23  0.00000000E+00 -6.08725378E+00 -5.83906446E+00  0.00000000E+00
     801  6.52719959E-02  4.42498420E-03  2.32127855E-05  6.04831285E-01  1.02506608E-23  0.00000000E+00 -6.08733317E+00 -5.83903738E+00  0.00000000E+00
     811  6.49819804E-02  4.38673749E-03  2.28475011E-05  6.04237937E-01  1.02213171E-23  0.00000000E+00 -6.08741099E+00 -5.83902251E+00  0.00000000E+00
     821  6.47686544E-02  4.35706101E-03  2.25380508E-05  6.04261944E-01  1.00968966E-23  0.00000000E+00 -6.08748737E+00 -5.83901553E+00  0.00000000E+00
     831  6.45797217E-02  4.33039770E-03  2.22529478E-05  6.04441494E-01  9.95827941E-24  0.00000000E+00 -6.08756243E+00 -5.83901195E+00  0.00000000E+00
     841  6.43961465E-02  4.30441536E-03  2.19748231E-05  6.04655421E-01  9.81465465E-24  0.00000000E+00 -6.08763621E+00 -5.83899514E+00  0.00000000E+00
     851  6.43356620E-02  4.29318835E-03  2.18043471E-05  6.05668068E-01  9.60031484E-24  0.00000000E+00 -6.08770878E+00 -5.83896518E+00  0.00000000E+00
     861  6.42409252E-02  4.27785721E-03  2.16054378E-05  6.06459668E-01  9.40407312E-24  0.00000000E+00 -6.08778012E+00 -5.83893684E+00  0.00000000E+00
     871  6.41984806E-02  4.26909036E-03  2.14591790E-05  6.07516726E-01  9.19754781E-24  0.00000000E+00 -6.08785022E+00 -5.83892817E+00  0.00000000E+00
     881  6.41682964E-02  4.26205874E-03  2.13304972E-05  6.08581937E-01  9.00088466E-24  0.00000000E+00 -6.08791921E+00 -5.83893860E+00  0.00000000E+00
     891  6.41653352E-02  4.25848450E-03  2.12304639E-05  6.09763320E-01  8.80190154E-24  0.00000000E+00 -6.08798718E+00 -5.83895483E+00  0.00000000E+00
     901  6.40554091E-02  4.24193032E-03  2.10353065E-05  6.10326808E-01  8.64869509E-24  0.00000000E+00 -6.08805411E+00 -5.83896005E+00  0.00000000E+00
     911  6.38985633E-02  4.21994334E-03  2.08046740E-05  6.10572677E-01  8.52921791E-24  0.00000000E+00 -6.08811991E+00 -5.83895568E+00  0.00000000E+00
     921  6.37167309E-02  4.19529284E-03  2.05602245E-05  6.10612473E-01  8.43914504E-24  0.00000000E+00 -6.08818455E+00 -5.83894417E+00  0.00000000E+00
     931  6.35537237E-02  4.17288999E-03  2.03327794E-05  6.10774197E-01  8.33593254E-24  0.00000000E+00 -6.08824804E+00 -5.83894287E+00  0.00000000E+00
     941  6.34361795E-02  4.15581903E-03  2.01429803E-05  6.11233157E-01  8.20236956E-24  0.00000000E+00 -6.08831039E+00 -5.83895893E+00  0.00000000E+00
     951  6.33200666E-02  4.13898866E-03  1.99567132E-05  6.11689361E-01  8.07078240E-24  0.00000000E+00 -6.08837157E+00 -5.83898316E+00  0.00000000E+00
     961  6.32223483E-02  4.12442359E-03  1.97883302E-05  6.12241462E-01  7.93376126E-24  0.00000000E+00 -6.08843164E+00 -5.83900436E+00  0.00000000E+00
     971  6.31042966E-02  4.10757324E-03  1.96063738E-05  6.12648366E-01  7.81307926E-24  0.00000000E+00 -6.08849063E+00 -5.83902054E+00  0.00000000E+00
     981  6.29452009E-02  4.08620710E-03  1.93980243E-05  6.12746371E-01  7.73133527E-24  0.00000000E+00 -6.08854862E+00 -5.83903400E+00  0.00000000E+00
     991  6.28125456E-02  4.06789417E-03  1.92108805E-05  6.13021602E-01  7.62976406E-24  0.00000000E+00 -6.08860565E+00 -5.83904383E+00  0.00000000E+00
    1001  6.26945779E-02  4.05134448E-03  1.90371459E-05  6.13381849E-01  7.52112762E-24  0.00000000E+00 -6.08866171E+00 -5.83905036E+00  0.00000000E+00
    1011  6.26137281E-02  4.03916522E-03  1.88944007E-05  6.13963268E-01  7.39354152E-24  0.00000000E+00 -6.08871683E+00 -5.83905211E+00  0.00000000E+00
    1021  6.25660565E-02  4.03100767E-03  1.87817738E-05  6.14709677E-01  7.25711334E-24  0.00000000E+00 -6.08877105E+00 -5.83905076E+00  0.00000000E+00
    1031  6.25180291E-02  4.02287092E-03  1.86707552E-05  6.15436170E-01  7.12447013E-24  0.00000000E+00 -6.08882443E+00 -5.83904930E+00  0.00000000E+00
    1041  6.24538107E-02  4.01291166E-03  1.85488376E-05  6.16048610E-01  7.00400631E-24  0.00000000E+00 -6.08887698E+00 -5.83905205E+00  0.00000000E+00
    1051  6.23126461E-02  3.99420707E-03  1.83709525E-05  6.16160850E-01  6.93598121E-24  0.00000000E+00 -6.08892866E+00 -5.83905539E+00  0.00000000E+00
    1061  6.21899444E-02  3.97763038E-03  1.82078559E-05  6.16391072E-01  6.85499692E-24  0.00000000E+00 -6.08897947E+00 -5.83905293E+00  0.00000000E+00
    1071  6.21058429E-02  3.96554215E-03  1.80757062E-05  6.16849958E-01  6.75315971E-24  0.00000000E+00 -6.08902944E+00 -5.83904143E+00  0.00000000E+00
    1081  6.21244719E-02  3.96590021E-03  1.80356178E-05  6.17768739E-01  6.63129672E-24  0.00000000E+00 -6.08907864E+00 -5.83903304E+00  0.00000000E+00
    1091  6.21292986E-02  3.96456426E-03  1.79831091E-05  6.18624667E-01  6.51071341E-24  0.00000000E+00 -6.08912711E+00 -5.83903553E+00  0.00000000E+00
    1101  6.20856857E-02  3.95741982E-03  1.78891653E-05  6.19245914E-01  6.40312660E-24  0.00000000E+00 -6.08917487E+00 -5.83904781E+00  0.00000000E+00
    1111  6.19584596E-02  3.94068760E-03  1.77324914E-05  6.19368710E-01  6.34391147E-24  0.00000000E+00 -6.08922194E+00 -5.83906551E+00  0.00000000E+00
    1121  6.17895618E-02  3.91956852E-03  1.75521733E-05  6.19168273E-01  6.33031169E-24  0.00000000E+00 -6.08926831E+00 -5.83908873E+00  0.00000000E+00
    1131  6.16312852E-02  3.89965189E-03  1.73801478E-05  6.19038990E-01  6.30651535E-24  0.00000000E+00 -6.08931397E+00 -5.83911648E+00  0.00000000E+00
    1141  6.14768295E-02  3.88023341E-03  1.72126145E-05  6.18925500E-01  6.28136437E-24  0.00000000E+00 -6.08935892E+00 -5.83914525E+00  0.00000000E+00
    1151  6.12913277E-02  3.85767185E-03  1.70296746E-05  6.18552713E-01  6.29458063E-24  0.00000000E+00 -6.08940318E+00 -5.83917175E+00  0.00000000E+00
    1161  6.10834379E-02  3.83297954E-03  1.68379284E-05  6.17972699E-01  6.34118658E-24  0.00000000E+00 -6.08944677E+00 -5.83919671E+00  0.00000000E+00
    1171  6.09112641E-02  3.81197500E-03  1.66665435E-05  6.17682481E-01  6.34117141E-24  0.00000000E+00 -6.08948970E+00 -5.83922358E+00  0.00000000E+00
    1181  6.07792430E-02  3.79521144E-03  1.65194320E-05  6.17702109E-01  6.29769937E-24  0.00000000E+00 -6.08953196E+00 -5.83925375E+00  0.00000000E+00
    1191  6.06770046E-02  3.78172950E-03  1.63927318E-05  6.17924529E-01  6.23138999E-24  0.00000000E+00 -6.08957354E+00 -5.83928622E+00  0.00000000E+00
    1201  6.05650718E-02  3.76727420E-03  1.62616934E-05  6.18064479E-01  6.17629980E-24  0.00000000E+00 -6.08961444E+00 -5.83931934E+00  0.00000000E+00
    1211  6.04393391E-02  3.75139285E-03  1.61235477E-05  6.18095954E-01  6.13474111E-24  0.00000000E+00 -6.08965468E+00 -5.83935174E+00  0.00000000E+00
    1221  6.03223620E-02  3.73650177E-03  1.59921615E-05  6.18182765E-01  6.08710245E-24  0.00000000E+00 -6.08969427E+00 -5.83938349E+00  0.00000000E+00
    1231  6.02243341E-02  3.72371919E-03  1.58742492E-05  6.18391454E-01  6.02694833E-24  0.00000000E+00 -6.08973322E+00 -5.83941740E+00  0.00000000E+00
    1241  6.01285448E-02  3.71121525E-03  1.57588194E-05  6.18609268E-01  5.96618485E-24  0.00000000E+00 -6.08977155E+00 -5.83945439E+00  0.00000000E+00
    1251  6.00530834E-02  3.70098822E-03  1.56580497E-05  6.18950840E-01  5.89404919E-24  0.00000000E+00 -6.08980926E+00 -5.83949462E+00  0.00000000E+00
    1261  5.99772236E-02  3.69075184E-03  1.55580090E-05  6.19282296E-01  5.82360021E-24  0.00000000E+00 -6.08984638E+00 -5.83953829E+00  0.00000000E+00
    1271  5.99154447E-02  3.68212620E-03  1.54688254E-05  6.19689123E-01  5.74767469E-24  0.00000000E+00 -6.08988293E+00 -5.83958153E+00  0.00000000E+00
    1281  5.98630270E-02  3.67458792E-03  1.53872701E-05  6.20140461E-01  5.66919821E-24  0.00000000E+00 -6.08991891E+00 -5.83962046E+00  0.00000000E+00
    1291  5.98279171E-02  3.66906090E-03  1.53195649E-05  6.20671620E-01  5.58667701E-24  0.00000000E+00 -6.08995433E+00 -5.83965523E+00  0.00000000E+00
    1301  5.97952393E-02  3.66385117E-03  1.52547191E-05  6.21202317E-01  5.50564922E-24  0.00000000E+00 -6.08998919E+00 -5.83968739E+00  0.00000000E+00
    1311  5.98195295E-02  3.66547340E-03  1.52392815E-05  6.21920532E-01  5.42571089E-24  0.00000000E+00 -6.09002350E+00 -5.83972000E+00  0.00000000E+00
    1321  5.98766872E-02  3.67121963E-03  1.52564759E-05  6.22677903E-01  5.35747755E-24  0.00000000E+00 -6.09005725E+00 -5.83975576E+00  0.00000000E+00
    1331  5.99435942E-02  3.67824710E-03  1.52848076E-05  6.23420289E-01  5.29584624E-24  0.00000000E+00 -6.09009043E+00 -5.83979474E+00  0.00000000E+00
    1341  6.00037595E-02  3.68444445E-03  1.53069663E-05  6.24141959E-01  5.23234730E-24  0.00000000E+00 -6.09012307E+00 -5.83983345E+00  0.00000000E+00
    1351  6.00914682E-02  3.69425826E-03  1.53603639E-05  6.24832038E-01  5.18752135E-24  0.00000000E+00 -6.09015518E+00 -5.83986916E+00  0.00000000E+00
    1361  6.02154534E-02  3.70901097E-03  1.54595497E-05  6.25407266E-01  5.17733179E-24  0.00000000E+00 -6.09018680E+00 -5.83990156E+00  0.00000000E+00
    1371  6.03900916E-02  3.73093847E-03  1.56306457E-05  6.25700289E-01  5.23122708E-24  0.00000000E+00 -6.09021795E+00 -5.83992968E+00  0.00000000E+00
    1381  6.05658184E-02  3.75309253E-03  1.58053111E-05  6.25972744E-01  5.28722212E-24  0.00000000E+00 -6.09024864E+00 -5.83995534E+00  0.00000000E+00
    1391  6.07191022E-02  3.77208889E-03  1.59485475E-05  6.26374899E-01  5.31247308E-24  0.00000000E+00 -6.09027886E+00 -5.83997897E+00  0.00000000E+00
    1401  6.08421103E-02  3.78688409E-03  1.60512159E-05  6.26902228E-01  5.30264252E-24  0.00000000E+00 -6.09030860E+00 -5.84000216E+00  0.00000000E+00
