   8    5    0   -1    0    0.004619 -0.001664 -0.002725
   8    5    0    0    0   -0.004659 -0.001697  0.002724
   8    6   -1    0    1    0.003396  0.000539 -0.002667
   8    6    0    0    1    0.003396 -0.000537  0.002666
   8    7    0   -1    0    0.005679  0.000579  0.001033
   8    7    0   -1    1   -0.005655 -0.000606  0.001041
   8    5   -1   -1    0   -0.001493 -0.002928  0.000489
   8    5   -1    0    0    0.001495 -0.002962 -0.000486
   8    6   -1    0    0   -0.003174 -0.000737 -0.000532
   8    6    0    0    0   -0.003175  0.000737  0.000531
   8    7    0    0    0   -0.002428  0.003113 -0.000199
   8    7    0    0    1    0.002431 -0.003129 -0.000199
   8    5    0   -1    1    0.001802  0.003716 -0.000428
   8    5    0    0    1   -0.001794  0.003710  0.000425
   8    6   -1   -1    1    0.002912  0.000257  0.000368
   8    6    0   -1    1    0.002914 -0.000257 -0.000367
   8    7    1   -1    0    0.002598 -0.003008  0.000105
   8    7    1   -1    1   -0.002591  0.003017  0.000104
   8    8   -1    0    0    0.000144  0.001066 -0.000076
   8    8    0   -1    0    0.000012 -0.001077  0.000034
   8    8    0    0   -1    0.000520  0.000844  0.000053
   8    8    0    0    1    0.000520  0.000844  0.000053
   8    8    0    1    0    0.000012 -0.001077  0.000034
   8    8    1    0    0    0.000144  0.001066 -0.000076
   8    5   -1   -1    1    0.002041 -0.000431  0.000140
   8    5   -1    0    1   -0.002081 -0.000428 -0.000139
   8    6   -1   -1    0   -0.002009 -0.004642  0.000319
   8    6    0   -1    0   -0.002009  0.004646 -0.000318
   8    7    1    0    0   -0.004314 -0.001471 -0.000101
   8    7    1    0    1    0.004346  0.001533 -0.000102
   8    5    0   -1   -1   -0.000872 -0.000466 -0.000089
   8    5    0    0   -1    0.000856 -0.000462  0.000088
   8    6   -1    1    1   -0.000379 -0.000329  0.000150
   8    6    0    1    1   -0.000378  0.000330 -0.000150
   8    7   -1   -1    0   -0.000463  0.000682  0.000077
   8    7   -1   -1    1    0.000478 -0.000679  0.000076
   8    5    1   -1    0    0.000941  0.000601  0.000163
   8    5    1    0    0   -0.000953  0.000597 -0.000164
   8    6   -1    0    2    0.000756 -0.000243 -0.000086
   8    6    0    0    2    0.000756  0.000244  0.000086
   8    7    0   -2    0   -0.000599 -0.001213  0.000143
   8    7    0   -2    1    0.000607  0.001210  0.000142
   8    8   -1   -1    0    0.000702  0.000195 -0.000324
   8    8   -1    0   -1   -0.000833 -0.001300 -0.000097
   8    8   -1    0    1    0.000444  0.000579 -0.000009
   8    8   -1    1    0    0.000493 -0.001130  0.000144
   8    8    0   -1   -1    0.000118  0.000515  0.000142
   8    8    0   -1    1   -0.000806  0.000388  0.000034
   8    8    0    1   -1   -0.000806  0.000388  0.000034
   8    8    0    1    1    0.000118  0.000515  0.000142
   8    8    1   -1    0    0.000493 -0.001130  0.000144
   8    8    1    0   -1    0.000444  0.000579 -0.000009
   8    8    1    0    1   -0.000833 -0.001300 -0.000097
   8    8    1    1    0    0.000702  0.000195 -0.000324
   8    5   -1   -1   -1   -0.000031  0.001461 -0.000076
   8    5   -1    0   -1    0.000033  0.001456  0.000077
   8    6   -1    1    0    0.001851 -0.000785 -0.000075
   8    6    0    1    0    0.001849  0.000784  0.000075
   8    7   -1    0    0   -0.000669  0.000184  0.000155
   8    7   -1    0    1    0.000665 -0.000173  0.000155
   8    5    0   -2    0   -0.002299 -0.000028 -0.000024
   8    5    0    1    0    0.002297 -0.000022  0.000024
