   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  6.68158532E-03 -5.09690427E-02  2.45755422E+00  2.45809179E+00  0.00000000E+00
     100  1.89302633E-02 -3.67184763E-02  2.75381842E+00  2.75412826E+00  0.00000000E+00
     200  2.30850470E-02 -2.12429693E-02  2.80348455E+00  2.80366007E+00  0.00000000E+00
     300  2.17258295E-02 -9.43242243E-03  2.82336907E+00  2.82346841E+00  0.00000000E+00
     400  1.76809656E-02 -1.55890942E-03  2.83211100E+00  2.83216661E+00  0.00000000E+00
     500  1.28690805E-02  2.96281118E-03  2.83611689E+00  2.83614764E+00  0.00000000E+00
     600  8.39204723E-03  4.99507129E-03  2.83799951E+00  2.83801632E+00  0.00000000E+00
     700  4.76543199E-03  5.38365440E-03  2.83890027E+00  2.83890937E+00  0.00000000E+00
     800  2.12847072E-03  4.82815079E-03  2.83933720E+00  2.83934210E+00  0.00000000E+00
     900  4.06162256E-04  3.84310703E-03  2.83955146E+00  2.83955409E+00  0.00000000E+00
    1000 -5.76523993E-04  2.76753897E-03  2.83965748E+00  2.83965889E+00  0.00000000E+00
    1100 -1.02107946E-03  1.79675719E-03  2.83971033E+00  2.83971108E+00  0.00000000E+00
    1200 -1.11329754E-03  1.02067152E-03  2.83973683E+00  2.83973723E+00  0.00000000E+00
    1300 -1.00347322E-03  4.59686966E-04  2.83975019E+00  2.83975041E+00  0.00000000E+00
    1400 -8.01147195E-04  9.39982984E-05  2.83975696E+00  2.83975707E+00  0.00000000E+00
    1500 -5.78255655E-04 -1.14918991E-04  2.83976040E+00  2.83976046E+00  0.00000000E+00
    1600 -3.76262245E-04 -2.10104615E-04  2.83976215E+00  2.83976219E+00  0.00000000E+00
    1700 -2.14367344E-04 -2.30857273E-04  2.83976305E+00  2.83976307E+00  0.00000000E+00
    1800 -9.71023478E-05 -2.08849503E-04  2.83976351E+00  2.83976352E+00  0.00000000E+00
    1900 -2.04995402E-05 -1.67140110E-04  2.83976375E+00  2.83976375E+00  0.00000000E+00
    2000  2.33874732E-05 -1.20879137E-04  2.83976387E+00  2.83976387E+00  0.00000000E+00
    2100  4.34949021E-05 -7.88175762E-05  2.83976393E+00  2.83976393E+00  0.00000000E+00
    2200  4.80080572E-05 -4.50313534E-05  2.83976397E+00  2.83976397E+00  0.00000000E+00
    2300  4.35379067E-05 -2.05129610E-05  2.83976398E+00  2.83976398E+00  0.00000000E+00
    2400  3.49062950E-05 -4.46427872E-06  2.83976399E+00  2.83976399E+00  0.00000000E+00
    2500  2.52874716E-05  4.75562772E-06  2.83976400E+00  2.83976400E+00  0.00000000E+00
    2600  1.65198805E-05  9.00300529E-06  2.83976400E+00  2.83976400E+00  0.00000000E+00
    2700  9.46430954E-06  9.98309063E-06  2.83976400E+00  2.83976400E+00  0.00000000E+00
    2800  4.33549732E-06  9.07592387E-06  2.83976400E+00  2.83976400E+00  0.00000000E+00
    2900  9.72021113E-07  7.28984874E-06  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3000 -9.65496764E-07  5.28993996E-06  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3100 -1.86291643E-06  3.46241179E-06  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3200 -2.07563112E-06  1.98902868E-06  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3300 -1.89179724E-06  9.16195811E-07  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3400 -1.52231583E-06  2.11300679E-07  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3500 -1.10655182E-06 -1.95838109E-07  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3600 -7.25646796E-07 -3.85425890E-07  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3700 -4.17983091E-07 -4.31528995E-07  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3800 -1.93580875E-07 -3.94313867E-07  2.83976400E+00  2.83976400E+00  0.00000000E+00
    3900 -4.58610170E-08 -3.17890601E-07  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4000  3.96866978E-08 -2.31461860E-07  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4100  7.97324300E-08 -1.52074173E-07  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4200  8.97113038E-08 -8.78314892E-08  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4300  8.21854491E-08 -4.08951642E-08  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4400  6.63801864E-08 -9.93971011E-09  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4500  4.84144175E-08  8.03446224E-09  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4600  3.18691216E-08  1.64919307E-08  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4700  1.84551094E-08  1.86491927E-08  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4800  8.63811567E-09  1.71290122E-08  2.83976400E+00  2.83976400E+00  0.00000000E+00
    4900  2.15147287E-09  1.38607440E-08  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5000 -1.62481135E-09  1.01264496E-08  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5100 -3.41074200E-09  6.67834643E-09  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5200 -3.87657487E-09  3.87755379E-09  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5300 -3.56988347E-09  1.82433515E-09  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5400 -2.89415528E-09  4.65123230E-10  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5500 -2.11800459E-09 -3.28210300E-10  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5600 -1.39943286E-09 -7.05287167E-10  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5700 -8.14655707E-10 -8.05770530E-10  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5800 -3.85238808E-10 -7.43977910E-10  2.83976400E+00  2.83976400E+00  0.00000000E+00
    5900 -1.00439576E-10 -6.04288501E-10  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6000  6.62170334E-11 -4.42979702E-10  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6100  1.45821502E-10 -2.93237535E-10  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6200  1.67474765E-10 -1.71145592E-10  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6300  1.55042309E-10 -8.13385592E-11  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6400  1.26169391E-10 -2.16659548E-11  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6500  9.26462793E-11  1.33418708E-11  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6600  6.14428644E-11  3.01449334E-11  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6700  3.59528098E-11  3.48066270E-11  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6800  1.71713711E-11  3.23090781E-11  2.83976400E+00  2.83976400E+00  0.00000000E+00
    6900  4.66890211E-12  2.63421313E-11  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7000 -2.68442399E-12  1.93757937E-11  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7100 -6.23079322E-12  1.28738372E-11  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7200 -7.23351080E-12  7.55224439E-12  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7300 -6.73260802E-12  3.62457714E-12  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7400 -5.49965491E-12  1.00518032E-12  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7500 -4.05208867E-12 -5.39287621E-13  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7600 -2.69730504E-12 -1.28767295E-12  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7700 -1.58634160E-12 -1.50317452E-12  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7800 -7.64991931E-13 -1.40289489E-12  2.83976400E+00  2.83976400E+00  0.00000000E+00
    7900 -2.16220023E-13 -1.14816960E-12  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8000  1.08157572E-13 -8.47391848E-13  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8100  2.66068982E-13 -5.65112257E-13  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8200  3.12347436E-13 -3.33188703E-13  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8300  2.92310876E-13 -1.61433988E-13  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8400  2.39693715E-13 -4.64686227E-14  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8500  1.77201501E-13  2.16552969E-14  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8600  1.18388638E-13  5.49709482E-14  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8700  6.99739342E-14  6.49017062E-14  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8800  3.40589393E-14  6.09067636E-14  2.83976400E+00  2.83976400E+00  0.00000000E+00
    8900  9.97498118E-15  5.00398208E-14  2.83976400E+00  2.83976400E+00  0.00000000E+00
    9000 -4.33118651E-15  3.70566684E-14  2.83976400E+00  2.83976400E+00  0.00000000E+00
    9100 -1.13592084E-14  2.48035412E-14  2.83976400E+00  2.83976400E+00  0.00000000E+00
    9200 -1.34886647E-14  1.46970837E-14  2.83976400E+00  2.83976400E+00  0.00000000E+00
    9300 -1.26940594E-14  7.18720319E-15  2.83976400E+00  2.83976400E+00  0.00000000E+00
    9400 -1.04500297E-14  2.14227154E-15  2.83976400E+00  2.83976400E+00  0.00000000E+00
    9500 -7.75288780E-15 -8.62149943E-16  2.83976400E+00  2.83976400E+00  0.00000000E+00
