#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
      1 -0.450000 -0.450000 -0.450000        1    4.27185442E-09  2.72628358E-09  3.11080589E-09  5.94629932E-09
      2 -0.400000 -0.450000 -0.450000        1    1.04392991E-08  9.98801818E-09  1.88818288E-09  1.45706797E-08
      3 -0.350000 -0.450000 -0.450000        1    7.35678189E-09  3.22985190E-09  1.67075681E-10  8.03629873E-09
      4 -0.300000 -0.450000 -0.450000        1    1.65168941E-09  2.59468301E-11  2.79493754E-09  3.24660238E-09
      5 -0.250000 -0.450000 -0.450000        1    1.90177294E-09  8.45768689E-10  4.32420730E-09  4.79904509E-09
      6 -0.200000 -0.450000 -0.450000        1    2.51610248E-09  7.72370118E-09  5.68806797E-10  8.14308743E-09
      7 -0.150000 -0.450000 -0.450000        1    2.67086762E-09  3.83122236E-10  7.41644419E-10  2.79827678E-09
      8 -0.100000 -0.450000 -0.450000        1    3.25841730E-09  1.68691976E-09  1.04300346E-08  1.10566091E-08
      9 -0.050000 -0.450000 -0.450000        1    3.30516845E-09  6.45970400E-09  2.08689839E-09  7.55030192E-09
     10  0.000000 -0.450000 -0.450000        1    9.67312950E-09  1.70480426E-09  3.89274469E-09  1.05654746E-08
     11  0.050000 -0.450000 -0.450000        1    7.66629210E-09  2.91543408E-10  4.70513224E-11  7.67197797E-09
     12  0.100000 -0.450000 -0.450000        1    4.07102688E-09  1.64628508E-09  5.94954813E-09  7.39463571E-09
     13  0.150000 -0.450000 -0.450000        1    5.20878658E-09  2.30081105E-09  9.39779564E-10  5.77134081E-09
     14  0.200000 -0.450000 -0.450000        1    8.94386031E-09  7.43175495E-10  3.28694340E-09  9.55766415E-09
     15  0.250000 -0.450000 -0.450000        1    6.02585682E-09  9.68738078E-09  1.82865901E-10  1.14100717E-08
     16  0.300000 -0.450000 -0.450000        1    1.56576202E-09  2.95011558E-10  3.06843397E-09  3.45744552E-09
     17  0.350000 -0.450000 -0.450000        1    5.43984015E-09  3.35698335E-10  1.16826036E-08  1.28913840E-08
     18  0.400000 -0.450000 -0.450000        1    1.51224854E-09  2.62618436E-09  1.01409641E-08  1.05840867E-08
     19  0.450000 -0.450000 -0.450000        1    1.25082149E-08  2.40675041E-09  2.27577029E-09  1.29393592E-08
     20  0.500000 -0.450000 -0.450000        1    9.58894316E-10  6.57133363E-09  2.17335308E-09  6.98751512E-09
     21 -0.450000 -0.400000 -0.450000        1    1.96072865E-09  6.21119643E-10  5.30394140E-09  5.68876444E-09
     22 -0.400000 -0.400000 -0.450000        1    5.33477203E-09  3.14116277E-09  2.81527573E-09  6.80091711E-09
     23 -0.350000 -0.400000 -0.450000        1    5.46060526E-09  4.76347755E-09  8.19643028E-10  7.29251279E-09
     24 -0.300000 -0.400000 -0.450000        1    2.04073319E-09  8.84662728E-09  4.31289736E-10  9.08919232E-09
