#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
      1 -0.450000 -0.450000 -0.450000        1    2.36973039E-09  1.55482097E-09  2.44540339E-09  3.74340595E-09
      2 -0.400000 -0.450000 -0.450000        1    1.83591707E-10  2.73077809E-10  3.58652313E-09  3.60158653E-09
      3 -0.350000 -0.450000 -0.450000        1    3.50154690E-10  1.91517741E-09  2.06910818E-10  1.95788787E-09
      4 -0.300000 -0.450000 -0.450000        1    3.02679461E-09  1.29106322E-09  1.05071251E-09  3.45432000E-09
      5 -0.250000 -0.450000 -0.450000        1    2.05024106E-09  9.71671786E-11  1.24064464E-09  2.39835965E-09
      6 -0.200000 -0.450000 -0.450000        1    1.30029754E-09  2.51604001E-09  4.49108694E-09  5.30952850E-09
      7 -0.150000 -0.450000 -0.450000        1    9.71844999E-10  3.17852432E-09  1.72158388E-09  3.74317387E-09
      8 -0.100000 -0.450000 -0.450000        1    3.31384561E-10  3.02321767E-10  2.87127028E-09  2.90609828E-09
      9 -0.050000 -0.450000 -0.450000        1    5.28219338E-09  8.85836528E-09  6.65248242E-09  1.22730487E-08
     10  0.000000 -0.450000 -0.450000        1    2.85790838E-10  7.36620488E-10  3.48482521E-09  3.57327481E-09
     11  0.050000 -0.450000 -0.450000        1    1.64928873E-09  5.88298609E-09  1.64015764E-09  6.32612012E-09
     12  0.100000 -0.450000 -0.450000        1    2.82186256E-09  6.30998447E-09  2.13272629E-10  6.91551137E-09
     13  0.150000 -0.450000 -0.450000        1    1.00591116E-08  3.03431141E-09  1.19628496E-08  1.59217631E-08
     14  0.200000 -0.450000 -0.450000        1    8.53210027E-10  2.80603982E-09  4.83968296E-10  2.97254977E-09
     15  0.250000 -0.450000 -0.450000        1    2.92002342E-09  3.19039094E-09  1.12071412E-09  4.46778819E-09
     16  0.300000 -0.450000 -0.450000        1    1.99898373E-10  4.63607528E-10  2.12263553E-09  2.18185079E-09
     17  0.350000 -0.450000 -0.450000        1    2.24870835E-09  2.52413310E-09  2.69248513E-10  3.39122867E-09
     18  0.400000 -0.450000 -0.450000        1    2.74332104E-09  7.33062607E-10  2.63186466E-10  2.85174652E-09
     19  0.450000 -0.450000 -0.450000        1    4.49709951E-10  6.38087536E-11  1.15732315E-09  1.24326484E-09
     20  0.500000 -0.450000 -0.450000        1    8.99113415E-10  7.72690465E-09  3.69674384E-09  8.61274495E-09
     21 -0.450000 -0.400000 -0.450000        1    1.10502857E-09  9.10580899E-09  6.39501645E-10  9.19487944E-09
     22 -0.400000 -0.400000 -0.450000        1    7.71925122E-10  6.49915988E-09  1.34881007E-09  6.68238252E-09
     23 -0.350000 -0.400000 -0.450000        1    2.48483748E-09  9.80241891E-09  6.63775645E-10  1.01342208E-08
     24 -0.300000 -0.400000 -0.450000        1    5.92811985E-10  1.17824429E-09  7.16216663E-10  1.50088373E-09
