   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  3.04427404E-02  9.26760441E-04  8.58884915E-07  6.66666667E-01 -5.52732133E-18  1.64315059E-13 -3.23206503E-01 -3.20494310E-01  0.00000000E+00
     591  3.01785065E-02  1.06566427E-03  1.85193474E-06  4.56419818E-01  1.78945980E-02  8.20735102E-01 -3.21174139E-01 -3.18474802E-01  0.00000000E+00
     601  3.03138128E-02  1.07195560E-03  1.85517706E-06  4.61841111E-01  1.76758669E-02  8.14286079E-01 -3.21206928E-01 -3.18506736E-01  0.00000000E+00
     611  3.00045764E-02  1.05378957E-03  1.80762745E-06  4.57399886E-01  1.77320743E-02  8.17058584E-01 -3.21196233E-01 -3.18493865E-01  0.00000000E+00
     621  3.00466163E-02  1.05325990E-03  1.79204914E-06  4.61534904E-01  1.73792907E-02  8.15297842E-01 -3.21137423E-01 -3.18433188E-01  0.00000000E+00
     631  3.00463313E-02  1.05396189E-03  1.80829208E-06  4.57377863E-01  1.74623539E-02  8.18662297E-01 -3.21181760E-01 -3.18482008E-01  0.00000000E+00
     641  2.98630333E-02  1.04202163E-03  1.77310105E-06  4.55674398E-01  1.73515833E-02  8.14413399E-01 -3.21168199E-01 -3.18467498E-01  0.00000000E+00
     651  2.99737587E-02  1.04912966E-03  1.79020577E-06  4.57845125E-01  1.74073239E-02  8.12398307E-01 -3.21180061E-01 -3.18477276E-01  0.00000000E+00
     661  2.97938107E-02  1.03635998E-03  1.75267952E-06  4.56048740E-01  1.71746207E-02  8.07887531E-01 -3.21150441E-01 -3.18449015E-01  0.00000000E+00
     671  2.97720715E-02  1.03620591E-03  1.75568406E-06  4.54954214E-01  1.73063959E-02  8.13577578E-01 -3.21190800E-01 -3.18489369E-01  0.00000000E+00
     681  2.98225725E-02  1.03688139E-03  1.74459706E-06  4.59101571E-01  1.70367899E-02  8.15832794E-01 -3.21131564E-01 -3.18433369E-01  0.00000000E+00
     691  2.99797359E-02  1.05085735E-03  1.80453939E-06  4.55299748E-01  1.75654925E-02  8.21021309E-01 -3.21162750E-01 -3.18467619E-01  0.00000000E+00
     701  3.00174830E-02  1.05222809E-03  1.80071488E-06  4.57869409E-01  1.74622308E-02  8.19290703E-01 -3.21107777E-01 -3.18411422E-01  0.00000000E+00
     711  2.98655303E-02  1.04125925E-03  1.76606189E-06  4.57041145E-01  1.72462952E-02  8.16003500E-01 -3.21096480E-01 -3.18402428E-01  0.00000000E+00
     721  2.96856989E-02  1.02945037E-03  1.73226785E-06  4.55142465E-01  1.71192727E-02  8.21350429E-01 -3.21196085E-01 -3.18500014E-01  0.00000000E+00
     731  2.98416850E-02  1.04072138E-03  1.76333981E-06  4.57317521E-01  1.73486201E-02  8.17247680E-01 -3.21223799E-01 -3.18527395E-01  0.00000000E+00
     741  2.98990316E-02  1.04277272E-03  1.75925695E-06  4.60702134E-01  1.71898445E-02  8.04401974E-01 -3.21175886E-01 -3.18482421E-01  0.00000000E+00
     751  2.98917083E-02  1.04243813E-03  1.75588294E-06  4.61390845E-01  1.72017739E-02  8.08054478E-01 -3.21187413E-01 -3.18493327E-01  0.00000000E+00
     761  2.98183019E-02  1.04091655E-03  1.76232014E-06  4.57834694E-01  1.75322998E-02  7.98728695E-01 -3.21159310E-01 -3.18463675E-01  0.00000000E+00
     771  2.96806936E-02  1.03096432E-03  1.73170457E-06  4.56918162E-01  1.73284666E-02  8.07220472E-01 -3.21133457E-01 -3.18436103E-01  0.00000000E+00
     781  2.96876651E-02  1.03127311E-03  1.73183830E-06  4.57201423E-01  1.73163271E-02  8.00390300E-01 -3.21092556E-01 -3.18398008E-01  0.00000000E+00
     791  2.95480127E-02  1.02253469E-03  1.70601139E-06  4.56118145E-01  1.72625001E-02  7.94214463E-01 -3.21057843E-01 -3.18367107E-01  0.00000000E+00
     801  2.93784971E-02  1.01274862E-03  1.68159857E-06  4.53490453E-01  1.72859355E-02  8.10981241E-01 -3.21037558E-01 -3.18350528E-01  0.00000000E+00
     811  2.95820007E-02  1.02822091E-03  1.74764018E-06  4.48992004E-01  1.76871632E-02  8.37314199E-01 -3.21098204E-01 -3.18410831E-01  0.00000000E+00
     821  2.96562820E-02  1.03100337E-03  1.74474966E-06  4.52868528E-01  1.75002909E-02  8.31079381E-01 -3.21137895E-01 -3.18451466E-01  0.00000000E+00
     831  2.96757766E-02  1.03002073E-03  1.73137604E-06  4.56025909E-01  1.72531871E-02  8.20865434E-01 -3.21108494E-01 -3.18423689E-01  0.00000000E+00
     841  2.97619373E-02  1.03421356E-03  1.73452953E-06  4.59444879E-01  1.71459544E-02  8.14579818E-01 -3.21141058E-01 -3.18454519E-01  0.00000000E+00
     851  2.97328750E-02  1.03251269E-03  1.72767382E-06  4.59806072E-01  1.71492107E-02  8.09073294E-01 -3.21136742E-01 -3.18448368E-01  0.00000000E+00
     861  2.96137686E-02  1.02479278E-03  1.70463935E-06  4.58947833E-01  1.70739748E-02  8.08068062E-01 -3.21061333E-01 -3.18370723E-01  0.00000000E+00
     871  2.93914572E-02  1.01183962E-03  1.67218303E-06  4.55573575E-01  1.70929614E-02  8.02554072E-01 -3.21034722E-01 -3.18344368E-01  0.00000000E+00
     881  2.95582181E-02  1.02637887E-03  1.74193271E-06  4.48818393E-01  1.76368553E-02  8.32466395E-01 -3.21087560E-01 -3.18400503E-01  0.00000000E+00
     891  2.93923458E-02  1.01712068E-03  1.71719056E-06  4.46710707E-01  1.76969286E-02  8.29963492E-01 -3.21083745E-01 -3.18398711E-01  0.00000000E+00
     901  2.93572055E-02  1.01309947E-03  1.69948103E-06  4.48061241E-01  1.74709110E-02  8.33478167E-01 -3.21082503E-01 -3.18399617E-01  0.00000000E+00
     911  2.93880317E-02  1.01498385E-03  1.70355034E-06  4.48792078E-01  1.74793997E-02  8.31810456E-01 -3.21106725E-01 -3.18420003E-01  0.00000000E+00
     921  2.92365399E-02  1.00446323E-03  1.67383085E-06  4.47003706E-01  1.72900291E-02  8.41129245E-01 -3.21151835E-01 -3.18463430E-01  0.00000000E+00
     931  2.92180547E-02  1.00360383E-03  1.67116170E-06  4.46939556E-01  1.73155721E-02  8.41108064E-01 -3.21191855E-01 -3.18500121E-01  0.00000000E+00
     941  2.91667875E-02  9.98935305E-04  1.65429057E-06  4.47393722E-01  1.71220634E-02  8.44233577E-01 -3.21157520E-01 -3.18465569E-01  0.00000000E+00
     951  2.90271173E-02  9.89770881E-04  1.62796164E-06  4.46071684E-01  1.70023437E-02  8.36697167E-01 -3.21150177E-01 -3.18459961E-01  0.00000000E+00
     961  2.88684623E-02  9.80581592E-04  1.60290866E-06  4.44326036E-01  1.70018970E-02  8.41825370E-01 -3.21145078E-01 -3.18452343E-01  0.00000000E+00
     971  2.89690569E-02  9.86661318E-04  1.62001855E-06  4.45294430E-01  1.70321117E-02  8.44768497E-01 -3.21190573E-01 -3.18499517E-01  0.00000000E+00
     981  2.89216640E-02  9.82618380E-04  1.60459426E-06  4.46045351E-01  1.68820302E-02  8.37906701E-01 -3.21156943E-01 -3.18463687E-01  0.00000000E+00
     991  2.89673461E-02  9.83378372E-04  1.59702965E-06  4.49508749E-01  1.66643574E-02  8.34270702E-01 -3.21130409E-01 -3.18434343E-01  0.00000000E+00
    1001  2.91692775E-02  9.96362142E-04  1.63242326E-06  4.51878188E-01  1.68080667E-02  8.32290044E-01 -3.21147551E-01 -3.18452582E-01  0.00000000E+00
    1011  2.91052570E-02  9.91042348E-04  1.61363787E-06  4.52353396E-01  1.66245222E-02  8.21525567E-01 -3.21115034E-01 -3.18421962E-01  0.00000000E+00
    1021  2.90095276E-02  9.84757822E-04  1.59441536E-06  4.51948544E-01  1.65412146E-02  8.25666718E-01 -3.21049868E-01 -3.18357420E-01  0.00000000E+00
    1031  2.89449871E-02  9.81046812E-04  1.58528107E-06  4.50958013E-01  1.65446113E-02  8.33361834E-01 -3.20958241E-01 -3.18265992E-01  0.00000000E+00
    1041  2.90161184E-02  9.85877223E-04  1.59733965E-06  4.52189503E-01  1.66263394E-02  8.33329771E-01 -3.20956978E-01 -3.18262661E-01  0.00000000E+00
    1051  2.89381370E-02  9.81069875E-04  1.58241612E-06  4.51976018E-01  1.65930740E-02  8.44826726E-01 -3.20911581E-01 -3.18223314E-01  0.00000000E+00
    1061  2.89533928E-02  9.81116677E-04  1.57465754E-06  4.54715008E-01  1.64964661E-02  8.34897045E-01 -3.20964008E-01 -3.18278340E-01  0.00000000E+00
    1071  2.90114947E-02  9.84325585E-04  1.57882362E-06  4.56831203E-01  1.64781051E-02  8.26979195E-01 -3.20935696E-01 -3.18249345E-01  0.00000000E+00
    1081  2.87805753E-02  9.72591618E-04  1.55450461E-06  4.52215529E-01  1.66642264E-02  8.21113104E-01 -3.20916916E-01 -3.18229711E-01  0.00000000E+00
    1091  2.86273750E-02  9.62908453E-04  1.53043465E-06  4.49796261E-01  1.65616277E-02  8.19246041E-01 -3.20906650E-01 -3.18217836E-01  0.00000000E+00
    1101  2.86508111E-02  9.64826902E-04  1.53803204E-06  4.49261651E-01  1.66281675E-02  8.22119153E-01 -3.20846065E-01 -3.18157718E-01  0.00000000E+00
    1111  2.86643408E-02  9.65397966E-04  1.53624016E-06  4.50553895E-01  1.66045589E-02  8.15829068E-01 -3.20880128E-01 -3.18191053E-01  0.00000000E+00
    1121  2.86040998E-02  9.60616098E-04  1.52066001E-06  4.50698037E-01  1.64507083E-02  8.13845729E-01 -3.20835673E-01 -3.18145310E-01  0.00000000E+00
    1131  2.86611312E-02  9.62823910E-04  1.52026304E-06  4.53357053E-01  1.63284897E-02  8.06327461E-01 -3.20847034E-01 -3.18155728E-01  0.00000000E+00
    1141  2.85923916E-02  9.58461026E-04  1.50697905E-06  4.53189249E-01  1.62791332E-02  8.10891427E-01 -3.20840469E-01 -3.18151200E-01  0.00000000E+00
    1151  2.86114272E-02  9.60502244E-04  1.51629116E-06  4.52146322E-01  1.63891318E-02  8.05214822E-01 -3.20860984E-01 -3.18171256E-01  0.00000000E+00
    1161  2.86487517E-02  9.62308631E-04  1.51732998E-06  4.53827256E-01  1.63509200E-02  8.03179263E-01 -3.20831284E-01 -3.18142481E-01  0.00000000E+00
    1171  2.86831366E-02  9.64104100E-04  1.51831073E-06  4.55507945E-01  1.63306040E-02  8.09821766E-01 -3.20849663E-01 -3.18163436E-01  0.00000000E+00
    1181  2.85314942E-02  9.56456298E-04  1.50135311E-06  4.52944573E-01  1.64493871E-02  8.07598237E-01 -3.20820553E-01 -3.18135935E-01  0.00000000E+00
    1191  2.85149710E-02  9.55928582E-04  1.50119650E-06  4.52397534E-01  1.64973081E-02  8.00498273E-01 -3.20794879E-01 -3.18107755E-01  0.00000000E+00
    1201  2.86144690E-02  9.63634348E-04  1.52773385E-06  4.51594373E-01  1.67308060E-02  8.15781178E-01 -3.20821119E-01 -3.18133436E-01  0.00000000E+00
    1211  2.87687101E-02  9.74075020E-04  1.55845588E-06  4.52494553E-01  1.69144425E-02  8.15158491E-01 -3.20860917E-01 -3.18175675E-01  0.00000000E+00
    1221  2.86507866E-02  9.67240479E-04  1.54216568E-06  4.50533963E-01  1.69071157E-02  8.08745402E-01 -3.20860869E-01 -3.18176968E-01  0.00000000E+00
    1231  2.85943473E-02  9.64960269E-04  1.54352027E-06  4.47449194E-01  1.70169239E-02  8.02218022E-01 -3.20872346E-01 -3.18186807E-01  0.00000000E+00
    1241  2.85788324E-02  9.64502299E-04  1.55080625E-06  4.44313616E-01  1.70664840E-02  8.07533293E-01 -3.20909738E-01 -3.18223769E-01  0.00000000E+00
    1251  2.87543475E-02  9.77395697E-04  1.59846929E-06  4.42246636E-01  1.73934339E-02  8.08713771E-01 -3.20887869E-01 -3.18203597E-01  0.00000000E+00
    1261  2.87019993E-02  9.74119521E-04  1.59181613E-06  4.40825764E-01  1.73624275E-02  8.13372123E-01 -3.20817548E-01 -3.18135316E-01  0.00000000E+00
    1271  2.86875999E-02  9.72780727E-04  1.58868460E-06  4.40388649E-01  1.73032392E-02  8.12199358E-01 -3.20854640E-01 -3.18173648E-01  0.00000000E+00
    1281  2.87449272E-02  9.76711099E-04  1.59678204E-06  4.42054039E-01  1.73769235E-02  8.10841894E-01 -3.20899851E-01 -3.18218670E-01  0.00000000E+00
    1291  2.86928689E-02  9.74461166E-04  1.58980706E-06  4.41923041E-01  1.74624201E-02  8.02443262E-01 -3.20880920E-01 -3.18198649E-01  0.00000000E+00
    1301  2.86722789E-02  9.73214246E-04  1.58625514E-06  4.41742106E-01  1.74548225E-02  7.96709250E-01 -3.20867653E-01 -3.18186476E-01  0.00000000E+00
    1311  2.87473659E-02  9.78024105E-04  1.59942977E-06  4.42628443E-01  1.75123902E-02  7.96998157E-01 -3.20896644E-01 -3.18215479E-01  0.00000000E+00
    1321  2.87677572E-02  9.79060076E-04  1.59980449E-06  4.43677053E-01  1.74965845E-02  7.96931389E-01 -3.20921007E-01 -3.18239885E-01  0.00000000E+00
    1331  2.88571639E-02  9.84004928E-04  1.60931554E-06  4.45980051E-01  1.74726516E-02  7.99141849E-01 -3.20977878E-01 -3.18296402E-01  0.00000000E+00
    1341  2.88522856E-02  9.82660669E-04  1.60173712E-06  4.47079313E-01  1.73498980E-02  7.96487837E-01 -3.20936102E-01 -3.18257809E-01  0.00000000E+00
    1351  2.89102165E-02  9.87280385E-04  1.61781508E-06  4.46743396E-01  1.74969943E-02  8.00416203E-01 -3.20924603E-01 -3.18242519E-01  0.00000000E+00
    1361  2.90828710E-02  1.00112186E-03  1.67596350E-06  4.42596856E-01  1.79392370E-02  8.00176759E-01 -3.20962110E-01 -3.18281375E-01  0.00000000E+00
    1371  2.91321108E-02  1.00475069E-03  1.68979716E-06  4.42048185E-01  1.80272928E-02  7.96148434E-01 -3.20966871E-01 -3.18283597E-01  0.00000000E+00
    1381  2.91496178E-02  1.00487216E-03  1.68403566E-06  4.44084989E-01  1.79234667E-02  7.90717652E-01 -3.20952706E-01 -3.18269996E-01  0.00000000E+00
    1391  2.90318237E-02  9.97463869E-04  1.66497950E-06  4.42181015E-01  1.78593761E-02  7.87066948E-01 -3.20942875E-01 -3.18259840E-01  0.00000000E+00
    1401  2.90113730E-02  9.95506512E-04  1.65849634E-06  4.42165908E-01  1.77703978E-02  7.92051005E-01 -3.20946026E-01 -3.18262210E-01  0.00000000E+00
    1411  2.90779306E-02  9.99242880E-04  1.66579544E-06  4.43893093E-01  1.77553914E-02  7.97203712E-01 -3.20934363E-01 -3.18253160E-01  0.00000000E+00
    1421  2.91142652E-02  1.00044457E-03  1.66367036E-06  4.45935966E-01  1.76499681E-02  7.89866881E-01 -3.20929416E-01 -3.18248618E-01  0.00000000E+00
    1431  2.92330579E-02  1.01037476E-03  1.70925988E-06  4.41887350E-01  1.79963682E-02  7.90300015E-01 -3.20974691E-01 -3.18293467E-01  0.00000000E+00
    1441  2.92030217E-02  1.00981505E-03  1.71164766E-06  4.40487957E-01  1.81344557E-02  7.93163658E-01 -3.20957192E-01 -3.18276879E-01  0.00000000E+00
    1451  2.91401952E-02  1.00483990E-03  1.69563960E-06  4.40218490E-01  1.79831822E-02  7.86354641E-01 -3.20935707E-01 -3.18254558E-01  0.00000000E+00
    1461  2.92624102E-02  1.01307890E-03  1.71849015E-06  4.41865011E-01  1.81103931E-02  7.84860879E-01 -3.20944503E-01 -3.18263262E-01  0.00000000E+00
    1471  2.91658611E-02  1.00658096E-03  1.70004549E-06  4.40703809E-01  1.80114332E-02  7.77871901E-01 -3.20949817E-01 -3.18270656E-01  0.00000000E+00
    1481  2.92646020E-02  1.01219661E-03  1.71078497E-06  4.43398442E-01  1.79936646E-02  7.72455973E-01 -3.20947557E-01 -3.18268025E-01  0.00000000E+00
    1491  2.93107575E-02  1.01600964E-03  1.72263576E-06  4.43741646E-01  1.81218152E-02  7.74574069E-01 -3.20955255E-01 -3.18275507E-01  0.00000000E+00
    1501  2.92813373E-02  1.01271022E-03  1.70906349E-06  4.44522391E-01  1.79398181E-02  7.72913276E-01 -3.20991345E-01 -3.18311665E-01  0.00000000E+00
    1511  2.92472212E-02  1.01119458E-03  1.70947382E-06  4.42722214E-01  1.79953923E-02  7.72077220E-01 -3.21022728E-01 -3.18344157E-01  0.00000000E+00
    1521  2.92559047E-02  1.01102876E-03  1.70512880E-06  4.43956316E-01  1.79175596E-02  7.72661222E-01 -3.21061754E-01 -3.18383529E-01  0.00000000E+00
    1531  2.92173209E-02  1.00825366E-03  1.69571041E-06  4.43979487E-01  1.78576143E-02  7.69560876E-01 -3.21058050E-01 -3.18377135E-01  0.00000000E+00
    1541  2.91770562E-02  1.00647338E-03  1.69447253E-06  4.42418064E-01  1.79235622E-02  7.67511635E-01 -3.21048949E-01 -3.18366873E-01  0.00000000E+00
    1551  2.92213608E-02  1.00866704E-03  1.69773453E-06  4.43771975E-01  1.78780924E-02  7.63606171E-01 -3.21056235E-01 -3.18375811E-01  0.00000000E+00
    1561  2.91998690E-02  1.00741994E-03  1.69252770E-06  4.44104131E-01  1.78790716E-02  7.68361916E-01 -3.21085694E-01 -3.18405192E-01  0.00000000E+00
    1571  2.91564807E-02  1.00365061E-03  1.67859444E-06  4.44531517E-01  1.77361487E-02  7.65230246E-01 -3.21044226E-01 -3.18363887E-01  0.00000000E+00
    1581  2.90729777E-02  9.98788403E-04  1.66506145E-06  4.43632147E-01  1.77361640E-02  7.60724665E-01 -3.21057632E-01 -3.18376383E-01  0.00000000E+00
    1591  2.91154469E-02  1.00204755E-03  1.67655264E-06  4.43430666E-01  1.78271759E-02  7.59280235E-01 -3.21035817E-01 -3.18352693E-01  0.00000000E+00
    1601  2.91333696E-02  1.00309488E-03  1.67773661E-06  4.44200062E-01  1.78275632E-02  7.58384053E-01 -3.21040895E-01 -3.18356479E-01  0.00000000E+00
    1611  2.90464054E-02  9.97875576E-04  1.66331820E-06  4.43197341E-01  1.78091109E-02  7.59740617E-01 -3.21066219E-01 -3.18380924E-01  0.00000000E+00
    1621  2.90561084E-02  9.99672983E-04  1.67393603E-06  4.41656207E-01  1.79516051E-02  7.70646113E-01 -3.21058319E-01 -3.18372923E-01  0.00000000E+00
    1631  2.91191673E-02  1.00265395E-03  1.67644204E-06  4.44140348E-01  1.78721936E-02  7.66810992E-01 -3.21074371E-01 -3.18388685E-01  0.00000000E+00
    1641  2.90261046E-02  9.96802140E-04  1.66113735E-06  4.42729099E-01  1.78212953E-02  7.61541745E-01 -3.21050683E-01 -3.18364293E-01  0.00000000E+00
    1651  2.89466629E-02  9.91350806E-04  1.64546867E-06  4.41897928E-01  1.77235902E-02  7.59473984E-01 -3.21054283E-01 -3.18368287E-01  0.00000000E+00
    1661  2.89461505E-02  9.90816678E-04  1.64027923E-06  4.43058070E-01  1.76653205E-02  7.60821254E-01 -3.21067710E-01 -3.18381827E-01  0.00000000E+00
    1671  2.89928530E-02  9.92450560E-04  1.63876067E-06  4.45404279E-01  1.75414953E-02  7.59072754E-01 -3.21072914E-01 -3.18387725E-01  0.00000000E+00
    1681  2.91364938E-02  1.00285900E-03  1.67735570E-06  4.44064818E-01  1.77792898E-02  7.63160740E-01 -3.21099250E-01 -3.18414240E-01  0.00000000E+00
    1691  2.91637356E-02  1.00590732E-03  1.69508682E-06  4.41587988E-01  1.79479436E-02  7.60063839E-01 -3.21088209E-01 -3.18402793E-01  0.00000000E+00
    1701  2.92056318E-02  1.00917324E-03  1.70538292E-06  4.41826517E-01  1.80427130E-02  7.69619884E-01 -3.21097943E-01 -3.18412398E-01  0.00000000E+00
    1711  2.92330569E-02  1.01074956E-03  1.70947045E-06  4.42232472E-01  1.80396667E-02  7.76999778E-01 -3.21086923E-01 -3.18400402E-01  0.00000000E+00
    1721  2.94016520E-02  1.02260651E-03  1.74634795E-06  4.43336923E-01  1.82673814E-02  7.79492778E-01 -3.21135682E-01 -3.18449068E-01  0.00000000E+00
    1731  2.94606470E-02  1.02585450E-03  1.75369283E-06  4.44529837E-01  1.82414390E-02  7.80419903E-01 -3.21136764E-01 -3.18451172E-01  0.00000000E+00
    1741  2.94858842E-02  1.02646398E-03  1.75006589E-06  4.46336727E-01  1.81400048E-02  7.77898859E-01 -3.21125522E-01 -3.18440273E-01  0.00000000E+00
    1751  2.95850155E-02  1.03482806E-03  1.78602687E-06  4.44056902E-01  1.84297315E-02  7.72639056E-01 -3.21125205E-01 -3.18440004E-01  0.00000000E+00
    1761  2.95215533E-02  1.03118204E-03  1.77811664E-06  4.42598276E-01  1.84418618E-02  7.72570487E-01 -3.21153912E-01 -3.18468596E-01  0.00000000E+00
    1771  2.94887919E-02  1.02800017E-03  1.76558073E-06  4.43096493E-01  1.82976382E-02  7.75685330E-01 -3.21131408E-01 -3.18447546E-01  0.00000000E+00
    1781  2.95779733E-02  1.03556864E-03  1.79321227E-06  4.42618346E-01  1.85633980E-02  7.76131635E-01 -3.21106753E-01 -3.18421537E-01  0.00000000E+00
    1791  2.96270387E-02  1.03943474E-03  1.80807842E-06  4.42170400E-01  1.86744221E-02  7.79500124E-01 -3.21101875E-01 -3.18416766E-01  0.00000000E+00
    1801  2.96686992E-02  1.04187252E-03  1.81268846E-06  4.43362127E-01  1.86706664E-02  7.78708004E-01 -3.21120425E-01 -3.18435263E-01  0.00000000E+00
    1811  2.96505333E-02  1.03937705E-03  1.80115382E-06  4.44245099E-01  1.85068919E-02  7.75408859E-01 -3.21104838E-01 -3.18419988E-01  0.00000000E+00
    1821  2.97162791E-02  1.04537636E-03  1.83534945E-06  4.40175161E-01  1.87490164E-02  7.77762429E-01 -3.21123229E-01 -3.18438700E-01  0.00000000E+00
    1831  2.96687877E-02  1.04207876E-03  1.82347902E-06  4.40270202E-01  1.86938827E-02  7.73615522E-01 -3.21134331E-01 -3.18450734E-01  0.00000000E+00
    1841  2.96294314E-02  1.03969246E-03  1.81747181E-06  4.39550298E-01  1.86878135E-02  7.77034970E-01 -3.21146801E-01 -3.18465853E-01  0.00000000E+00
    1851  2.96492240E-02  1.04203380E-03  1.82743641E-06  4.39007049E-01  1.88227338E-02  7.74326371E-01 -3.21166571E-01 -3.18486814E-01  0.00000000E+00
    1861  2.96198576E-02  1.04003720E-03  1.82080549E-06  4.38894467E-01  1.87931544E-02  7.73636929E-01 -3.21165751E-01 -3.18486037E-01  0.00000000E+00
    1871  2.96439506E-02  1.04143826E-03  1.82442972E-06  4.39289323E-01  1.87900600E-02  7.78811933E-01 -3.21160019E-01 -3.18480151E-01  0.00000000E+00
    1881  2.96158415E-02  1.03966234E-03  1.81922801E-06  4.38976240E-01  1.87773337E-02  7.75874005E-01 -3.21170117E-01 -3.18490684E-01  0.00000000E+00
    1891  2.95626917E-02  1.03609791E-03  1.80811571E-06  4.38559972E-01  1.87289238E-02  7.78541058E-01 -3.21157248E-01 -3.18477197E-01  0.00000000E+00
    1901  2.95458877E-02  1.03498360E-03  1.80553900E-06  4.38152206E-01  1.87149423E-02  7.76209115E-01 -3.21147314E-01 -3.18466598E-01  0.00000000E+00
    1911  2.96078415E-02  1.03941495E-03  1.82489758E-06  4.36959905E-01  1.88034846E-02  7.82845279E-01 -3.21125589E-01 -3.18443645E-01  0.00000000E+00
    1921  2.95982409E-02  1.03767067E-03  1.81532280E-06  4.38029498E-01  1.86676644E-02  7.80717511E-01 -3.21096456E-01 -3.18415196E-01  0.00000000E+00
    1931  2.95994609E-02  1.03684177E-03  1.80970923E-06  4.38871179E-01  1.85635781E-02  7.80291993E-01 -3.21099639E-01 -3.18418630E-01  0.00000000E+00
    1941  2.96057444E-02  1.03810008E-03  1.82156840E-06  4.36562458E-01  1.86659511E-02  7.77430148E-01 -3.21088597E-01 -3.18410696E-01  0.00000000E+00
    1951  2.95515562E-02  1.03477621E-03  1.81075739E-06  4.36302459E-01  1.86522933E-02  7.77210923E-01 -3.21064625E-01 -3.18385947E-01  0.00000000E+00
    1961  2.95588421E-02  1.03484266E-03  1.80817866E-06  4.37177513E-01  1.86102225E-02  7.74964555E-01 -3.21043549E-01 -3.18365222E-01  0.00000000E+00
    1971  2.95533799E-02  1.03337252E-03  1.79936063E-06  4.38327519E-01  1.84777059E-02  7.71253802E-01 -3.21037634E-01 -3.18359113E-01  0.00000000E+00
    1981  2.96530669E-02  1.04168207E-03  1.83520612E-06  4.36241352E-01  1.87557825E-02  7.75432096E-01 -3.21081151E-01 -3.18402608E-01  0.00000000E+00
    1991  2.96175215E-02  1.03923785E-03  1.82595507E-06  4.36441605E-01  1.87168073E-02  7.71666224E-01 -3.21077550E-01 -3.18398572E-01  0.00000000E+00
