   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  3.04427404E-02  9.26760441E-04  8.58884915E-07  6.66666667E-01 -5.52732133E-18  1.64315059E-13 -3.23206503E-01 -3.20494310E-01  0.00000000E+00
     141  2.89839009E-02  1.00335239E-03  1.70780439E-06  4.34529574E-01  1.88606842E-02  6.45216840E-01 -3.20009029E-01 -3.17342543E-01  0.00000000E+00
     151  2.90975234E-02  1.00818375E-03  1.68679111E-06  4.46827393E-01  1.86564677E-02  6.62696550E-01 -3.19990550E-01 -3.17327022E-01  0.00000000E+00
     161  2.83457358E-02  9.67894336E-04  1.60203112E-06  4.29975139E-01  1.89909439E-02  6.09119965E-01 -3.20158575E-01 -3.17495879E-01  0.00000000E+00
     171  2.91899000E-02  1.02342667E-03  1.74331915E-06  4.45192671E-01  1.97951977E-02  6.90843560E-01 -3.20711040E-01 -3.18055491E-01  0.00000000E+00
     181  2.86257063E-02  9.80107112E-04  1.60954333E-06  4.41485648E-01  1.85592309E-02  6.68993820E-01 -3.20486325E-01 -3.17806691E-01  0.00000000E+00
     191  2.91014223E-02  1.00516193E-03  1.65501326E-06  4.53980488E-01  1.82812164E-02  6.96419721E-01 -3.20563590E-01 -3.17882047E-01  0.00000000E+00
     201  2.86945692E-02  9.75295149E-04  1.56145007E-06  4.52814325E-01  1.75474802E-02  7.03085510E-01 -3.20624217E-01 -3.17937065E-01  0.00000000E+00
     211  2.99654100E-02  1.06152850E-03  1.82207436E-06  4.61008987E-01  1.88972798E-02  6.83875337E-01 -3.20747215E-01 -3.18068525E-01  0.00000000E+00
     221  2.98668802E-02  1.05126038E-03  1.78323602E-06  4.62142807E-01  1.83921838E-02  6.89246923E-01 -3.20660409E-01 -3.17987978E-01  0.00000000E+00
     231  3.00586319E-02  1.06529365E-03  1.83301489E-06  4.61598754E-01  1.86858557E-02  7.33898247E-01 -3.20904405E-01 -3.18239163E-01  0.00000000E+00
     241  2.95408672E-02  1.02990537E-03  1.72707383E-06  4.57256030E-01  1.81626344E-02  7.54369511E-01 -3.20457755E-01 -3.17803673E-01  0.00000000E+00
     251  3.04348115E-02  1.09717507E-03  1.96329475E-06  4.56358764E-01  1.97398596E-02  7.47214545E-01 -3.20692445E-01 -3.18038882E-01  0.00000000E+00
     261  2.98596812E-02  1.05968920E-03  1.85882639E-06  4.48226853E-01  1.94154373E-02  7.60285027E-01 -3.20792109E-01 -3.18139952E-01  0.00000000E+00
     271  2.96432276E-02  1.04662422E-03  1.82896624E-06  4.43451689E-01  1.93940274E-02  7.87094226E-01 -3.20588778E-01 -3.17929524E-01  0.00000000E+00
     281  2.92824752E-02  1.02209093E-03  1.75526159E-06  4.39931008E-01  1.90156596E-02  7.80740080E-01 -3.20748151E-01 -3.18075244E-01  0.00000000E+00
     291  2.94095126E-02  1.02237004E-03  1.72032956E-06  4.51376802E-01  1.81866693E-02  7.98516276E-01 -3.20662780E-01 -3.17990567E-01  0.00000000E+00
     301  2.97606887E-02  1.04288527E-03  1.76527258E-06  4.58974851E-01  1.81561836E-02  7.89627533E-01 -3.20634017E-01 -3.17955903E-01  0.00000000E+00
     311  2.95389557E-02  1.02685221E-03  1.71022736E-06  4.59349370E-01  1.78230174E-02  7.83888555E-01 -3.20661995E-01 -3.17991190E-01  0.00000000E+00
     321  2.98087330E-02  1.04335169E-03  1.75982300E-06  4.61127169E-01  1.78794802E-02  8.24872842E-01 -3.20939028E-01 -3.18271750E-01  0.00000000E+00
     331  2.99773048E-02  1.04916151E-03  1.75010511E-06  4.70021583E-01  1.73864467E-02  8.21493793E-01 -3.21008494E-01 -3.18325314E-01  0.00000000E+00
     341  3.01909693E-02  1.06095238E-03  1.76857845E-06  4.76265366E-01  1.72634368E-02  8.21353992E-01 -3.21121438E-01 -3.18437123E-01  0.00000000E+00
     351  2.99084319E-02  1.04069371E-03  1.70801944E-06  4.74314869E-01  1.68847657E-02  8.15183687E-01 -3.20961658E-01 -3.18264554E-01  0.00000000E+00
     361  2.98001185E-02  1.03097920E-03  1.67276518E-06  4.75417356E-01  1.65096821E-02  8.11942304E-01 -3.20901989E-01 -3.18215835E-01  0.00000000E+00
     371  2.97308315E-02  1.02347723E-03  1.64426308E-06  4.76768742E-01  1.61195857E-02  8.09062138E-01 -3.20993697E-01 -3.18306218E-01  0.00000000E+00
     381  2.93875192E-02  1.00221269E-03  1.58603092E-06  4.73654880E-01  1.60077189E-02  7.92690065E-01 -3.21055213E-01 -3.18358546E-01  0.00000000E+00
     391  2.92829962E-02  9.95634076E-04  1.56406642E-06  4.74062141E-01  1.59561803E-02  7.71061956E-01 -3.20969315E-01 -3.18268170E-01  0.00000000E+00
     401  2.91210064E-02  9.85947168E-04  1.54165939E-06  4.71360162E-01  1.59300689E-02  7.80635056E-01 -3.20986971E-01 -3.18286534E-01  0.00000000E+00
     411  2.93580265E-02  9.98598324E-04  1.55843368E-06  4.79062761E-01  1.57903573E-02  7.72159540E-01 -3.21091320E-01 -3.18382670E-01  0.00000000E+00
     421  2.91565059E-02  9.84454056E-04  1.51708275E-06  4.78208367E-01  1.55186405E-02  7.61015995E-01 -3.21120606E-01 -3.18409603E-01  0.00000000E+00
     431  2.95550888E-02  1.02384565E-03  1.71822323E-06  4.53626846E-01  1.73656175E-02  8.29653098E-01 -3.21353360E-01 -3.18641091E-01  0.00000000E+00
     441  2.94284181E-02  1.01623428E-03  1.69737710E-06  4.52140245E-01  1.73494598E-02  8.23157033E-01 -3.21313049E-01 -3.18597018E-01  0.00000000E+00
     451  2.93772034E-02  1.01264805E-03  1.68561691E-06  4.52075693E-01  1.72830983E-02  8.12952316E-01 -3.21360399E-01 -3.18645812E-01  0.00000000E+00
     461  2.91081536E-02  9.95335742E-04  1.63944257E-06  4.48385398E-01  1.71009627E-02  8.03573310E-01 -3.21291946E-01 -3.18577032E-01  0.00000000E+00
     471  2.91670748E-02  9.98765073E-04  1.64378607E-06  4.50715497E-01  1.71004647E-02  7.76936372E-01 -3.21319036E-01 -3.18604408E-01  0.00000000E+00
     481  2.91514031E-02  9.96792946E-04  1.62986233E-06  4.53211016E-01  1.69782373E-02  7.61005960E-01 -3.21211281E-01 -3.18499209E-01  0.00000000E+00
     491  2.88652992E-02  9.77113814E-04  1.57651446E-06  4.49589896E-01  1.66224376E-02  7.46460947E-01 -3.21150520E-01 -3.18439968E-01  0.00000000E+00
     501  2.88487047E-02  9.72763269E-04  1.55126641E-06  4.53549526E-01  1.62305438E-02  7.41635737E-01 -3.21119094E-01 -3.18412442E-01  0.00000000E+00
     511  2.87440664E-02  9.65708758E-04  1.52644883E-06  4.54407167E-01  1.61117905E-02  7.49261931E-01 -3.21218413E-01 -3.18513253E-01  0.00000000E+00
     521  2.86498380E-02  9.60137060E-04  1.51099577E-06  4.53644239E-01  1.60928983E-02  7.55457797E-01 -3.21320041E-01 -3.18613572E-01  0.00000000E+00
     531  2.86194197E-02  9.56893951E-04  1.49509430E-06  4.55723337E-01  1.59195134E-02  7.48282921E-01 -3.21270194E-01 -3.18568155E-01  0.00000000E+00
     541  2.83587708E-02  9.42260431E-04  1.46017063E-06  4.51798213E-01  1.59446687E-02  7.46121990E-01 -3.21185242E-01 -3.18481141E-01  0.00000000E+00
     551  2.84075081E-02  9.43523642E-04  1.45847682E-06  4.53899339E-01  1.57710123E-02  7.53477889E-01 -3.21243202E-01 -3.18536368E-01  0.00000000E+00
     561  2.81980441E-02  9.30141733E-04  1.42291539E-06  4.51774087E-01  1.55948548E-02  7.55520456E-01 -3.21141117E-01 -3.18437637E-01  0.00000000E+00
     571  2.82366515E-02  9.30054559E-04  1.41196163E-06  4.55892407E-01  1.53331185E-02  7.58112222E-01 -3.21003713E-01 -3.18300288E-01  0.00000000E+00
     581  2.80830079E-02  9.20243340E-04  1.38436641E-06  4.55090433E-01  1.51993539E-02  7.64105659E-01 -3.20936602E-01 -3.18230099E-01  0.00000000E+00
     591  2.80074356E-02  9.15399119E-04  1.36646972E-06  4.56427124E-01  1.51294336E-02  7.64908009E-01 -3.20848621E-01 -3.18144590E-01  0.00000000E+00
     601  2.80067847E-02  9.15399365E-04  1.36656573E-06  4.56389224E-01  1.51336728E-02  7.63178428E-01 -3.20902182E-01 -3.18200320E-01  0.00000000E+00
     611  2.79155861E-02  9.10512793E-04  1.35647499E-06  4.54595857E-01  1.51583301E-02  7.50061136E-01 -3.20916102E-01 -3.18211160E-01  0.00000000E+00
     621  2.80812523E-02  9.21012223E-04  1.38541773E-06  4.55586733E-01  1.52995549E-02  7.51663595E-01 -3.20975178E-01 -3.18267902E-01  0.00000000E+00
     631  2.83232638E-02  9.37429924E-04  1.45192648E-06  4.49261108E-01  1.56191817E-02  7.79415434E-01 -3.21019378E-01 -3.18313215E-01  0.00000000E+00
     641  2.83729587E-02  9.38453156E-04  1.44430150E-06  4.53347411E-01  1.54119291E-02  7.75693680E-01 -3.20953736E-01 -3.18251266E-01  0.00000000E+00
     651  2.83908188E-02  9.39310812E-04  1.44028200E-06  4.55863778E-01  1.53938926E-02  7.86806600E-01 -3.21040754E-01 -3.18337352E-01  0.00000000E+00
     661  2.83309960E-02  9.35269575E-04  1.42839101E-06  4.55682573E-01  1.53190462E-02  7.81544323E-01 -3.20997267E-01 -3.18297157E-01  0.00000000E+00
     671  2.82008291E-02  9.25626780E-04  1.40039525E-06  4.55174341E-01  1.50552026E-02  7.88427948E-01 -3.21000591E-01 -3.18297677E-01  0.00000000E+00
     681  2.82891780E-02  9.28354500E-04  1.39429972E-06  4.60728845E-01  1.47937973E-02  7.91706798E-01 -3.21002049E-01 -3.18300128E-01  0.00000000E+00
     691  2.85517797E-02  9.49846004E-04  1.47880582E-06  4.53634211E-01  1.55520982E-02  8.06753199E-01 -3.21029426E-01 -3.18331471E-01  0.00000000E+00
     701  2.86381937E-02  9.56325497E-04  1.50606878E-06  4.51076174E-01  1.57296881E-02  7.95730790E-01 -3.21031661E-01 -3.18335038E-01  0.00000000E+00
     711  2.83734740E-02  9.41334210E-04  1.47164613E-06  4.46402074E-01  1.57413341E-02  7.86175975E-01 -3.21046515E-01 -3.18348985E-01  0.00000000E+00
     721  2.82690703E-02  9.34788458E-04  1.45309276E-06  4.45699333E-01  1.56683263E-02  7.76056193E-01 -3.21092305E-01 -3.18394008E-01  0.00000000E+00
     731  2.84555528E-02  9.45029306E-04  1.47155648E-06  4.50756247E-01  1.56293655E-02  7.63797928E-01 -3.21085840E-01 -3.18387817E-01  0.00000000E+00
     741  2.85939637E-02  9.53326129E-04  1.48837496E-06  4.54106269E-01  1.56756321E-02  7.58079395E-01 -3.21064115E-01 -3.18365820E-01  0.00000000E+00
     751  2.85535676E-02  9.50580072E-04  1.47788732E-06  4.54816556E-01  1.56250949E-02  7.59409176E-01 -3.21095686E-01 -3.18397504E-01  0.00000000E+00
     761  2.84522338E-02  9.44124481E-04  1.45671093E-06  4.55254557E-01  1.55466684E-02  7.49770171E-01 -3.21117220E-01 -3.18420087E-01  0.00000000E+00
     771  2.83756412E-02  9.38600535E-04  1.43743566E-06  4.56116898E-01  1.54113694E-02  7.57864293E-01 -3.21162829E-01 -3.18465209E-01  0.00000000E+00
     781  2.84532388E-02  9.44084788E-04  1.44825859E-06  4.58369818E-01  1.55354781E-02  7.51048091E-01 -3.21145267E-01 -3.18448048E-01  0.00000000E+00
     791  2.84906459E-02  9.45841662E-04  1.45265089E-06  4.58743505E-01  1.54923669E-02  7.54887712E-01 -3.21151758E-01 -3.18454632E-01  0.00000000E+00
     801  2.84858681E-02  9.43272900E-04  1.43710482E-06  4.61615589E-01  1.52271003E-02  7.54823859E-01 -3.21124958E-01 -3.18431329E-01  0.00000000E+00
     811  2.87639844E-02  9.68584198E-04  1.56860151E-06  4.42664618E-01  1.63116175E-02  7.80052304E-01 -3.21211374E-01 -3.18517408E-01  0.00000000E+00
     821  2.88887401E-02  9.75689344E-04  1.58258719E-06  4.45855194E-01  1.63015271E-02  7.95672849E-01 -3.21232544E-01 -3.18540303E-01  0.00000000E+00
     831  2.88525175E-02  9.71926212E-04  1.56577099E-06  4.47489678E-01  1.61084459E-02  7.91706671E-01 -3.21258080E-01 -3.18565730E-01  0.00000000E+00
     841  2.89077437E-02  9.75078519E-04  1.57337215E-06  4.48391403E-01  1.61041057E-02  7.84339486E-01 -3.21232082E-01 -3.18537624E-01  0.00000000E+00
     851  2.89246887E-02  9.77293630E-04  1.58424046E-06  4.47096027E-01  1.62467732E-02  7.85138365E-01 -3.21251005E-01 -3.18556190E-01  0.00000000E+00
     861  2.88858856E-02  9.74844226E-04  1.57280520E-06  4.48325089E-01  1.62229590E-02  7.86116588E-01 -3.21186479E-01 -3.18491650E-01  0.00000000E+00
     871  2.88128294E-02  9.70106864E-04  1.55556659E-06  4.49029688E-01  1.61626508E-02  8.00492083E-01 -3.21077999E-01 -3.18381880E-01  0.00000000E+00
     881  2.91197605E-02  9.92989043E-04  1.64266299E-06  4.44686407E-01  1.67518371E-02  8.06376505E-01 -3.21133504E-01 -3.18439300E-01  0.00000000E+00
     891  2.90399874E-02  9.88393856E-04  1.62807799E-06  4.44487447E-01  1.67569655E-02  7.94470786E-01 -3.21172867E-01 -3.18480241E-01  0.00000000E+00
     901  2.88946393E-02  9.80184117E-04  1.60529915E-06  4.43045907E-01  1.67813319E-02  7.85707478E-01 -3.21224343E-01 -3.18530258E-01  0.00000000E+00
     911  2.89086381E-02  9.81633297E-04  1.61527267E-06  4.41239075E-01  1.68552565E-02  8.00758642E-01 -3.21239680E-01 -3.18544163E-01  0.00000000E+00
     921  2.88437451E-02  9.76319481E-04  1.59553639E-06  4.42041949E-01  1.66743621E-02  8.18815911E-01 -3.21199915E-01 -3.18504024E-01  0.00000000E+00
     931  2.88624693E-02  9.79453654E-04  1.61647639E-06  4.38331162E-01  1.69115753E-02  8.14375792E-01 -3.21202247E-01 -3.18503463E-01  0.00000000E+00
     941  2.88123485E-02  9.75285501E-04  1.59879763E-06  4.39715372E-01  1.67640218E-02  8.08529930E-01 -3.21191679E-01 -3.18494548E-01  0.00000000E+00
     951  2.87199075E-02  9.69734973E-04  1.58456554E-06  4.38327921E-01  1.67372021E-02  8.13607630E-01 -3.21183776E-01 -3.18484763E-01  0.00000000E+00
     961  2.86548204E-02  9.64371279E-04  1.56475025E-06  4.39164832E-01  1.65490017E-02  8.24703949E-01 -3.21166036E-01 -3.18463982E-01  0.00000000E+00
     971  2.87670931E-02  9.72682068E-04  1.59375637E-06  4.38488235E-01  1.67642925E-02  8.19314046E-01 -3.21209886E-01 -3.18509598E-01  0.00000000E+00
     981  2.86322359E-02  9.63994080E-04  1.56990209E-06  4.36877889E-01  1.66548755E-02  8.14000544E-01 -3.21231088E-01 -3.18535564E-01  0.00000000E+00
     991  2.86543267E-02  9.66554549E-04  1.58013345E-06  4.36206879E-01  1.68044531E-02  8.11402855E-01 -3.21235310E-01 -3.18538661E-01  0.00000000E+00
   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  3.48444400E-02  1.21413500E-03  1.47412379E-06  6.66666667E-01  9.62638112E-18  1.11192848E-13 -3.25469901E-01 -3.22661571E-01  0.00000000E+00
      11  2.70479120E-02  8.12084773E-04  8.76799836E-07  5.56823757E-01  9.29777378E-03  5.97475878E-01 -3.23093460E-01 -3.20452996E-01  0.00000000E+00
      21  2.61879141E-02  7.57288834E-04  8.28700469E-07  5.18325979E-01  8.25667964E-03  7.13250171E-01 -3.18975780E-01 -3.16248146E-01  0.00000000E+00
      31  2.88119336E-02  9.49822317E-04  1.46994391E-06  4.56881283E-01  1.38256040E-02  8.04848447E-01 -3.19328579E-01 -3.16639869E-01  0.00000000E+00
      41  2.57425879E-02  7.95002615E-04  1.14290957E-06  3.97227403E-01  1.52841105E-02  6.78370951E-01 -3.19424280E-01 -3.16702961E-01  0.00000000E+00
      51  3.08265996E-02  1.11548990E-03  1.93485034E-06  4.81683732E-01  1.90830098E-02  7.19060829E-01 -3.20219664E-01 -3.17488104E-01  0.00000000E+00
      61  3.09838379E-02  1.11572113E-03  1.88214918E-06  4.96010516E-01  1.79871086E-02  7.43890642E-01 -3.20778329E-01 -3.18065177E-01  0.00000000E+00
      71  2.90061841E-02  1.00125314E-03  1.61482838E-06  4.63070413E-01  1.84689470E-02  7.64004261E-01 -3.20767496E-01 -3.18068601E-01  0.00000000E+00
      81  2.85891336E-02  9.74535771E-04  1.53202938E-06  4.62287331E-01  1.81573999E-02  8.00724915E-01 -3.21350570E-01 -3.18638045E-01  0.00000000E+00
      91  2.59895769E-02  8.35479820E-04  1.24490991E-06  4.05509743E-01  1.84836500E-02  7.87254724E-01 -3.20378666E-01 -3.17708911E-01  0.00000000E+00
     101  2.60545383E-02  8.31193703E-04  1.19067391E-06  4.25530346E-01  1.75980593E-02  8.33184224E-01 -3.20401800E-01 -3.17709813E-01  0.00000000E+00
     111  2.62113771E-02  8.34385211E-04  1.18228800E-06  4.33931705E-01  1.70198519E-02  7.67699385E-01 -3.20675520E-01 -3.18001252E-01  0.00000000E+00
     121  2.68937699E-02  8.64200882E-04  1.21854712E-06  4.56134309E-01  1.62779614E-02  7.67533627E-01 -3.20172353E-01 -3.17495581E-01  0.00000000E+00
     131  2.64636239E-02  8.54765667E-04  1.27539989E-06  4.18123283E-01  1.78391856E-02  8.91232528E-01 -3.19901501E-01 -3.17240322E-01  0.00000000E+00
     141  2.74598915E-02  9.18933975E-04  1.48871954E-06  4.12344213E-01  1.90457794E-02  8.03932206E-01 -3.19890510E-01 -3.17214044E-01  0.00000000E+00
     151  2.78353017E-02  9.44174652E-04  1.57021287E-06  4.12872255E-01  1.95635169E-02  7.44262995E-01 -3.19980405E-01 -3.17303757E-01  0.00000000E+00
     161  2.69629503E-02  8.91371302E-04  1.42765163E-06  4.01059480E-01  1.89859793E-02  7.60778733E-01 -3.19979987E-01 -3.17292562E-01  0.00000000E+00
     171  2.76262315E-02  9.27294737E-04  1.48782506E-06  4.23240143E-01  1.89531124E-02  7.98216901E-01 -3.20403286E-01 -3.17732352E-01  0.00000000E+00
     181  2.74111000E-02  9.05203809E-04  1.40318191E-06  4.29178956E-01  1.77690876E-02  7.96140591E-01 -3.20355919E-01 -3.17676726E-01  0.00000000E+00
     191  2.82244315E-02  9.56406564E-04  1.55362795E-06  4.33838056E-01  1.84566579E-02  7.89168226E-01 -3.20281350E-01 -3.17609917E-01  0.00000000E+00
     201  2.75989202E-02  9.16179064E-04  1.44233588E-06  4.27224509E-01  1.78433886E-02  7.80948255E-01 -3.20150292E-01 -3.17487701E-01  0.00000000E+00
     211  2.89284484E-02  1.01484890E-03  1.81796415E-06  4.11615416E-01  2.05595516E-02  8.27410808E-01 -3.20618254E-01 -3.17960438E-01  0.00000000E+00
     221  2.86061733E-02  9.88609629E-04  1.72404751E-06  4.11998677E-01  1.96704588E-02  8.28474139E-01 -3.20629950E-01 -3.17961285E-01  0.00000000E+00
     231  2.92530300E-02  1.04122597E-03  1.97715200E-06  3.92104650E-01  2.14249805E-02  8.89597462E-01 -3.21044302E-01 -3.18374027E-01  0.00000000E+00
     241  2.89928024E-02  1.01459164E-03  1.86571155E-06  3.95855696E-01  2.00992870E-02  9.35000627E-01 -3.20555707E-01 -3.17885535E-01  0.00000000E+00
     251  2.95150096E-02  1.06156618E-03  2.08068853E-06  3.84551571E-01  2.19960694E-02  9.19789653E-01 -3.20683402E-01 -3.18018524E-01  0.00000000E+00
     261  2.95444010E-02  1.06245056E-03  2.05973762E-06  3.91762510E-01  2.18977196E-02  8.94756596E-01 -3.20787419E-01 -3.18123291E-01  0.00000000E+00
     271  2.91686173E-02  1.04049605E-03  1.99388757E-06  3.86098719E-01  2.19102967E-02  8.87417103E-01 -3.20640476E-01 -3.17967235E-01  0.00000000E+00
     281  2.88216305E-02  1.01210156E-03  1.89199904E-06  3.84325074E-01  2.09547477E-02  8.68050640E-01 -3.20613298E-01 -3.17924616E-01  0.00000000E+00
     291  2.88690088E-02  1.01654146E-03  1.89265586E-06  3.89479564E-01  2.11518743E-02  8.82502954E-01 -3.20536626E-01 -3.17847944E-01  0.00000000E+00
     301  2.93633520E-02  1.04244263E-03  1.92615079E-06  4.09167054E-01  2.08185657E-02  8.66889332E-01 -3.20409727E-01 -3.17727320E-01  0.00000000E+00
     311  2.94465554E-02  1.04006075E-03  1.88315166E-06  4.19707944E-01  1.99782448E-02  8.54461822E-01 -3.20461446E-01 -3.17789978E-01  0.00000000E+00
     321  2.96509316E-02  1.04643936E-03  1.86630481E-06  4.31889008E-01  1.93199099E-02  8.54230326E-01 -3.20646396E-01 -3.17975619E-01  0.00000000E+00
     331  2.92550049E-02  1.02173213E-03  1.78994861E-06  4.28461879E-01  1.91599568E-02  8.51960196E-01 -3.20610252E-01 -3.17941927E-01  0.00000000E+00
     341  2.96719984E-02  1.05280401E-03  1.92034467E-06  4.22485529E-01  1.99107181E-02  8.71525076E-01 -3.20640600E-01 -3.17976370E-01  0.00000000E+00
     351  2.97357304E-02  1.05293969E-03  1.90240524E-06  4.28027973E-01  1.94890598E-02  8.55882164E-01 -3.20646898E-01 -3.17978393E-01  0.00000000E+00
     361  2.96796112E-02  1.04501413E-03  1.86011696E-06  4.32227084E-01  1.89587416E-02  8.51234877E-01 -3.20582257E-01 -3.17913575E-01  0.00000000E+00
     371  2.95942697E-02  1.03539801E-03  1.81377452E-06  4.36041185E-01  1.84323068E-02  8.16036164E-01 -3.20659652E-01 -3.17980911E-01  0.00000000E+00
     381  2.96428870E-02  1.03400443E-03  1.78648541E-06  4.43027931E-01  1.79386841E-02  8.51919798E-01 -3.20743966E-01 -3.18052129E-01  0.00000000E+00
     391  3.00656685E-02  1.06351383E-03  1.88956864E-06  4.43128322E-01  1.84314059E-02  8.34433936E-01 -3.20793949E-01 -3.18100635E-01  0.00000000E+00
     401  3.00912220E-02  1.06267510E-03  1.86954199E-06  4.48160276E-01  1.81569667E-02  8.41774947E-01 -3.20816976E-01 -3.18118570E-01  0.00000000E+00
     411  3.04023776E-02  1.08316518E-03  1.92627442E-06  4.52722587E-01  1.83495349E-02  8.55170595E-01 -3.20821223E-01 -3.18125098E-01  0.00000000E+00
     421  3.02434877E-02  1.07278429E-03  1.88905101E-06  4.52861071E-01  1.82634969E-02  8.75017510E-01 -3.20811071E-01 -3.18114138E-01  0.00000000E+00
     431  3.07723852E-02  1.11011398E-03  2.01539156E-06  4.54866295E-01  1.88477950E-02  9.05146327E-01 -3.21007487E-01 -3.18309756E-01  0.00000000E+00
     441  3.05729704E-02  1.09530056E-03  1.96366354E-06  4.54393916E-01  1.85497581E-02  8.86808499E-01 -3.20938614E-01 -3.18247813E-01  0.00000000E+00
     451  3.03106835E-02  1.08269658E-03  1.93646247E-06  4.49351703E-01  1.89384400E-02  8.61819590E-01 -3.20908369E-01 -3.18212901E-01  0.00000000E+00
     461  3.01490689E-02  1.07117703E-03  1.89317787E-06  4.50019027E-01  1.87364900E-02  8.52788855E-01 -3.20900222E-01 -3.18202595E-01  0.00000000E+00
     471  3.00099950E-02  1.06125435E-03  1.85802402E-06  4.50090653E-01  1.85567470E-02  8.39640220E-01 -3.21015617E-01 -3.18316416E-01  0.00000000E+00
     481  2.98163145E-02  1.05018310E-03  1.83026765E-06  4.46824041E-01  1.86163421E-02  8.23806605E-01 -3.20921704E-01 -3.18223420E-01  0.00000000E+00
     491  2.97709033E-02  1.04480629E-03  1.80216631E-06  4.49696775E-01  1.83078351E-02  8.12027216E-01 -3.20855280E-01 -3.18156843E-01  0.00000000E+00
     501  2.97275986E-02  1.03989429E-03  1.77673750E-06  4.52324102E-01  1.80380758E-02  7.94609814E-01 -3.20890822E-01 -3.18195467E-01  0.00000000E+00
     511  2.98886415E-02  1.04761609E-03  1.78471156E-06  4.57946119E-01  1.78210418E-02  8.00196522E-01 -3.20991816E-01 -3.18298479E-01  0.00000000E+00
     521  2.99277058E-02  1.04742159E-03  1.77327926E-06  4.61218305E-01  1.75286722E-02  8.29185786E-01 -3.21190870E-01 -3.18493012E-01  0.00000000E+00
     531  2.98274698E-02  1.04081936E-03  1.75567835E-06  4.59777121E-01  1.74579112E-02  8.23364138E-01 -3.21220747E-01 -3.18520696E-01  0.00000000E+00
     541  2.98382268E-02  1.04198916E-03  1.75551583E-06  4.61039301E-01  1.75188956E-02  8.03082066E-01 -3.21200455E-01 -3.18493244E-01  0.00000000E+00
     551  3.00947369E-02  1.06239868E-03  1.86206083E-06  4.50082466E-01  1.81006026E-02  8.43133034E-01 -3.21280418E-01 -3.18576173E-01  0.00000000E+00
     561  2.99591553E-02  1.05091206E-03  1.82000866E-06  4.50687546E-01  1.77142993E-02  8.42145736E-01 -3.21152328E-01 -3.18450417E-01  0.00000000E+00
     571  3.02155216E-02  1.06707007E-03  1.85578967E-06  4.56722621E-01  1.77987631E-02  8.46461421E-01 -3.21162892E-01 -3.18463818E-01  0.00000000E+00
     581  3.02197783E-02  1.06844886E-03  1.86410146E-06  4.55696892E-01  1.79283083E-02  8.27773781E-01 -3.21165411E-01 -3.18466526E-01  0.00000000E+00
