   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  7.93849008E-02  5.30317862E-02 -1.00590186E-01  1.38682077E-01  0.00000000E+00
     100  4.12350498E-02  4.06970576E-02 -1.22652726E-01  1.35647599E-01  0.00000000E+00
     200  6.73084348E-02  2.67621582E-04 -9.88023313E-02  1.19550816E-01  0.00000000E+00
     300  5.18754847E-02 -2.62076075E-02 -9.48340279E-02  1.11226784E-01  0.00000000E+00
     400  7.72165539E-02 -6.33285368E-02 -1.08310586E-01  1.47323056E-01  0.00000000E+00
     500  8.22113377E-02 -5.71879662E-02 -1.13966746E-01  1.51715479E-01  0.00000000E+00
     600  9.18815061E-02 -6.01873649E-02 -1.04048049E-01  1.51296816E-01  0.00000000E+00
     700  7.24625407E-02 -9.43546270E-02 -1.11454753E-01  1.63020788E-01  0.00000000E+00
     800  5.56724417E-02 -7.97796197E-02 -1.01179918E-01  1.40362332E-01  0.00000000E+00
     900  8.65100878E-02 -8.35829019E-02 -6.41735233E-02  1.36339055E-01  0.00000000E+00
    1000  7.29205421E-02 -7.84361051E-02 -1.17169590E-01  1.58739853E-01  0.00000000E+00
    1100  5.46633911E-02 -9.82391634E-02 -1.44798264E-01  1.83318185E-01  0.00000000E+00
    1200  3.78616610E-02 -7.42460680E-02 -1.35919028E-01  1.59436402E-01  0.00000000E+00
    1300  3.11727025E-02 -3.52613684E-02 -1.51469393E-01  1.58612983E-01  0.00000000E+00
    1400  1.92605351E-02 -2.67672985E-02 -1.54814379E-01  1.58287550E-01  0.00000000E+00
    1500  3.03624269E-02 -3.79217790E-02 -1.40742199E-01  1.48890244E-01  0.00000000E+00
    1600  4.19452558E-02 -2.68651202E-02 -1.55578593E-01  1.63358005E-01  0.00000000E+00
    1700  2.18402630E-02  1.26625537E-02 -1.66992740E-01  1.68890239E-01  0.00000000E+00
    1800  2.92375627E-02 -2.93299332E-02 -1.52420898E-01  1.57946859E-01  0.00000000E+00
    1900  6.19189836E-02 -5.96754547E-02 -1.16988434E-01  1.45194401E-01  0.00000000E+00
    2000  5.57971937E-02 -5.08204095E-02 -1.20657556E-01  1.42317556E-01  0.00000000E+00
    2100  9.53926200E-04 -5.71039875E-02 -1.32331925E-01  1.44130197E-01  0.00000000E+00
    2200  4.45062910E-02 -2.90690602E-02 -1.62129067E-01  1.70621378E-01  0.00000000E+00
    2300  6.67566625E-02 -2.22030168E-04 -1.36467568E-01  1.51920698E-01  0.00000000E+00
    2400  6.75324951E-02  2.00663148E-02 -1.65334698E-01  1.79718829E-01  0.00000000E+00
    2500  7.00608553E-02  1.27851197E-02 -1.66726324E-01  1.81299889E-01  0.00000000E+00
    2600  6.92547355E-02 -6.04651596E-02 -1.29112440E-01  1.58500082E-01  0.00000000E+00
    2700  4.19441339E-02 -4.54575398E-02 -1.69597972E-01  1.80524709E-01  0.00000000E+00
    2800  7.17578524E-02 -6.59831390E-02 -1.24791793E-01  1.58353894E-01  0.00000000E+00
    2900  8.11456501E-02 -4.92043976E-02 -1.27443357E-01  1.58894615E-01  0.00000000E+00
    3000  8.49704622E-02 -5.27300069E-02 -1.12507526E-01  1.50526996E-01  0.00000000E+00
    3100  8.09808749E-02 -3.21908227E-02 -1.06300404E-01  1.37455182E-01  0.00000000E+00
    3200  6.54116792E-02 -8.44238129E-02 -1.01741311E-01  1.47503771E-01  0.00000000E+00
    3300  7.30098976E-02 -4.59881820E-02 -8.89318941E-02  1.23912226E-01  0.00000000E+00
    3400  7.09516073E-02 -4.69058401E-02 -8.43512734E-02  1.19789089E-01  0.00000000E+00
    3500  6.82543543E-02 -5.30508371E-02 -1.15060902E-01  1.43916849E-01  0.00000000E+00
    3600  9.54809171E-02 -6.73810958E-02 -1.43829068E-01  1.85320313E-01  0.00000000E+00
    3700  8.46410022E-02 -6.37451263E-02 -1.08025843E-01  1.51317953E-01  0.00000000E+00
    3800  6.50684916E-02 -6.56294911E-02 -1.11241362E-01  1.44622886E-01  0.00000000E+00
    3900  7.13969613E-02 -9.84178350E-02 -9.20443004E-02  1.52498359E-01  0.00000000E+00
    4000  8.01659192E-02 -8.91856641E-02 -9.97212787E-02  1.55964710E-01  0.00000000E+00
    4100  6.38251389E-02 -1.26711396E-01 -7.86258851E-02  1.62208064E-01  0.00000000E+00
    4200  5.31225992E-02 -1.16703396E-01 -7.97642212E-02  1.51010013E-01  0.00000000E+00
    4300  1.82968804E-02 -1.20939689E-01 -6.64846767E-02  1.39217084E-01  0.00000000E+00
    4400  6.14194808E-03 -1.38912476E-01 -5.52101305E-02  1.49608015E-01  0.00000000E+00
    4500 -4.41008285E-02 -1.30599322E-01 -5.88595081E-02  1.49884981E-01  0.00000000E+00
    4600 -3.67630875E-02 -1.16645347E-01 -9.00208561E-02  1.51859857E-01  0.00000000E+00
    4700 -3.87612516E-02 -1.35048186E-01 -8.41759133E-02  1.63786543E-01  0.00000000E+00
    4800 -7.01949495E-02 -1.39587240E-01 -4.99330275E-02  1.64028155E-01  0.00000000E+00
    4900 -8.79236699E-02 -1.41908281E-01 -2.59377154E-02  1.68941697E-01  0.00000000E+00
    5000 -7.43819636E-02 -1.39938175E-01  2.13787571E-03  1.58492712E-01  0.00000000E+00
    5100 -6.67564599E-02 -1.74611558E-01  2.52677816E-03  1.86954555E-01  0.00000000E+00
    5200 -5.88413285E-02 -1.22506440E-01  1.27775710E-02  1.36504198E-01  0.00000000E+00
    5300 -1.10724450E-02 -1.22908682E-01  2.29086922E-02  1.25514746E-01  0.00000000E+00
    5400 -5.36835841E-02 -1.22927239E-01  6.98416424E-03  1.34319812E-01  0.00000000E+00
    5500 -6.66503935E-03 -1.53795130E-01 -1.78576388E-02  1.54971804E-01  0.00000000E+00
    5600 -2.20479783E-02 -1.49821910E-01  6.02703585E-03  1.51555413E-01  0.00000000E+00
    5700 -3.57520187E-02 -1.36179205E-01  1.29735492E-02  1.41390578E-01  0.00000000E+00
    5800 -7.63764919E-02 -1.27650952E-01 -2.61324546E-02  1.51033239E-01  0.00000000E+00
    5900 -5.51071610E-02 -1.39286276E-01 -1.57495895E-02  1.50617115E-01  0.00000000E+00
    6000 -4.39542642E-02 -1.34826999E-01 -5.01085669E-03  1.41899280E-01  0.00000000E+00
    6100 -6.52937686E-02 -1.38839715E-01  1.18897460E-02  1.53886675E-01  0.00000000E+00
    6200 -4.01872696E-02 -1.30158882E-01  1.96125598E-02  1.37626320E-01  0.00000000E+00
    6300 -3.29413932E-02 -1.12357056E-01 -1.30660484E-02  1.17813263E-01  0.00000000E+00
    6400 -1.05094042E-01 -1.24450840E-01  4.62602017E-03  1.62954501E-01  0.00000000E+00
    6500 -8.95267746E-02 -9.64606319E-02  8.42543681E-03  1.31873746E-01  0.00000000E+00
    6600 -7.44740223E-02 -1.07439407E-01 -1.78913224E-02  1.31945844E-01  0.00000000E+00
    6700 -3.82471378E-02 -1.33606802E-01 -1.25990018E-02  1.39543384E-01  0.00000000E+00
    6800 -9.81728086E-03 -1.32138772E-01 -1.66061672E-02  1.33539502E-01  0.00000000E+00
    6900 -1.72729666E-03 -1.45271273E-01  1.62545485E-02  1.46188018E-01  0.00000000E+00
    7000 -5.11002333E-03 -1.54239610E-01  6.03697241E-02  1.65712019E-01  0.00000000E+00
    7100 -5.35317618E-02 -1.04193512E-01  1.05049999E-01  1.57344971E-01  0.00000000E+00
    7200 -6.83491485E-02 -1.11217020E-01  1.23660622E-01  1.79813184E-01  0.00000000E+00
    7300 -8.17996615E-02 -1.06561111E-01  1.06477214E-01  1.71417187E-01  0.00000000E+00
    7400 -8.00515796E-02 -1.03324876E-01  8.46743559E-02  1.55737060E-01  0.00000000E+00
    7500 -4.45058357E-02 -1.26266253E-01  6.56125732E-02  1.49093748E-01  0.00000000E+00
    7600 -8.23405194E-03 -1.29601828E-01  5.57061880E-02  1.41306804E-01  0.00000000E+00
    7700 -4.82446793E-02 -1.38715385E-01  4.94890309E-02  1.54979584E-01  0.00000000E+00
    7800 -2.24520144E-02 -1.25165677E-01  5.52885921E-02  1.38662786E-01  0.00000000E+00
    7900 -2.46445388E-02 -1.28151513E-01  4.90648070E-02  1.39418503E-01  0.00000000E+00
    8000 -2.38433165E-02 -1.41860788E-01  3.37370836E-02  1.47753774E-01  0.00000000E+00
