   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  2.81587308E-01  7.92914120E-02  6.28712801E-03  6.66666667E-01 -2.02899294E-37  0.00000000E+00 -5.44476834E+00 -5.25853726E+00  0.00000000E+00
    1591  2.69028150E-01  7.23844157E-02  5.24193695E-03  6.66511862E-01  5.15179725E-25  0.00000000E+00 -6.08766590E+00 -5.84943873E+00  0.00000000E+00
    1601  2.68980106E-01  7.23586477E-02  5.23822959E-03  6.66510326E-01  5.20172962E-25  0.00000000E+00 -6.08767073E+00 -5.84942119E+00  0.00000000E+00
    1611  2.68931874E-01  7.23327854E-02  5.23451055E-03  6.66508748E-01  5.25306027E-25  0.00000000E+00 -6.08767556E+00 -5.84940353E+00  0.00000000E+00
    1621  2.68883442E-01  7.23068229E-02  5.23077900E-03  6.66507126E-01  5.30584476E-25  0.00000000E+00 -6.08768041E+00 -5.84938575E+00  0.00000000E+00
    1631  2.68834800E-01  7.22807540E-02  5.22703412E-03  6.66505458E-01  5.36014050E-25  0.00000000E+00 -6.08768528E+00 -5.84936785E+00  0.00000000E+00
    1641  2.68785935E-01  7.22545728E-02  5.22327507E-03  6.66503741E-01  5.41600676E-25  0.00000000E+00 -6.08769015E+00 -5.84934983E+00  0.00000000E+00
    1651  2.68736835E-01  7.22282732E-02  5.21950101E-03  6.66501974E-01  5.47350468E-25  0.00000000E+00 -6.08769503E+00 -5.84933169E+00  0.00000000E+00
    1661  2.68687490E-01  7.22018490E-02  5.21571111E-03  6.66500156E-01  5.53269725E-25  0.00000000E+00 -6.08769993E+00 -5.84931342E+00  0.00000000E+00
    1671  2.68637888E-01  7.21752940E-02  5.21190452E-03  6.66498284E-01  5.59364927E-25  0.00000000E+00 -6.08770484E+00 -5.84929503E+00  0.00000000E+00
    1681  2.68588016E-01  7.21486022E-02  5.20808042E-03  6.66496356E-01  5.65642734E-25  0.00000000E+00 -6.08770976E+00 -5.84927651E+00  0.00000000E+00
    1691  2.68537862E-01  7.21217674E-02  5.20423796E-03  6.66494370E-01  5.72109979E-25  0.00000000E+00 -6.08771470E+00 -5.84925786E+00  0.00000000E+00
    1701  2.68487416E-01  7.20947835E-02  5.20037633E-03  6.66492324E-01  5.78773662E-25  0.00000000E+00 -6.08771964E+00 -5.84923908E+00  0.00000000E+00
    1711  2.68436665E-01  7.20676444E-02  5.19649469E-03  6.66490215E-01  5.85640938E-25  0.00000000E+00 -6.08772460E+00 -5.84922018E+00  0.00000000E+00
    1721  2.68385598E-01  7.20403440E-02  5.19259225E-03  6.66488043E-01  5.92719115E-25  0.00000000E+00 -6.08772958E+00 -5.84920115E+00  0.00000000E+00
    1731  2.68334203E-01  7.20128766E-02  5.18866819E-03  6.66485803E-01  6.00015632E-25  0.00000000E+00 -6.08773457E+00 -5.84918199E+00  0.00000000E+00
    1741  2.68282469E-01  7.19852360E-02  5.18472174E-03  6.66483494E-01  6.07538058E-25  0.00000000E+00 -6.08773957E+00 -5.84916270E+00  0.00000000E+00
    1751  2.68230385E-01  7.19574166E-02  5.18075211E-03  6.66481113E-01  6.15294071E-25  0.00000000E+00 -6.08774459E+00 -5.84914328E+00  0.00000000E+00
    1761  2.68177939E-01  7.19294126E-02  5.17675857E-03  6.66478659E-01  6.23291444E-25  0.00000000E+00 -6.08774962E+00 -5.84912373E+00  0.00000000E+00
    1771  2.68125121E-01  7.19012186E-02  5.17274036E-03  6.66476128E-01  6.31538036E-25  0.00000000E+00 -6.08775467E+00 -5.84910405E+00  0.00000000E+00
    1781  2.68071921E-01  7.18728291E-02  5.16869679E-03  6.66473519E-01  6.40041774E-25  0.00000000E+00 -6.08775974E+00 -5.84908424E+00  0.00000000E+00
    1791  2.68018327E-01  7.18442387E-02  5.16462716E-03  6.66470828E-01  6.48810635E-25  0.00000000E+00 -6.08776482E+00 -5.84906430E+00  0.00000000E+00
    1801  2.67964330E-01  7.18154425E-02  5.16053081E-03  6.66468053E-01  6.57852641E-25  0.00000000E+00 -6.08776991E+00 -5.84904423E+00  0.00000000E+00
    1811  2.67909921E-01  7.17864355E-02  5.15640710E-03  6.66465192E-01  6.67175841E-25  0.00000000E+00 -6.08777503E+00 -5.84902404E+00  0.00000000E+00
    1821  2.67855089E-01  7.17572130E-02  5.15225542E-03  6.66462242E-01  6.76788299E-25  0.00000000E+00 -6.08778016E+00 -5.84900372E+00  0.00000000E+00
    1831  2.67799826E-01  7.17277703E-02  5.14807518E-03  6.66459201E-01  6.86698094E-25  0.00000000E+00 -6.08778530E+00 -5.84898327E+00  0.00000000E+00
    1841  2.67744123E-01  7.16981030E-02  5.14386583E-03  6.66456066E-01  6.96913309E-25  0.00000000E+00 -6.08779047E+00 -5.84896270E+00  0.00000000E+00
    1851  2.67687973E-01  7.16682070E-02  5.13962683E-03  6.66452834E-01  7.07442029E-25  0.00000000E+00 -6.08779565E+00 -5.84894200E+00  0.00000000E+00
    1861  2.67631365E-01  7.16380781E-02  5.13535769E-03  6.66449504E-01  7.18292348E-25  0.00000000E+00 -6.08780085E+00 -5.84892118E+00  0.00000000E+00
    1871  2.67574294E-01  7.16077126E-02  5.13105792E-03  6.66446072E-01  7.29472371E-25  0.00000000E+00 -6.08780608E+00 -5.84890023E+00  0.00000000E+00
    1881  2.67516750E-01  7.15771066E-02  5.12672705E-03  6.66442536E-01  7.40990226E-25  0.00000000E+00 -6.08781132E+00 -5.84887916E+00  0.00000000E+00
    1891  2.67458728E-01  7.15462566E-02  5.12236467E-03  6.66438893E-01  7.52854077E-25  0.00000000E+00 -6.08781658E+00 -5.84885798E+00  0.00000000E+00
    1901  2.67400220E-01  7.15151591E-02  5.11797034E-03  6.66435141E-01  7.65072139E-25  0.00000000E+00 -6.08782186E+00 -5.84883667E+00  0.00000000E+00
    1911  2.67341219E-01  7.14838107E-02  5.11354368E-03  6.66431277E-01  7.77652693E-25  0.00000000E+00 -6.08782717E+00 -5.84881524E+00  0.00000000E+00
    1921  2.67281718E-01  7.14522082E-02  5.10908428E-03  6.66427298E-01  7.90604103E-25  0.00000000E+00 -6.08783250E+00 -5.84879369E+00  0.00000000E+00
    1931  2.67221711E-01  7.14203483E-02  5.10459178E-03  6.66423202E-01  8.03934823E-25  0.00000000E+00 -6.08783785E+00 -5.84877203E+00  0.00000000E+00
    1941  2.67161192E-01  7.13882279E-02  5.10006583E-03  6.66418987E-01  8.17653392E-25  0.00000000E+00 -6.08784323E+00 -5.84875025E+00  0.00000000E+00
    1951  2.67100154E-01  7.13558442E-02  5.09550607E-03  6.66414648E-01  8.31768407E-25  0.00000000E+00 -6.08784864E+00 -5.84872835E+00  0.00000000E+00
    1961  2.67038591E-01  7.13231941E-02  5.09091220E-03  6.66410184E-01  8.46288476E-25  0.00000000E+00 -6.08785408E+00 -5.84870634E+00  0.00000000E+00
    1971  2.66976497E-01  7.12902751E-02  5.08628391E-03  6.66405591E-01  8.61222104E-25  0.00000000E+00 -6.08785954E+00 -5.84868421E+00  0.00000000E+00
    1981  2.66913869E-01  7.12570848E-02  5.08162097E-03  6.66400868E-01  8.76577530E-25  0.00000000E+00 -6.08786504E+00 -5.84866197E+00  0.00000000E+00
    1991  2.66850701E-01  7.12236214E-02  5.07692319E-03  6.66396011E-01  8.92362456E-25  0.00000000E+00 -6.08787058E+00 -5.84863961E+00  0.00000000E+00
    2001  2.66786991E-01  7.11898837E-02  5.07219050E-03  6.66391019E-01  9.08583647E-25  0.00000000E+00 -6.08787616E+00 -5.84861712E+00  0.00000000E+00
    2011  2.66722738E-01  7.11558718E-02  5.06742296E-03  6.66385889E-01  9.25246354E-25  0.00000000E+00 -6.08788178E+00 -5.84859452E+00  0.00000000E+00
    2021  2.66657945E-01  7.11215871E-02  5.06262085E-03  6.66380620E-01  9.42353496E-25  0.00000000E+00 -6.08788745E+00 -5.84857180E+00  0.00000000E+00
    2031  2.66592618E-01  7.10870332E-02  5.05778475E-03  6.66375213E-01  9.59904547E-25  0.00000000E+00 -6.08789317E+00 -5.84854896E+00  0.00000000E+00
    2041  2.66526770E-01  7.10522169E-02  5.05291564E-03  6.66369668E-01  9.77894034E-25  0.00000000E+00 -6.08789895E+00 -5.84852598E+00  0.00000000E+00
    2051  2.66460420E-01  7.10171489E-02  5.04801504E-03  6.66363990E-01  9.96309589E-25  0.00000000E+00 -6.08790480E+00 -5.84850287E+00  0.00000000E+00
    2061  2.66393600E-01  7.09818455E-02  5.04308520E-03  6.66358183E-01  1.01512949E-24  0.00000000E+00 -6.08791071E+00 -5.84847963E+00  0.00000000E+00
    2071  2.66326353E-01  7.09463299E-02  5.03812933E-03  6.66352259E-01  1.03431971E-24  0.00000000E+00 -6.08791671E+00 -5.84845624E+00  0.00000000E+00
    2081  2.66258741E-01  7.09106340E-02  5.03315178E-03  6.66346231E-01  1.05383050E-24  0.00000000E+00 -6.08792279E+00 -5.84843271E+00  0.00000000E+00
    2091  2.66190846E-01  7.08748006E-02  5.02815832E-03  6.66340120E-01  1.07359297E-24  0.00000000E+00 -6.08792898E+00 -5.84840901E+00  0.00000000E+00
    2101  2.66122773E-01  7.08388843E-02  5.02315636E-03  6.66333953E-01  1.09351603E-24  0.00000000E+00 -6.08793527E+00 -5.84838515E+00  0.00000000E+00
    2111  2.66054653E-01  7.08029530E-02  5.01815499E-03  6.66327763E-01  1.11348502E-24  0.00000000E+00 -6.08794169E+00 -5.84836111E+00  0.00000000E+00
    2121  2.65986640E-01  7.07670865E-02  5.01316492E-03  6.66321591E-01  1.13336358E-24  0.00000000E+00 -6.08794825E+00 -5.84833687E+00  0.00000000E+00
    2131  2.65918905E-01  7.07313726E-02  5.00819790E-03  6.66315483E-01  1.15300122E-24  0.00000000E+00 -6.08795496E+00 -5.84831242E+00  0.00000000E+00
    2141  2.65851615E-01  7.06958988E-02  5.00326563E-03  6.66309482E-01  1.17224923E-24  0.00000000E+00 -6.08796183E+00 -5.84828773E+00  0.00000000E+00
    2151  2.65784911E-01  7.06607374E-02  4.99837774E-03  6.66303625E-01  1.19098681E-24  0.00000000E+00 -6.08796888E+00 -5.84826279E+00  0.00000000E+00
    2161  2.65718866E-01  7.06259261E-02  4.99353923E-03  6.66297931E-01  1.20915512E-24  0.00000000E+00 -6.08797612E+00 -5.84823755E+00  0.00000000E+00
    2171  2.65653449E-01  7.05914480E-02  4.98874780E-03  6.66292388E-01  1.22678937E-24  0.00000000E+00 -6.08798354E+00 -5.84821198E+00  0.00000000E+00
    2181  2.65588504E-01  7.05572235E-02  4.98399276E-03  6.66286956E-01  1.24403034E-24  0.00000000E+00 -6.08799115E+00 -5.84818607E+00  0.00000000E+00
    2191  2.65523788E-01  7.05231258E-02  4.97925713E-03  6.66281569E-01  1.26109639E-24  0.00000000E+00 -6.08799891E+00 -5.84815981E+00  0.00000000E+00
    2201  2.65459041E-01  7.04890212E-02  4.97452305E-03  6.66276160E-01  1.27821656E-24  0.00000000E+00 -6.08800680E+00 -5.84813322E+00  0.00000000E+00
    2211  2.65394079E-01  7.04548142E-02  4.96977777E-03  6.66270678E-01  1.29555566E-24  0.00000000E+00 -6.08801478E+00 -5.84810635E+00  0.00000000E+00
    2221  2.65328837E-01  7.04204714E-02  4.96501688E-03  6.66265105E-01  1.31317290E-24  0.00000000E+00 -6.08802281E+00 -5.84807930E+00  0.00000000E+00
    2231  2.65263359E-01  7.03860162E-02  4.96024351E-03  6.66259454E-01  1.33102953E-24  0.00000000E+00 -6.08803088E+00 -5.84805214E+00  0.00000000E+00
    2241  2.65197756E-01  7.03515054E-02  4.95546526E-03  6.66253753E-01  1.34902651E-24  0.00000000E+00 -6.08803894E+00 -5.84802496E+00  0.00000000E+00
    2251  2.65132161E-01  7.03170073E-02  4.95069121E-03  6.66248039E-01  1.36704402E-24  0.00000000E+00 -6.08804698E+00 -5.84799784E+00  0.00000000E+00
    2261  2.65066697E-01  7.02825865E-02  4.94592994E-03  6.66242346E-01  1.38496788E-24  0.00000000E+00 -6.08805500E+00 -5.84797083E+00  0.00000000E+00
    2271  2.65001472E-01  7.02482972E-02  4.94118865E-03  6.66236703E-01  1.40270214E-24  0.00000000E+00 -6.08806297E+00 -5.84794397E+00  0.00000000E+00
    2281  2.64936567E-01  7.02141822E-02  4.93647299E-03  6.66231132E-01  1.42017230E-24  0.00000000E+00 -6.08807090E+00 -5.84791730E+00  0.00000000E+00
    2291  2.64872045E-01  7.01802732E-02  4.93178713E-03  6.66225650E-01  1.43732383E-24  0.00000000E+00 -6.08807878E+00 -5.84789084E+00  0.00000000E+00
    2301  2.64807950E-01  7.01465929E-02  4.92713406E-03  6.66220268E-01  1.45411873E-24  0.00000000E+00 -6.08808660E+00 -5.84786460E+00  0.00000000E+00
    2311  2.64744313E-01  7.01131572E-02  4.92251586E-03  6.66214996E-01  1.47053191E-24  0.00000000E+00 -6.08809437E+00 -5.84783858E+00  0.00000000E+00
    2321  2.64681155E-01  7.00799767E-02  4.91793389E-03  6.66209837E-01  1.48654790E-24  0.00000000E+00 -6.08810208E+00 -5.84781280E+00  0.00000000E+00
    2331  2.64618489E-01  7.00470582E-02  4.91338902E-03  6.66204795E-01  1.50215822E-24  0.00000000E+00 -6.08810974E+00 -5.84778726E+00  0.00000000E+00
    2341  2.64556323E-01  7.00144058E-02  4.90888175E-03  6.66199871E-01  1.51735936E-24  0.00000000E+00 -6.08811733E+00 -5.84776195E+00  0.00000000E+00
    2351  2.64494662E-01  6.99820215E-02  4.90441232E-03  6.66195065E-01  1.53215134E-24  0.00000000E+00 -6.08812486E+00 -5.84773687E+00  0.00000000E+00
    2361  2.64433508E-01  6.99499062E-02  4.89998081E-03  6.66190377E-01  1.54653660E-24  0.00000000E+00 -6.08813233E+00 -5.84771203E+00  0.00000000E+00
    2371  2.64372860E-01  6.99180594E-02  4.89558713E-03  6.66185807E-01  1.56051930E-24  0.00000000E+00 -6.08813973E+00 -5.84768742E+00  0.00000000E+00
    2381  2.64312716E-01  6.98864803E-02  4.89123112E-03  6.66181353E-01  1.57410475E-24  0.00000000E+00 -6.08814708E+00 -5.84766305E+00  0.00000000E+00
    2391  2.64253074E-01  6.98551674E-02  4.88691257E-03  6.66177013E-01  1.58729908E-24  0.00000000E+00 -6.08815436E+00 -5.84763890E+00  0.00000000E+00
    2401  2.64193930E-01  6.98241188E-02  4.88263119E-03  6.66172785E-01  1.60010896E-24  0.00000000E+00 -6.08816158E+00 -5.84761498E+00  0.00000000E+00
    2411  2.64135281E-01  6.97933325E-02  4.87838667E-03  6.66168669E-01  1.61254137E-24  0.00000000E+00 -6.08816873E+00 -5.84759128E+00  0.00000000E+00
    2421  2.64077123E-01  6.97628062E-02  4.87417868E-03  6.66164662E-01  1.62460356E-24  0.00000000E+00 -6.08817582E+00 -5.84756780E+00  0.00000000E+00
    2431  2.64019451E-01  6.97325376E-02  4.87000688E-03  6.66160762E-01  1.63630284E-24  0.00000000E+00 -6.08818285E+00 -5.84754453E+00  0.00000000E+00
    2441  2.63962260E-01  6.97025240E-02  4.86587090E-03  6.66156967E-01  1.64764661E-24  0.00000000E+00 -6.08818982E+00 -5.84752149E+00  0.00000000E+00
    2451  2.63905546E-01  6.96727631E-02  4.86177037E-03  6.66153275E-01  1.65864221E-24  0.00000000E+00 -6.08819673E+00 -5.84749865E+00  0.00000000E+00
    2461  2.63849304E-01  6.96432522E-02  4.85770494E-03  6.66149685E-01  1.66929696E-24  0.00000000E+00 -6.08820357E+00 -5.84747603E+00  0.00000000E+00
    2471  2.63793530E-01  6.96139887E-02  4.85367422E-03  6.66146194E-01  1.67961809E-24  0.00000000E+00 -6.08821035E+00 -5.84745361E+00  0.00000000E+00
    2481  2.63738217E-01  6.95849701E-02  4.84967785E-03  6.66142800E-01  1.68961272E-24  0.00000000E+00 -6.08821708E+00 -5.84743139E+00  0.00000000E+00
    2491  2.63683362E-01  6.95561937E-02  4.84571545E-03  6.66139502E-01  1.69928788E-24  0.00000000E+00 -6.08822374E+00 -5.84740938E+00  0.00000000E+00
    2501  2.63628960E-01  6.95276571E-02  4.84178666E-03  6.66136298E-01  1.70865042E-24  0.00000000E+00 -6.08823034E+00 -5.84738756E+00  0.00000000E+00
    2511  2.63575006E-01  6.94993577E-02  4.83789112E-03  6.66133186E-01  1.71770711E-24  0.00000000E+00 -6.08823688E+00 -5.84736594E+00  0.00000000E+00
    2521  2.63521496E-01  6.94712930E-02  4.83402846E-03  6.66130164E-01  1.72646453E-24  0.00000000E+00 -6.08824336E+00 -5.84734451E+00  0.00000000E+00
    2531  2.63468424E-01  6.94434606E-02  4.83019834E-03  6.66127230E-01  1.73492915E-24  0.00000000E+00 -6.08824978E+00 -5.84732328E+00  0.00000000E+00
    2541  2.63415786E-01  6.94158579E-02  4.82640041E-03  6.66124383E-01  1.74310725E-24  0.00000000E+00 -6.08825614E+00 -5.84730223E+00  0.00000000E+00
    2551  2.63363578E-01  6.93884826E-02  4.82263432E-03  6.66121620E-01  1.75100499E-24  0.00000000E+00 -6.08826244E+00 -5.84728136E+00  0.00000000E+00
    2561  2.63311795E-01  6.93613324E-02  4.81889974E-03  6.66118941E-01  1.75862837E-24  0.00000000E+00 -6.08826869E+00 -5.84726068E+00  0.00000000E+00
    2571  2.63260434E-01  6.93344049E-02  4.81519633E-03  6.66116344E-01  1.76598323E-24  0.00000000E+00 -6.08827488E+00 -5.84724018E+00  0.00000000E+00
    2581  2.63209489E-01  6.93076979E-02  4.81152377E-03  6.66113827E-01  1.77307527E-24  0.00000000E+00 -6.08828101E+00 -5.84721986E+00  0.00000000E+00
    2591  2.63158957E-01  6.92812091E-02  4.80788176E-03  6.66111389E-01  1.77991002E-24  0.00000000E+00 -6.08828709E+00 -5.84719971E+00  0.00000000E+00
    2601  2.63108834E-01  6.92549365E-02  4.80426996E-03  6.66109027E-01  1.78649288E-24  0.00000000E+00 -6.08829311E+00 -5.84717974E+00  0.00000000E+00
    2611  2.63059115E-01  6.92288779E-02  4.80068809E-03  6.66106741E-01  1.79282906E-24  0.00000000E+00 -6.08829908E+00 -5.84715993E+00  0.00000000E+00
    2621  2.63009798E-01  6.92030312E-02  4.79713584E-03  6.66104530E-01  1.79892367E-24  0.00000000E+00 -6.08830499E+00 -5.84714030E+00  0.00000000E+00
    2631  2.62960877E-01  6.91773944E-02  4.79361294E-03  6.66102391E-01  1.80478163E-24  0.00000000E+00 -6.08831085E+00 -5.84712083E+00  0.00000000E+00
    2641  2.62912350E-01  6.91519656E-02  4.79011909E-03  6.66100325E-01  1.81040773E-24  0.00000000E+00 -6.08831666E+00 -5.84710153E+00  0.00000000E+00
    2651  2.62864213E-01  6.91267429E-02  4.78665402E-03  6.66098328E-01  1.81580658E-24  0.00000000E+00 -6.08832241E+00 -5.84708239E+00  0.00000000E+00
    2661  2.62816462E-01  6.91017245E-02  4.78321747E-03  6.66096400E-01  1.82098268E-24  0.00000000E+00 -6.08832811E+00 -5.84706341E+00  0.00000000E+00
    2671  2.62769095E-01  6.90769085E-02  4.77980919E-03  6.66094541E-01  1.82594034E-24  0.00000000E+00 -6.08833376E+00 -5.84704459E+00  0.00000000E+00
    2681  2.62722108E-01  6.90522933E-02  4.77642893E-03  6.66092748E-01  1.83068373E-24  0.00000000E+00 -6.08833936E+00 -5.84702592E+00  0.00000000E+00
    2691  2.62675498E-01  6.90278773E-02  4.77307644E-03  6.66091020E-01  1.83521687E-24  0.00000000E+00 -6.08834491E+00 -5.84700741E+00  0.00000000E+00
    2701  2.62629262E-01  6.90036588E-02  4.76975152E-03  6.66089357E-01  1.83954362E-24  0.00000000E+00 -6.08835041E+00 -5.84698905E+00  0.00000000E+00
    2711  2.62583398E-01  6.89796365E-02  4.76645392E-03  6.66087758E-01  1.84366766E-24  0.00000000E+00 -6.08835586E+00 -5.84697085E+00  0.00000000E+00
    2721  2.62537902E-01  6.89558089E-02  4.76318346E-03  6.66086221E-01  1.84759255E-24  0.00000000E+00 -6.08836126E+00 -5.84695279E+00  0.00000000E+00
    2731  2.62492773E-01  6.89321746E-02  4.75993994E-03  6.66084746E-01  1.85132163E-24  0.00000000E+00 -6.08836661E+00 -5.84693488E+00  0.00000000E+00
    2741  2.62448008E-01  6.89087325E-02  4.75672317E-03  6.66083331E-01  1.85485809E-24  0.00000000E+00 -6.08837192E+00 -5.84691712E+00  0.00000000E+00
    2751  2.62403606E-01  6.88854815E-02  4.75353299E-03  6.66081977E-01  1.85820496E-24  0.00000000E+00 -6.08837718E+00 -5.84689950E+00  0.00000000E+00
    2761  2.62359563E-01  6.88624205E-02  4.75036924E-03  6.66080681E-01  1.86136504E-24  0.00000000E+00 -6.08838239E+00 -5.84688203E+00  0.00000000E+00
    2771  2.62315880E-01  6.88395486E-02  4.74723179E-03  6.66079444E-01  1.86434097E-24  0.00000000E+00 -6.08838756E+00 -5.84686470E+00  0.00000000E+00
    2781  2.62272554E-01  6.88168650E-02  4.74412051E-03  6.66078265E-01  1.86713516E-24  0.00000000E+00 -6.08839269E+00 -5.84684751E+00  0.00000000E+00
    2791  2.62229584E-01  6.87943692E-02  4.74103530E-03  6.66077142E-01  1.86974982E-24  0.00000000E+00 -6.08839777E+00 -5.84683046E+00  0.00000000E+00
    2801  2.62186969E-01  6.87720606E-02  4.73797607E-03  6.66076077E-01  1.87218692E-24  0.00000000E+00 -6.08840281E+00 -5.84681354E+00  0.00000000E+00
    2811  2.62144710E-01  6.87499389E-02  4.73494277E-03  6.66075068E-01  1.87444817E-24  0.00000000E+00 -6.08840780E+00 -5.84679677E+00  0.00000000E+00
    2821  2.62102805E-01  6.87280039E-02  4.73193536E-03  6.66074114E-01  1.87653502E-24  0.00000000E+00 -6.08841276E+00 -5.84678013E+00  0.00000000E+00
    2831  2.62061256E-01  6.87062558E-02  4.72895383E-03  6.66073216E-01  1.87844864E-24  0.00000000E+00 -6.08841767E+00 -5.84676362E+00  0.00000000E+00
    2841  2.62020062E-01  6.86846949E-02  4.72599820E-03  6.66072374E-01  1.88018987E-24  0.00000000E+00 -6.08842254E+00 -5.84674725E+00  0.00000000E+00
    2851  2.61979225E-01  6.86633217E-02  4.72306853E-03  6.66071587E-01  1.88175920E-24  0.00000000E+00 -6.08842738E+00 -5.84673101E+00  0.00000000E+00
    2861  2.61938747E-01  6.86421370E-02  4.72016491E-03  6.66070855E-01  1.88315676E-24  0.00000000E+00 -6.08843218E+00 -5.84671490E+00  0.00000000E+00
    2871  2.61898630E-01  6.86211421E-02  4.71728747E-03  6.66070179E-01  1.88438223E-24  0.00000000E+00 -6.08843694E+00 -5.84669892E+00  0.00000000E+00
    2881  2.61858878E-01  6.86003384E-02  4.71443641E-03  6.66069559E-01  1.88543485E-24  0.00000000E+00 -6.08844166E+00 -5.84668307E+00  0.00000000E+00
    2891  2.61819494E-01  6.85797280E-02  4.71161196E-03  6.66068995E-01  1.88631334E-24  0.00000000E+00 -6.08844635E+00 -5.84666735E+00  0.00000000E+00
    2901  2.61780484E-01  6.85593133E-02  4.70881442E-03  6.66068489E-01  1.88701582E-24  0.00000000E+00 -6.08845101E+00 -5.84665176E+00  0.00000000E+00
    2911  2.61741852E-01  6.85390972E-02  4.70604418E-03  6.66068040E-01  1.88753981E-24  0.00000000E+00 -6.08845563E+00 -5.84663629E+00  0.00000000E+00
    2921  2.61703607E-01  6.85190834E-02  4.70330167E-03  6.66067651E-01  1.88788208E-24  0.00000000E+00 -6.08846023E+00 -5.84662096E+00  0.00000000E+00
    2931  2.61665756E-01  6.84992761E-02  4.70058746E-03  6.66067323E-01  1.88803862E-24  0.00000000E+00 -6.08846479E+00 -5.84660574E+00  0.00000000E+00
    2941  2.61628310E-01  6.84796804E-02  4.69790219E-03  6.66067056E-01  1.88800454E-24  0.00000000E+00 -6.08846932E+00 -5.84659066E+00  0.00000000E+00
    2951  2.61591281E-01  6.84603023E-02  4.69524662E-03  6.66066854E-01  1.88777396E-24  0.00000000E+00 -6.08847383E+00 -5.84657569E+00  0.00000000E+00
    2961  2.61554682E-01  6.84411487E-02  4.69262166E-03  6.66066718E-01  1.88733998E-24  0.00000000E+00 -6.08847832E+00 -5.84656085E+00  0.00000000E+00
    2971  2.61518529E-01  6.84222278E-02  4.69002835E-03  6.66066652E-01  1.88669454E-24  0.00000000E+00 -6.08848278E+00 -5.84654613E+00  0.00000000E+00
    2981  2.61482841E-01  6.84035487E-02  4.68746788E-03  6.66066657E-01  1.88582841E-24  0.00000000E+00 -6.08848722E+00 -5.84653154E+00  0.00000000E+00
    2991  2.61447637E-01  6.83851220E-02  4.68494164E-03  6.66066739E-01  1.88473118E-24  0.00000000E+00 -6.08849165E+00 -5.84651706E+00  0.00000000E+00
    3001  2.61412942E-01  6.83669596E-02  4.68245116E-03  6.66066900E-01  1.88339131E-24  0.00000000E+00 -6.08849606E+00 -5.84650270E+00  0.00000000E+00
    3011  2.61378780E-01  6.83490745E-02  4.67999815E-03  6.66067145E-01  1.88179637E-24  0.00000000E+00 -6.08850046E+00 -5.84648845E+00  0.00000000E+00
    3021  2.61345180E-01  6.83314809E-02  4.67758445E-03  6.66067479E-01  1.87993335E-24  0.00000000E+00 -6.08850485E+00 -5.84647432E+00  0.00000000E+00
    3031  2.61312169E-01  6.83141935E-02  4.67521200E-03  6.66067904E-01  1.87778931E-24  0.00000000E+00 -6.08850924E+00 -5.84646030E+00  0.00000000E+00
    3041  2.61279778E-01  6.82972270E-02  4.67288271E-03  6.66068427E-01  1.87535235E-24  0.00000000E+00 -6.08851363E+00 -5.84644638E+00  0.00000000E+00
    3051  2.61248033E-01  6.82805950E-02  4.67059836E-03  6.66069049E-01  1.87261291E-24  0.00000000E+00 -6.08851803E+00 -5.84643255E+00  0.00000000E+00
    3061  2.61216953E-01  6.82643080E-02  4.66836035E-03  6.66069773E-01  1.86956564E-24  0.00000000E+00 -6.08852244E+00 -5.84641882E+00  0.00000000E+00
    3071  2.61186550E-01  6.82483719E-02  4.66616943E-03  6.66070599E-01  1.86621154E-24  0.00000000E+00 -6.08852687E+00 -5.84640517E+00  0.00000000E+00
    3081  2.61156822E-01  6.82327847E-02  4.66402536E-03  6.66071523E-01  1.86256035E-24  0.00000000E+00 -6.08853133E+00 -5.84639158E+00  0.00000000E+00
    3091  2.61127744E-01  6.82175346E-02  4.66192656E-03  6.66072540E-01  1.85863278E-24  0.00000000E+00 -6.08853581E+00 -5.84637805E+00  0.00000000E+00
    3101  2.61099269E-01  6.82025972E-02  4.65986984E-03  6.66073639E-01  1.85446180E-24  0.00000000E+00 -6.08854032E+00 -5.84636455E+00  0.00000000E+00
    3111  2.61071324E-01  6.81879352E-02  4.65785025E-03  6.66074805E-01  1.85009263E-24  0.00000000E+00 -6.08854488E+00 -5.84635108E+00  0.00000000E+00
    3121  2.61043814E-01  6.81734993E-02  4.65586131E-03  6.66076021E-01  1.84558065E-24  0.00000000E+00 -6.08854947E+00 -5.84633762E+00  0.00000000E+00
    3131  2.61016626E-01  6.81592320E-02  4.65389541E-03  6.66077266E-01  1.84098743E-24  0.00000000E+00 -6.08855410E+00 -5.84632414E+00  0.00000000E+00
    3141  2.60989644E-01  6.81450732E-02  4.65194463E-03  6.66078519E-01  1.83637537E-24  0.00000000E+00 -6.08855876E+00 -5.84631065E+00  0.00000000E+00
    3151  2.60962758E-01  6.81309662E-02  4.65000148E-03  6.66079762E-01  1.83180218E-24  0.00000000E+00 -6.08856346E+00 -5.84629714E+00  0.00000000E+00
    3161  2.60935873E-01  6.81168629E-02  4.64805961E-03  6.66080980E-01  1.82731630E-24  0.00000000E+00 -6.08856819E+00 -5.84628359E+00  0.00000000E+00
    3171  2.60908918E-01  6.81027269E-02  4.64611422E-03  6.66082159E-01  1.82295432E-24  0.00000000E+00 -6.08857295E+00 -5.84627001E+00  0.00000000E+00
