   9    9   -1    0    0    1.236395
   9    9    1    0    0    1.236395
   9    9   -1    1    0    1.248038
   9    9    0   -1    0    1.247165
   9    9    0    1    0    1.247165
   9    9    1   -1    0    1.248038
   9    9   -2    1    0   -0.017359
   9    9   -1   -1    0   -0.017434
   9    9    1    1    0   -0.017434
   9    9    2   -1    0   -0.017359
   9    9   -1    2    0   -0.051560
   9    9    1   -2    0   -0.051560
   9    9   -2    0    0   -0.181318
   9    9    2    0    0   -0.181318
   9    9   -2    2    0   -0.182871
   9    9    0   -2    0   -0.182902
   9    9    0    2    0   -0.182902
   9    9    2   -2    0   -0.182871
   9    9   -3    1    0   -0.025175
   9    9   -2   -1    0   -0.025152
   9    9    2    1    0   -0.025152
   9    9    3   -1    0   -0.025175
   9    9   -3    2    0   -0.021818
   9    9   -1   -2    0   -0.021806
   9    9    1    2    0   -0.021806
   9    9    3   -2    0   -0.021818
   9    9   -2    3    0   -0.026389
   9    9   -1    3    0   -0.026418
   9    9    1   -3    0   -0.026418
   9    9    2   -3    0   -0.026389
   9    9   -3    0    0    0.001526
   9    9    3    0    0    0.001526
