   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  3.72485752E-03 -5.02915412E-02  2.38290775E+00  2.38344131E+00  0.00000000E+00
     100  1.56746124E-02 -3.95218237E-02  2.67698401E+00  2.67732162E+00  0.00000000E+00
     200  2.16935907E-02 -2.60710526E-02  2.73284199E+00  2.73305244E+00  0.00000000E+00
     300  2.26301765E-02 -1.47564362E-02  2.75818213E+00  2.75831444E+00  0.00000000E+00
     400  2.03783033E-02 -6.29178307E-03  2.77104592E+00  2.77112799E+00  0.00000000E+00
     500  1.65537889E-02 -6.08022410E-04  2.77805704E+00  2.77810642E+00  0.00000000E+00
     600  1.23121748E-02  2.73419565E-03  2.78213528E+00  2.78216386E+00  0.00000000E+00
     700  8.36317560E-03  4.29551062E-03  2.78466286E+00  2.78467873E+00  0.00000000E+00
     800  5.06746647E-03  4.62345096E-03  2.78632188E+00  2.78633032E+00  0.00000000E+00
     900  2.54530015E-03  4.18633581E-03  2.78746058E+00  2.78746489E+00  0.00000000E+00
    1000  7.68753317E-04  3.34864340E-03  2.78826355E+00  2.78826567E+00  0.00000000E+00
    1100 -3.68921969E-04  2.37059041E-03  2.78883399E+00  2.78883502E+00  0.00000000E+00
    1200 -1.00538583E-03  1.42074173E-03  2.78923440E+00  2.78923494E+00  0.00000000E+00
    1300 -1.27888976E-03  5.94383730E-04  2.78950662E+00  2.78950698E+00  0.00000000E+00
    1400 -1.31132761E-03 -6.70237773E-05  2.78968152E+00  2.78968183E+00  0.00000000E+00
    1500 -1.20075551E-03 -5.58138781E-04  2.78978342E+00  2.78978373E+00  0.00000000E+00
    1600 -1.02007705E-03 -8.95196401E-04  2.78983206E+00  2.78983239E+00  0.00000000E+00
    1700 -8.19312193E-04 -1.10506373E-03  2.78984346E+00  2.78984380E+00  0.00000000E+00
    1800 -6.29587479E-04 -1.21768300E-03  2.78983039E+00  2.78983072E+00  0.00000000E+00
    1900 -4.67612214E-04 -1.26136082E-03  2.78980274E+00  2.78980306E+00  0.00000000E+00
    2000 -3.39899797E-04 -1.26024398E-03  2.78976787E+00  2.78976818E+00  0.00000000E+00
    2100 -2.46352714E-04 -1.23334238E-03  2.78973102E+00  2.78973131E+00  0.00000000E+00
    2200 -1.83072306E-04 -1.19455139E-03  2.78969566E+00  2.78969592E+00  0.00000000E+00
    2300 -1.44404816E-04 -1.15324495E-03  2.78966390E+00  2.78966414E+00  0.00000000E+00
    2400 -1.24317794E-04 -1.11512886E-03  2.78963681E+00  2.78963704E+00  0.00000000E+00
    2500 -1.17236577E-04 -1.08314674E-03  2.78961473E+00  2.78961495E+00  0.00000000E+00
    2600 -1.18475995E-04 -1.05831404E-03  2.78959751E+00  2.78959771E+00  0.00000000E+00
    2700 -1.24390325E-04 -1.04041651E-03  2.78958467E+00  2.78958487E+00  0.00000000E+00
    2800 -1.32343822E-04 -1.02855196E-03  2.78957559E+00  2.78957579E+00  0.00000000E+00
    2900 -1.40580794E-04 -1.02152078E-03  2.78956961E+00  2.78956980E+00  0.00000000E+00
    3000 -1.48052066E-04 -1.01808523E-03  2.78956604E+00  2.78956623E+00  0.00000000E+00
    3100 -1.54235505E-04 -1.01712399E-03  2.78956429E+00  2.78956448E+00  0.00000000E+00
    3200 -1.58973115E-04 -1.01770862E-03  2.78956384E+00  2.78956403E+00  0.00000000E+00
    3300 -1.62335871E-04 -1.01912647E-03  2.78956426E+00  2.78956445E+00  0.00000000E+00
    3400 -1.64519710E-04 -1.02086987E-03  2.78956521E+00  2.78956540E+00  0.00000000E+00
    3500 -1.65771180E-04 -1.02260698E-03  2.78956642E+00  2.78956662E+00  0.00000000E+00
    3600 -1.66338600E-04 -1.02414531E-03  2.78956773E+00  2.78956792E+00  0.00000000E+00
    3700 -1.66443476E-04 -1.02539494E-03  2.78956899E+00  2.78956918E+00  0.00000000E+00
    3800 -1.66266874E-04 -1.02633574E-03  2.78957013E+00  2.78957033E+00  0.00000000E+00
    3900 -1.65946013E-04 -1.02699051E-03  2.78957112E+00  2.78957131E+00  0.00000000E+00
    4000 -1.65577176E-04 -1.02740454E-03  2.78957193E+00  2.78957213E+00  0.00000000E+00
    4100 -1.65221981E-04 -1.02763118E-03  2.78957258E+00  2.78957277E+00  0.00000000E+00
    4200 -1.64914910E-04 -1.02772261E-03  2.78957306E+00  2.78957326E+00  0.00000000E+00
    4300 -1.64670730E-04 -1.02772443E-03  2.78957341E+00  2.78957360E+00  0.00000000E+00
    4400 -1.64491024E-04 -1.02767340E-03  2.78957365E+00  2.78957384E+00  0.00000000E+00
    4500 -1.64369487E-04 -1.02759695E-03  2.78957379E+00  2.78957399E+00  0.00000000E+00
    4600 -1.64295891E-04 -1.02751403E-03  2.78957387E+00  2.78957407E+00  0.00000000E+00
    4700 -1.64258856E-04 -1.02743651E-03  2.78957390E+00  2.78957409E+00  0.00000000E+00
    4800 -1.64247590E-04 -1.02737076E-03  2.78957389E+00  2.78957409E+00  0.00000000E+00
    4900 -1.64252853E-04 -1.02731925E-03  2.78957387E+00  2.78957406E+00  0.00000000E+00
    5000 -1.64267346E-04 -1.02728185E-03  2.78957383E+00  2.78957402E+00  0.00000000E+00
    5100 -1.64285725E-04 -1.02725693E-03  2.78957378E+00  2.78957397E+00  0.00000000E+00
    5200 -1.64304391E-04 -1.02724216E-03  2.78957373E+00  2.78957393E+00  0.00000000E+00
    5300 -1.64321177E-04 -1.02723503E-03  2.78957369E+00  2.78957389E+00  0.00000000E+00
    5400 -1.64334999E-04 -1.02723323E-03  2.78957366E+00  2.78957385E+00  0.00000000E+00
    5500 -1.64345538E-04 -1.02723481E-03  2.78957362E+00  2.78957382E+00  0.00000000E+00
    5600 -1.64352961E-04 -1.02723822E-03  2.78957360E+00  2.78957379E+00  0.00000000E+00
    5700 -1.64357706E-04 -1.02724236E-03  2.78957358E+00  2.78957377E+00  0.00000000E+00
    5800 -1.64360325E-04 -1.02724650E-03  2.78957356E+00  2.78957376E+00  0.00000000E+00
    5900 -1.64361379E-04 -1.02725018E-03  2.78957355E+00  2.78957374E+00  0.00000000E+00
    6000 -1.64361371E-04 -1.02725320E-03  2.78957354E+00  2.78957374E+00  0.00000000E+00
    6100 -1.64360717E-04 -1.02725550E-03  2.78957354E+00  2.78957373E+00  0.00000000E+00
    6200 -1.64359735E-04 -1.02725712E-03  2.78957353E+00  2.78957373E+00  0.00000000E+00
    6300 -1.64358652E-04 -1.02725817E-03  2.78957353E+00  2.78957373E+00  0.00000000E+00
    6400 -1.64357614E-04 -1.02725875E-03  2.78957353E+00  2.78957372E+00  0.00000000E+00
