   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
    3181  2.78957086E+00  7.78170559E+00  6.05549425E+01  6.66666663E-01  1.41350386E-27  0.00000000E+00 -6.23873899E+00 -5.90259612E+00  0.00000000E+00
    3191  2.78957085E+00  7.78170555E+00  6.05549419E+01  6.66666663E-01  1.40466005E-27  0.00000000E+00 -6.23873900E+00 -5.90259613E+00  0.00000000E+00
    3201  2.78957084E+00  7.78170551E+00  6.05549413E+01  6.66666663E-01  1.39589927E-27  0.00000000E+00 -6.23873900E+00 -5.90259613E+00  0.00000000E+00
    3211  2.78957084E+00  7.78170547E+00  6.05549406E+01  6.66666663E-01  1.38722056E-27  0.00000000E+00 -6.23873900E+00 -5.90259613E+00  0.00000000E+00
    3221  2.78957083E+00  7.78170543E+00  6.05549400E+01  6.66666663E-01  1.37862225E-27  0.00000000E+00 -6.23873901E+00 -5.90259613E+00  0.00000000E+00
    3231  2.78957082E+00  7.78170539E+00  6.05549394E+01  6.66666663E-01  1.37010375E-27  0.00000000E+00 -6.23873901E+00 -5.90259614E+00  0.00000000E+00
    3241  2.78957081E+00  7.78170535E+00  6.05549387E+01  6.66666663E-01  1.36166400E-27  0.00000000E+00 -6.23873901E+00 -5.90259614E+00  0.00000000E+00
    3251  2.78957081E+00  7.78170530E+00  6.05549381E+01  6.66666663E-01  1.35330137E-27  0.00000000E+00 -6.23873901E+00 -5.90259614E+00  0.00000000E+00
    3261  2.78957080E+00  7.78170526E+00  6.05549375E+01  6.66666663E-01  1.34501590E-27  0.00000000E+00 -6.23873902E+00 -5.90259615E+00  0.00000000E+00
    3271  2.78957079E+00  7.78170522E+00  6.05549368E+01  6.66666663E-01  1.33680632E-27  0.00000000E+00 -6.23873902E+00 -5.90259615E+00  0.00000000E+00
    3281  2.78957078E+00  7.78170518E+00  6.05549362E+01  6.66666663E-01  1.32867219E-27  0.00000000E+00 -6.23873902E+00 -5.90259615E+00  0.00000000E+00
    3291  2.78957078E+00  7.78170514E+00  6.05549355E+01  6.66666663E-01  1.32061170E-27  0.00000000E+00 -6.23873903E+00 -5.90259615E+00  0.00000000E+00
    3301  2.78957077E+00  7.78170510E+00  6.05549348E+01  6.66666663E-01  1.31262422E-27  0.00000000E+00 -6.23873903E+00 -5.90259616E+00  0.00000000E+00
    3311  2.78957076E+00  7.78170505E+00  6.05549342E+01  6.66666663E-01  1.30470894E-27  0.00000000E+00 -6.23873903E+00 -5.90259616E+00  0.00000000E+00
    3321  2.78957075E+00  7.78170501E+00  6.05549335E+01  6.66666663E-01  1.29686486E-27  0.00000000E+00 -6.23873903E+00 -5.90259616E+00  0.00000000E+00
    3331  2.78957075E+00  7.78170497E+00  6.05549328E+01  6.66666663E-01  1.28909144E-27  0.00000000E+00 -6.23873904E+00 -5.90259616E+00  0.00000000E+00
    3341  2.78957074E+00  7.78170493E+00  6.05549322E+01  6.66666663E-01  1.28138783E-27  0.00000000E+00 -6.23873904E+00 -5.90259617E+00  0.00000000E+00
    3351  2.78957073E+00  7.78170488E+00  6.05549315E+01  6.66666663E-01  1.27375322E-27  0.00000000E+00 -6.23873904E+00 -5.90259617E+00  0.00000000E+00
    3361  2.78957072E+00  7.78170484E+00  6.05549308E+01  6.66666663E-01  1.26618675E-27  0.00000000E+00 -6.23873904E+00 -5.90259617E+00  0.00000000E+00
    3371  2.78957072E+00  7.78170480E+00  6.05549301E+01  6.66666663E-01  1.25868731E-27  0.00000000E+00 -6.23873905E+00 -5.90259618E+00  0.00000000E+00
    3381  2.78957071E+00  7.78170475E+00  6.05549295E+01  6.66666663E-01  1.25125469E-27  0.00000000E+00 -6.23873905E+00 -5.90259618E+00  0.00000000E+00
    3391  2.78957070E+00  7.78170471E+00  6.05549288E+01  6.66666663E-01  1.24388746E-27  0.00000000E+00 -6.23873905E+00 -5.90259618E+00  0.00000000E+00
    3401  2.78957069E+00  7.78170466E+00  6.05549281E+01  6.66666663E-01  1.23658486E-27  0.00000000E+00 -6.23873905E+00 -5.90259618E+00  0.00000000E+00
    3411  2.78957068E+00  7.78170462E+00  6.05549274E+01  6.66666663E-01  1.22934673E-27  0.00000000E+00 -6.23873906E+00 -5.90259619E+00  0.00000000E+00
    3421  2.78957068E+00  7.78170458E+00  6.05549267E+01  6.66666663E-01  1.22217180E-27  0.00000000E+00 -6.23873906E+00 -5.90259619E+00  0.00000000E+00
    3431  2.78957067E+00  7.78170453E+00  6.05549260E+01  6.66666663E-01  1.21505979E-27  0.00000000E+00 -6.23873906E+00 -5.90259619E+00  0.00000000E+00
    3441  2.78957066E+00  7.78170449E+00  6.05549253E+01  6.66666663E-01  1.20800958E-27  0.00000000E+00 -6.23873906E+00 -5.90259619E+00  0.00000000E+00
    3451  2.78957065E+00  7.78170444E+00  6.05549246E+01  6.66666663E-01  1.20102028E-27  0.00000000E+00 -6.23873907E+00 -5.90259620E+00  0.00000000E+00
    3461  2.78957064E+00  7.78170440E+00  6.05549239E+01  6.66666663E-01  1.19409143E-27  0.00000000E+00 -6.23873907E+00 -5.90259620E+00  0.00000000E+00
    3471  2.78957064E+00  7.78170435E+00  6.05549232E+01  6.66666664E-01  1.18722260E-27  0.00000000E+00 -6.23873907E+00 -5.90259620E+00  0.00000000E+00
    3481  2.78957063E+00  7.78170430E+00  6.05549224E+01  6.66666664E-01  1.18041276E-27  0.00000000E+00 -6.23873907E+00 -5.90259620E+00  0.00000000E+00
    3491  2.78957062E+00  7.78170426E+00  6.05549217E+01  6.66666664E-01  1.17366129E-27  0.00000000E+00 -6.23873908E+00 -5.90259621E+00  0.00000000E+00
    3501  2.78957061E+00  7.78170421E+00  6.05549210E+01  6.66666664E-01  1.16696799E-27  0.00000000E+00 -6.23873908E+00 -5.90259621E+00  0.00000000E+00
    3511  2.78957060E+00  7.78170417E+00  6.05549203E+01  6.66666664E-01  1.16033107E-27  0.00000000E+00 -6.23873908E+00 -5.90259621E+00  0.00000000E+00
    3521  2.78957059E+00  7.78170412E+00  6.05549195E+01  6.66666664E-01  1.15375072E-27  0.00000000E+00 -6.23873908E+00 -5.90259621E+00  0.00000000E+00
    3531  2.78957059E+00  7.78170407E+00  6.05549188E+01  6.66666664E-01  1.14722681E-27  0.00000000E+00 -6.23873909E+00 -5.90259622E+00  0.00000000E+00
    3541  2.78957058E+00  7.78170403E+00  6.05549181E+01  6.66666664E-01  1.14075860E-27  0.00000000E+00 -6.23873909E+00 -5.90259622E+00  0.00000000E+00
    3551  2.78957057E+00  7.78170398E+00  6.05549173E+01  6.66666664E-01  1.13434423E-27  0.00000000E+00 -6.23873909E+00 -5.90259622E+00  0.00000000E+00
    3561  2.78957056E+00  7.78170393E+00  6.05549166E+01  6.66666664E-01  1.12798388E-27  0.00000000E+00 -6.23873909E+00 -5.90259622E+00  0.00000000E+00
    3571  2.78957055E+00  7.78170388E+00  6.05549159E+01  6.66666664E-01  1.12167726E-27  0.00000000E+00 -6.23873909E+00 -5.90259622E+00  0.00000000E+00
    3581  2.78957054E+00  7.78170384E+00  6.05549151E+01  6.66666664E-01  1.11542317E-27  0.00000000E+00 -6.23873910E+00 -5.90259623E+00  0.00000000E+00
    3591  2.78957054E+00  7.78170379E+00  6.05549144E+01  6.66666664E-01  1.10922122E-27  0.00000000E+00 -6.23873910E+00 -5.90259623E+00  0.00000000E+00
    3601  2.78957053E+00  7.78170374E+00  6.05549136E+01  6.66666664E-01  1.10307083E-27  0.00000000E+00 -6.23873910E+00 -5.90259623E+00  0.00000000E+00
    3611  2.78957052E+00  7.78170369E+00  6.05549129E+01  6.66666664E-01  1.09697160E-27  0.00000000E+00 -6.23873910E+00 -5.90259623E+00  0.00000000E+00
    3621  2.78957051E+00  7.78170364E+00  6.05549121E+01  6.66666664E-01  1.09092251E-27  0.00000000E+00 -6.23873911E+00 -5.90259624E+00  0.00000000E+00
    3631  2.78957050E+00  7.78170359E+00  6.05549114E+01  6.66666664E-01  1.08492381E-27  0.00000000E+00 -6.23873911E+00 -5.90259624E+00  0.00000000E+00
    3641  2.78957049E+00  7.78170355E+00  6.05549106E+01  6.66666664E-01  1.07897405E-27  0.00000000E+00 -6.23873911E+00 -5.90259624E+00  0.00000000E+00
    3651  2.78957048E+00  7.78170350E+00  6.05549098E+01  6.66666664E-01  1.07307321E-27  0.00000000E+00 -6.23873911E+00 -5.90259624E+00  0.00000000E+00
    3661  2.78957047E+00  7.78170345E+00  6.05549091E+01  6.66666664E-01  1.06722083E-27  0.00000000E+00 -6.23873911E+00 -5.90259624E+00  0.00000000E+00
    3671  2.78957047E+00  7.78170340E+00  6.05549083E+01  6.66666664E-01  1.06141576E-27  0.00000000E+00 -6.23873912E+00 -5.90259625E+00  0.00000000E+00
    3681  2.78957046E+00  7.78170335E+00  6.05549075E+01  6.66666664E-01  1.05565783E-27  0.00000000E+00 -6.23873912E+00 -5.90259625E+00  0.00000000E+00
    3691  2.78957045E+00  7.78170330E+00  6.05549067E+01  6.66666664E-01  1.04994665E-27  0.00000000E+00 -6.23873912E+00 -5.90259625E+00  0.00000000E+00
    3701  2.78957044E+00  7.78170325E+00  6.05549060E+01  6.66666664E-01  1.04428226E-27  0.00000000E+00 -6.23873912E+00 -5.90259625E+00  0.00000000E+00
    3711  2.78957043E+00  7.78170320E+00  6.05549052E+01  6.66666664E-01  1.03866367E-27  0.00000000E+00 -6.23873912E+00 -5.90259626E+00  0.00000000E+00
    3721  2.78957042E+00  7.78170315E+00  6.05549044E+01  6.66666664E-01  1.03308944E-27  0.00000000E+00 -6.23873913E+00 -5.90259626E+00  0.00000000E+00
    3731  2.78957041E+00  7.78170310E+00  6.05549036E+01  6.66666664E-01  1.02756074E-27  0.00000000E+00 -6.23873913E+00 -5.90259626E+00  0.00000000E+00
    3741  2.78957040E+00  7.78170305E+00  6.05549028E+01  6.66666664E-01  1.02207630E-27  0.00000000E+00 -6.23873913E+00 -5.90259626E+00  0.00000000E+00
    3751  2.78957039E+00  7.78170300E+00  6.05549020E+01  6.66666664E-01  1.01663577E-27  0.00000000E+00 -6.23873913E+00 -5.90259626E+00  0.00000000E+00
    3761  2.78957038E+00  7.78170295E+00  6.05549012E+01  6.66666664E-01  1.01123846E-27  0.00000000E+00 -6.23873913E+00 -5.90259627E+00  0.00000000E+00
    3771  2.78957038E+00  7.78170289E+00  6.05549004E+01  6.66666664E-01  1.00588422E-27  0.00000000E+00 -6.23873914E+00 -5.90259627E+00  0.00000000E+00
    3781  2.78957037E+00  7.78170284E+00  6.05548996E+01  6.66666664E-01  1.00057181E-27  0.00000000E+00 -6.23873914E+00 -5.90259627E+00  0.00000000E+00
    3791  2.78957036E+00  7.78170279E+00  6.05548988E+01  6.66666664E-01  9.95301634E-28  0.00000000E+00 -6.23873914E+00 -5.90259627E+00  0.00000000E+00
    3801  2.78957035E+00  7.78170274E+00  6.05548980E+01  6.66666664E-01  9.90073084E-28  0.00000000E+00 -6.23873914E+00 -5.90259628E+00  0.00000000E+00
    3811  2.78957034E+00  7.78170269E+00  6.05548972E+01  6.66666664E-01  9.84886347E-28  0.00000000E+00 -6.23873914E+00 -5.90259628E+00  0.00000000E+00
    3821  2.78957033E+00  7.78170264E+00  6.05548964E+01  6.66666664E-01  9.79739892E-28  0.00000000E+00 -6.23873914E+00 -5.90259628E+00  0.00000000E+00
    3831  2.78957032E+00  7.78170258E+00  6.05548956E+01  6.66666664E-01  9.74633685E-28  0.00000000E+00 -6.23873915E+00 -5.90259628E+00  0.00000000E+00
    3841  2.78957031E+00  7.78170253E+00  6.05548948E+01  6.66666664E-01  9.69567294E-28  0.00000000E+00 -6.23873915E+00 -5.90259628E+00  0.00000000E+00
    3851  2.78957030E+00  7.78170248E+00  6.05548939E+01  6.66666664E-01  9.64540110E-28  0.00000000E+00 -6.23873915E+00 -5.90259629E+00  0.00000000E+00
    3861  2.78957029E+00  7.78170243E+00  6.05548931E+01  6.66666664E-01  9.59551584E-28  0.00000000E+00 -6.23873915E+00 -5.90259629E+00  0.00000000E+00
    3871  2.78957028E+00  7.78170237E+00  6.05548923E+01  6.66666664E-01  9.54602039E-28  0.00000000E+00 -6.23873915E+00 -5.90259629E+00  0.00000000E+00
    3881  2.78957027E+00  7.78170232E+00  6.05548915E+01  6.66666664E-01  9.49690601E-28  0.00000000E+00 -6.23873916E+00 -5.90259629E+00  0.00000000E+00
    3891  2.78957026E+00  7.78170227E+00  6.05548906E+01  6.66666664E-01  9.44817124E-28  0.00000000E+00 -6.23873916E+00 -5.90259629E+00  0.00000000E+00
    3901  2.78957025E+00  7.78170221E+00  6.05548898E+01  6.66666664E-01  9.39981372E-28  0.00000000E+00 -6.23873916E+00 -5.90259630E+00  0.00000000E+00
    3911  2.78957024E+00  7.78170216E+00  6.05548890E+01  6.66666664E-01  9.35182543E-28  0.00000000E+00 -6.23873916E+00 -5.90259630E+00  0.00000000E+00
    3921  2.78957023E+00  7.78170211E+00  6.05548881E+01  6.66666664E-01  9.30420187E-28  0.00000000E+00 -6.23873916E+00 -5.90259630E+00  0.00000000E+00
    3931  2.78957022E+00  7.78170205E+00  6.05548873E+01  6.66666664E-01  9.25693904E-28  0.00000000E+00 -6.23873916E+00 -5.90259630E+00  0.00000000E+00
    3941  2.78957021E+00  7.78170200E+00  6.05548864E+01  6.66666664E-01  9.21003681E-28  0.00000000E+00 -6.23873917E+00 -5.90259630E+00  0.00000000E+00
    3951  2.78957021E+00  7.78170194E+00  6.05548856E+01  6.66666664E-01  9.16349270E-28  0.00000000E+00 -6.23873917E+00 -5.90259631E+00  0.00000000E+00
    3961  2.78957020E+00  7.78170189E+00  6.05548847E+01  6.66666664E-01  9.11729671E-28  0.00000000E+00 -6.23873917E+00 -5.90259631E+00  0.00000000E+00
    3971  2.78957019E+00  7.78170184E+00  6.05548839E+01  6.66666664E-01  9.07145294E-28  0.00000000E+00 -6.23873917E+00 -5.90259631E+00  0.00000000E+00
    3981  2.78957018E+00  7.78170178E+00  6.05548830E+01  6.66666664E-01  9.02595687E-28  0.00000000E+00 -6.23873917E+00 -5.90259631E+00  0.00000000E+00
    3991  2.78957017E+00  7.78170173E+00  6.05548822E+01  6.66666664E-01  8.98080073E-28  0.00000000E+00 -6.23873917E+00 -5.90259631E+00  0.00000000E+00
    4001  2.78957016E+00  7.78170167E+00  6.05548813E+01  6.66666664E-01  8.93597887E-28  0.00000000E+00 -6.23873918E+00 -5.90259632E+00  0.00000000E+00
    4011  2.78957015E+00  7.78170162E+00  6.05548805E+01  6.66666664E-01  8.89149056E-28  0.00000000E+00 -6.23873918E+00 -5.90259632E+00  0.00000000E+00
    4021  2.78957014E+00  7.78170156E+00  6.05548796E+01  6.66666664E-01  8.84734012E-28  0.00000000E+00 -6.23873918E+00 -5.90259632E+00  0.00000000E+00
    4031  2.78957013E+00  7.78170150E+00  6.05548787E+01  6.66666664E-01  8.80351279E-28  0.00000000E+00 -6.23873918E+00 -5.90259632E+00  0.00000000E+00
    4041  2.78957012E+00  7.78170145E+00  6.05548779E+01  6.66666664E-01  8.76001571E-28  0.00000000E+00 -6.23873918E+00 -5.90259632E+00  0.00000000E+00
    4051  2.78957011E+00  7.78170139E+00  6.05548770E+01  6.66666664E-01  8.71684334E-28  0.00000000E+00 -6.23873918E+00 -5.90259632E+00  0.00000000E+00
    4061  2.78957010E+00  7.78170134E+00  6.05548761E+01  6.66666664E-01  8.67398759E-28  0.00000000E+00 -6.23873919E+00 -5.90259633E+00  0.00000000E+00
    4071  2.78957009E+00  7.78170128E+00  6.05548752E+01  6.66666664E-01  8.63144519E-28  0.00000000E+00 -6.23873919E+00 -5.90259633E+00  0.00000000E+00
    4081  2.78957008E+00  7.78170122E+00  6.05548744E+01  6.66666664E-01  8.58921373E-28  0.00000000E+00 -6.23873919E+00 -5.90259633E+00  0.00000000E+00
    4091  2.78957007E+00  7.78170117E+00  6.05548735E+01  6.66666664E-01  8.54729289E-28  0.00000000E+00 -6.23873919E+00 -5.90259633E+00  0.00000000E+00
    4101  2.78957006E+00  7.78170111E+00  6.05548726E+01  6.66666664E-01  8.50567582E-28  0.00000000E+00 -6.23873919E+00 -5.90259633E+00  0.00000000E+00
    4111  2.78957005E+00  7.78170105E+00  6.05548717E+01  6.66666664E-01  8.46436415E-28  0.00000000E+00 -6.23873919E+00 -5.90259634E+00  0.00000000E+00
    4121  2.78957004E+00  7.78170100E+00  6.05548708E+01  6.66666664E-01  8.42335297E-28  0.00000000E+00 -6.23873919E+00 -5.90259634E+00  0.00000000E+00
    4131  2.78957003E+00  7.78170094E+00  6.05548699E+01  6.66666664E-01  8.38264499E-28  0.00000000E+00 -6.23873920E+00 -5.90259634E+00  0.00000000E+00
    4141  2.78957002E+00  7.78170088E+00  6.05548690E+01  6.66666664E-01  8.34222621E-28  0.00000000E+00 -6.23873920E+00 -5.90259634E+00  0.00000000E+00
    4151  2.78957000E+00  7.78170083E+00  6.05548681E+01  6.66666664E-01  8.30209833E-28  0.00000000E+00 -6.23873920E+00 -5.90259634E+00  0.00000000E+00
    4161  2.78956999E+00  7.78170077E+00  6.05548672E+01  6.66666664E-01  8.26226166E-28  0.00000000E+00 -6.23873920E+00 -5.90259634E+00  0.00000000E+00
    4171  2.78956998E+00  7.78170071E+00  6.05548663E+01  6.66666664E-01  8.22270769E-28  0.00000000E+00 -6.23873920E+00 -5.90259635E+00  0.00000000E+00
    4181  2.78956997E+00  7.78170065E+00  6.05548654E+01  6.66666664E-01  8.18344113E-28  0.00000000E+00 -6.23873920E+00 -5.90259635E+00  0.00000000E+00
    4191  2.78956996E+00  7.78170059E+00  6.05548645E+01  6.66666665E-01  8.14445498E-28  0.00000000E+00 -6.23873920E+00 -5.90259635E+00  0.00000000E+00
    4201  2.78956995E+00  7.78170054E+00  6.05548636E+01  6.66666665E-01  8.10574808E-28  0.00000000E+00 -6.23873921E+00 -5.90259635E+00  0.00000000E+00
    4211  2.78956994E+00  7.78170048E+00  6.05548627E+01  6.66666665E-01  8.06731692E-28  0.00000000E+00 -6.23873921E+00 -5.90259635E+00  0.00000000E+00
    4221  2.78956993E+00  7.78170042E+00  6.05548618E+01  6.66666665E-01  8.02915711E-28  0.00000000E+00 -6.23873921E+00 -5.90259636E+00  0.00000000E+00
    4231  2.78956992E+00  7.78170036E+00  6.05548609E+01  6.66666665E-01  7.99126555E-28  0.00000000E+00 -6.23873921E+00 -5.90259636E+00  0.00000000E+00
    4241  2.78956991E+00  7.78170030E+00  6.05548600E+01  6.66666665E-01  7.95364488E-28  0.00000000E+00 -6.23873921E+00 -5.90259636E+00  0.00000000E+00
    4251  2.78956990E+00  7.78170024E+00  6.05548590E+01  6.66666665E-01  7.91628558E-28  0.00000000E+00 -6.23873921E+00 -5.90259636E+00  0.00000000E+00
    4261  2.78956989E+00  7.78170018E+00  6.05548581E+01  6.66666665E-01  7.87918860E-28  0.00000000E+00 -6.23873921E+00 -5.90259636E+00  0.00000000E+00
    4271  2.78956988E+00  7.78170012E+00  6.05548572E+01  6.66666665E-01  7.84235851E-28  0.00000000E+00 -6.23873922E+00 -5.90259636E+00  0.00000000E+00
    4281  2.78956987E+00  7.78170006E+00  6.05548563E+01  6.66666665E-01  7.80578267E-28  0.00000000E+00 -6.23873922E+00 -5.90259637E+00  0.00000000E+00
    4291  2.78956986E+00  7.78170000E+00  6.05548553E+01  6.66666665E-01  7.76946320E-28  0.00000000E+00 -6.23873922E+00 -5.90259637E+00  0.00000000E+00
    4301  2.78956985E+00  7.78169994E+00  6.05548544E+01  6.66666665E-01  7.73339448E-28  0.00000000E+00 -6.23873922E+00 -5.90259637E+00  0.00000000E+00
    4311  2.78956984E+00  7.78169988E+00  6.05548535E+01  6.66666665E-01  7.69757594E-28  0.00000000E+00 -6.23873922E+00 -5.90259637E+00  0.00000000E+00
    4321  2.78956983E+00  7.78169982E+00  6.05548525E+01  6.66666665E-01  7.66200735E-28  0.00000000E+00 -6.23873922E+00 -5.90259637E+00  0.00000000E+00
    4331  2.78956981E+00  7.78169976E+00  6.05548516E+01  6.66666665E-01  7.62668891E-28  0.00000000E+00 -6.23873922E+00 -5.90259637E+00  0.00000000E+00
    4341  2.78956980E+00  7.78169970E+00  6.05548506E+01  6.66666665E-01  7.59161130E-28  0.00000000E+00 -6.23873923E+00 -5.90259638E+00  0.00000000E+00
    4351  2.78956979E+00  7.78169964E+00  6.05548497E+01  6.66666665E-01  7.55677711E-28  0.00000000E+00 -6.23873923E+00 -5.90259638E+00  0.00000000E+00
    4361  2.78956978E+00  7.78169958E+00  6.05548487E+01  6.66666665E-01  7.52217986E-28  0.00000000E+00 -6.23873923E+00 -5.90259638E+00  0.00000000E+00
    4371  2.78956977E+00  7.78169952E+00  6.05548478E+01  6.66666665E-01  7.48782279E-28  0.00000000E+00 -6.23873923E+00 -5.90259638E+00  0.00000000E+00
    4381  2.78956976E+00  7.78169946E+00  6.05548468E+01  6.66666665E-01  7.45369785E-28  0.00000000E+00 -6.23873923E+00 -5.90259638E+00  0.00000000E+00
    4391  2.78956975E+00  7.78169940E+00  6.05548459E+01  6.66666665E-01  7.41981046E-28  0.00000000E+00 -6.23873923E+00 -5.90259639E+00  0.00000000E+00
    4401  2.78956974E+00  7.78169934E+00  6.05548449E+01  6.66666665E-01  7.38615311E-28  0.00000000E+00 -6.23873923E+00 -5.90259639E+00  0.00000000E+00
    4411  2.78956973E+00  7.78169928E+00  6.05548440E+01  6.66666665E-01  7.35272223E-28  0.00000000E+00 -6.23873923E+00 -5.90259639E+00  0.00000000E+00
    4421  2.78956972E+00  7.78169921E+00  6.05548430E+01  6.66666665E-01  7.31951756E-28  0.00000000E+00 -6.23873924E+00 -5.90259639E+00  0.00000000E+00
    4431  2.78956971E+00  7.78169915E+00  6.05548420E+01  6.66666665E-01  7.28654105E-28  0.00000000E+00 -6.23873924E+00 -5.90259639E+00  0.00000000E+00
    4441  2.78956969E+00  7.78169909E+00  6.05548411E+01  6.66666665E-01  7.25378370E-28  0.00000000E+00 -6.23873924E+00 -5.90259639E+00  0.00000000E+00
    4451  2.78956968E+00  7.78169903E+00  6.05548401E+01  6.66666665E-01  7.22125218E-28  0.00000000E+00 -6.23873924E+00 -5.90259640E+00  0.00000000E+00
    4461  2.78956967E+00  7.78169896E+00  6.05548391E+01  6.66666665E-01  7.18893844E-28  0.00000000E+00 -6.23873924E+00 -5.90259640E+00  0.00000000E+00
    4471  2.78956966E+00  7.78169890E+00  6.05548382E+01  6.66666665E-01  7.15683721E-28  0.00000000E+00 -6.23873924E+00 -5.90259640E+00  0.00000000E+00
    4481  2.78956965E+00  7.78169884E+00  6.05548372E+01  6.66666665E-01  7.12495126E-28  0.00000000E+00 -6.23873924E+00 -5.90259640E+00  0.00000000E+00
    4491  2.78956964E+00  7.78169878E+00  6.05548362E+01  6.66666665E-01  7.09327572E-28  0.00000000E+00 -6.23873924E+00 -5.90259640E+00  0.00000000E+00
    4501  2.78956963E+00  7.78169871E+00  6.05548352E+01  6.66666665E-01  7.06181388E-28  0.00000000E+00 -6.23873925E+00 -5.90259640E+00  0.00000000E+00
    4511  2.78956962E+00  7.78169865E+00  6.05548342E+01  6.66666665E-01  7.03056428E-28  0.00000000E+00 -6.23873925E+00 -5.90259641E+00  0.00000000E+00
    4521  2.78956960E+00  7.78169859E+00  6.05548332E+01  6.66666665E-01  6.99951815E-28  0.00000000E+00 -6.23873925E+00 -5.90259641E+00  0.00000000E+00
    4531  2.78956959E+00  7.78169852E+00  6.05548323E+01  6.66666665E-01  6.96867900E-28  0.00000000E+00 -6.23873925E+00 -5.90259641E+00  0.00000000E+00
    4541  2.78956958E+00  7.78169846E+00  6.05548313E+01  6.66666665E-01  6.93804275E-28  0.00000000E+00 -6.23873925E+00 -5.90259641E+00  0.00000000E+00
    4551  2.78956957E+00  7.78169840E+00  6.05548303E+01  6.66666665E-01  6.90760352E-28  0.00000000E+00 -6.23873925E+00 -5.90259641E+00  0.00000000E+00
    4561  2.78956956E+00  7.78169833E+00  6.05548293E+01  6.66666665E-01  6.87736661E-28  0.00000000E+00 -6.23873925E+00 -5.90259641E+00  0.00000000E+00
    4571  2.78956955E+00  7.78169827E+00  6.05548283E+01  6.66666665E-01  6.84733215E-28  0.00000000E+00 -6.23873925E+00 -5.90259641E+00  0.00000000E+00
    4581  2.78956954E+00  7.78169820E+00  6.05548273E+01  6.66666665E-01  6.81749242E-28  0.00000000E+00 -6.23873926E+00 -5.90259642E+00  0.00000000E+00
    4591  2.78956952E+00  7.78169814E+00  6.05548263E+01  6.66666665E-01  6.78785007E-28  0.00000000E+00 -6.23873926E+00 -5.90259642E+00  0.00000000E+00
    4601  2.78956951E+00  7.78169808E+00  6.05548253E+01  6.66666665E-01  6.75840209E-28  0.00000000E+00 -6.23873926E+00 -5.90259642E+00  0.00000000E+00
    4611  2.78956950E+00  7.78169801E+00  6.05548243E+01  6.66666665E-01  6.72914407E-28  0.00000000E+00 -6.23873926E+00 -5.90259642E+00  0.00000000E+00
    4621  2.78956949E+00  7.78169795E+00  6.05548232E+01  6.66666665E-01  6.70007450E-28  0.00000000E+00 -6.23873926E+00 -5.90259642E+00  0.00000000E+00
    4631  2.78956948E+00  7.78169788E+00  6.05548222E+01  6.66666665E-01  6.67119148E-28  0.00000000E+00 -6.23873926E+00 -5.90259642E+00  0.00000000E+00
    4641  2.78956947E+00  7.78169782E+00  6.05548212E+01  6.66666665E-01  6.64249937E-28  0.00000000E+00 -6.23873926E+00 -5.90259643E+00  0.00000000E+00
    4651  2.78956945E+00  7.78169775E+00  6.05548202E+01  6.66666665E-01  6.61398750E-28  0.00000000E+00 -6.23873926E+00 -5.90259643E+00  0.00000000E+00
    4661  2.78956944E+00  7.78169768E+00  6.05548192E+01  6.66666665E-01  6.58566023E-28  0.00000000E+00 -6.23873926E+00 -5.90259643E+00  0.00000000E+00
    4671  2.78956943E+00  7.78169762E+00  6.05548182E+01  6.66666665E-01  6.55751226E-28  0.00000000E+00 -6.23873927E+00 -5.90259643E+00  0.00000000E+00
    4681  2.78956942E+00  7.78169755E+00  6.05548171E+01  6.66666665E-01  6.52954915E-28  0.00000000E+00 -6.23873927E+00 -5.90259643E+00  0.00000000E+00
    4691  2.78956941E+00  7.78169749E+00  6.05548161E+01  6.66666665E-01  6.50175997E-28  0.00000000E+00 -6.23873927E+00 -5.90259643E+00  0.00000000E+00
    4701  2.78956940E+00  7.78169742E+00  6.05548151E+01  6.66666665E-01  6.47415144E-28  0.00000000E+00 -6.23873927E+00 -5.90259644E+00  0.00000000E+00
    4711  2.78956938E+00  7.78169735E+00  6.05548140E+01  6.66666665E-01  6.44672135E-28  0.00000000E+00 -6.23873927E+00 -5.90259644E+00  0.00000000E+00
    4721  2.78956937E+00  7.78169729E+00  6.05548130E+01  6.66666665E-01  6.41946228E-28  0.00000000E+00 -6.23873927E+00 -5.90259644E+00  0.00000000E+00
    4731  2.78956936E+00  7.78169722E+00  6.05548120E+01  6.66666665E-01  6.39237332E-28  0.00000000E+00 -6.23873927E+00 -5.90259644E+00  0.00000000E+00
    4741  2.78956935E+00  7.78169716E+00  6.05548109E+01  6.66666665E-01  6.36545928E-28  0.00000000E+00 -6.23873927E+00 -5.90259644E+00  0.00000000E+00
    4751  2.78956934E+00  7.78169709E+00  6.05548099E+01  6.66666665E-01  6.33871570E-28  0.00000000E+00 -6.23873927E+00 -5.90259644E+00  0.00000000E+00
    4761  2.78956932E+00  7.78169702E+00  6.05548088E+01  6.66666665E-01  6.31213470E-28  0.00000000E+00 -6.23873928E+00 -5.90259645E+00  0.00000000E+00
    4771  2.78956931E+00  7.78169695E+00  6.05548078E+01  6.66666665E-01  6.28572634E-28  0.00000000E+00 -6.23873928E+00 -5.90259645E+00  0.00000000E+00
