   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
    1581  2.78957087E+00  7.78170570E+00  6.05549464E+01  6.66666651E-01  5.72026021E-27  0.00000000E+00 -6.23873759E+00 -5.90259492E+00  0.00000000E+00
    1591  2.78957088E+00  7.78170579E+00  6.05549477E+01  6.66666652E-01  5.64860240E-27  0.00000000E+00 -6.23873761E+00 -5.90259493E+00  0.00000000E+00
    1601  2.78957090E+00  7.78170587E+00  6.05549490E+01  6.66666652E-01  5.57828217E-27  0.00000000E+00 -6.23873763E+00 -5.90259495E+00  0.00000000E+00
    1611  2.78957091E+00  7.78170595E+00  6.05549502E+01  6.66666652E-01  5.50926694E-27  0.00000000E+00 -6.23873766E+00 -5.90259497E+00  0.00000000E+00
    1621  2.78957092E+00  7.78170603E+00  6.05549514E+01  6.66666652E-01  5.44152466E-27  0.00000000E+00 -6.23873768E+00 -5.90259499E+00  0.00000000E+00
    1631  2.78957094E+00  7.78170611E+00  6.05549525E+01  6.66666652E-01  5.37502422E-27  0.00000000E+00 -6.23873770E+00 -5.90259501E+00  0.00000000E+00
    1641  2.78957095E+00  7.78170618E+00  6.05549537E+01  6.66666653E-01  5.30973523E-27  0.00000000E+00 -6.23873772E+00 -5.90259502E+00  0.00000000E+00
    1651  2.78957097E+00  7.78170625E+00  6.05549547E+01  6.66666653E-01  5.24562839E-27  0.00000000E+00 -6.23873774E+00 -5.90259504E+00  0.00000000E+00
    1661  2.78957098E+00  7.78170632E+00  6.05549558E+01  6.66666653E-01  5.18267608E-27  0.00000000E+00 -6.23873776E+00 -5.90259506E+00  0.00000000E+00
    1671  2.78957099E+00  7.78170639E+00  6.05549568E+01  6.66666653E-01  5.12084978E-27  0.00000000E+00 -6.23873778E+00 -5.90259508E+00  0.00000000E+00
    1681  2.78957100E+00  7.78170645E+00  6.05549578E+01  6.66666653E-01  5.06012362E-27  0.00000000E+00 -6.23873780E+00 -5.90259509E+00  0.00000000E+00
    1691  2.78957101E+00  7.78170652E+00  6.05549587E+01  6.66666653E-01  5.00047162E-27  0.00000000E+00 -6.23873782E+00 -5.90259511E+00  0.00000000E+00
    1701  2.78957102E+00  7.78170658E+00  6.05549597E+01  6.66666654E-01  4.94186798E-27  0.00000000E+00 -6.23873784E+00 -5.90259512E+00  0.00000000E+00
    1711  2.78957104E+00  7.78170664E+00  6.05549606E+01  6.66666654E-01  4.88428848E-27  0.00000000E+00 -6.23873786E+00 -5.90259514E+00  0.00000000E+00
    1721  2.78957105E+00  7.78170670E+00  6.05549614E+01  6.66666654E-01  4.82770961E-27  0.00000000E+00 -6.23873788E+00 -5.90259515E+00  0.00000000E+00
    1731  2.78957106E+00  7.78170675E+00  6.05549623E+01  6.66666654E-01  4.77210786E-27  0.00000000E+00 -6.23873790E+00 -5.90259517E+00  0.00000000E+00
    1741  2.78957107E+00  7.78170681E+00  6.05549631E+01  6.66666654E-01  4.71746146E-27  0.00000000E+00 -6.23873791E+00 -5.90259518E+00  0.00000000E+00
    1751  2.78957108E+00  7.78170686E+00  6.05549639E+01  6.66666654E-01  4.66374809E-27  0.00000000E+00 -6.23873793E+00 -5.90259520E+00  0.00000000E+00
    1761  2.78957108E+00  7.78170691E+00  6.05549646E+01  6.66666654E-01  4.61094653E-27  0.00000000E+00 -6.23873795E+00 -5.90259521E+00  0.00000000E+00
    1771  2.78957109E+00  7.78170696E+00  6.05549654E+01  6.66666655E-01  4.55903717E-27  0.00000000E+00 -6.23873796E+00 -5.90259523E+00  0.00000000E+00
    1781  2.78957110E+00  7.78170700E+00  6.05549661E+01  6.66666655E-01  4.50799913E-27  0.00000000E+00 -6.23873798E+00 -5.90259524E+00  0.00000000E+00
    1791  2.78957111E+00  7.78170705E+00  6.05549668E+01  6.66666655E-01  4.45781354E-27  0.00000000E+00 -6.23873800E+00 -5.90259525E+00  0.00000000E+00
    1801  2.78957112E+00  7.78170709E+00  6.05549674E+01  6.66666655E-01  4.40846121E-27  0.00000000E+00 -6.23873801E+00 -5.90259527E+00  0.00000000E+00
    1811  2.78957113E+00  7.78170714E+00  6.05549680E+01  6.66666655E-01  4.35992420E-27  0.00000000E+00 -6.23873803E+00 -5.90259528E+00  0.00000000E+00
    1821  2.78957113E+00  7.78170718E+00  6.05549687E+01  6.66666655E-01  4.31218453E-27  0.00000000E+00 -6.23873804E+00 -5.90259529E+00  0.00000000E+00
    1831  2.78957114E+00  7.78170722E+00  6.05549692E+01  6.66666655E-01  4.26522451E-27  0.00000000E+00 -6.23873806E+00 -5.90259530E+00  0.00000000E+00
    1841  2.78957115E+00  7.78170725E+00  6.05549698E+01  6.66666655E-01  4.21902759E-27  0.00000000E+00 -6.23873807E+00 -5.90259532E+00  0.00000000E+00
    1851  2.78957115E+00  7.78170729E+00  6.05549704E+01  6.66666656E-01  4.17357670E-27  0.00000000E+00 -6.23873809E+00 -5.90259533E+00  0.00000000E+00
    1861  2.78957116E+00  7.78170733E+00  6.05549709E+01  6.66666656E-01  4.12885638E-27  0.00000000E+00 -6.23873810E+00 -5.90259534E+00  0.00000000E+00
    1871  2.78957117E+00  7.78170736E+00  6.05549714E+01  6.66666656E-01  4.08485077E-27  0.00000000E+00 -6.23873812E+00 -5.90259535E+00  0.00000000E+00
    1881  2.78957117E+00  7.78170739E+00  6.05549719E+01  6.66666656E-01  4.04154503E-27  0.00000000E+00 -6.23873813E+00 -5.90259537E+00  0.00000000E+00
    1891  2.78957118E+00  7.78170742E+00  6.05549723E+01  6.66666656E-01  3.99892461E-27  0.00000000E+00 -6.23873815E+00 -5.90259538E+00  0.00000000E+00
    1901  2.78957118E+00  7.78170745E+00  6.05549728E+01  6.66666656E-01  3.95697462E-27  0.00000000E+00 -6.23873816E+00 -5.90259539E+00  0.00000000E+00
    1911  2.78957119E+00  7.78170748E+00  6.05549732E+01  6.66666656E-01  3.91568133E-27  0.00000000E+00 -6.23873817E+00 -5.90259540E+00  0.00000000E+00
    1921  2.78957119E+00  7.78170751E+00  6.05549736E+01  6.66666656E-01  3.87503095E-27  0.00000000E+00 -6.23873819E+00 -5.90259541E+00  0.00000000E+00
    1931  2.78957120E+00  7.78170753E+00  6.05549740E+01  6.66666656E-01  3.83501069E-27  0.00000000E+00 -6.23873820E+00 -5.90259542E+00  0.00000000E+00
    1941  2.78957120E+00  7.78170756E+00  6.05549744E+01  6.66666657E-01  3.79560668E-27  0.00000000E+00 -6.23873821E+00 -5.90259543E+00  0.00000000E+00
    1951  2.78957121E+00  7.78170758E+00  6.05549747E+01  6.66666657E-01  3.75680705E-27  0.00000000E+00 -6.23873822E+00 -5.90259544E+00  0.00000000E+00
    1961  2.78957121E+00  7.78170761E+00  6.05549751E+01  6.66666657E-01  3.71859917E-27  0.00000000E+00 -6.23873824E+00 -5.90259545E+00  0.00000000E+00
    1971  2.78957122E+00  7.78170763E+00  6.05549754E+01  6.66666657E-01  3.68097175E-27  0.00000000E+00 -6.23873825E+00 -5.90259546E+00  0.00000000E+00
    1981  2.78957122E+00  7.78170765E+00  6.05549757E+01  6.66666657E-01  3.64391228E-27  0.00000000E+00 -6.23873826E+00 -5.90259547E+00  0.00000000E+00
    1991  2.78957122E+00  7.78170767E+00  6.05549760E+01  6.66666657E-01  3.60740930E-27  0.00000000E+00 -6.23873827E+00 -5.90259548E+00  0.00000000E+00
    2001  2.78957123E+00  7.78170769E+00  6.05549762E+01  6.66666657E-01  3.57145226E-27  0.00000000E+00 -6.23873828E+00 -5.90259549E+00  0.00000000E+00
    2011  2.78957123E+00  7.78170770E+00  6.05549765E+01  6.66666657E-01  3.53603037E-27  0.00000000E+00 -6.23873830E+00 -5.90259550E+00  0.00000000E+00
    2021  2.78957123E+00  7.78170772E+00  6.05549767E+01  6.66666657E-01  3.50113312E-27  0.00000000E+00 -6.23873831E+00 -5.90259551E+00  0.00000000E+00
    2031  2.78957124E+00  7.78170774E+00  6.05549770E+01  6.66666657E-01  3.46674904E-27  0.00000000E+00 -6.23873832E+00 -5.90259552E+00  0.00000000E+00
    2041  2.78957124E+00  7.78170775E+00  6.05549772E+01  6.66666658E-01  3.43286952E-27  0.00000000E+00 -6.23873833E+00 -5.90259553E+00  0.00000000E+00
    2051  2.78957124E+00  7.78170776E+00  6.05549774E+01  6.66666658E-01  3.39948427E-27  0.00000000E+00 -6.23873834E+00 -5.90259554E+00  0.00000000E+00
    2061  2.78957124E+00  7.78170778E+00  6.05549775E+01  6.66666658E-01  3.36658358E-27  0.00000000E+00 -6.23873835E+00 -5.90259555E+00  0.00000000E+00
    2071  2.78957125E+00  7.78170779E+00  6.05549777E+01  6.66666658E-01  3.33415780E-27  0.00000000E+00 -6.23873836E+00 -5.90259556E+00  0.00000000E+00
    2081  2.78957125E+00  7.78170780E+00  6.05549778E+01  6.66666658E-01  3.30219857E-27  0.00000000E+00 -6.23873837E+00 -5.90259557E+00  0.00000000E+00
    2091  2.78957125E+00  7.78170781E+00  6.05549780E+01  6.66666658E-01  3.27069713E-27  0.00000000E+00 -6.23873838E+00 -5.90259558E+00  0.00000000E+00
    2101  2.78957125E+00  7.78170782E+00  6.05549781E+01  6.66666658E-01  3.23964412E-27  0.00000000E+00 -6.23873839E+00 -5.90259558E+00  0.00000000E+00
    2111  2.78957125E+00  7.78170782E+00  6.05549782E+01  6.66666658E-01  3.20903113E-27  0.00000000E+00 -6.23873840E+00 -5.90259559E+00  0.00000000E+00
    2121  2.78957125E+00  7.78170783E+00  6.05549783E+01  6.66666658E-01  3.17884996E-27  0.00000000E+00 -6.23873841E+00 -5.90259560E+00  0.00000000E+00
    2131  2.78957126E+00  7.78170784E+00  6.05549784E+01  6.66666658E-01  3.14909215E-27  0.00000000E+00 -6.23873842E+00 -5.90259561E+00  0.00000000E+00
    2141  2.78957126E+00  7.78170784E+00  6.05549785E+01  6.66666658E-01  3.11975067E-27  0.00000000E+00 -6.23873843E+00 -5.90259562E+00  0.00000000E+00
    2151  2.78957126E+00  7.78170785E+00  6.05549785E+01  6.66666658E-01  3.09081707E-27  0.00000000E+00 -6.23873844E+00 -5.90259563E+00  0.00000000E+00
    2161  2.78957126E+00  7.78170785E+00  6.05549786E+01  6.66666659E-01  3.06228418E-27  0.00000000E+00 -6.23873845E+00 -5.90259563E+00  0.00000000E+00
    2171  2.78957126E+00  7.78170786E+00  6.05549786E+01  6.66666659E-01  3.03414491E-27  0.00000000E+00 -6.23873846E+00 -5.90259564E+00  0.00000000E+00
    2181  2.78957126E+00  7.78170786E+00  6.05549786E+01  6.66666659E-01  3.00639125E-27  0.00000000E+00 -6.23873847E+00 -5.90259565E+00  0.00000000E+00
    2191  2.78957126E+00  7.78170786E+00  6.05549786E+01  6.66666659E-01  2.97901692E-27  0.00000000E+00 -6.23873848E+00 -5.90259566E+00  0.00000000E+00
    2201  2.78957126E+00  7.78170786E+00  6.05549786E+01  6.66666659E-01  2.95201507E-27  0.00000000E+00 -6.23873849E+00 -5.90259566E+00  0.00000000E+00
    2211  2.78957126E+00  7.78170786E+00  6.05549786E+01  6.66666659E-01  2.92537851E-27  0.00000000E+00 -6.23873849E+00 -5.90259567E+00  0.00000000E+00
    2221  2.78957126E+00  7.78170786E+00  6.05549786E+01  6.66666659E-01  2.89910127E-27  0.00000000E+00 -6.23873850E+00 -5.90259568E+00  0.00000000E+00
    2231  2.78957126E+00  7.78170786E+00  6.05549786E+01  6.66666659E-01  2.87317630E-27  0.00000000E+00 -6.23873851E+00 -5.90259569E+00  0.00000000E+00
    2241  2.78957126E+00  7.78170786E+00  6.05549785E+01  6.66666659E-01  2.84759699E-27  0.00000000E+00 -6.23873852E+00 -5.90259569E+00  0.00000000E+00
    2251  2.78957126E+00  7.78170785E+00  6.05549785E+01  6.66666659E-01  2.82235812E-27  0.00000000E+00 -6.23873853E+00 -5.90259570E+00  0.00000000E+00
    2261  2.78957126E+00  7.78170785E+00  6.05549784E+01  6.66666659E-01  2.79745329E-27  0.00000000E+00 -6.23873854E+00 -5.90259571E+00  0.00000000E+00
    2271  2.78957126E+00  7.78170785E+00  6.05549783E+01  6.66666659E-01  2.77287620E-27  0.00000000E+00 -6.23873854E+00 -5.90259571E+00  0.00000000E+00
    2281  2.78957126E+00  7.78170784E+00  6.05549783E+01  6.66666659E-01  2.74862238E-27  0.00000000E+00 -6.23873855E+00 -5.90259572E+00  0.00000000E+00
    2291  2.78957126E+00  7.78170784E+00  6.05549782E+01  6.66666659E-01  2.72468499E-27  0.00000000E+00 -6.23873856E+00 -5.90259573E+00  0.00000000E+00
    2301  2.78957126E+00  7.78170783E+00  6.05549781E+01  6.66666659E-01  2.70105927E-27  0.00000000E+00 -6.23873857E+00 -5.90259573E+00  0.00000000E+00
    2311  2.78957125E+00  7.78170782E+00  6.05549779E+01  6.66666660E-01  2.67773911E-27  0.00000000E+00 -6.23873858E+00 -5.90259574E+00  0.00000000E+00
    2321  2.78957125E+00  7.78170782E+00  6.05549778E+01  6.66666660E-01  2.65471979E-27  0.00000000E+00 -6.23873858E+00 -5.90259575E+00  0.00000000E+00
    2331  2.78957125E+00  7.78170781E+00  6.05549777E+01  6.66666660E-01  2.63199578E-27  0.00000000E+00 -6.23873859E+00 -5.90259575E+00  0.00000000E+00
    2341  2.78957125E+00  7.78170780E+00  6.05549776E+01  6.66666660E-01  2.60956258E-27  0.00000000E+00 -6.23873860E+00 -5.90259576E+00  0.00000000E+00
    2351  2.78957125E+00  7.78170779E+00  6.05549774E+01  6.66666660E-01  2.58741501E-27  0.00000000E+00 -6.23873861E+00 -5.90259577E+00  0.00000000E+00
    2361  2.78957125E+00  7.78170778E+00  6.05549772E+01  6.66666660E-01  2.56554822E-27  0.00000000E+00 -6.23873861E+00 -5.90259577E+00  0.00000000E+00
    2371  2.78957125E+00  7.78170777E+00  6.05549771E+01  6.66666660E-01  2.54395734E-27  0.00000000E+00 -6.23873862E+00 -5.90259578E+00  0.00000000E+00
    2381  2.78957124E+00  7.78170776E+00  6.05549769E+01  6.66666660E-01  2.52263764E-27  0.00000000E+00 -6.23873863E+00 -5.90259579E+00  0.00000000E+00
    2391  2.78957124E+00  7.78170775E+00  6.05549767E+01  6.66666660E-01  2.50158498E-27  0.00000000E+00 -6.23873863E+00 -5.90259579E+00  0.00000000E+00
    2401  2.78957124E+00  7.78170774E+00  6.05549765E+01  6.66666660E-01  2.48079508E-27  0.00000000E+00 -6.23873864E+00 -5.90259580E+00  0.00000000E+00
    2411  2.78957124E+00  7.78170773E+00  6.05549763E+01  6.66666660E-01  2.46026276E-27  0.00000000E+00 -6.23873865E+00 -5.90259580E+00  0.00000000E+00
    2421  2.78957123E+00  7.78170771E+00  6.05549761E+01  6.66666660E-01  2.43998495E-27  0.00000000E+00 -6.23873865E+00 -5.90259581E+00  0.00000000E+00
    2431  2.78957123E+00  7.78170770E+00  6.05549759E+01  6.66666660E-01  2.41995676E-27  0.00000000E+00 -6.23873866E+00 -5.90259582E+00  0.00000000E+00
    2441  2.78957123E+00  7.78170769E+00  6.05549757E+01  6.66666660E-01  2.40017382E-27  0.00000000E+00 -6.23873867E+00 -5.90259582E+00  0.00000000E+00
    2451  2.78957123E+00  7.78170767E+00  6.05549754E+01  6.66666660E-01  2.38063237E-27  0.00000000E+00 -6.23873867E+00 -5.90259583E+00  0.00000000E+00
    2461  2.78957122E+00  7.78170766E+00  6.05549752E+01  6.66666660E-01  2.36132881E-27  0.00000000E+00 -6.23873868E+00 -5.90259583E+00  0.00000000E+00
    2471  2.78957122E+00  7.78170764E+00  6.05549749E+01  6.66666660E-01  2.34225942E-27  0.00000000E+00 -6.23873869E+00 -5.90259584E+00  0.00000000E+00
    2481  2.78957122E+00  7.78170763E+00  6.05549747E+01  6.66666660E-01  2.32341977E-27  0.00000000E+00 -6.23873869E+00 -5.90259584E+00  0.00000000E+00
    2491  2.78957122E+00  7.78170761E+00  6.05549744E+01  6.66666661E-01  2.30480644E-27  0.00000000E+00 -6.23873870E+00 -5.90259585E+00  0.00000000E+00
    2501  2.78957121E+00  7.78170759E+00  6.05549742E+01  6.66666661E-01  2.28641571E-27  0.00000000E+00 -6.23873870E+00 -5.90259585E+00  0.00000000E+00
    2511  2.78957121E+00  7.78170758E+00  6.05549739E+01  6.66666661E-01  2.26824403E-27  0.00000000E+00 -6.23873871E+00 -5.90259586E+00  0.00000000E+00
    2521  2.78957121E+00  7.78170756E+00  6.05549736E+01  6.66666661E-01  2.25028853E-27  0.00000000E+00 -6.23873872E+00 -5.90259586E+00  0.00000000E+00
    2531  2.78957120E+00  7.78170754E+00  6.05549733E+01  6.66666661E-01  2.23254541E-27  0.00000000E+00 -6.23873872E+00 -5.90259587E+00  0.00000000E+00
    2541  2.78957120E+00  7.78170752E+00  6.05549730E+01  6.66666661E-01  2.21501126E-27  0.00000000E+00 -6.23873873E+00 -5.90259587E+00  0.00000000E+00
    2551  2.78957120E+00  7.78170750E+00  6.05549727E+01  6.66666661E-01  2.19768259E-27  0.00000000E+00 -6.23873873E+00 -5.90259588E+00  0.00000000E+00
    2561  2.78957119E+00  7.78170748E+00  6.05549724E+01  6.66666661E-01  2.18055712E-27  0.00000000E+00 -6.23873874E+00 -5.90259588E+00  0.00000000E+00
    2571  2.78957119E+00  7.78170746E+00  6.05549721E+01  6.66666661E-01  2.16363081E-27  0.00000000E+00 -6.23873874E+00 -5.90259589E+00  0.00000000E+00
    2581  2.78957119E+00  7.78170744E+00  6.05549717E+01  6.66666661E-01  2.14690066E-27  0.00000000E+00 -6.23873875E+00 -5.90259589E+00  0.00000000E+00
    2591  2.78957118E+00  7.78170742E+00  6.05549714E+01  6.66666661E-01  2.13036397E-27  0.00000000E+00 -6.23873876E+00 -5.90259590E+00  0.00000000E+00
    2601  2.78957118E+00  7.78170740E+00  6.05549711E+01  6.66666661E-01  2.11401731E-27  0.00000000E+00 -6.23873876E+00 -5.90259590E+00  0.00000000E+00
    2611  2.78957118E+00  7.78170738E+00  6.05549707E+01  6.66666661E-01  2.09785858E-27  0.00000000E+00 -6.23873877E+00 -5.90259591E+00  0.00000000E+00
    2621  2.78957117E+00  7.78170736E+00  6.05549704E+01  6.66666661E-01  2.08188445E-27  0.00000000E+00 -6.23873877E+00 -5.90259591E+00  0.00000000E+00
    2631  2.78957117E+00  7.78170733E+00  6.05549700E+01  6.66666661E-01  2.06609213E-27  0.00000000E+00 -6.23873878E+00 -5.90259592E+00  0.00000000E+00
    2641  2.78957116E+00  7.78170731E+00  6.05549697E+01  6.66666661E-01  2.05047852E-27  0.00000000E+00 -6.23873878E+00 -5.90259592E+00  0.00000000E+00
    2651  2.78957116E+00  7.78170729E+00  6.05549693E+01  6.66666661E-01  2.03504158E-27  0.00000000E+00 -6.23873879E+00 -5.90259593E+00  0.00000000E+00
    2661  2.78957116E+00  7.78170726E+00  6.05549689E+01  6.66666661E-01  2.01977825E-27  0.00000000E+00 -6.23873879E+00 -5.90259593E+00  0.00000000E+00
    2671  2.78957115E+00  7.78170724E+00  6.05549685E+01  6.66666661E-01  2.00468566E-27  0.00000000E+00 -6.23873880E+00 -5.90259594E+00  0.00000000E+00
    2681  2.78957115E+00  7.78170722E+00  6.05549681E+01  6.66666661E-01  1.98976162E-27  0.00000000E+00 -6.23873880E+00 -5.90259594E+00  0.00000000E+00
    2691  2.78957114E+00  7.78170719E+00  6.05549677E+01  6.66666661E-01  1.97500336E-27  0.00000000E+00 -6.23873881E+00 -5.90259595E+00  0.00000000E+00
    2701  2.78957114E+00  7.78170717E+00  6.05549673E+01  6.66666661E-01  1.96040886E-27  0.00000000E+00 -6.23873881E+00 -5.90259595E+00  0.00000000E+00
    2711  2.78957113E+00  7.78170714E+00  6.05549669E+01  6.66666661E-01  1.94597590E-27  0.00000000E+00 -6.23873882E+00 -5.90259595E+00  0.00000000E+00
    2721  2.78957113E+00  7.78170711E+00  6.05549665E+01  6.66666662E-01  1.93170161E-27  0.00000000E+00 -6.23873882E+00 -5.90259596E+00  0.00000000E+00
    2731  2.78957112E+00  7.78170709E+00  6.05549661E+01  6.66666662E-01  1.91758391E-27  0.00000000E+00 -6.23873883E+00 -5.90259596E+00  0.00000000E+00
    2741  2.78957112E+00  7.78170706E+00  6.05549657E+01  6.66666662E-01  1.90362057E-27  0.00000000E+00 -6.23873883E+00 -5.90259597E+00  0.00000000E+00
    2751  2.78957111E+00  7.78170703E+00  6.05549653E+01  6.66666662E-01  1.88980902E-27  0.00000000E+00 -6.23873883E+00 -5.90259597E+00  0.00000000E+00
    2761  2.78957111E+00  7.78170701E+00  6.05549648E+01  6.66666662E-01  1.87614715E-27  0.00000000E+00 -6.23873884E+00 -5.90259598E+00  0.00000000E+00
    2771  2.78957110E+00  7.78170698E+00  6.05549644E+01  6.66666662E-01  1.86263313E-27  0.00000000E+00 -6.23873884E+00 -5.90259598E+00  0.00000000E+00
    2781  2.78957110E+00  7.78170695E+00  6.05549640E+01  6.66666662E-01  1.84926441E-27  0.00000000E+00 -6.23873885E+00 -5.90259598E+00  0.00000000E+00
    2791  2.78957109E+00  7.78170692E+00  6.05549635E+01  6.66666662E-01  1.83603922E-27  0.00000000E+00 -6.23873885E+00 -5.90259599E+00  0.00000000E+00
    2801  2.78957109E+00  7.78170689E+00  6.05549631E+01  6.66666662E-01  1.82295533E-27  0.00000000E+00 -6.23873886E+00 -5.90259599E+00  0.00000000E+00
    2811  2.78957108E+00  7.78170686E+00  6.05549626E+01  6.66666662E-01  1.81001058E-27  0.00000000E+00 -6.23873886E+00 -5.90259600E+00  0.00000000E+00
    2821  2.78957108E+00  7.78170684E+00  6.05549621E+01  6.66666662E-01  1.79720342E-27  0.00000000E+00 -6.23873887E+00 -5.90259600E+00  0.00000000E+00
    2831  2.78957107E+00  7.78170681E+00  6.05549617E+01  6.66666662E-01  1.78453175E-27  0.00000000E+00 -6.23873887E+00 -5.90259600E+00  0.00000000E+00
    2841  2.78957107E+00  7.78170678E+00  6.05549612E+01  6.66666662E-01  1.77199335E-27  0.00000000E+00 -6.23873887E+00 -5.90259601E+00  0.00000000E+00
    2851  2.78957106E+00  7.78170675E+00  6.05549607E+01  6.66666662E-01  1.75958677E-27  0.00000000E+00 -6.23873888E+00 -5.90259601E+00  0.00000000E+00
    2861  2.78957106E+00  7.78170671E+00  6.05549602E+01  6.66666662E-01  1.74731016E-27  0.00000000E+00 -6.23873888E+00 -5.90259602E+00  0.00000000E+00
    2871  2.78957105E+00  7.78170668E+00  6.05549598E+01  6.66666662E-01  1.73516166E-27  0.00000000E+00 -6.23873889E+00 -5.90259602E+00  0.00000000E+00
    2881  2.78957105E+00  7.78170665E+00  6.05549593E+01  6.66666662E-01  1.72313894E-27  0.00000000E+00 -6.23873889E+00 -5.90259602E+00  0.00000000E+00
    2891  2.78957104E+00  7.78170662E+00  6.05549588E+01  6.66666662E-01  1.71124105E-27  0.00000000E+00 -6.23873889E+00 -5.90259603E+00  0.00000000E+00
    2901  2.78957104E+00  7.78170659E+00  6.05549583E+01  6.66666662E-01  1.69946627E-27  0.00000000E+00 -6.23873890E+00 -5.90259603E+00  0.00000000E+00
    2911  2.78957103E+00  7.78170656E+00  6.05549578E+01  6.66666662E-01  1.68781237E-27  0.00000000E+00 -6.23873890E+00 -5.90259603E+00  0.00000000E+00
    2921  2.78957102E+00  7.78170652E+00  6.05549572E+01  6.66666662E-01  1.67627852E-27  0.00000000E+00 -6.23873891E+00 -5.90259604E+00  0.00000000E+00
    2931  2.78957102E+00  7.78170649E+00  6.05549567E+01  6.66666662E-01  1.66486170E-27  0.00000000E+00 -6.23873891E+00 -5.90259604E+00  0.00000000E+00
    2941  2.78957101E+00  7.78170646E+00  6.05549562E+01  6.66666662E-01  1.65356160E-27  0.00000000E+00 -6.23873891E+00 -5.90259604E+00  0.00000000E+00
    2951  2.78957101E+00  7.78170643E+00  6.05549557E+01  6.66666662E-01  1.64237603E-27  0.00000000E+00 -6.23873892E+00 -5.90259605E+00  0.00000000E+00
    2961  2.78957100E+00  7.78170639E+00  6.05549552E+01  6.66666662E-01  1.63130342E-27  0.00000000E+00 -6.23873892E+00 -5.90259605E+00  0.00000000E+00
    2971  2.78957099E+00  7.78170636E+00  6.05549546E+01  6.66666662E-01  1.62034244E-27  0.00000000E+00 -6.23873892E+00 -5.90259605E+00  0.00000000E+00
    2981  2.78957099E+00  7.78170632E+00  6.05549541E+01  6.66666662E-01  1.60949102E-27  0.00000000E+00 -6.23873893E+00 -5.90259606E+00  0.00000000E+00
    2991  2.78957098E+00  7.78170629E+00  6.05549536E+01  6.66666662E-01  1.59874883E-27  0.00000000E+00 -6.23873893E+00 -5.90259606E+00  0.00000000E+00
    3001  2.78957098E+00  7.78170626E+00  6.05549530E+01  6.66666662E-01  1.58811407E-27  0.00000000E+00 -6.23873894E+00 -5.90259607E+00  0.00000000E+00
    3011  2.78957097E+00  7.78170622E+00  6.05549525E+01  6.66666662E-01  1.57758528E-27  0.00000000E+00 -6.23873894E+00 -5.90259607E+00  0.00000000E+00
    3021  2.78957096E+00  7.78170618E+00  6.05549519E+01  6.66666663E-01  1.56716044E-27  0.00000000E+00 -6.23873894E+00 -5.90259607E+00  0.00000000E+00
    3031  2.78957096E+00  7.78170615E+00  6.05549513E+01  6.66666663E-01  1.55683875E-27  0.00000000E+00 -6.23873895E+00 -5.90259608E+00  0.00000000E+00
    3041  2.78957095E+00  7.78170611E+00  6.05549508E+01  6.66666663E-01  1.54661865E-27  0.00000000E+00 -6.23873895E+00 -5.90259608E+00  0.00000000E+00
    3051  2.78957094E+00  7.78170608E+00  6.05549502E+01  6.66666663E-01  1.53649899E-27  0.00000000E+00 -6.23873895E+00 -5.90259608E+00  0.00000000E+00
    3061  2.78957094E+00  7.78170604E+00  6.05549497E+01  6.66666663E-01  1.52647830E-27  0.00000000E+00 -6.23873896E+00 -5.90259609E+00  0.00000000E+00
    3071  2.78957093E+00  7.78170600E+00  6.05549491E+01  6.66666663E-01  1.51655548E-27  0.00000000E+00 -6.23873896E+00 -5.90259609E+00  0.00000000E+00
    3081  2.78957092E+00  7.78170597E+00  6.05549485E+01  6.66666663E-01  1.50672892E-27  0.00000000E+00 -6.23873896E+00 -5.90259609E+00  0.00000000E+00
    3091  2.78957092E+00  7.78170593E+00  6.05549479E+01  6.66666663E-01  1.49699744E-27  0.00000000E+00 -6.23873897E+00 -5.90259609E+00  0.00000000E+00
    3101  2.78957091E+00  7.78170589E+00  6.05549473E+01  6.66666663E-01  1.48735984E-27  0.00000000E+00 -6.23873897E+00 -5.90259610E+00  0.00000000E+00
    3111  2.78957090E+00  7.78170586E+00  6.05549467E+01  6.66666663E-01  1.47781528E-27  0.00000000E+00 -6.23873897E+00 -5.90259610E+00  0.00000000E+00
    3121  2.78957090E+00  7.78170582E+00  6.05549461E+01  6.66666663E-01  1.46836238E-27  0.00000000E+00 -6.23873898E+00 -5.90259610E+00  0.00000000E+00
    3131  2.78957089E+00  7.78170578E+00  6.05549456E+01  6.66666663E-01  1.45899962E-27  0.00000000E+00 -6.23873898E+00 -5.90259611E+00  0.00000000E+00
    3141  2.78957088E+00  7.78170574E+00  6.05549450E+01  6.66666663E-01  1.44972630E-27  0.00000000E+00 -6.23873898E+00 -5.90259611E+00  0.00000000E+00
    3151  2.78957088E+00  7.78170570E+00  6.05549443E+01  6.66666663E-01  1.44054095E-27  0.00000000E+00 -6.23873899E+00 -5.90259611E+00  0.00000000E+00
    3161  2.78957087E+00  7.78170566E+00  6.05549437E+01  6.66666663E-01  1.43144276E-27  0.00000000E+00 -6.23873899E+00 -5.90259612E+00  0.00000000E+00
    3171  2.78957086E+00  7.78170563E+00  6.05549431E+01  6.66666663E-01  1.42243099E-27  0.00000000E+00 -6.23873899E+00 -5.90259612E+00  0.00000000E+00
