   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0 -5.30170431E-03 -1.07726062E-02  2.68115069E-03  1.23022633E-02  0.00000000E+00
     100 -4.15229548E-03 -8.78964794E-03 -6.93858707E-03  1.19433437E-02  0.00000000E+00
     200  1.28371278E-02 -7.94061993E-03  2.67831313E-02  3.07438029E-02  0.00000000E+00
     300 -2.53791394E-02  4.43547927E-03  5.28167224E-03  2.62996246E-02  0.00000000E+00
     400  8.98076583E-03 -2.11612661E-02 -7.59825128E-03  2.42112941E-02  0.00000000E+00
     500 -6.41880759E-03  1.94414291E-02 -9.82582944E-04  2.04972127E-02  0.00000000E+00
     600  5.77126557E-03 -7.52213407E-03  2.74843648E-03  9.87136821E-03  0.00000000E+00
     700  6.34778288E-03 -8.66866070E-04 -2.44629887E-02  2.52880133E-02  0.00000000E+00
     800 -1.50247973E-02  8.22965082E-04  3.02478543E-03  1.53483267E-02  0.00000000E+00
     900 -4.77944840E-03  3.52252434E-03  1.42770880E-02  1.54624237E-02  0.00000000E+00
    1000 -4.18501627E-03 -1.45261769E-02 -2.02736993E-02  2.52892677E-02  0.00000000E+00
    1100 -8.96754578E-03 -3.57893374E-02 -2.78098800E-02  4.62026295E-02  0.00000000E+00
    1200 -9.02797895E-04 -1.17431860E-04 -1.79157197E-02  1.79388363E-02  0.00000000E+00
    1300 -1.08048890E-02  2.15745874E-02 -1.31581667E-02  2.74835551E-02  0.00000000E+00
    1400  4.01241337E-03  2.46443728E-03 -4.05514074E-03  6.21426412E-03  0.00000000E+00
    1500  5.42192336E-03  6.18449936E-03  2.06271741E-02  2.22064314E-02  0.00000000E+00
    1600  1.64621096E-02  2.35910303E-03  2.89995982E-03  1.68812377E-02  0.00000000E+00
    1700  2.12976354E-02  1.66508892E-02  4.92161160E-03  2.74784215E-02  0.00000000E+00
    1800  1.67412641E-02  4.37713247E-03  1.02257886E-02  2.00996509E-02  0.00000000E+00
    1900 -5.12740853E-04 -7.29525150E-03  3.36147564E-02  3.44010966E-02  0.00000000E+00
    2000  3.04130979E-02  5.96339721E-04 -2.37832547E-03  3.05117776E-02  0.00000000E+00
    2100 -2.64309822E-02  1.69678776E-02 -1.71454893E-02  3.57837043E-02  0.00000000E+00
    2200  1.14253566E-02  1.44786325E-02 -3.20340033E-02  3.69641305E-02  0.00000000E+00
    2300  7.64625087E-03  1.77740036E-02 -2.38309955E-02  3.06968517E-02  0.00000000E+00
    2400 -7.13649883E-03  7.44341695E-03 -6.20528079E-03  1.20349317E-02  0.00000000E+00
    2500  2.10055568E-02 -5.67858884E-03 -1.65402062E-02  2.73323656E-02  0.00000000E+00
    2600 -2.85152139E-02 -1.47886717E-02  4.21351769E-03  3.23971598E-02  0.00000000E+00
    2700 -1.16653459E-02 -1.52415237E-02 -1.44629387E-02  2.40324975E-02  0.00000000E+00
    2800  2.14832938E-02 -1.46560308E-04  1.60031990E-03  2.15433149E-02  0.00000000E+00
    2900 -1.46121334E-02  7.61414391E-03  1.42937556E-02  2.18128650E-02  0.00000000E+00
    3000 -8.36749063E-03  1.76609438E-02 -8.84320432E-04  1.95628694E-02  0.00000000E+00
    3100  2.75625306E-03 -9.11288164E-03 -1.00919856E-02  1.38740663E-02  0.00000000E+00
    3200  1.07000888E-03 -1.02590956E-02  2.54329894E-02  2.74450525E-02  0.00000000E+00
    3300 -1.09172912E-02  6.83918426E-04 -2.40860054E-03  1.12007298E-02  0.00000000E+00
    3400  6.48398656E-03 -1.08296893E-02  1.10998680E-02  1.68086681E-02  0.00000000E+00
    3500  1.77845007E-03 -1.21169614E-02 -1.02555129E-03  1.22896458E-02  0.00000000E+00
    3600  1.21694943E-02 -2.18936171E-02 -2.14752411E-02  3.29941364E-02  0.00000000E+00
    3700 -3.02508484E-02 -6.79177699E-03  5.61155054E-03  3.15076429E-02  0.00000000E+00
    3800  5.47105005E-04 -2.06453800E-02 -7.95332010E-03  2.21311170E-02  0.00000000E+00
    3900  1.69864550E-02 -1.67526642E-02 -1.08928392E-02  2.62268061E-02  0.00000000E+00
    4000 -3.68743167E-03 -5.68735711E-03 -1.33109658E-03  6.90760460E-03  0.00000000E+00
    4100 -4.34022509E-04 -1.01668553E-02 -7.26708254E-03  1.25045516E-02  0.00000000E+00
    4200  1.55842310E-03  5.57169361E-03 -8.85514993E-03  1.05776241E-02  0.00000000E+00
    4300 -4.19948565E-03  1.28062075E-02 -5.70943773E-03  1.46366769E-02  0.00000000E+00
    4400 -7.61286870E-03 -2.08602845E-02 -1.00625158E-02  2.43795296E-02  0.00000000E+00
    4500 -1.23410778E-02 -9.28979045E-04  2.69201133E-03  1.26653909E-02  0.00000000E+00
    4600  9.62947226E-03  5.13467399E-04 -7.56693962E-03  1.22576082E-02  0.00000000E+00
    4700 -4.25453028E-04 -4.54822757E-03 -3.17770086E-03  5.56463540E-03  0.00000000E+00
    4800 -4.65851658E-03  5.21110329E-04  4.52727717E-03  6.51686821E-03  0.00000000E+00
    4900 -6.48523932E-03  1.05192319E-02  1.00140936E-02  1.59058053E-02  0.00000000E+00
    5000  2.54019143E-02  1.16065451E-02  8.90491981E-03  2.93132519E-02  0.00000000E+00
    5100 -8.16907255E-03 -2.90797960E-02 -1.17287929E-02  3.24026676E-02  0.00000000E+00
    5200  1.12736409E-03  1.77893419E-02  5.24156053E-03  1.85797092E-02  0.00000000E+00
    5300  2.17902694E-04  1.98916460E-02  5.44625946E-04  1.99002935E-02  0.00000000E+00
    5400 -9.09860675E-03  1.32715691E-02 -1.36036844E-02  2.10708192E-02  0.00000000E+00
    5500 -2.87012205E-03 -2.60415437E-02 -2.35564749E-02  3.52321886E-02  0.00000000E+00
    5600 -4.15551316E-03 -8.16095751E-03  1.33166271E-02  1.61617473E-02  0.00000000E+00
    5700  1.47782558E-03 -1.46845292E-02 -4.25752174E-03  1.53605292E-02  0.00000000E+00
    5800  8.60502245E-03  7.07226468E-03 -2.34784834E-02  2.59865835E-02  0.00000000E+00
    5900  8.84264770E-03 -8.69715495E-03 -4.96552848E-03  1.33599924E-02  0.00000000E+00
    6000  1.69436343E-02 -1.14071592E-02 -4.34192238E-03  2.08821051E-02  0.00000000E+00
    6100 -1.84589608E-02  2.78535819E-03  1.32019966E-02  2.28644739E-02  0.00000000E+00
    6200 -6.74724160E-04 -3.08315243E-04 -3.74168978E-03  3.81451876E-03  0.00000000E+00
    6300 -1.76339481E-02  2.37492458E-02 -1.96077408E-02  3.54886785E-02  0.00000000E+00
    6400 -3.42966714E-02 -9.01232376E-06  2.65870644E-02  4.33950889E-02  0.00000000E+00
    6500  3.24170501E-03  7.69872515E-03  2.70862652E-04  8.35777404E-03  0.00000000E+00
    6600 -7.65111496E-03  1.28610179E-02 -1.63584427E-02  2.21707914E-02  0.00000000E+00
    6700  6.93530007E-03 -7.34899971E-03  7.53465578E-03  1.26046508E-02  0.00000000E+00
    6800  1.78487014E-02  9.15342712E-04 -2.14644171E-02  2.79309003E-02  0.00000000E+00
    6900 -1.79052365E-02 -7.16185323E-03  1.47116023E-02  2.42553268E-02  0.00000000E+00
    7000 -2.09049585E-02 -9.33766135E-03  1.93878733E-02  3.00016473E-02  0.00000000E+00
    7100 -1.89552542E-02  3.25516293E-02  9.07435511E-03  3.87460211E-02  0.00000000E+00
    7200  1.47095215E-05  4.51112627E-03 -1.18805041E-02  1.27081412E-02  0.00000000E+00
    7300  1.52150214E-03 -4.62141674E-03  1.85705249E-02  1.91973138E-02  0.00000000E+00
    7400 -2.18191415E-02 -3.57832020E-03  5.21578237E-03  2.27174756E-02  0.00000000E+00
    7500  1.47584937E-02  1.10361155E-02  1.74679948E-02  2.53917275E-02  0.00000000E+00
    7600  3.12913791E-03 -6.37582331E-03 -1.72007554E-02  1.86093690E-02  0.00000000E+00
    7700  5.33228027E-03 -1.48001378E-02 -1.10328850E-02  1.92146258E-02  0.00000000E+00
    7800 -2.68129849E-03  3.72132382E-03  3.84400441E-05  4.58683881E-03  0.00000000E+00
    7900 -6.14757927E-04 -7.20004968E-03 -5.20703848E-03  8.90684526E-03  0.00000000E+00
    8000  8.44522742E-03  1.32289171E-02 -1.23337870E-02  1.99611727E-02  0.00000000E+00
    8100  1.22785767E-02  1.54755512E-02  6.27846697E-03  2.07286102E-02  0.00000000E+00
    8200 -1.90988633E-02  1.95235311E-02  8.58582178E-03  2.86295508E-02  0.00000000E+00
    8300 -2.59109057E-03  1.76537276E-02 -1.50795353E-02  2.33615118E-02  0.00000000E+00
    8400  6.50039814E-03  1.83144696E-04  1.85157125E-02  1.96244828E-02  0.00000000E+00
    8500  3.56513264E-02  5.81189155E-04  4.69959749E-03  3.59644418E-02  0.00000000E+00
    8600 -1.06995440E-02  9.51555636E-03 -3.80211689E-03  1.48149299E-02  0.00000000E+00
    8700 -2.01731372E-03  2.25478782E-02  6.48710276E-03  2.35490736E-02  0.00000000E+00
    8800 -8.87548696E-04  6.83211485E-03  1.40408219E-02  1.56400197E-02  0.00000000E+00
    8900  3.50818464E-03  9.63127844E-03  1.01782444E-02  1.44452602E-02  0.00000000E+00
    9000 -1.66203293E-02  1.82657006E-02  1.49047422E-02  2.88448002E-02  0.00000000E+00
    9100 -8.55097452E-03  1.61819688E-02  4.18474400E-03  1.87746468E-02  0.00000000E+00
    9200  9.47239623E-03  1.50055287E-02  8.58129031E-03  1.97111827E-02  0.00000000E+00
    9300  1.42490089E-02  2.45565182E-02  8.17888240E-03  2.95457435E-02  0.00000000E+00
    9400 -4.92236547E-04  1.77464687E-02  9.12042082E-04  1.77767058E-02  0.00000000E+00
    9500  1.19876876E-02  5.44432423E-03 -7.95939020E-03  1.53849671E-02  0.00000000E+00
    9600 -3.74636558E-03  3.67322070E-03 -7.95072320E-03  9.52584930E-03  0.00000000E+00
    9700  7.97353493E-03  2.60531432E-03  1.45451013E-02  1.67906192E-02  0.00000000E+00
    9800  7.74138544E-03 -1.06483734E-02 -4.22245326E-03  1.38255566E-02  0.00000000E+00
    9900  1.12492070E-02  6.44871711E-03 -8.82287269E-04  1.29965011E-02  0.00000000E+00
   10000  1.36608047E-03 -9.09432754E-03 -2.26387657E-03  9.47090843E-03  0.00000000E+00
   10100 -3.29689436E-03  3.86447988E-03  7.66810550E-03  9.19801930E-03  0.00000000E+00
   10200  2.25674572E-02 -2.40810114E-03  2.71753741E-03  2.28576920E-02  0.00000000E+00
   10300 -1.17508109E-02 -2.14626988E-02  3.20946422E-02  4.03583331E-02  0.00000000E+00
   10400  1.55055603E-02 -5.37231587E-03  4.53732959E-03  1.70256141E-02  0.00000000E+00
   10500  1.43563364E-02 -1.56617091E-03  1.65688736E-02  2.19791915E-02  0.00000000E+00
   10600 -1.75470135E-02 -1.02561717E-02  2.11836705E-02  2.93570202E-02  0.00000000E+00
   10700  7.38397671E-03  6.11268910E-03 -8.79344382E-03  1.30081795E-02  0.00000000E+00
   10800  1.08437589E-02  8.48874693E-03 -8.45307081E-03  1.61585995E-02  0.00000000E+00
   10900  7.67798478E-03  6.92551590E-03  1.07431072E-03  1.03955935E-02  0.00000000E+00
