   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
    1581  2.24586893E-02  5.97007344E-04  6.13686383E-07  4.26060805E-01  1.02862015E-02  5.62089086E-01 -2.99281607E-01 -2.96630027E-01  0.00000000E+00
    1591  2.24736239E-02  5.98499420E-04  6.19610913E-07  4.23405711E-01  1.03773887E-02  5.63537711E-01 -2.99290064E-01 -2.96635874E-01  0.00000000E+00
    1601  2.25053416E-02  6.00406352E-04  6.24724191E-07  4.22334392E-01  1.04307333E-02  5.65858036E-01 -2.99317978E-01 -2.96663182E-01  0.00000000E+00
    1611  2.25324027E-02  6.01606225E-04  6.25691836E-07  4.23745155E-01  1.04286347E-02  5.62573227E-01 -2.99316485E-01 -2.96661080E-01  0.00000000E+00
    1621  2.25019921E-02  6.01313187E-04  6.28774499E-07  4.20341501E-01  1.05481940E-02  5.64862265E-01 -2.99315109E-01 -2.96659832E-01  0.00000000E+00
    1631  2.24901744E-02  6.00423438E-04  6.26082939E-07  4.21110942E-01  1.05084276E-02  5.66695559E-01 -2.99312653E-01 -2.96656367E-01  0.00000000E+00
    1641  2.24417538E-02  5.98924945E-04  6.24989247E-07  4.19226907E-01  1.05836337E-02  5.64265578E-01 -2.99292563E-01 -2.96636215E-01  0.00000000E+00
    1651  2.24345672E-02  5.98315766E-04  6.23160968E-07  4.19746065E-01  1.05517948E-02  5.64519314E-01 -2.99327898E-01 -2.96669158E-01  0.00000000E+00
    1661  2.24053853E-02  5.97347522E-04  6.23393079E-07  4.17646637E-01  1.05895866E-02  5.65130009E-01 -2.99324226E-01 -2.96666821E-01  0.00000000E+00
    1671  2.24362598E-02  5.98399499E-04  6.23363102E-07  4.19720278E-01  1.05526594E-02  5.66400061E-01 -2.99341386E-01 -2.96685314E-01  0.00000000E+00
    1681  2.24382290E-02  5.97881531E-04  6.20617184E-07  4.21274970E-01  1.04853171E-02  5.66289136E-01 -2.99323900E-01 -2.96666234E-01  0.00000000E+00
    1691  2.24843906E-02  6.00751807E-04  6.27680169E-07  4.20268389E-01  1.05737882E-02  5.64872812E-01 -2.99334635E-01 -2.96676196E-01  0.00000000E+00
    1701  2.25250894E-02  6.04206383E-04  6.40144940E-07  4.15497405E-01  1.07540180E-02  5.65125857E-01 -2.99357199E-01 -2.96698619E-01  0.00000000E+00
    1711  2.25673412E-02  6.07171581E-04  6.49510950E-07  4.12723867E-01  1.08717421E-02  5.71416589E-01 -2.99339587E-01 -2.96681163E-01  0.00000000E+00
    1721  2.26680170E-02  6.12485254E-04  6.59178933E-07  4.14279007E-01  1.09561028E-02  5.70531809E-01 -2.99366687E-01 -2.96707454E-01  0.00000000E+00
    1731  2.26711174E-02  6.12001270E-04  6.56783729E-07  4.15483892E-01  1.08867371E-02  5.69363297E-01 -2.99357178E-01 -2.96700214E-01  0.00000000E+00
    1741  2.26724734E-02  6.12284878E-04  6.58142885E-07  4.14816774E-01  1.09114071E-02  5.68241992E-01 -2.99372790E-01 -2.96715557E-01  0.00000000E+00
    1751  2.27569191E-02  6.16577973E-04  6.65604936E-07  4.16394646E-01  1.09621387E-02  5.66563812E-01 -2.99371065E-01 -2.96713352E-01  0.00000000E+00
    1761  2.27134111E-02  6.14336423E-04  6.61611434E-07  4.15655155E-01  1.09329037E-02  5.65530221E-01 -2.99397580E-01 -2.96740548E-01  0.00000000E+00
    1771  2.26955492E-02  6.13852104E-04  6.60457253E-07  4.15753712E-01  1.09691963E-02  5.69010951E-01 -2.99385756E-01 -2.96729796E-01  0.00000000E+00
    1781  2.27141284E-02  6.14636313E-04  6.60957901E-07  4.16801883E-01  1.09625918E-02  5.69969715E-01 -2.99371088E-01 -2.96714776E-01  0.00000000E+00
    1791  2.26937895E-02  6.14255416E-04  6.60124782E-07  4.16814397E-01  1.10228610E-02  5.69990843E-01 -2.99382017E-01 -2.96725840E-01  0.00000000E+00
    1801  2.27158509E-02  6.15646780E-04  6.62331462E-07  4.17506738E-01  1.10661278E-02  5.69910027E-01 -2.99396199E-01 -2.96741889E-01  0.00000000E+00
    1811  2.26876062E-02  6.13879038E-04  6.58240957E-07  4.17765361E-01  1.10122244E-02  5.66556382E-01 -2.99410215E-01 -2.96757000E-01  0.00000000E+00
    1821  2.27603038E-02  6.17797418E-04  6.65451962E-07  4.18829880E-01  1.10804649E-02  5.71627270E-01 -2.99419562E-01 -2.96768048E-01  0.00000000E+00
    1831  2.27139340E-02  6.15511265E-04  6.61123474E-07  4.18313063E-01  1.10607486E-02  5.75204142E-01 -2.99439100E-01 -2.96787281E-01  0.00000000E+00
    1841  2.27158739E-02  6.15888747E-04  6.63226300E-07  4.17177986E-01  1.10928855E-02  5.72107604E-01 -2.99429129E-01 -2.96778156E-01  0.00000000E+00
    1851  2.26988162E-02  6.14595580E-04  6.59683435E-07  4.17849253E-01  1.10352993E-02  5.71913684E-01 -2.99418069E-01 -2.96769023E-01  0.00000000E+00
    1861  2.27011575E-02  6.15044817E-04  6.62645165E-07  4.16089543E-01  1.10733877E-02  5.74055648E-01 -2.99428799E-01 -2.96778096E-01  0.00000000E+00
    1871  2.27460818E-02  6.16576146E-04  6.62554697E-07  4.19065665E-01  1.10167050E-02  5.73047962E-01 -2.99424028E-01 -2.96773988E-01  0.00000000E+00
    1881  2.27224968E-02  6.16232374E-04  6.62963278E-07  4.18058677E-01  1.10976272E-02  5.70978125E-01 -2.99434011E-01 -2.96782831E-01  0.00000000E+00
    1891  2.26722955E-02  6.13704769E-04  6.58375542E-07  4.17315538E-01  1.10700027E-02  5.71292379E-01 -2.99408350E-01 -2.96757506E-01  0.00000000E+00
    1901  2.26143968E-02  6.10805368E-04  6.53138372E-07  4.16449756E-01  1.10391975E-02  5.69242738E-01 -2.99411834E-01 -2.96760943E-01  0.00000000E+00
    1911  2.26512207E-02  6.12704977E-04  6.56612293E-07  4.16978007E-01  1.10650484E-02  5.71803318E-01 -2.99394770E-01 -2.96742825E-01  0.00000000E+00
    1921  2.26426958E-02  6.12409632E-04  6.55611706E-07  4.17304827E-01  1.10751308E-02  5.68824750E-01 -2.99378843E-01 -2.96728547E-01  0.00000000E+00
    1931  2.26168948E-02  6.10959041E-04  6.52017995E-07  4.17743781E-01  1.10437164E-02  5.67753613E-01 -2.99373011E-01 -2.96722677E-01  0.00000000E+00
    1941  2.26007878E-02  6.09646876E-04  6.48400596E-07  4.18478942E-01  1.09788721E-02  5.65722589E-01 -2.99369057E-01 -2.96719903E-01  0.00000000E+00
    1951  2.25617458E-02  6.07237248E-04  6.43540116E-07  4.18248432E-01  1.09070807E-02  5.68462827E-01 -2.99354946E-01 -2.96705463E-01  0.00000000E+00
    1961  2.25160057E-02  6.05188850E-04  6.39741281E-07  4.17761009E-01  1.09085761E-02  5.65726107E-01 -2.99338722E-01 -2.96689462E-01  0.00000000E+00
    1971  2.25514498E-02  6.06894726E-04  6.41640112E-07  4.19311100E-01  1.09206264E-02  5.68622038E-01 -2.99338353E-01 -2.96689061E-01  0.00000000E+00
    1981  2.25383924E-02  6.06217594E-04  6.39598005E-07  4.19865394E-01  1.09108110E-02  5.67234009E-01 -2.99340916E-01 -2.96690612E-01  0.00000000E+00
    1991  2.25582926E-02  6.06840822E-04  6.39265454E-07  4.21357397E-01  1.08803566E-02  5.65687795E-01 -2.99344931E-01 -2.96693947E-01  0.00000000E+00
