#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
      1 -0.450000 -0.450000 -0.450000        1    1.74998155E-12  2.83636825E-14  8.51694801E-14  1.75228245E-12
      2 -0.400000 -0.450000 -0.450000        1    2.00783868E-12  1.43391684E-12  1.19258437E-13  2.47017332E-12
      3 -0.350000 -0.450000 -0.450000        1    5.21586177E-13  2.41818152E-12  1.13419024E-13  2.47639211E-12
      4 -0.300000 -0.450000 -0.450000        1    6.75861204E-13  3.68022243E-13  2.20454120E-13  8.00517806E-13
      5 -0.250000 -0.450000 -0.450000        1    6.81083650E-13  1.01024860E-12  5.01421838E-12  5.16012239E-12
      6 -0.200000 -0.450000 -0.450000        1    1.47367992E-12  1.62367283E-12  3.43825970E-13  2.21951847E-12
      7 -0.150000 -0.450000 -0.450000        1    1.58936593E-13  3.64388179E-12  2.79634910E-13  3.65805017E-12
      8 -0.100000 -0.450000 -0.450000        1    4.34051658E-13  2.15719293E-12  1.01912165E-12  2.42497239E-12
      9 -0.050000 -0.450000 -0.450000        1    3.11545308E-12  3.56188283E-12  4.11607897E-13  4.74999771E-12
     10  0.000000 -0.450000 -0.450000        1    1.86115654E-12  4.89184628E-13  5.53716408E-13  2.00245028E-12
     11  0.050000 -0.450000 -0.450000        1    6.25814956E-13  1.00439485E-12  2.57843220E-12  2.83703472E-12
     12  0.100000 -0.450000 -0.450000        1    9.59797267E-13  1.15097490E-13  2.11448344E-12  2.32497279E-12
     13  0.150000 -0.450000 -0.450000        1    9.98977718E-14  2.43429044E-12  6.71188367E-13  2.52710177E-12
     14  0.200000 -0.450000 -0.450000        1    4.31549547E-12  3.08275222E-13  2.25377198E-12  4.87832173E-12
     15  0.250000 -0.450000 -0.450000        1    1.17613323E-12  2.97923150E-12  9.27746914E-13  3.33464001E-12
     16  0.300000 -0.450000 -0.450000        1    9.51651475E-13  1.52586931E-13  2.09482329E-12  2.30590718E-12
     17  0.350000 -0.450000 -0.450000        1    2.76614146E-12  2.48093286E-13  2.51840776E-12  3.74906209E-12
