#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.407407  0.666604  0.000603
    9011  0.407402  0.666604  0.000603
    9021  0.407397  0.666604  0.000603
    9031  0.407399  0.666604  0.000603
    9041  0.407395  0.666604  0.000603
    9051  0.407398  0.666604  0.000603
    9061  0.407408  0.666604  0.000603
    9071  0.407408  0.666604  0.000603
    9081  0.407406  0.666604  0.000603
    9091  0.407415  0.666604  0.000603
    9101  0.407429  0.666604  0.000603
    9111  0.407441  0.666604  0.000603
    9121  0.407455  0.666604  0.000603
    9131  0.407461  0.666604  0.000603
    9141  0.407461  0.666604  0.000603
    9151  0.407460  0.666604  0.000603
    9161  0.407460  0.666604  0.000603
    9171  0.407469  0.666604  0.000603
    9181  0.407478  0.666604  0.000603
    9191  0.407484  0.666604  0.000603
    9201  0.407488  0.666604  0.000603
    9211  0.407492  0.666604  0.000603
    9221  0.407499  0.666604  0.000603
    9231  0.407505  0.666604  0.000603
    9241  0.407504  0.666604  0.000603
    9251  0.407506  0.666604  0.000603
    9261  0.407505  0.666604  0.000603
    9271  0.407509  0.666604  0.000603
    9281  0.407509  0.666604  0.000603
    9291  0.407514  0.666604  0.000603
    9301  0.407513  0.666604  0.000603
    9311  0.407510  0.666604  0.000603
    9321  0.407506  0.666604  0.000603
    9331  0.407504  0.666604  0.000603
    9341  0.407502  0.666604  0.000603
    9351  0.407502  0.666604  0.000603
    9361  0.407507  0.666604  0.000603
    9371  0.407504  0.666604  0.000603
    9381  0.407499  0.666604  0.000603
    9391  0.407489  0.666604  0.000603
    9401  0.407477  0.666604  0.000603
    9411  0.407468  0.666604  0.000603
    9421  0.407455  0.666604  0.000603
    9431  0.407450  0.666604  0.000603
    9441  0.407442  0.666604  0.000603
    9451  0.407429  0.666604  0.000603
    9461  0.407420  0.666604  0.000603
    9471  0.407416  0.666604  0.000603
    9481  0.407407  0.666604  0.000603
    9491  0.407399  0.666604  0.000603
    9501  0.407396  0.666604  0.000603
    9511  0.407395  0.666604  0.000603
    9521  0.407394  0.666604  0.000603
    9531  0.407390  0.666604  0.000603
    9541  0.407390  0.666604  0.000603
    9551  0.407387  0.666604  0.000603
    9561  0.407382  0.666604  0.000603
    9571  0.407372  0.666604  0.000603
    9581  0.407364  0.666604  0.000603
    9591  0.407360  0.666604  0.000603
    9601  0.407359  0.666604  0.000603
    9611  0.407350  0.666604  0.000603
    9621  0.407344  0.666604  0.000603
    9631  0.407339  0.666604  0.000603
    9641  0.407334  0.666604  0.000603
    9651  0.407323  0.666604  0.000603
    9661  0.407310  0.666604  0.000603
    9671  0.407297  0.666604  0.000603
    9681  0.407281  0.666604  0.000603
    9691  0.407266  0.666604  0.000603
    9701  0.407258  0.666604  0.000603
    9711  0.407258  0.666604  0.000603
    9721  0.407258  0.666604  0.000603
    9731  0.407256  0.666604  0.000604
    9741  0.407253  0.666604  0.000604
    9751  0.407255  0.666604  0.000604
    9761  0.407264  0.666604  0.000604
    9771  0.407266  0.666604  0.000604
    9781  0.407267  0.666604  0.000604
    9791  0.407268  0.666604  0.000604
    9801  0.407269  0.666604  0.000604
    9811  0.407272  0.666604  0.000604
    9821  0.407276  0.666604  0.000604
    9831  0.407277  0.666604  0.000604
    9841  0.407275  0.666604  0.000604
    9851  0.407272  0.666604  0.000605
    9861  0.407275  0.666604  0.000605
    9871  0.407278  0.666604  0.000605
    9881  0.407281  0.666604  0.000605
    9891  0.407282  0.666604  0.000605
    9901  0.407276  0.666604  0.000605
    9911  0.407274  0.666604  0.000605
    9921  0.407277  0.666604  0.000605
    9931  0.407270  0.666604  0.000605
    9941  0.407257  0.666604  0.000605
    9951  0.407242  0.666604  0.000605
    9961  0.407238  0.666604  0.000605
    9971  0.407231  0.666604  0.000605
    9981  0.407226  0.666604  0.000605
    9991  0.407220  0.666604  0.000605
#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.407563  0.666598  0.000661
    9011  0.407560  0.666598  0.000661
    9021  0.407557  0.666598  0.000661
    9031  0.407557  0.666598  0.000660
    9041  0.407549  0.666598  0.000660
    9051  0.407543  0.666598  0.000660
    9061  0.407543  0.666598  0.000660
    9071  0.407538  0.666598  0.000660
    9081  0.407535  0.666598  0.000660
    9091  0.407540  0.666598  0.000660
    9101  0.407539  0.666598  0.000660
    9111  0.407538  0.666598  0.000660
    9121  0.407538  0.666598  0.000659
    9131  0.407534  0.666598  0.000659
    9141  0.407526  0.666598  0.000659
    9151  0.407516  0.666598  0.000659
    9161  0.407511  0.666598  0.000659
    9171  0.407513  0.666598  0.000659
    9181  0.407516  0.666598  0.000659
    9191  0.407516  0.666598  0.000659
    9201  0.407518  0.666598  0.000658
    9211  0.407521  0.666598  0.000658
    9221  0.407531  0.666598  0.000658
    9231  0.407533  0.666598  0.000658
    9241  0.407531  0.666598  0.000658
    9251  0.407530  0.666598  0.000658
    9261  0.407529  0.666598  0.000657
    9271  0.407535  0.666598  0.000657
    9281  0.407537  0.666598  0.000657
    9291  0.407547  0.666598  0.000657
    9301  0.407552  0.666598  0.000657
    9311  0.407558  0.666598  0.000657
    9321  0.407558  0.666598  0.000656
    9331  0.407560  0.666599  0.000656
    9341  0.407561  0.666599  0.000656
    9351  0.407561  0.666599  0.000656
    9361  0.407562  0.666599  0.000656
    9371  0.407560  0.666599  0.000655
    9381  0.407553  0.666599  0.000655
    9391  0.407546  0.666599  0.000655
    9401  0.407540  0.666599  0.000655
    9411  0.407535  0.666599  0.000655
    9421  0.407530  0.666599  0.000655
    9431  0.407531  0.666599  0.000654
    9441  0.407534  0.666599  0.000654
    9451  0.407534  0.666599  0.000654
    9461  0.407535  0.666599  0.000654
    9471  0.407534  0.666599  0.000653
    9481  0.407529  0.666599  0.000653
    9491  0.407523  0.666599  0.000653
    9501  0.407527  0.666599  0.000653
    9511  0.407523  0.666599  0.000653
    9521  0.407525  0.666599  0.000652
    9531  0.407524  0.666599  0.000652
    9541  0.407526  0.666599  0.000652
    9551  0.407524  0.666599  0.000652
    9561  0.407520  0.666599  0.000651
    9571  0.407516  0.666599  0.000651
    9581  0.407508  0.666599  0.000651
    9591  0.407504  0.666599  0.000651
    9601  0.407513  0.666599  0.000651
    9611  0.407513  0.666599  0.000650
    9621  0.407515  0.666599  0.000650
    9631  0.407517  0.666599  0.000650
    9641  0.407517  0.666599  0.000650
    9651  0.407510  0.666599  0.000649
    9661  0.407499  0.666599  0.000649
    9671  0.407489  0.666599  0.000649
    9681  0.407478  0.666599  0.000649
    9691  0.407469  0.666599  0.000649
    9701  0.407464  0.666599  0.000648
    9711  0.407466  0.666599  0.000648
    9721  0.407466  0.666599  0.000648
    9731  0.407463  0.666599  0.000648
    9741  0.407462  0.666599  0.000648
    9751  0.407464  0.666599  0.000648
    9761  0.407473  0.666599  0.000647
    9771  0.407474  0.666599  0.000647
    9781  0.407477  0.666600  0.000647
    9791  0.407478  0.666600  0.000647
    9801  0.407479  0.666600  0.000647
    9811  0.407478  0.666600  0.000646
    9821  0.407479  0.666600  0.000646
    9831  0.407481  0.666600  0.000646
    9841  0.407484  0.666600  0.000646
    9851  0.407487  0.666600  0.000645
    9861  0.407492  0.666600  0.000645
    9871  0.407494  0.666600  0.000645
    9881  0.407497  0.666600  0.000645
    9891  0.407502  0.666600  0.000645
    9901  0.407506  0.666600  0.000644
    9911  0.407515  0.666600  0.000644
    9921  0.407523  0.666600  0.000644
    9931  0.407523  0.666600  0.000644
    9941  0.407523  0.666600  0.000644
    9951  0.407522  0.666600  0.000643
    9961  0.407525  0.666600  0.000643
    9971  0.407524  0.666600  0.000643
    9981  0.407526  0.666600  0.000643
    9991  0.407521  0.666600  0.000643
