#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
     85 -0.250000 -0.250000 -0.450000        1    9.77250443E-10  2.60558061E-09  2.26753967E-09  3.58968033E-09
     86 -0.200000 -0.250000 -0.450000        1    2.57751835E-09  1.86139195E-09  5.35447417E-09  6.22726059E-09
     87 -0.150000 -0.250000 -0.450000        1    2.60380857E-09  2.33027549E-09  5.62744648E-09  6.62405893E-09
     88 -0.100000 -0.250000 -0.450000        1    2.71588589E-09  8.51170052E-09  7.05931503E-09  1.13867911E-08
     89 -0.050000 -0.250000 -0.450000        1    3.13740988E-11  2.84725741E-09  2.64604983E-10  2.85969840E-09
     90  0.000000 -0.250000 -0.450000        1    1.13183537E-08  8.74165415E-10  4.31455588E-10  1.13602574E-08
     91  0.050000 -0.250000 -0.450000        1    1.34692513E-09  2.83413342E-09  1.53811414E-09  3.49461224E-09
     92  0.100000 -0.250000 -0.450000        1    2.01012510E-10  2.29865854E-09  1.94026246E-09  3.01477288E-09
     93  0.150000 -0.250000 -0.450000        1    1.45230561E-09  5.12624792E-09  4.67327295E-09  7.08710726E-09
     94  0.200000 -0.250000 -0.450000        1    9.34906998E-10  2.60563637E-09  4.29621271E-12  2.76828656E-09
     95  0.250000 -0.250000 -0.450000        1    4.93137187E-09  5.95767304E-09  1.01123731E-08  1.27307653E-08
     96  0.300000 -0.250000 -0.450000        1    1.52944965E-09  6.34889186E-10  8.01395728E-09  8.18326413E-09
     97  0.350000 -0.250000 -0.450000        1    1.18905445E-08  1.62229973E-09  1.25602927E-09  1.20662552E-08
     98  0.400000 -0.250000 -0.450000        1    8.67708391E-10  2.04773731E-09  9.10535326E-10  2.40316885E-09
     99  0.450000 -0.250000 -0.450000        1    1.68777667E-09  7.10400030E-09  4.38893017E-09  8.51927922E-09
    100  0.500000 -0.250000 -0.450000        1    2.47483876E-09  2.77791869E-09  7.62283255E-09  8.48228950E-09
    101 -0.450000 -0.200000 -0.450000        1    3.83806380E-09  5.70232505E-09  2.85400159E-09  7.44261848E-09
    102 -0.400000 -0.200000 -0.450000        1    3.48354533E-09  4.67037793E-10  7.58149392E-10  3.59555321E-09
    103 -0.350000 -0.200000 -0.450000        1    1.61378891E-09  4.34794092E-09  2.25001939E-09  5.15475433E-09
    104 -0.300000 -0.200000 -0.450000        1    4.65167633E-10  5.71303939E-09  1.42796268E-10  5.73372398E-09
    105 -0.250000 -0.200000 -0.450000        1    1.74246274E-10  1.80008088E-10  7.71579626E-09  7.71986247E-09
    106 -0.200000 -0.200000 -0.450000        1    2.02977487E-10  1.92641471E-09  4.22256548E-09  4.64567894E-09
    107 -0.150000 -0.200000 -0.450000        1    1.52839566E-09  9.88975554E-09  2.06291462E-10  1.00092864E-08
    108 -0.100000 -0.200000 -0.450000        1    2.87176647E-10  2.73539844E-10  5.91699780E-09  5.93027465E-09
    109 -0.050000 -0.200000 -0.450000        1    5.16954546E-09  2.99349129E-09  4.67779468E-10  5.99199533E-09
    110  0.000000 -0.200000 -0.450000        1    6.01353276E-09  2.77857510E-12  7.60278852E-09  9.69355339E-09
    111  0.050000 -0.200000 -0.450000        1    4.51511312E-09  1.38807112E-09  3.06122209E-09  5.62886033E-09
    112  0.100000 -0.200000 -0.450000        1    1.26899876E-10  1.70853044E-12  2.83375448E-09  2.83659496E-09
    113  0.150000 -0.200000 -0.450000        1    1.67546882E-08  1.14693633E-09  2.42788247E-09  1.69684900E-08
    114  0.200000 -0.200000 -0.450000        1    2.48022338E-10  1.74594698E-09  1.16638888E-09  2.11431051E-09
    115  0.250000 -0.200000 -0.450000        1    2.79851415E-09  3.01352786E-09  3.84129088E-09  5.62748143E-09
    116  0.300000 -0.200000 -0.450000        1    2.55695407E-10  1.57363466E-09  6.45518558E-09  6.64914483E-09
    117  0.350000 -0.200000 -0.450000        1    4.45591168E-09  9.64978104E-10  1.88563281E-09  4.93375544E-09
    118  0.400000 -0.200000 -0.450000        1    5.19369354E-09  5.23620932E-09  7.65466430E-09  1.06294979E-08
    119  0.450000 -0.200000 -0.450000        1    6.55488424E-10  3.54047232E-09  2.67139600E-09  4.48341008E-09
    120  0.500000 -0.200000 -0.450000        1    5.76532652E-09  7.55870566E-10  1.67533358E-09  6.05120424E-09
    121 -0.450000 -0.150000 -0.450000        1    3.49322674E-10  2.87610592E-09  1.00147621E-09  3.06544715E-09
    122 -0.400000 -0.150000 -0.450000        1    4.47024800E-09  1.07614024E-09  6.21506909E-09  7.73099469E-09
    123 -0.350000 -0.150000 -0.450000        1    3.63748336E-09  1.25180285E-09  3.87627154E-09  5.46111496E-09
    124 -0.300000 -0.150000 -0.450000        1    1.71456960E-09  6.93048177E-09  2.66750247E-10  7.14440216E-09
    125 -0.250000 -0.150000 -0.450000        1    5.55422265E-09  7.61937391E-11  5.07856801E-10  5.57791298E-09
    126 -0.200000 -0.150000 -0.450000        1    4.06077157E-09  1.55251104E-09  1.01588503E-11  4.34744287E-09
    127 -0.150000 -0.150000 -0.450000        1    2.35379362E-09  1.00424010E-10  3.92763280E-09  4.58003590E-09
    128 -0.100000 -0.150000 -0.450000        1    9.17667073E-10  4.08684505E-09  9.69448934E-09  1.05606600E-08
    129 -0.050000 -0.150000 -0.450000        1    4.17314659E-09  1.36544287E-08  6.75754405E-09  1.57962963E-08
    130  0.000000 -0.150000 -0.450000        1    1.89829665E-09  3.99835051E-11  1.50148943E-09  2.42066093E-09
    131  0.050000 -0.150000 -0.450000        1    4.22443443E-09  1.90812292E-09  6.69673282E-09  8.14450795E-09
    132  0.100000 -0.150000 -0.450000        1    3.14050049E-09  2.20117117E-09  3.08948642E-10  3.84751181E-09
    133  0.150000 -0.150000 -0.450000        1    1.13931448E-09  6.82033620E-09  2.05665094E-09  7.21421073E-09
    134  0.200000 -0.150000 -0.450000        1    1.60296849E-08  5.48289773E-09  6.40715664E-09  1.81125542E-08
    135  0.250000 -0.150000 -0.450000        1    8.68791706E-10  4.20709413E-10  2.17299853E-09  2.37775483E-09
    136  0.300000 -0.150000 -0.450000        1    4.21684135E-09  1.16334512E-09  3.66244091E-09  5.70513771E-09
    137  0.350000 -0.150000 -0.450000        1    7.51467721E-09  8.71795920E-10  1.82697767E-09  7.78256058E-09
    138  0.400000 -0.150000 -0.450000        1    6.06741678E-10  2.57180097E-09  5.15672113E-10  2.69225062E-09
    139  0.450000 -0.150000 -0.450000        1    4.96359644E-09  1.55933513E-09  3.80139776E-09  6.44355807E-09
    140  0.500000 -0.150000 -0.450000        1    7.16469197E-09  7.05050447E-10  1.23430717E-09  7.30434263E-09
    141 -0.450000 -0.100000 -0.450000        1    5.75344866E-09  2.25409335E-09  4.18539466E-09  7.46328592E-09
    142 -0.400000 -0.100000 -0.450000        1    2.08464615E-09  6.91496913E-09  2.48155007E-09  7.63679503E-09
    143 -0.350000 -0.100000 -0.450000        1    7.59281742E-10  5.67590632E-09  2.14141261E-09  6.11376065E-09
    144 -0.300000 -0.100000 -0.450000        1    7.56798474E-10  4.77939537E-09  8.80118702E-09  1.00437173E-08
    145 -0.250000 -0.100000 -0.450000        1    5.20566658E-09  2.36797738E-09  1.16199309E-08  1.29510260E-08
    146 -0.200000 -0.100000 -0.450000        1    1.58276329E-09  2.47949508E-09  3.11151701E-09  4.28188902E-09
    147 -0.150000 -0.100000 -0.450000        1    3.25545999E-09  1.96315451E-09  2.31444417E-09  4.45069065E-09
    148 -0.100000 -0.100000 -0.450000        1    3.12163553E-09  6.22975125E-10  3.16862614E-09  4.49142494E-09
    149 -0.050000 -0.100000 -0.450000        1    3.49740282E-09  1.05244251E-08  1.76297711E-09  1.12295788E-08
    150  0.000000 -0.100000 -0.450000        1    1.24480972E-08  5.49436513E-10  1.06281662E-08  1.63772684E-08
    151  0.050000 -0.100000 -0.450000        1    6.78947574E-10  2.51418364E-10  1.33557353E-09  1.51918980E-09
    152  0.100000 -0.100000 -0.450000        1    2.64448583E-09  6.05545851E-10  4.07639323E-09  4.89662872E-09
    153  0.150000 -0.100000 -0.450000        1    2.67140722E-10  2.56263030E-09  8.63664761E-10  2.71741698E-09
    154  0.200000 -0.100000 -0.450000        1    1.13080326E-09  1.33459653E-09  3.01267069E-09  3.48368320E-09
    155  0.250000 -0.100000 -0.450000        1    1.98852532E-09  1.11076412E-09  2.63822785E-09  3.48543772E-09
    156  0.300000 -0.100000 -0.450000        1    2.74119805E-09  2.11975837E-09  1.36533888E-09  3.72447211E-09
    157  0.350000 -0.100000 -0.450000        1    3.30983460E-09  2.00108422E-09  4.62042020E-09  6.02558097E-09
    158  0.400000 -0.100000 -0.450000        1    8.95063719E-10  2.13949448E-09  1.22487261E-12  2.31917597E-09
    159  0.450000 -0.100000 -0.450000        1    5.09820993E-09  9.18861657E-10  1.33154806E-09  5.34874485E-09
    160  0.500000 -0.100000 -0.450000        1    7.10622670E-10  2.52742194E-10  2.05947878E-08  2.06085940E-08
