   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
     531  1.42943163E-02  2.42439151E-04  1.00209312E-07  4.31695206E-01  3.66847523E-03  3.15720579E-01 -2.45257080E-01 -2.42737172E-01  0.00000000E+00
     541  1.42075589E-02  2.39976566E-04  9.87005105E-08  4.28704932E-01  3.66945359E-03  3.07601427E-01 -2.45299751E-01 -2.42773323E-01  0.00000000E+00
     551  1.41577221E-02  2.38926127E-04  9.88738695E-08  4.22658218E-01  3.70441325E-03  3.10880589E-01 -2.45268032E-01 -2.42744491E-01  0.00000000E+00
     561  1.40212079E-02  2.34934635E-04  9.62289482E-08  4.18847128E-01  3.69048811E-03  3.10029519E-01 -2.45229501E-01 -2.42706311E-01  0.00000000E+00
     571  1.41198639E-02  2.38311264E-04  9.89149523E-08  4.19434062E-01  3.74827481E-03  3.04005284E-01 -2.45184651E-01 -2.42660396E-01  0.00000000E+00
     581  1.41332094E-02  2.38301795E-04  9.83375344E-08  4.22777261E-01  3.71106996E-03  3.08917783E-01 -2.45140421E-01 -2.42614011E-01  0.00000000E+00
     591  1.41154368E-02  2.37345993E-04  9.73584380E-08  4.23912391E-01  3.66739374E-03  3.12466028E-01 -2.45060911E-01 -2.42534240E-01  0.00000000E+00
     601  1.41918445E-02  2.39277617E-04  9.78456994E-08  4.30339197E-01  3.64513261E-03  3.11958373E-01 -2.45117279E-01 -2.42586640E-01  0.00000000E+00
     611  1.41956344E-02  2.38477060E-04  9.64109010E-08  4.34917748E-01  3.55771840E-03  3.11531900E-01 -2.45100645E-01 -2.42566022E-01  0.00000000E+00
     621  1.42257028E-02  2.38665764E-04  9.56171228E-08  4.40456099E-01  3.49362339E-03  3.25324219E-01 -2.45107469E-01 -2.42567855E-01  0.00000000E+00
     631  1.42532611E-02  2.40139975E-04  9.78621607E-08  4.34328075E-01  3.55998029E-03  3.26216893E-01 -2.45122812E-01 -2.42586547E-01  0.00000000E+00
     641  1.42725905E-02  2.40360135E-04  9.76491638E-08  4.36592798E-01  3.52809773E-03  3.33022254E-01 -2.45125754E-01 -2.42592265E-01  0.00000000E+00
     651  1.43182690E-02  2.42609131E-04  9.99654223E-08  4.33872480E-01  3.61886773E-03  3.42394112E-01 -2.45160941E-01 -2.42627774E-01  0.00000000E+00
     661  1.42456270E-02  2.40756245E-04  9.89229201E-08  4.31120151E-01  3.64024174E-03  3.33844313E-01 -2.45151538E-01 -2.42621688E-01  0.00000000E+00
     671  1.42360638E-02  2.39893257E-04  9.78805164E-08  4.33057629E-01  3.58339191E-03  3.31261562E-01 -2.45132601E-01 -2.42601570E-01  0.00000000E+00
     681  1.42428034E-02  2.40312525E-04  9.81860641E-08  4.33270549E-01  3.60527396E-03  3.28142023E-01 -2.45036870E-01 -2.42509528E-01  0.00000000E+00
     691  1.42957564E-02  2.42344224E-04  1.00150189E-07  4.31585468E-01  3.65537475E-03  3.30838324E-01 -2.45029028E-01 -2.42503136E-01  0.00000000E+00
     701  1.42625747E-02  2.41348892E-04  9.93332538E-08  4.31562413E-01  3.65078172E-03  3.25040138E-01 -2.45027442E-01 -2.42502293E-01  0.00000000E+00
     711  1.42232518E-02  2.40069263E-04  9.81917706E-08  4.32088426E-01  3.63543024E-03  3.21094255E-01 -2.45021083E-01 -2.42498945E-01  0.00000000E+00
     721  1.42308816E-02  2.40160755E-04  9.79086118E-08  4.34157507E-01  3.62333983E-03  3.20748227E-01 -2.45079862E-01 -2.42556654E-01  0.00000000E+00
     731  1.42685797E-02  2.41190338E-04  9.83589017E-08  4.36397898E-01  3.61902835E-03  3.23772987E-01 -2.45117055E-01 -2.42591708E-01  0.00000000E+00
     741  1.43539565E-02  2.43581423E-04  9.94844122E-08  4.41085398E-01  3.61396394E-03  3.19902228E-01 -2.45109737E-01 -2.42585201E-01  0.00000000E+00
     751  1.43193341E-02  2.41892604E-04  9.78826032E-08  4.42379057E-01  3.54696195E-03  3.19501869E-01 -2.45118805E-01 -2.42597044E-01  0.00000000E+00
     761  1.43799300E-02  2.44004596E-04  9.92558737E-08  4.44301854E-01  3.58285903E-03  3.17740874E-01 -2.45087168E-01 -2.42563469E-01  0.00000000E+00
     771  1.43912712E-02  2.44374508E-04  9.96242448E-08  4.43926771E-01  3.58705701E-03  3.22033444E-01 -2.45061722E-01 -2.42533928E-01  0.00000000E+00
     781  1.43800607E-02  2.44078220E-04  9.92983664E-08  4.44399288E-01  3.58958402E-03  3.19200361E-01 -2.45019776E-01 -2.42488678E-01  0.00000000E+00
     791  1.43495918E-02  2.44071703E-04  9.98948026E-08  4.41032220E-01  3.67321527E-03  3.19351828E-01 -2.45049167E-01 -2.42514769E-01  0.00000000E+00
     801  1.43493549E-02  2.44534603E-04  1.00596690E-07  4.39233849E-01  3.71842660E-03  3.15612988E-01 -2.45063346E-01 -2.42529715E-01  0.00000000E+00
     811  1.43937823E-02  2.45961086E-04  1.01306462E-07  4.41808664E-01  3.73281677E-03  3.19770927E-01 -2.45076692E-01 -2.42539886E-01  0.00000000E+00
     821  1.44165677E-02  2.46363126E-04  1.01166306E-07  4.44398732E-01  3.70832792E-03  3.16628916E-01 -2.45073408E-01 -2.42539668E-01  0.00000000E+00
     831  1.44118901E-02  2.46000552E-04  1.00572102E-07  4.46032730E-01  3.68640795E-03  3.16193453E-01 -2.45079332E-01 -2.42551275E-01  0.00000000E+00
     841  1.43903247E-02  2.45471853E-04  1.00462724E-07  4.44248950E-01  3.69530512E-03  3.13465130E-01 -2.45101666E-01 -2.42570989E-01  0.00000000E+00
     851  1.44331877E-02  2.47191502E-04  1.02974351E-07  4.38253032E-01  3.74191097E-03  3.21797249E-01 -2.45126097E-01 -2.42594614E-01  0.00000000E+00
     861  1.43540360E-02  2.44934683E-04  1.01460655E-07  4.36263917E-01  3.74400338E-03  3.20284650E-01 -2.45110377E-01 -2.42580909E-01  0.00000000E+00
     871  1.43491712E-02  2.44706600E-04  1.01199526E-07  4.36666136E-01  3.73548981E-03  3.17731252E-01 -2.45061054E-01 -2.42534026E-01  0.00000000E+00
     881  1.43516119E-02  2.46303090E-04  1.06471426E-07  4.14978137E-01  3.88241887E-03  3.23365369E-01 -2.45076037E-01 -2.42550648E-01  0.00000000E+00
     891  1.43919178E-02  2.47711570E-04  1.07359290E-07  4.16788886E-01  3.90647758E-03  3.23597571E-01 -2.45120977E-01 -2.42595479E-01  0.00000000E+00
     901  1.43822486E-02  2.47152586E-04  1.06604408E-07  4.18267148E-01  3.87945261E-03  3.23739809E-01 -2.45146365E-01 -2.42621395E-01  0.00000000E+00
     911  1.43942205E-02  2.47326697E-04  1.06464156E-07  4.19850177E-01  3.86305095E-03  3.19906486E-01 -2.45160359E-01 -2.42635330E-01  0.00000000E+00
     921  1.43714023E-02  2.46238143E-04  1.05356449E-07  4.20799117E-01  3.82145151E-03  3.18711866E-01 -2.45162657E-01 -2.42637374E-01  0.00000000E+00
     931  1.44256386E-02  2.48030615E-04  1.06579873E-07  4.22511471E-01  3.84365065E-03  3.15354823E-01 -2.45149124E-01 -2.42621657E-01  0.00000000E+00
     941  1.44806561E-02  2.49187833E-04  1.06583791E-07  4.27841648E-01  3.80195886E-03  3.11831049E-01 -2.45149489E-01 -2.42621578E-01  0.00000000E+00
     951  1.44758162E-02  2.48946994E-04  1.06455849E-07  4.27422205E-01  3.79226683E-03  3.09229334E-01 -2.45128668E-01 -2.42602492E-01  0.00000000E+00
     961  1.44666970E-02  2.48415902E-04  1.05732522E-07  4.28878445E-01  3.76655112E-03  3.10169664E-01 -2.45108314E-01 -2.42582041E-01  0.00000000E+00
     971  1.44975666E-02  2.49195205E-04  1.05975889E-07  4.31138619E-01  3.75549971E-03  3.07843633E-01 -2.45091030E-01 -2.42565591E-01  0.00000000E+00
     981  1.44238987E-02  2.46802571E-04  1.04273267E-07  4.29372930E-01  3.73027561E-03  3.11816013E-01 -2.45081858E-01 -2.42556464E-01  0.00000000E+00
     991  1.44238041E-02  2.46263081E-04  1.03341183E-07  4.31993171E-01  3.67860949E-03  3.10972017E-01 -2.45060777E-01 -2.42536363E-01  0.00000000E+00
    1001  1.44847710E-02  2.48465870E-04  1.05502250E-07  4.30351465E-01  3.72099310E-03  3.12927735E-01 -2.45040200E-01 -2.42518122E-01  0.00000000E+00
    1011  1.44063019E-02  2.46448680E-04  1.04327575E-07  4.27434910E-01  3.74504423E-03  3.11209962E-01 -2.45044175E-01 -2.42524470E-01  0.00000000E+00
    1021  1.43832117E-02  2.45544201E-04  1.03527015E-07  4.27634994E-01  3.72196926E-03  3.15588003E-01 -2.44974995E-01 -2.42458226E-01  0.00000000E+00
    1031  1.43543024E-02  2.44479622E-04  1.02544656E-07  4.28117974E-01  3.69946515E-03  3.17514749E-01 -2.44950103E-01 -2.42432878E-01  0.00000000E+00
    1041  1.43459248E-02  2.44654097E-04  1.03036302E-07  4.26195402E-01  3.73940289E-03  3.15828237E-01 -2.44985498E-01 -2.42466331E-01  0.00000000E+00
    1051  1.43049600E-02  2.42951961E-04  1.01623646E-07  4.26104658E-01  3.68853557E-03  3.15299025E-01 -2.44969337E-01 -2.42450784E-01  0.00000000E+00
    1061  1.43045734E-02  2.42376417E-04  1.00695793E-07  4.28640636E-01  3.63420071E-03  3.11920443E-01 -2.44958340E-01 -2.42441227E-01  0.00000000E+00
    1071  1.42526358E-02  2.40544122E-04  9.93617884E-08  4.27588110E-01  3.60059761E-03  3.16730671E-01 -2.44938180E-01 -2.42421136E-01  0.00000000E+00
    1081  1.42707480E-02  2.40882792E-04  9.91764546E-08  4.30261233E-01  3.58346866E-03  3.16310493E-01 -2.44938656E-01 -2.42419758E-01  0.00000000E+00
    1091  1.42948893E-02  2.41813047E-04  9.99386512E-08  4.30291408E-01  3.60663224E-03  3.17697702E-01 -2.44951125E-01 -2.42428915E-01  0.00000000E+00
    1101  1.43720606E-02  2.44080512E-04  1.01163189E-07  4.33975739E-01  3.61194546E-03  3.18462076E-01 -2.44918919E-01 -2.42395606E-01  0.00000000E+00
    1111  1.43660776E-02  2.43606744E-04  1.00544374E-07  4.35247833E-01  3.58289277E-03  3.15482867E-01 -2.44929788E-01 -2.42405196E-01  0.00000000E+00
    1121  1.43566103E-02  2.43730169E-04  1.01321255E-07  4.31460388E-01  3.62094748E-03  3.13033108E-01 -2.44913807E-01 -2.42392429E-01  0.00000000E+00
    1131  1.43431064E-02  2.43153875E-04  1.00763067E-07  4.31909228E-01  3.60278061E-03  3.11765730E-01 -2.44920142E-01 -2.42400840E-01  0.00000000E+00
    1141  1.42856685E-02  2.41690738E-04  9.99014094E-08  4.29927165E-01  3.62022610E-03  3.13202264E-01 -2.44946163E-01 -2.42425906E-01  0.00000000E+00
    1151  1.42738862E-02  2.41849700E-04  1.00552634E-07  4.26965078E-01  3.66791696E-03  3.17445849E-01 -2.44955026E-01 -2.42434659E-01  0.00000000E+00
    1161  1.42730147E-02  2.41709936E-04  1.00330783E-07  4.27567949E-01  3.65685852E-03  3.16957423E-01 -2.44942910E-01 -2.42420493E-01  0.00000000E+00
    1171  1.42705363E-02  2.41602375E-04  9.99050747E-08  4.29489167E-01  3.65331437E-03  3.20616700E-01 -2.44976054E-01 -2.42455983E-01  0.00000000E+00
    1181  1.42150686E-02  2.39871566E-04  9.87343297E-08  4.28008748E-01  3.63880131E-03  3.18522646E-01 -2.44978822E-01 -2.42459940E-01  0.00000000E+00
    1191  1.42153984E-02  2.40567817E-04  9.99938416E-08  4.24060397E-01  3.70491714E-03  3.23790552E-01 -2.44921478E-01 -2.42406917E-01  0.00000000E+00
    1201  1.42052848E-02  2.40143682E-04  9.94731563E-08  4.25033801E-01  3.69175868E-03  3.19948419E-01 -2.44922675E-01 -2.42406178E-01  0.00000000E+00
    1211  1.41423889E-02  2.38224339E-04  9.82370563E-08  4.22992011E-01  3.67863043E-03  3.19661227E-01 -2.44942724E-01 -2.42427490E-01  0.00000000E+00
    1221  1.40826110E-02  2.37055126E-04  9.81487395E-08  4.17809960E-01  3.72849270E-03  3.21296435E-01 -2.44968294E-01 -2.42455860E-01  0.00000000E+00
    1231  1.40862531E-02  2.36852482E-04  9.76316163E-08  4.19886001E-01  3.69911167E-03  3.21940436E-01 -2.44961769E-01 -2.42448215E-01  0.00000000E+00
    1241  1.40577575E-02  2.35997898E-04  9.70834533E-08  4.18957777E-01  3.69404848E-03  3.19489166E-01 -2.44968472E-01 -2.42457367E-01  0.00000000E+00
    1251  1.40619651E-02  2.35768649E-04  9.66107179E-08  4.20662093E-01  3.66059304E-03  3.18227632E-01 -2.44937104E-01 -2.42420396E-01  0.00000000E+00
    1261  1.40667273E-02  2.35627053E-04  9.61979644E-08  4.22443699E-01  3.63406962E-03  3.15034058E-01 -2.44948496E-01 -2.42434119E-01  0.00000000E+00
    1271  1.40736171E-02  2.35579318E-04  9.58808928E-08  4.24114037E-01  3.61081272E-03  3.13530240E-01 -2.44944765E-01 -2.42433187E-01  0.00000000E+00
    1281  1.40863500E-02  2.35551657E-04  9.54313183E-08  4.26679673E-01  3.57363703E-03  3.13160968E-01 -2.44956133E-01 -2.42445240E-01  0.00000000E+00
    1291  1.40881305E-02  2.35475460E-04  9.50966373E-08  4.28320527E-01  3.56147374E-03  3.13112713E-01 -2.44921238E-01 -2.42412960E-01  0.00000000E+00
    1301  1.40312017E-02  2.33743834E-04  9.39749866E-08  4.26662048E-01  3.54888092E-03  3.12903668E-01 -2.44920161E-01 -2.42413265E-01  0.00000000E+00
    1311  1.40044240E-02  2.33198106E-04  9.37743052E-08  4.25205554E-01  3.56861358E-03  3.10208760E-01 -2.44935807E-01 -2.42428675E-01  0.00000000E+00
    1321  1.39912950E-02  2.32484417E-04  9.30433139E-08  4.26179288E-01  3.53529622E-03  3.08933763E-01 -2.44936778E-01 -2.42432505E-01  0.00000000E+00
    1331  1.39980334E-02  2.32946171E-04  9.34142379E-08  4.26173410E-01  3.56158870E-03  3.10346756E-01 -2.44950174E-01 -2.42445511E-01  0.00000000E+00
    1341  1.39981213E-02  2.32878445E-04  9.32557744E-08  4.26813577E-01  3.55483273E-03  3.14423016E-01 -2.44915155E-01 -2.42411397E-01  0.00000000E+00
    1351  1.40411233E-02  2.33862337E-04  9.34400521E-08  4.30503253E-01  3.53347820E-03  3.15617735E-01 -2.44932633E-01 -2.42426228E-01  0.00000000E+00
    1361  1.40299141E-02  2.33604412E-04  9.31949438E-08  4.30742168E-01  3.53893869E-03  3.13724873E-01 -2.44943428E-01 -2.42437854E-01  0.00000000E+00
    1371  1.40131032E-02  2.32800306E-04  9.24171586E-08  4.31586655E-01  3.50691639E-03  3.13861708E-01 -2.44929733E-01 -2.42424644E-01  0.00000000E+00
    1381  1.40085265E-02  2.32392626E-04  9.18608845E-08  4.33023991E-01  3.48001935E-03  3.14721185E-01 -2.44918325E-01 -2.42411317E-01  0.00000000E+00
    1391  1.40007298E-02  2.32044911E-04  9.15064323E-08  4.33517793E-01  3.46757011E-03  3.13515701E-01 -2.44937608E-01 -2.42429466E-01  0.00000000E+00
    1401  1.39668379E-02  2.31440803E-04  9.16305789E-08  4.29784104E-01  3.50065958E-03  3.16237669E-01 -2.44920341E-01 -2.42412218E-01  0.00000000E+00
    1411  1.39948292E-02  2.32247018E-04  9.20063835E-08  4.31413672E-01  3.50292471E-03  3.16596186E-01 -2.44910268E-01 -2.42403448E-01  0.00000000E+00
    1421  1.39969718E-02  2.32332739E-04  9.20829465E-08  4.31360365E-01  3.50540275E-03  3.15137937E-01 -2.44883670E-01 -2.42379023E-01  0.00000000E+00
    1431  1.39767326E-02  2.32024304E-04  9.19783194E-08  4.30495372E-01  3.53021103E-03  3.16352363E-01 -2.44911212E-01 -2.42405852E-01  0.00000000E+00
    1441  1.39573256E-02  2.31524541E-04  9.17113718E-08  4.29694091E-01  3.53428765E-03  3.16030540E-01 -2.44889679E-01 -2.42384615E-01  0.00000000E+00
    1451  1.39438415E-02  2.31011370E-04  9.12157694E-08  4.30253114E-01  3.52110556E-03  3.14974328E-01 -2.44862971E-01 -2.42358212E-01  0.00000000E+00
    1461  1.39655208E-02  2.31571718E-04  9.14650100E-08  4.31457814E-01  3.51680215E-03  3.15262041E-01 -2.44853817E-01 -2.42352195E-01  0.00000000E+00
    1471  1.39531804E-02  2.31225975E-04  9.11597630E-08  4.31659385E-01  3.51668514E-03  3.14761638E-01 -2.44895004E-01 -2.42393993E-01  0.00000000E+00
    1481  1.40001560E-02  2.33362365E-04  9.40813593E-08  4.24134988E-01  3.59592935E-03  3.12077352E-01 -2.44876126E-01 -2.42375744E-01  0.00000000E+00
    1491  1.39760228E-02  2.32437844E-04  9.33395547E-08  4.24121595E-01  3.57192644E-03  3.16419107E-01 -2.44894907E-01 -2.42393982E-01  0.00000000E+00
    1501  1.39777695E-02  2.32714831E-04  9.42714815E-08  4.19755605E-01  3.59388816E-03  3.22400278E-01 -2.44933109E-01 -2.42430453E-01  0.00000000E+00
    1511  1.39768440E-02  2.32502210E-04  9.39600709E-08  4.20614114E-01  3.57591254E-03  3.22431030E-01 -2.44929350E-01 -2.42426653E-01  0.00000000E+00
    1521  1.39460014E-02  2.31481584E-04  9.31770186E-08  4.20364917E-01  3.56056805E-03  3.21519621E-01 -2.44937875E-01 -2.42434392E-01  0.00000000E+00
    1531  1.39211845E-02  2.30760481E-04  9.26923827E-08  4.19770348E-01  3.55772593E-03  3.22880829E-01 -2.44923032E-01 -2.42418919E-01  0.00000000E+00
    1541  1.39032663E-02  2.30107841E-04  9.21497080E-08  4.19890639E-01  3.54289525E-03  3.22716704E-01 -2.44959097E-01 -2.42454146E-01  0.00000000E+00
    1551  1.39124893E-02  2.30160256E-04  9.18738937E-08  4.21890370E-01  3.52324658E-03  3.22536483E-01 -2.44963214E-01 -2.42459608E-01  0.00000000E+00
    1561  1.38998784E-02  2.29497408E-04  9.11952231E-08  4.22841276E-01  3.49320436E-03  3.26520136E-01 -2.44952891E-01 -2.42447299E-01  0.00000000E+00
    1571  1.38758995E-02  2.28684088E-04  9.05354424E-08  4.22934011E-01  3.47902691E-03  3.24384048E-01 -2.44951923E-01 -2.42446211E-01  0.00000000E+00
    1581  1.38758982E-02  2.28758644E-04  9.05637574E-08  4.23129738E-01  3.48620682E-03  3.22412481E-01 -2.44977163E-01 -2.42472121E-01  0.00000000E+00
    1591  1.38729660E-02  2.28874829E-04  9.07109071E-08  4.22778912E-01  3.50522215E-03  3.24281668E-01 -2.44980921E-01 -2.42475234E-01  0.00000000E+00
    1601  1.38971491E-02  2.29341634E-04  9.07616605E-08  4.24804641E-01  3.48551278E-03  3.23810319E-01 -2.44991159E-01 -2.42484245E-01  0.00000000E+00
    1611  1.39076644E-02  2.29502755E-04  9.07343338E-08  4.25784920E-01  3.47287854E-03  3.21616202E-01 -2.44986794E-01 -2.42480978E-01  0.00000000E+00
    1621  1.38915788E-02  2.29059683E-04  9.04862400E-08  4.25137503E-01  3.47327292E-03  3.23523948E-01 -2.44992823E-01 -2.42485348E-01  0.00000000E+00
    1631  1.38696683E-02  2.28330392E-04  8.99252803E-08  4.25046000E-01  3.46162317E-03  3.25261544E-01 -2.44979053E-01 -2.42469739E-01  0.00000000E+00
    1641  1.38716589E-02  2.28575625E-04  9.01889442E-08  4.24596875E-01  3.47991274E-03  3.24939044E-01 -2.44973654E-01 -2.42464039E-01  0.00000000E+00
    1651  1.38629796E-02  2.28106259E-04  8.96936162E-08  4.25399663E-01  3.45790393E-03  3.25723827E-01 -2.44984517E-01 -2.42474314E-01  0.00000000E+00
    1661  1.38456016E-02  2.27686451E-04  8.94226251E-08  4.25021263E-01  3.46384427E-03  3.23299322E-01 -2.44975526E-01 -2.42463962E-01  0.00000000E+00
    1671  1.38686096E-02  2.28073031E-04  8.92894269E-08  4.27822322E-01  3.43967736E-03  3.20913089E-01 -2.44967167E-01 -2.42455238E-01  0.00000000E+00
    1681  1.38830020E-02  2.28724767E-04  9.00128420E-08  4.26469086E-01  3.46396503E-03  3.19276329E-01 -2.44956469E-01 -2.42444191E-01  0.00000000E+00
    1691  1.38880032E-02  2.28789856E-04  8.99418816E-08  4.27247247E-01  3.45686141E-03  3.17265941E-01 -2.44963669E-01 -2.42451473E-01  0.00000000E+00
    1701  1.39126057E-02  2.29774495E-04  9.09755963E-08  4.25619067E-01  3.48580311E-03  3.17202454E-01 -2.44959402E-01 -2.42446809E-01  0.00000000E+00
    1711  1.39030818E-02  2.29777831E-04  9.13393018E-08  4.23339530E-01  3.51162369E-03  3.18309627E-01 -2.44933663E-01 -2.42420320E-01  0.00000000E+00
    1721  1.39187107E-02  2.29994712E-04  9.11095048E-08  4.25874640E-01  3.49064526E-03  3.18207887E-01 -2.44944864E-01 -2.42429886E-01  0.00000000E+00
    1731  1.39434824E-02  2.30826188E-04  9.17133278E-08  4.26225769E-01  3.50424468E-03  3.18064602E-01 -2.44963691E-01 -2.42449567E-01  0.00000000E+00
    1741  1.39542528E-02  2.31137263E-04  9.19311326E-08  4.26410198E-01  3.50526540E-03  3.18049163E-01 -2.44964861E-01 -2.42450401E-01  0.00000000E+00
    1751  1.39991748E-02  2.32875261E-04  9.33803422E-08  4.26032243E-01  3.55168727E-03  3.16007454E-01 -2.44958374E-01 -2.42443746E-01  0.00000000E+00
    1761  1.40037192E-02  2.32888583E-04  9.32164684E-08  4.27105050E-01  3.54072028E-03  3.18454191E-01 -2.44992565E-01 -2.42480644E-01  0.00000000E+00
    1771  1.40090356E-02  2.32863024E-04  9.29293377E-08  4.28744334E-01  3.52392497E-03  3.19313790E-01 -2.44978627E-01 -2.42467774E-01  0.00000000E+00
    1781  1.40172999E-02  2.33054746E-04  9.28853114E-08  4.29954026E-01  3.52008470E-03  3.19893124E-01 -2.44946835E-01 -2.42435605E-01  0.00000000E+00
    1791  1.39943797E-02  2.32336566E-04  9.23213882E-08  4.29906696E-01  3.51275521E-03  3.20311972E-01 -2.44951030E-01 -2.42438991E-01  0.00000000E+00
    1801  1.40358827E-02  2.34230673E-04  9.47410605E-08  4.24388509E-01  3.58309573E-03  3.20218873E-01 -2.44955389E-01 -2.42445067E-01  0.00000000E+00
    1811  1.40276645E-02  2.33854726E-04  9.43429298E-08  4.24962984E-01  3.56910857E-03  3.17347723E-01 -2.44959668E-01 -2.42449367E-01  0.00000000E+00
    1821  1.40389391E-02  2.34484440E-04  9.50635654E-08  4.23678548E-01  3.59926307E-03  3.18387898E-01 -2.44971187E-01 -2.42461450E-01  0.00000000E+00
    1831  1.40441325E-02  2.34714411E-04  9.54177354E-08  4.22664397E-01  3.60736033E-03  3.16652309E-01 -2.44987759E-01 -2.42477831E-01  0.00000000E+00
    1841  1.40553373E-02  2.34833409E-04  9.52088575E-08  4.24511921E-01  3.58850858E-03  3.19140439E-01 -2.44995944E-01 -2.42485612E-01  0.00000000E+00
    1851  1.40315516E-02  2.34073697E-04  9.46301683E-08  4.24290854E-01  3.57968724E-03  3.18188776E-01 -2.44988624E-01 -2.42480528E-01  0.00000000E+00
    1861  1.40501700E-02  2.34516292E-04  9.47898454E-08  4.25494061E-01  3.57196353E-03  3.18079765E-01 -2.45014272E-01 -2.42505929E-01  0.00000000E+00
    1871  1.40571483E-02  2.34658915E-04  9.48338162E-08  4.25926030E-01  3.56681190E-03  3.18328794E-01 -2.44981607E-01 -2.42471497E-01  0.00000000E+00
    1881  1.40744872E-02  2.35142231E-04  9.50332409E-08  4.27081277E-01  3.56638324E-03  3.18278392E-01 -2.44994355E-01 -2.42485584E-01  0.00000000E+00
    1891  1.40381462E-02  2.34053493E-04  9.43154139E-08  4.26106686E-01  3.55992462E-03  3.20784189E-01 -2.44974793E-01 -2.42467662E-01  0.00000000E+00
    1901  1.40326745E-02  2.33670013E-04  9.38383608E-08  4.27133808E-01  3.53779694E-03  3.19338715E-01 -2.44976734E-01 -2.42467859E-01  0.00000000E+00
    1911  1.40324962E-02  2.33498545E-04  9.35487765E-08  4.28062594E-01  3.52177354E-03  3.17323547E-01 -2.44967488E-01 -2.42458046E-01  0.00000000E+00
    1921  1.40260657E-02  2.33352004E-04  9.34404853E-08  4.28006938E-01  3.52503566E-03  3.20422724E-01 -2.44933136E-01 -2.42423058E-01  0.00000000E+00
    1931  1.40353474E-02  2.33719703E-04  9.36677465E-08  4.28418498E-01  3.53535843E-03  3.20325886E-01 -2.44958957E-01 -2.42449748E-01  0.00000000E+00
    1941  1.40246535E-02  2.33128794E-04  9.30756956E-08  4.29148426E-01  3.50736349E-03  3.19225466E-01 -2.44947012E-01 -2.42439482E-01  0.00000000E+00
    1951  1.39990259E-02  2.32264263E-04  9.24660512E-08  4.28657840E-01  3.49327637E-03  3.18490547E-01 -2.44949675E-01 -2.42440541E-01  0.00000000E+00
    1961  1.39889229E-02  2.31969493E-04  9.22876901E-08  4.28309765E-01  3.49212039E-03  3.18744075E-01 -2.44941106E-01 -2.42433068E-01  0.00000000E+00
    1971  1.40012889E-02  2.32098149E-04  9.21009803E-08  4.30098706E-01  3.47118767E-03  3.17591909E-01 -2.44946567E-01 -2.42438888E-01  0.00000000E+00
    1981  1.40245211E-02  2.32768242E-04  9.23837763E-08  4.31635423E-01  3.47301565E-03  3.16860298E-01 -2.44942124E-01 -2.42436997E-01  0.00000000E+00
    1991  1.40338008E-02  2.33200200E-04  9.27758585E-08  4.31335798E-01  3.48953178E-03  3.18046806E-01 -2.44931949E-01 -2.42427791E-01  0.00000000E+00
