   9    9   -1    0    0    1.235781
   9    9    1    0    0    1.235781
   9    9   -1    1    0    1.255723
   9    9    0   -1    0    1.235746
   9    9    0    1    0    1.235746
   9    9    1   -1    0    1.255723
   9    9   -2    1    0   -0.017251
   9    9   -1   -1    0   -0.020356
   9    9    1    1    0   -0.020356
   9    9    2   -1    0   -0.017251
   9    9   -1    2    0   -0.049096
   9    9    1   -2    0   -0.049096
   9    9   -2    0    0   -0.189246
   9    9    2    0    0   -0.189246
   9    9   -2    2    0   -0.191396
   9    9    0   -2    0   -0.192302
   9    9    0    2    0   -0.192302
   9    9    2   -2    0   -0.191396
   9    9   -3    1    0   -0.030652
   9    9   -2   -1    0   -0.030419
   9    9    2    1    0   -0.030419
   9    9    3   -1    0   -0.030652
   9    9   -3    2    0   -0.019887
   9    9   -1   -2    0   -0.018991
   9    9    1    2    0   -0.018991
   9    9    3   -2    0   -0.019887
   9    9   -2    3    0   -0.022791
   9    9   -1    3    0   -0.023830
   9    9    1   -3    0   -0.023830
   9    9    2   -3    0   -0.022791
   9    9   -3    0    0    0.013781
   9    9    3    0    0    0.013781
