   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0 -8.20496153E-03 -4.56521120E-02  1.65254166E+00  1.65319248E+00  0.00000000E+00
     100 -3.42972458E-03 -4.43991019E-02  1.86291460E+00  1.86344676E+00  0.00000000E+00
     200  1.60374819E-03 -4.03618494E-02  1.90460969E+00  1.90503799E+00  0.00000000E+00
     300  4.80334213E-03 -3.53824681E-02  1.92470874E+00  1.92503993E+00  0.00000000E+00
     400  6.28013952E-03 -3.02663290E-02  1.93573146E+00  1.93597825E+00  0.00000000E+00
     500  6.48823480E-03 -2.55849465E-02  1.94209912E+00  1.94227847E+00  0.00000000E+00
     600  5.92573955E-03 -2.16764429E-02  1.94582650E+00  1.94595626E+00  0.00000000E+00
     700  4.96443539E-03 -1.86553965E-02  1.94797583E+00  1.94807148E+00  0.00000000E+00
     800  3.84675647E-03 -1.64736792E-02  1.94914667E+00  1.94922008E+00  0.00000000E+00
     900  2.71881454E-03 -1.49981067E-02  1.94968807E+00  1.94974765E+00  0.00000000E+00
    1000  1.66171878E-03 -1.40709601E-02  1.94980780E+00  1.94985928E+00  0.00000000E+00
    1100  7.15645185E-04 -1.35453783E-02  1.94963330E+00  1.94968049E+00  0.00000000E+00
    1200 -1.03506049E-04 -1.33004300E-02  1.94924627E+00  1.94929165E+00  0.00000000E+00
    1300 -7.93566346E-04 -1.32436954E-02  1.94870236E+00  1.94874752E+00  0.00000000E+00
    1400 -1.35989992E-03 -1.33078359E-02  1.94804207E+00  1.94808800E+00  0.00000000E+00
    1500 -1.81194437E-03 -1.34452273E-02  1.94729647E+00  1.94734373E+00  0.00000000E+00
    1600 -2.16131046E-03 -1.36227602E-02  1.94649020E+00  1.94653907E+00  0.00000000E+00
    1700 -2.42069039E-03 -1.38176317E-02  1.94564299E+00  1.94569356E+00  0.00000000E+00
    1800 -2.60315170E-03 -1.40142696E-02  1.94477061E+00  1.94482284E+00  0.00000000E+00
