#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
     43 -0.350000 -0.350000 -0.450000        1    7.91874316E-09  5.28705124E-10  1.14434343E-09  8.01845024E-09
     44 -0.300000 -0.350000 -0.450000        1    1.61044443E-09  2.10733102E-08  4.68351290E-09  2.16474763E-08
     45 -0.250000 -0.350000 -0.450000        1    1.21104450E-09  2.06514573E-09  1.37539505E-08  1.39607525E-08
     46 -0.200000 -0.350000 -0.450000        1    2.23653847E-09  3.68053094E-09  3.08452181E-09  5.29742269E-09
     47 -0.150000 -0.350000 -0.450000        1    2.24476310E-09  1.13471929E-09  9.89069074E-10  2.70274062E-09
     48 -0.100000 -0.350000 -0.450000        1    4.10902796E-09  2.42424853E-09  3.02966833E-09  5.65154686E-09
     49 -0.050000 -0.350000 -0.450000        1    4.30359884E-09  2.50505786E-09  2.22323786E-08  2.27832161E-08
     50  0.000000 -0.350000 -0.450000        1    2.69924151E-09  3.98593191E-09  1.49125611E-09  5.03958358E-09
     51  0.050000 -0.350000 -0.450000        1    9.29168007E-09  5.43084001E-09  2.70716136E-09  1.10976603E-08
     52  0.100000 -0.350000 -0.450000        1    1.39139885E-09  4.16330338E-09  4.36287211E-10  4.41128466E-09
     53  0.150000 -0.350000 -0.450000        1    1.71073168E-09  9.20772811E-09  3.38743000E-10  9.37142500E-09
     54  0.200000 -0.350000 -0.450000        1    2.48505373E-08  1.07417734E-09  5.25194488E-08  5.81119228E-08
     55  0.250000 -0.350000 -0.450000        1    6.38743818E-09  4.59308061E-10  2.75967248E-09  6.97324333E-09
     56  0.300000 -0.350000 -0.450000        1    1.94773253E-09  5.98006997E-10  4.51590225E-09  4.95425549E-09
     57  0.350000 -0.350000 -0.450000        1    2.81459067E-10  6.82256526E-09  4.08809665E-09  7.95858970E-09
     58  0.400000 -0.350000 -0.450000        1    1.51690845E-09  6.88760076E-09  5.92617131E-09  9.21192499E-09
     59  0.450000 -0.350000 -0.450000        1    4.60957584E-09  6.19022261E-09  2.19068942E-09  8.02285270E-09
     60  0.500000 -0.350000 -0.450000        1    3.32857355E-09  1.43390677E-09  1.32172377E-09  3.85777711E-09
     61 -0.450000 -0.300000 -0.450000        1    9.66626007E-10  8.82101119E-10  7.99378666E-09  8.10019095E-09
     62 -0.400000 -0.300000 -0.450000        1    3.60566065E-10  3.77966451E-09  1.65841710E-09  4.14321361E-09
     63 -0.350000 -0.300000 -0.450000        1    7.94973807E-09  7.01114609E-09  6.74211953E-09  1.25622721E-08
     64 -0.300000 -0.300000 -0.450000        1    3.17132924E-09  5.10625030E-09  1.49645126E-09  6.19439163E-09
     65 -0.250000 -0.300000 -0.450000        1    7.65182695E-09  3.29242490E-09  1.06837947E-09  8.39833032E-09
     66 -0.200000 -0.300000 -0.450000        1    1.18113530E-08  7.78966541E-09  1.99230271E-09  1.42883245E-08
     67 -0.150000 -0.300000 -0.450000        1    1.02291436E-08  5.66643858E-09  5.30305379E-09  1.28400267E-08
     68 -0.100000 -0.300000 -0.450000        1    5.47187968E-09  1.10761530E-08  3.79850053E-09  1.29248303E-08
     69 -0.050000 -0.300000 -0.450000        1    3.60352354E-09  3.54125983E-09  9.34756775E-10  5.13806124E-09
     70  0.000000 -0.300000 -0.450000        1    4.64349564E-09  1.80392867E-09  1.96310507E-09  5.35443666E-09
     71  0.050000 -0.300000 -0.450000        1    9.44297699E-09  1.15244770E-09  1.16324258E-08  1.50270183E-08
     72  0.100000 -0.300000 -0.450000        1    9.62515502E-10  2.23573788E-08  1.20790591E-09  2.24106639E-08
     73  0.150000 -0.300000 -0.450000        1    4.69335997E-09  8.77692749E-09  4.34435383E-10  9.96247048E-09
     74  0.200000 -0.300000 -0.450000        1    9.71218898E-09  9.14719387E-09  9.82557794E-09  1.65692411E-08
     75  0.250000 -0.300000 -0.450000        1    3.84962315E-09  4.67780950E-10  1.31361519E-10  3.88016407E-09
     76  0.300000 -0.300000 -0.450000        1    6.75789635E-09  4.42162694E-09  8.07361773E-09  1.14194243E-08
     77  0.350000 -0.300000 -0.450000        1    1.99810925E-09  1.73931873E-09  2.70844613E-09  3.78858161E-09
     78  0.400000 -0.300000 -0.450000        1    3.02310788E-09  1.45250068E-09  1.04095582E-09  3.51177000E-09
     79  0.450000 -0.300000 -0.450000        1    1.12083083E-09  8.36397561E-09  3.54651841E-10  8.44619013E-09
     80  0.500000 -0.300000 -0.450000        1    2.67239974E-09  1.60088910E-08  5.98513688E-10  1.62414449E-08
     81 -0.450000 -0.250000 -0.450000        1    7.24175271E-10  1.69115758E-09  4.47412905E-09  4.83758974E-09
     82 -0.400000 -0.250000 -0.450000        1    1.18074932E-09  7.86979979E-09  5.35055632E-09  9.58938844E-09
     83 -0.350000 -0.250000 -0.450000        1    6.41493715E-10  4.37819854E-09  2.35363169E-10  4.43119989E-09
     84 -0.300000 -0.250000 -0.450000        1    1.42522029E-08  1.75547862E-09  6.73251167E-09  1.58598142E-08
     85 -0.250000 -0.250000 -0.450000        1    1.26740302E-08  1.40874768E-09  1.73673596E-08  2.15462477E-08
     86 -0.200000 -0.250000 -0.450000        1    1.24683725E-08  2.44817837E-09  1.68464528E-08  2.11011105E-08
     87 -0.150000 -0.250000 -0.450000        1    3.05937898E-09  2.23705319E-09  5.90494103E-09  7.01659000E-09
     88 -0.100000 -0.250000 -0.450000        1    6.48213429E-09  2.34140939E-09  1.47706080E-08  1.62994209E-08
     89 -0.050000 -0.250000 -0.450000        1    3.33683465E-10  5.88214290E-11  1.39537082E-08  1.39578214E-08
     90  0.000000 -0.250000 -0.450000        1    2.14370333E-08  2.82465601E-09  2.29299523E-09  2.17435716E-08
     91  0.050000 -0.250000 -0.450000        1    2.67502925E-10  2.59464857E-08  8.38532445E-09  2.72691281E-08
     92  0.100000 -0.250000 -0.450000        1    7.65167536E-09  1.86882337E-08  1.37074582E-08  2.44068151E-08
     93  0.150000 -0.250000 -0.450000        1    1.87878789E-09  3.93664464E-09  7.75551098E-09  8.89803155E-09
     94  0.200000 -0.250000 -0.450000        1    3.85318745E-09  6.46665374E-10  1.46264976E-08  1.51393415E-08
     95  0.250000 -0.250000 -0.450000        1    1.39666990E-09  3.28859707E-09  3.50407957E-09  5.00441116E-09
     96  0.300000 -0.250000 -0.450000        1    4.09074765E-09  1.53171701E-09  2.82910938E-10  4.37726078E-09
     97  0.350000 -0.250000 -0.450000        1    3.30878297E-09  5.97079492E-09  3.83849013E-09  7.83150325E-09
     98  0.400000 -0.250000 -0.450000        1    3.23544760E-09  4.96186565E-10  2.60651492E-09  4.18428516E-09
     99  0.450000 -0.250000 -0.450000        1    1.17749871E-08  5.71488813E-09  4.41907780E-09  1.38144315E-08
    100  0.500000 -0.250000 -0.450000        1    2.11692517E-09  1.17564217E-09  1.36923661E-08  1.39048335E-08
    101 -0.450000 -0.200000 -0.450000        1    9.53878318E-09  1.12530434E-08  1.75684571E-08  2.29405766E-08
    102 -0.400000 -0.200000 -0.450000        1    2.82212166E-09  1.39186331E-08  2.34348394E-09  1.43939096E-08
    103 -0.350000 -0.200000 -0.450000        1    9.11846798E-10  2.10384142E-09  7.46802174E-09  7.81210356E-09
    104 -0.300000 -0.200000 -0.450000        1    1.66160043E-09  4.11016587E-09  9.58764463E-09  1.05630161E-08
    105 -0.250000 -0.200000 -0.450000        1    1.50399226E-08  1.45173305E-09  5.95353442E-09  1.62404241E-08
    106 -0.200000 -0.200000 -0.450000        1    2.46738143E-09  1.61902325E-08  2.05759595E-09  1.65059172E-08
    107 -0.150000 -0.200000 -0.450000        1    6.26174684E-09  1.20396008E-09  4.36821103E-09  7.72918243E-09
    108 -0.100000 -0.200000 -0.450000        1    1.82934531E-10  2.06398405E-09  2.11037487E-09  2.95756273E-09
    109 -0.050000 -0.200000 -0.450000        1    1.72689425E-08  3.05062536E-09  1.13022011E-08  2.08629441E-08
    110  0.000000 -0.200000 -0.450000        1    2.18306285E-09  3.26295445E-09  4.63666833E-08  4.65325903E-08
    111  0.050000 -0.200000 -0.450000        1    4.84264729E-09  2.97540832E-09  1.86531599E-08  1.94998632E-08
    112  0.100000 -0.200000 -0.450000        1    2.67717143E-09  1.54381084E-08  4.43259424E-09  1.62834373E-08
    113  0.150000 -0.200000 -0.450000        1    1.02004461E-08  1.18177472E-09  5.46887954E-09  1.16341882E-08
    114  0.200000 -0.200000 -0.450000        1    5.34169407E-09  5.19785593E-08  9.77779533E-09  5.31592853E-08
    115  0.250000 -0.200000 -0.450000        1    1.47241378E-08  7.16899568E-09  2.34877642E-09  1.65442281E-08
    116  0.300000 -0.200000 -0.450000        1    1.33263169E-08  4.82547915E-09  3.34471987E-09  1.45623872E-08
    117  0.350000 -0.200000 -0.450000        1    7.83093449E-09  2.33745218E-09  9.07285461E-09  1.22108111E-08
    118  0.400000 -0.200000 -0.450000        1    1.40072738E-08  9.53166419E-09  3.13635351E-09  1.72305849E-08
    119  0.450000 -0.200000 -0.450000        1    1.42911113E-08  1.77099443E-08  5.91805331E-10  2.27646266E-08
    120  0.500000 -0.200000 -0.450000        1    5.04613540E-09  3.43462283E-09  9.09250853E-10  6.17145474E-09
    121 -0.450000 -0.150000 -0.450000        1    6.18235987E-09  1.67513096E-08  1.73942246E-08  2.49276352E-08
    122 -0.400000 -0.150000 -0.450000        1    4.06642053E-09  8.65312984E-09  6.02959525E-10  9.57997871E-09
    123 -0.350000 -0.150000 -0.450000        1    1.60481110E-08  7.98666427E-10  6.23353366E-09  1.72347520E-08
    124 -0.300000 -0.150000 -0.450000        1    1.37138832E-08  1.22967752E-08  6.82919106E-09  1.96448243E-08
    125 -0.250000 -0.150000 -0.450000        1    5.35478469E-09  9.28588106E-09  4.02087549E-09  1.14485259E-08
    126 -0.200000 -0.150000 -0.450000        1    7.83122439E-09  1.98801016E-10  1.93336599E-09  8.06879801E-09
    127 -0.150000 -0.150000 -0.450000        1    4.31323470E-09  6.59068111E-09  9.92404939E-10  7.93888774E-09
    128 -0.100000 -0.150000 -0.450000        1    1.76473125E-09  3.58092206E-08  4.66675983E-09  3.61551269E-08
    129 -0.050000 -0.150000 -0.450000        1    1.49555873E-08  1.88405655E-08  1.96351472E-08  3.10511756E-08
    130  0.000000 -0.150000 -0.450000        1    9.09167311E-10  2.04448834E-08  3.43609728E-09  2.07515446E-08
    131  0.050000 -0.150000 -0.450000        1    1.23070043E-08  4.51246908E-09  2.18700426E-08  2.54975194E-08
    132  0.100000 -0.150000 -0.450000        1    6.96124480E-09  1.17464669E-09  3.77467352E-08  3.84012336E-08
    133  0.150000 -0.150000 -0.450000        1    1.99112914E-08  1.71711918E-08  5.08521944E-09  2.67800076E-08
    134  0.200000 -0.150000 -0.450000        1    1.53202108E-10  1.63113072E-09  2.26342016E-08  2.26934162E-08
    135  0.250000 -0.150000 -0.450000        1    2.05949468E-09  8.57773371E-09  6.05851949E-09  1.07016210E-08
    136  0.300000 -0.150000 -0.450000        1    3.62428980E-09  6.22821158E-09  8.23412413E-09  1.09419786E-08
    137  0.350000 -0.150000 -0.450000        1    4.23436650E-10  3.83157926E-09  3.16658074E-09  4.98874050E-09
    138  0.400000 -0.150000 -0.450000        1    3.71380125E-10  4.60221967E-09  5.39936988E-09  7.10433277E-09
    139  0.450000 -0.150000 -0.450000        1    9.63603834E-10  1.03789001E-08  8.80480930E-10  1.04606571E-08
    140  0.500000 -0.150000 -0.450000        1    9.81890389E-09  2.33684402E-09  1.86952641E-09  1.02648352E-08
    141 -0.450000 -0.100000 -0.450000        1    9.03797736E-09  1.60890306E-08  7.93193174E-09  2.00862510E-08
    142 -0.400000 -0.100000 -0.450000        1    6.01962465E-10  1.55293047E-08  1.20850547E-08  1.96868029E-08
    143 -0.350000 -0.100000 -0.450000        1    1.02277516E-08  7.34624143E-10  1.86460479E-09  1.04222515E-08
    144 -0.300000 -0.100000 -0.450000        1    1.19864578E-08  1.36626312E-08  6.54236378E-09  1.93169662E-08
    145 -0.250000 -0.100000 -0.450000        1    4.32312834E-09  8.25956962E-09  8.30969123E-09  1.24884305E-08
    146 -0.200000 -0.100000 -0.450000        1    7.17810733E-09  1.79241868E-08  6.38649635E-09  2.03368885E-08
    147 -0.150000 -0.100000 -0.450000        1    2.83047214E-09  7.72307789E-09  3.18907007E-08  3.29343938E-08
    148 -0.100000 -0.100000 -0.450000        1    1.17621374E-08  2.27377213E-10  9.80986918E-09  1.53177384E-08
    149 -0.050000 -0.100000 -0.450000        1    1.44552606E-08  1.10854034E-08  1.50123714E-08  2.36053388E-08
    150  0.000000 -0.100000 -0.450000        1    2.34731551E-09  1.01198754E-08  4.52693983E-09  1.13320322E-08
    151  0.050000 -0.100000 -0.450000        1    1.72290648E-08  4.77505849E-09  2.70151590E-09  1.80814835E-08
    152  0.100000 -0.100000 -0.450000        1    2.36226628E-09  9.95376930E-09  2.14975488E-08  2.38076128E-08
    153  0.150000 -0.100000 -0.450000        1    1.83331541E-10  4.89419537E-10  8.08116984E-09  8.09805210E-09
    154  0.200000 -0.100000 -0.450000        1    3.72559540E-09  2.17798564E-09  5.95262266E-09  7.35237370E-09
    155  0.250000 -0.100000 -0.450000        1    2.63838416E-09  7.17900400E-09  1.04230252E-09  7.71916861E-09
    156  0.300000 -0.100000 -0.450000        1    2.41786513E-09  5.08432388E-10  2.60374552E-10  2.48442552E-09
    157  0.350000 -0.100000 -0.450000        1    2.74646278E-09  5.41431903E-09  1.98717576E-09  6.38801815E-09
    158  0.400000 -0.100000 -0.450000        1    1.32826438E-08  3.91952375E-09  2.01751084E-10  1.38503428E-08
    159  0.450000 -0.100000 -0.450000        1    6.76556768E-09  2.58581503E-09  7.03453536E-09  1.00967338E-08
    160  0.500000 -0.100000 -0.450000        1    3.94237443E-09  8.30984864E-09  1.17768245E-08  1.49428744E-08
    161 -0.450000 -0.050000 -0.450000        1    1.09688349E-08  1.39138279E-08  5.77950858E-09  1.86363265E-08
    162 -0.400000 -0.050000 -0.450000        1    1.26099036E-08  1.18003459E-09  3.87520565E-10  1.26709243E-08
    163 -0.350000 -0.050000 -0.450000        1    2.83445689E-09  3.23231784E-09  4.48334089E-10  4.32238683E-09
    164 -0.300000 -0.050000 -0.450000        1    1.73210493E-08  1.63577854E-09  2.81865405E-08  3.31236409E-08
    165 -0.250000 -0.050000 -0.450000        1    1.62508272E-08  2.25415977E-11  1.51201758E-08  2.21970630E-08
    166 -0.200000 -0.050000 -0.450000        1    4.48743767E-09  4.07143851E-09  2.24338196E-09  6.46115091E-09
    167 -0.150000 -0.050000 -0.450000        1    6.39480077E-09  1.03178785E-08  3.25042347E-09  1.25665169E-08
    168 -0.100000 -0.050000 -0.450000        1    5.33681097E-09  5.61500489E-11  2.12443597E-08  2.19045092E-08
    169 -0.050000 -0.050000 -0.450000        1    2.26775214E-09  6.59603866E-09  2.79380267E-09  7.51370475E-09
    170  0.000000 -0.050000 -0.450000        1    5.02393980E-09  8.90681420E-10  1.79800808E-09  5.40981677E-09
    171  0.050000 -0.050000 -0.450000        1    5.59088163E-09  5.46411831E-09  3.64365412E-09  8.62500792E-09
    172  0.100000 -0.050000 -0.450000        1    4.69611327E-09  2.53452999E-09  1.05122807E-08  1.17892055E-08
    173  0.150000 -0.050000 -0.450000        1    1.00550589E-09  5.84039760E-09  7.57522295E-09  9.61796699E-09
    174  0.200000 -0.050000 -0.450000        1    1.21768149E-08  7.18671835E-09  2.40541015E-10  1.41414852E-08
    175  0.250000 -0.050000 -0.450000        1    1.75426214E-08  3.05313756E-08  1.60103437E-08  3.86812560E-08
    176  0.300000 -0.050000 -0.450000        1    1.75979364E-08  2.27608633E-08  4.87024251E-09  2.91798479E-08
    177  0.350000 -0.050000 -0.450000        1    1.21047072E-08  3.14372005E-09  2.20758447E-09  1.26996198E-08
    178  0.400000 -0.050000 -0.450000        1    4.06822597E-09  1.36666875E-10  4.01744466E-09  5.71917844E-09
    179  0.450000 -0.050000 -0.450000        1    1.18274040E-08  1.12174974E-08  8.67345707E-09  1.84647933E-08
    180  0.500000 -0.050000 -0.450000        1    2.42563371E-09  1.29517956E-09  1.24040958E-09  3.01658829E-09
    181 -0.450000  0.000000 -0.450000        1    2.23048057E-09  1.05511951E-09  2.15459365E-09  3.27575862E-09
    182 -0.400000  0.000000 -0.450000        1    7.99248763E-09  1.73549341E-10  1.40199463E-08  1.61390481E-08
    183 -0.350000  0.000000 -0.450000        1    4.73877391E-09  1.76982379E-09  3.36246383E-09  6.07407749E-09
    184 -0.300000  0.000000 -0.450000        1    7.00788205E-09  1.30610293E-09  9.88133839E-09  1.21842999E-08
    185 -0.250000  0.000000 -0.450000        1    8.67469537E-09  4.21375820E-09  8.89128295E-09  1.31172028E-08
    186 -0.200000  0.000000 -0.450000        1    6.34393627E-09  1.20967582E-08  5.13707371E-09  1.45933756E-08
    187 -0.150000  0.000000 -0.450000        1    1.48910603E-09  1.04003097E-08  4.23589448E-09  1.13281367E-08
    188 -0.100000  0.000000 -0.450000        1    4.23713428E-11  5.89453123E-09  1.54114615E-09  6.09281751E-09
    189 -0.050000  0.000000 -0.450000        1    7.17150116E-09  2.51274012E-10  6.17311247E-09  9.46577440E-09
    190  0.000000  0.000000 -0.450000        1    1.06811888E-08  7.47448666E-09  6.18103200E-09  1.44277823E-08
    191  0.050000  0.000000 -0.450000        1    3.22242609E-09  4.97079815E-09  1.57258061E-08  1.68045780E-08
    192  0.100000  0.000000 -0.450000        1    1.46568783E-08  1.49264480E-09  8.31223131E-09  1.69158286E-08
    193  0.150000  0.000000 -0.450000        1    1.10180698E-08  3.00472030E-09  7.11477745E-09  1.34553434E-08
    194  0.200000  0.000000 -0.450000        1    2.37305898E-08  1.22904331E-08  2.33191535E-08  3.54679934E-08
    195  0.250000  0.000000 -0.450000        1    6.34280441E-09  9.68943918E-09  2.96090242E-09  1.19533821E-08
    196  0.300000  0.000000 -0.450000        1    1.83354724E-08  3.55582411E-09  3.29325546E-09  1.89652040E-08
    197  0.350000  0.000000 -0.450000        1    3.62238966E-09  5.15535195E-09  1.48933359E-09  6.47437064E-09
    198  0.400000  0.000000 -0.450000        1    6.40743071E-09  4.44745268E-10  5.76788311E-09  8.63258028E-09
    199  0.450000  0.000000 -0.450000        1    2.69632597E-10  1.13177472E-09  6.42810992E-09  6.53255026E-09
    200  0.500000  0.000000 -0.450000        1    2.52015560E-09  1.11828781E-09  1.32841434E-08  1.35672479E-08
    201 -0.450000  0.050000 -0.450000        1    9.30323601E-09  5.92212176E-09  7.08019950E-09  1.31053787E-08
    202 -0.400000  0.050000 -0.450000        1    3.09400840E-09  5.78900222E-09  6.29349704E-10  6.59405154E-09
    203 -0.350000  0.050000 -0.450000        1    3.89543009E-08  1.30560109E-08  1.05479692E-09  4.10975617E-08
    204 -0.300000  0.050000 -0.450000        1    1.54708813E-08  6.82591748E-09  7.68003212E-09  1.85721353E-08
    205 -0.250000  0.050000 -0.450000        1    1.47721417E-09  6.97101034E-10  1.62693851E-09  2.30543715E-09
    206 -0.200000  0.050000 -0.450000        1    6.52047665E-10  9.11768195E-09  8.04480072E-09  1.21768678E-08
    207 -0.150000  0.050000 -0.450000        1    2.36122942E-08  1.42648943E-08  1.27496753E-08  3.03904898E-08
    208 -0.100000  0.050000 -0.450000        1    3.60222127E-09  2.12781213E-09  4.87464583E-09  6.42384266E-09
    209 -0.050000  0.050000 -0.450000        1    2.61914399E-09  3.78949509E-09  9.15623334E-11  4.60744744E-09
    210  0.000000  0.050000 -0.450000        1    1.84098216E-08  2.51851617E-09  7.22659875E-09  1.99371057E-08
    211  0.050000  0.050000 -0.450000        1    1.13159547E-08  5.28312828E-09  2.52361359E-09  1.27409144E-08
    212  0.100000  0.050000 -0.450000        1    3.21925149E-09  2.25417745E-10  2.22174516E-08  2.24506024E-08
    213  0.150000  0.050000 -0.450000        1    6.37472303E-09  2.58396615E-09  1.09552992E-08  1.29357085E-08
    214  0.200000  0.050000 -0.450000        1    1.35155785E-08  4.91360873E-09  1.21618135E-08  1.88341212E-08
    215  0.250000  0.050000 -0.450000        1    2.40913337E-09  5.69869095E-09  6.12845269E-09  8.70844042E-09
    216  0.300000  0.050000 -0.450000        1    9.74032412E-09  8.15039766E-10  1.43810734E-09  9.87959293E-09
    217  0.350000  0.050000 -0.450000        1    1.84754449E-09  3.29673859E-09  2.00047113E-09  4.27595495E-09
    218  0.400000  0.050000 -0.450000        1    1.09975288E-10  3.42564725E-09  1.38475279E-08  1.42653840E-08
    219  0.450000  0.050000 -0.450000        1    1.78826678E-09  7.46256748E-09  3.46415952E-10  7.68165448E-09
    220  0.500000  0.050000 -0.450000        1    7.74304837E-10  6.67095676E-10  9.12805887E-09  9.18509789E-09
    221 -0.450000  0.100000 -0.450000        1    1.41426426E-08  5.47231059E-09  3.76391858E-09  1.56245834E-08
    222 -0.400000  0.100000 -0.450000        1    3.49874803E-09  1.47894110E-09  7.18553746E-09  8.12775819E-09
    223 -0.350000  0.100000 -0.450000        1    2.32535863E-09  3.35419722E-09  2.00816356E-08  2.04921941E-08
    224 -0.300000  0.100000 -0.450000        1    1.66422247E-08  2.17277932E-08  3.93400954E-10  2.73717994E-08
    225 -0.250000  0.100000 -0.450000        1    4.68652055E-09  2.53116521E-09  7.65899433E-09  9.32901208E-09
    226 -0.200000  0.100000 -0.450000        1    7.94056047E-09  3.48017613E-09  2.36623384E-09  8.98683420E-09
    227 -0.150000  0.100000 -0.450000        1    1.18626637E-08  4.09994544E-09  1.09945293E-08  1.66856830E-08
    228 -0.100000  0.100000 -0.450000        1    1.24159522E-08  2.30848816E-09  3.15959026E-09  1.30179875E-08
    229 -0.050000  0.100000 -0.450000        1    4.07253478E-09  1.70425165E-09  6.91453990E-09  8.20371106E-09
    230  0.000000  0.100000 -0.450000        1    1.31904956E-09  2.99793439E-09  7.28892658E-09  7.99099199E-09
    231  0.050000  0.100000 -0.450000        1    9.62243730E-10  1.33471197E-09  5.09634095E-10  1.72252603E-09
    232  0.100000  0.100000 -0.450000        1    5.35356043E-09  3.41652082E-10  9.90528183E-09  1.12646324E-08
    233  0.150000  0.100000 -0.450000        1    4.62542259E-09  9.08444824E-11  1.05104396E-09  4.74420491E-09
    234  0.200000  0.100000 -0.450000        1    1.83700168E-09  1.23577028E-09  1.28947324E-08  1.30834180E-08
    235  0.250000  0.100000 -0.450000        1    1.31856222E-08  5.50012134E-09  5.31070051E-09  1.52418997E-08
    236  0.300000  0.100000 -0.450000        1    1.13053281E-09  1.40717510E-08  4.19173944E-09  1.47262677E-08
    237  0.350000  0.100000 -0.450000        1    1.12476159E-08  3.22817246E-10  1.71845791E-09  1.13827137E-08
    238  0.400000  0.100000 -0.450000        1    3.76625412E-09  1.05976971E-08  1.55436342E-09  1.13539376E-08
