   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  3.15252979E-02  9.93844410E-04  9.87726712E-07  6.66666667E-01 -3.57036644E-19  1.28322375E-14 -1.25837475E+00 -1.24144829E+00  0.00000000E+00
    1591  3.97867886E-02  1.85756807E-03  5.69055121E-06  4.50277383E-01  1.37655794E-03  2.48908217E-01 -1.39939275E+00 -1.38128676E+00  0.00000000E+00
    1601  3.97158376E-02  1.85011421E-03  5.64619555E-06  4.50158414E-01  1.36746840E-03  2.46980945E-01 -1.39928281E+00 -1.38118765E+00  0.00000000E+00
    1611  3.96240100E-02  1.84320138E-03  5.61644399E-06  4.48945438E-01  1.36933717E-03  2.48186729E-01 -1.39895727E+00 -1.38086037E+00  0.00000000E+00
    1621  3.95259886E-02  1.83424830E-03  5.56830555E-06  4.48322142E-01  1.36334781E-03  2.50708655E-01 -1.39905205E+00 -1.38094447E+00  0.00000000E+00
    1631  3.96352331E-02  1.84400819E-03  5.61675312E-06  4.49397232E-01  1.36892242E-03  2.49246738E-01 -1.39899774E+00 -1.38089269E+00  0.00000000E+00
    1641  3.97269941E-02  1.85231948E-03  5.65926340E-06  4.50197306E-01  1.37408084E-03  2.48035406E-01 -1.39878303E+00 -1.38066642E+00  0.00000000E+00
    1651  3.96155201E-02  1.84289347E-03  5.61154527E-06  4.49242075E-01  1.37116615E-03  2.47810291E-01 -1.39868273E+00 -1.38056110E+00  0.00000000E+00
    1661  3.96095780E-02  1.84268324E-03  5.61136447E-06  4.49134150E-01  1.37247232E-03  2.47509389E-01 -1.39865766E+00 -1.38052151E+00  0.00000000E+00
    1671  3.96283310E-02  1.84244576E-03  5.59214916E-06  4.50878976E-01  1.36383218E-03  2.46996360E-01 -1.39890161E+00 -1.38076047E+00  0.00000000E+00
    1681  3.95970688E-02  1.84067866E-03  5.58105160E-06  4.50915951E-01  1.36738997E-03  2.47800358E-01 -1.39912331E+00 -1.38098082E+00  0.00000000E+00
    1691  3.95701867E-02  1.83916129E-03  5.57162928E-06  4.50938080E-01  1.37045215E-03  2.46505553E-01 -1.39909841E+00 -1.38094919E+00  0.00000000E+00
    1701  3.96546021E-02  1.84447900E-03  5.58284136E-06  4.53000910E-01  1.36358346E-03  2.46912851E-01 -1.39890546E+00 -1.38075472E+00  0.00000000E+00
    1711  3.96272484E-02  1.84023902E-03  5.54883112E-06  4.53825045E-01  1.35319924E-03  2.50095506E-01 -1.39912212E+00 -1.38097148E+00  0.00000000E+00
    1721  3.95010417E-02  1.83455260E-03  5.55150408E-06  4.50169191E-01  1.37475705E-03  2.51753698E-01 -1.39893990E+00 -1.38079921E+00  0.00000000E+00
    1731  3.95102672E-02  1.83409409E-03  5.54015764E-06  4.51018579E-01  1.36880406E-03  2.51564176E-01 -1.39899977E+00 -1.38085244E+00  0.00000000E+00
    1741  3.96024001E-02  1.84223570E-03  5.58223433E-06  4.51727556E-01  1.37307912E-03  2.51206580E-01 -1.39899010E+00 -1.38084597E+00  0.00000000E+00
    1751  3.95541662E-02  1.83984375E-03  5.58597796E-06  4.49932382E-01  1.38022852E-03  2.50936871E-01 -1.39886311E+00 -1.38069994E+00  0.00000000E+00
    1761  3.95506235E-02  1.83829995E-03  5.56585744E-06  4.50992760E-01  1.37389391E-03  2.50370361E-01 -1.39862419E+00 -1.38046985E+00  0.00000000E+00
    1771  3.95589805E-02  1.83956890E-03  5.57563971E-06  4.50786340E-01  1.37694116E-03  2.50009590E-01 -1.39852527E+00 -1.38037746E+00  0.00000000E+00
    1781  3.95721013E-02  1.84127998E-03  5.58162448E-06  4.51218200E-01  1.38031418E-03  2.51000648E-01 -1.39871168E+00 -1.38055649E+00  0.00000000E+00
    1791  3.96274865E-02  1.84676765E-03  5.62558402E-06  4.50178342E-01  1.38583479E-03  2.50307615E-01 -1.39876743E+00 -1.38061162E+00  0.00000000E+00
    1801  3.96332505E-02  1.84700331E-03  5.62242402E-06  4.50627403E-01  1.38472586E-03  2.49298401E-01 -1.39884770E+00 -1.38070085E+00  0.00000000E+00
    1811  3.96038384E-02  1.84318151E-03  5.59193225E-06  4.51338565E-01  1.37724964E-03  2.47876862E-01 -1.39868603E+00 -1.38054804E+00  0.00000000E+00
    1821  3.95221637E-02  1.83662057E-03  5.55671943E-06  4.50891296E-01  1.37675655E-03  2.45884421E-01 -1.39872097E+00 -1.38057900E+00  0.00000000E+00
    1831  3.95326072E-02  1.83655728E-03  5.54580559E-06  4.51932018E-01  1.37230024E-03  2.45953400E-01 -1.39849905E+00 -1.38036489E+00  0.00000000E+00
    1841  3.96029972E-02  1.84321316E-03  5.59018722E-06  4.51528618E-01  1.37774235E-03  2.46051257E-01 -1.39859253E+00 -1.38046999E+00  0.00000000E+00
    1851  3.96293124E-02  1.84594128E-03  5.61135227E-06  4.51078152E-01  1.38096641E-03  2.50678532E-01 -1.39885451E+00 -1.38073601E+00  0.00000000E+00
    1861  3.95617733E-02  1.83954942E-03  5.57443505E-06  4.50893374E-01  1.37573570E-03  2.55220176E-01 -1.39904506E+00 -1.38093750E+00  0.00000000E+00
    1871  3.96297927E-02  1.84552159E-03  5.60478898E-06  4.51470803E-01  1.37867154E-03  2.55225956E-01 -1.39920924E+00 -1.38110248E+00  0.00000000E+00
    1881  3.96483713E-02  1.84593319E-03  5.59812400E-06  4.52367386E-01  1.37335099E-03  2.55286733E-01 -1.39906421E+00 -1.38095135E+00  0.00000000E+00
    1891  3.96289386E-02  1.84437312E-03  5.58675813E-06  4.52554301E-01  1.37325321E-03  2.54887300E-01 -1.39918825E+00 -1.38107739E+00  0.00000000E+00
    1901  3.96513797E-02  1.84774679E-03  5.62208162E-06  4.51102846E-01  1.38124717E-03  2.54752340E-01 -1.39909941E+00 -1.38100750E+00  0.00000000E+00
    1911  3.97545790E-02  1.86042291E-03  5.75244069E-06  4.46002844E-01  1.40371433E-03  2.53449845E-01 -1.39896790E+00 -1.38088780E+00  0.00000000E+00
    1921  3.97294793E-02  1.85831138E-03  5.73834797E-06  4.46103462E-01  1.40313025E-03  2.52446623E-01 -1.39887264E+00 -1.38079218E+00  0.00000000E+00
    1931  3.97384191E-02  1.85913788E-03  5.74073906E-06  4.46365236E-01  1.40371216E-03  2.52832404E-01 -1.39894012E+00 -1.38087151E+00  0.00000000E+00
    1941  3.98442539E-02  1.87026019E-03  5.83383515E-06  4.44058830E-01  1.41724663E-03  2.53006810E-01 -1.39879685E+00 -1.38073725E+00  0.00000000E+00
    1951  3.98430139E-02  1.86932838E-03  5.81930633E-06  4.44890367E-01  1.41307053E-03  2.52123712E-01 -1.39897283E+00 -1.38089975E+00  0.00000000E+00
    1961  3.97908453E-02  1.86598948E-03  5.80311064E-06  4.44452479E-01  1.41715882E-03  2.52898909E-01 -1.39910451E+00 -1.38103110E+00  0.00000000E+00
    1971  3.97993533E-02  1.86815438E-03  5.81386404E-06  4.44712254E-01  1.42461741E-03  2.53429862E-01 -1.39911224E+00 -1.38103957E+00  0.00000000E+00
    1981  3.98677877E-02  1.87397184E-03  5.84311895E-06  4.45377672E-01  1.42644973E-03  2.53101679E-01 -1.39915189E+00 -1.38108260E+00  0.00000000E+00
    1991  3.98624186E-02  1.87659063E-03  5.90226984E-06  4.41325668E-01  1.44172468E-03  2.52984417E-01 -1.39901172E+00 -1.38093249E+00  0.00000000E+00
    2001  3.98691204E-02  1.87781591E-03  5.92212724E-06  4.40177372E-01  1.44518856E-03  2.53217231E-01 -1.39904651E+00 -1.38096829E+00  0.00000000E+00
    2011  3.98490480E-02  1.87467070E-03  5.89675699E-06  4.40703638E-01  1.43744254E-03  2.53494913E-01 -1.39901016E+00 -1.38092016E+00  0.00000000E+00
    2021  3.97511219E-02  1.86607737E-03  5.85434334E-06  4.39600627E-01  1.43343998E-03  2.52868063E-01 -1.39901331E+00 -1.38092295E+00  0.00000000E+00
    2031  3.96901759E-02  1.85980129E-03  5.81593192E-06  4.39513742E-01  1.42624860E-03  2.55242320E-01 -1.39886909E+00 -1.38077605E+00  0.00000000E+00
    2041  3.97458618E-02  1.86448512E-03  5.83278401E-06  4.40710333E-01  1.42755385E-03  2.53780159E-01 -1.39887509E+00 -1.38078431E+00  0.00000000E+00
    2051  3.98066744E-02  1.86838427E-03  5.83814718E-06  4.42530154E-01  1.42284811E-03  2.54825957E-01 -1.39878312E+00 -1.38069629E+00  0.00000000E+00
    2061  3.98424972E-02  1.87088526E-03  5.84654054E-06  4.43220284E-01  1.42108207E-03  2.54235440E-01 -1.39885650E+00 -1.38076230E+00  0.00000000E+00
    2071  3.97186463E-02  1.86104355E-03  5.80159023E-06  4.41642025E-01  1.42114229E-03  2.53547549E-01 -1.39892527E+00 -1.38083523E+00  0.00000000E+00
    2081  3.97040346E-02  1.85845929E-03  5.77792670E-06  4.42371876E-01  1.41400451E-03  2.55232778E-01 -1.39914834E+00 -1.38105549E+00  0.00000000E+00
    2091  3.97423147E-02  1.86148345E-03  5.79067640E-06  4.42955765E-01  1.41391898E-03  2.53316980E-01 -1.39910036E+00 -1.38100685E+00  0.00000000E+00
    2101  3.97397306E-02  1.86127624E-03  5.78999154E-06  4.42897631E-01  1.41390993E-03  2.55149294E-01 -1.39918535E+00 -1.38109726E+00  0.00000000E+00
    2111  3.97636631E-02  1.86432552E-03  5.81037696E-06  4.42763486E-01  1.41965800E-03  2.53688843E-01 -1.39914248E+00 -1.38106105E+00  0.00000000E+00
    2121  3.98525690E-02  1.87175663E-03  5.84808339E-06  4.43591776E-01  1.42142650E-03  2.56167235E-01 -1.39921372E+00 -1.38111517E+00  0.00000000E+00
    2131  3.99415376E-02  1.87878678E-03  5.87936011E-06  4.44794428E-01  1.42108047E-03  2.57675757E-01 -1.39898762E+00 -1.38089385E+00  0.00000000E+00
    2141  3.98453393E-02  1.87123045E-03  5.84125528E-06  4.43928830E-01  1.42167723E-03  2.61472747E-01 -1.39885854E+00 -1.38078039E+00  0.00000000E+00
    2151  3.98497830E-02  1.87003236E-03  5.82322686E-06  4.44934527E-01  1.41389534E-03  2.62826625E-01 -1.39909188E+00 -1.38100555E+00  0.00000000E+00
    2161  3.98349224E-02  1.86731775E-03  5.79917138E-06  4.45619126E-01  1.40622272E-03  2.62335617E-01 -1.39908506E+00 -1.38100050E+00  0.00000000E+00
    2171  3.98445475E-02  1.86744695E-03  5.79074346E-06  4.46501403E-01  1.40302562E-03  2.63112073E-01 -1.39891328E+00 -1.38082660E+00  0.00000000E+00
    2181  3.98631165E-02  1.87103601E-03  5.83872501E-06  4.44054175E-01  1.41359859E-03  2.62271754E-01 -1.39904010E+00 -1.38095366E+00  0.00000000E+00
    2191  3.98933987E-02  1.87341263E-03  5.84393325E-06  4.44969172E-01  1.41340513E-03  2.62526873E-01 -1.39900090E+00 -1.38090048E+00  0.00000000E+00
    2201  3.98727845E-02  1.87106174E-03  5.82355746E-06  4.45513634E-01  1.40986287E-03  2.62924493E-01 -1.39891993E+00 -1.38081466E+00  0.00000000E+00
    2211  3.98419721E-02  1.86884641E-03  5.82403073E-06  4.44153106E-01  1.41107040E-03  2.62245151E-01 -1.39889060E+00 -1.38078841E+00  0.00000000E+00
    2221  3.97929157E-02  1.86464644E-03  5.80127831E-06  4.43827572E-01  1.40959967E-03  2.61132814E-01 -1.39890746E+00 -1.38080233E+00  0.00000000E+00
    2231  3.97502708E-02  1.86184772E-03  5.78683119E-06  4.43543467E-01  1.41257454E-03  2.64408429E-01 -1.39878266E+00 -1.38068349E+00  0.00000000E+00
    2241  3.97520108E-02  1.86508384E-03  5.83889539E-06  4.40483729E-01  1.42810477E-03  2.64829630E-01 -1.39863165E+00 -1.38053774E+00  0.00000000E+00
    2251  3.97471687E-02  1.86549685E-03  5.84943596E-06  4.39721837E-01  1.43210516E-03  2.63056763E-01 -1.39854854E+00 -1.38044755E+00  0.00000000E+00
    2261  3.97500023E-02  1.86462329E-03  5.83381520E-06  4.40694352E-01  1.42659640E-03  2.60993907E-01 -1.39848158E+00 -1.38038751E+00  0.00000000E+00
    2271  3.96663716E-02  1.85743200E-03  5.79675537E-06  4.39935726E-01  1.42384089E-03  2.60520955E-01 -1.39831314E+00 -1.38022421E+00  0.00000000E+00
    2281  3.96170024E-02  1.85395781E-03  5.78078332E-06  4.39383669E-01  1.42604654E-03  2.59908086E-01 -1.39828372E+00 -1.38018764E+00  0.00000000E+00
    2291  3.96074620E-02  1.85194732E-03  5.76381308E-06  4.39815125E-01  1.41975652E-03  2.64730782E-01 -1.39830528E+00 -1.38020745E+00  0.00000000E+00
    2301  3.95476950E-02  1.84633242E-03  5.73275481E-06  4.39439723E-01  1.41532462E-03  2.65108697E-01 -1.39842779E+00 -1.38033584E+00  0.00000000E+00
    2311  3.95906268E-02  1.85059165E-03  5.76368572E-06  4.39006488E-01  1.41964451E-03  2.66398533E-01 -1.39860467E+00 -1.38050076E+00  0.00000000E+00
    2321  3.97011271E-02  1.86050355E-03  5.81619483E-06  4.39911460E-01  1.42541050E-03  2.66550061E-01 -1.39861630E+00 -1.38051586E+00  0.00000000E+00
    2331  3.96558648E-02  1.85635742E-03  5.79138189E-06  4.39806902E-01  1.42263183E-03  2.69089075E-01 -1.39881158E+00 -1.38070356E+00  0.00000000E+00
    2341  3.96095484E-02  1.85135625E-03  5.75937304E-06  4.39889184E-01  1.41596473E-03  2.68415536E-01 -1.39883303E+00 -1.38072484E+00  0.00000000E+00
    2351  3.95619921E-02  1.84694632E-03  5.73445033E-06  4.39646620E-01  1.41273201E-03  2.67355425E-01 -1.39888977E+00 -1.38077725E+00  0.00000000E+00
    2361  3.95835041E-02  1.85153455E-03  5.78693699E-06  4.37316917E-01  1.42719873E-03  2.66673052E-01 -1.39883273E+00 -1.38072367E+00  0.00000000E+00
    2371  3.95457961E-02  1.84687420E-03  5.75531718E-06  4.37563650E-01  1.41879365E-03  2.67702115E-01 -1.39895817E+00 -1.38085052E+00  0.00000000E+00
    2381  3.95033309E-02  1.84312367E-03  5.73402010E-06  4.37362076E-01  1.41681999E-03  2.67778953E-01 -1.39899280E+00 -1.38088363E+00  0.00000000E+00
    2391  3.94679847E-02  1.83983657E-03  5.71219148E-06  4.37499374E-01  1.41433453E-03  2.66960788E-01 -1.39901582E+00 -1.38090135E+00  0.00000000E+00
    2401  3.94523139E-02  1.83741902E-03  5.69144879E-06  4.38066191E-01  1.40841476E-03  2.68461295E-01 -1.39902299E+00 -1.38091741E+00  0.00000000E+00
    2411  3.93778401E-02  1.83049653E-03  5.65468427E-06  4.37465340E-01  1.40314222E-03  2.67721475E-01 -1.39910087E+00 -1.38099229E+00  0.00000000E+00
    2421  3.93967926E-02  1.83183690E-03  5.64897466E-06  4.38855426E-01  1.40237712E-03  2.67767035E-01 -1.39913219E+00 -1.38102760E+00  0.00000000E+00
    2431  3.93814405E-02  1.82953901E-03  5.62928055E-06  4.39406198E-01  1.39692021E-03  2.67012469E-01 -1.39921743E+00 -1.38111665E+00  0.00000000E+00
    2441  3.93099025E-02  1.82434779E-03  5.60514898E-06  4.38628142E-01  1.39911704E-03  2.65635754E-01 -1.39921657E+00 -1.38110945E+00  0.00000000E+00
    2451  3.93526536E-02  1.82738334E-03  5.61732717E-06  4.39276003E-01  1.39747591E-03  2.64393298E-01 -1.39928888E+00 -1.38118064E+00  0.00000000E+00
    2461  3.92813569E-02  1.82229447E-03  5.59741718E-06  4.38138459E-01  1.40007018E-03  2.63659035E-01 -1.39934650E+00 -1.38123927E+00  0.00000000E+00
    2471  3.92306524E-02  1.81815637E-03  5.57517197E-06  4.37821092E-01  1.39928219E-03  2.64721061E-01 -1.39927579E+00 -1.38116241E+00  0.00000000E+00
    2481  3.91950684E-02  1.81530093E-03  5.55720315E-06  4.37868712E-01  1.39895761E-03  2.66098339E-01 -1.39924349E+00 -1.38112774E+00  0.00000000E+00
    2491  3.92146453E-02  1.81538290E-03  5.54451673E-06  4.39202638E-01  1.39167297E-03  2.67814548E-01 -1.39916926E+00 -1.38104791E+00  0.00000000E+00
    2501  3.92164746E-02  1.81446896E-03  5.53126088E-06  4.39979658E-01  1.38637179E-03  2.69802410E-01 -1.39895770E+00 -1.38083798E+00  0.00000000E+00
    2511  3.92185764E-02  1.81299019E-03  5.51154922E-06  4.41064717E-01  1.37813178E-03  2.69564046E-01 -1.39901870E+00 -1.38089356E+00  0.00000000E+00
    2521  3.92436535E-02  1.81576097E-03  5.52747993E-06  4.41158607E-01  1.38215837E-03  2.71472900E-01 -1.39923214E+00 -1.38111160E+00  0.00000000E+00
    2531  3.92595079E-02  1.81554209E-03  5.51384351E-06  4.42402859E-01  1.37482134E-03  2.71323008E-01 -1.39936773E+00 -1.38124110E+00  0.00000000E+00
    2541  3.93018237E-02  1.82018407E-03  5.55159540E-06  4.41445012E-01  1.38142690E-03  2.71783572E-01 -1.39935531E+00 -1.38123394E+00  0.00000000E+00
    2551  3.92766290E-02  1.81866795E-03  5.54865007E-06  4.40810181E-01  1.38375124E-03  2.71441518E-01 -1.39936954E+00 -1.38124778E+00  0.00000000E+00
    2561  3.93207729E-02  1.82227109E-03  5.56062577E-06  4.41817209E-01  1.38442075E-03  2.71190301E-01 -1.39944173E+00 -1.38131200E+00  0.00000000E+00
    2571  3.93212424E-02  1.82116980E-03  5.54647040E-06  4.42564577E-01  1.37871456E-03  2.72419234E-01 -1.39963202E+00 -1.38150282E+00  0.00000000E+00
    2581  3.93377767E-02  1.82114155E-03  5.53498735E-06  4.43701391E-01  1.37205270E-03  2.71767768E-01 -1.39955914E+00 -1.38143058E+00  0.00000000E+00
    2591  3.93333710E-02  1.81993168E-03  5.52128404E-06  4.44340598E-01  1.36772483E-03  2.70488052E-01 -1.39948862E+00 -1.38137305E+00  0.00000000E+00
    2601  3.93371580E-02  1.81952127E-03  5.51068575E-06  4.45156992E-01  1.36417373E-03  2.69497334E-01 -1.39962771E+00 -1.38151673E+00  0.00000000E+00
    2611  3.92891357E-02  1.81492890E-03  5.48426970E-06  4.45018743E-01  1.36008008E-03  2.69862896E-01 -1.39958154E+00 -1.38146858E+00  0.00000000E+00
    2621  3.93942676E-02  1.82627974E-03  5.60149721E-06  4.40180186E-01  1.37551467E-03  2.69473733E-01 -1.39969178E+00 -1.38160011E+00  0.00000000E+00
    2631  3.93921065E-02  1.82656282E-03  5.60548962E-06  4.39954811E-01  1.37778741E-03  2.70392403E-01 -1.39981679E+00 -1.38172910E+00  0.00000000E+00
    2641  3.93492306E-02  1.82201454E-03  5.57776400E-06  4.39939168E-01  1.37191095E-03  2.70074463E-01 -1.39989146E+00 -1.38178724E+00  0.00000000E+00
    2651  3.93343743E-02  1.82167984E-03  5.57475354E-06  4.40035732E-01  1.37609325E-03  2.69170192E-01 -1.39995873E+00 -1.38184677E+00  0.00000000E+00
    2661  3.93248888E-02  1.82016346E-03  5.56586789E-06  4.39996353E-01  1.37223174E-03  2.68461160E-01 -1.40006147E+00 -1.38194211E+00  0.00000000E+00
    2671  3.92836832E-02  1.81701659E-03  5.55449443E-06  4.39203237E-01  1.37269413E-03  2.70575310E-01 -1.39997067E+00 -1.38185182E+00  0.00000000E+00
    2681  3.91791348E-02  1.80914528E-03  5.52006287E-06  4.37819364E-01  1.37435786E-03  2.70011796E-01 -1.39995054E+00 -1.38183391E+00  0.00000000E+00
    2691  3.91979196E-02  1.81222431E-03  5.54339714E-06  4.37359702E-01  1.38241293E-03  2.69306432E-01 -1.39986075E+00 -1.38175289E+00  0.00000000E+00
    2701  3.91804954E-02  1.81050924E-03  5.53003018E-06  4.37652518E-01  1.38066133E-03  2.70238476E-01 -1.40002384E+00 -1.38192182E+00  0.00000000E+00
    2711  3.92250630E-02  1.81340161E-03  5.53682178E-06  4.38756536E-01  1.37764340E-03  2.72045237E-01 -1.39999612E+00 -1.38190261E+00  0.00000000E+00
    2721  3.92080542E-02  1.81134129E-03  5.52441100E-06  4.38739923E-01  1.37400239E-03  2.72079230E-01 -1.39981188E+00 -1.38171548E+00  0.00000000E+00
    2731  3.92167081E-02  1.81290058E-03  5.53157646E-06  4.38978265E-01  1.37841720E-03  2.70462999E-01 -1.39974511E+00 -1.38164709E+00  0.00000000E+00
    2741  3.92877896E-02  1.82017115E-03  5.57199052E-06  4.39385068E-01  1.38689148E-03  2.72396472E-01 -1.39964801E+00 -1.38154688E+00  0.00000000E+00
    2751  3.92714424E-02  1.81815288E-03  5.55447511E-06  4.39905930E-01  1.38321143E-03  2.71232111E-01 -1.39956910E+00 -1.38146699E+00  0.00000000E+00
    2761  3.92703405E-02  1.81759008E-03  5.54955521E-06  4.40055433E-01  1.38082383E-03  2.71053805E-01 -1.39945619E+00 -1.38135497E+00  0.00000000E+00
    2771  3.92812491E-02  1.81775797E-03  5.54973083E-06  4.40141144E-01  1.37736966E-03  2.71050643E-01 -1.39957816E+00 -1.38146892E+00  0.00000000E+00
    2781  3.92920726E-02  1.81750498E-03  5.53652715E-06  4.41317638E-01  1.37183781E-03  2.70846823E-01 -1.39967283E+00 -1.38156391E+00  0.00000000E+00
    2791  3.92521662E-02  1.81370698E-03  5.51263221E-06  4.41396678E-01  1.36851107E-03  2.69495641E-01 -1.39975176E+00 -1.38162231E+00  0.00000000E+00
    2801  3.92606694E-02  1.81366784E-03  5.50480034E-06  4.42166217E-01  1.36496790E-03  2.70448020E-01 -1.39976948E+00 -1.38164142E+00  0.00000000E+00
    2811  3.92800838E-02  1.81502244E-03  5.50658398E-06  4.42818079E-01  1.36411451E-03  2.72481933E-01 -1.39976281E+00 -1.38163761E+00  0.00000000E+00
    2821  3.93269301E-02  1.81820695E-03  5.51568374E-06  4.43850599E-01  1.36161822E-03  2.72564126E-01 -1.39976684E+00 -1.38164014E+00  0.00000000E+00
    2831  3.94013720E-02  1.82392017E-03  5.53616726E-06  4.45276846E-01  1.36087892E-03  2.71567393E-01 -1.39973408E+00 -1.38162116E+00  0.00000000E+00
    2841  3.94311317E-02  1.82903819E-03  5.59084696E-06  4.42928680E-01  1.37477582E-03  2.72011755E-01 -1.39969939E+00 -1.38158170E+00  0.00000000E+00
    2851  3.94704186E-02  1.83320809E-03  5.61963606E-06  4.42604568E-01  1.38014056E-03  2.70640913E-01 -1.39965490E+00 -1.38153817E+00  0.00000000E+00
    2861  3.95516514E-02  1.84059189E-03  5.66086822E-06  4.43010789E-01  1.38497650E-03  2.71243711E-01 -1.39978338E+00 -1.38166812E+00  0.00000000E+00
    2871  3.95385721E-02  1.83899679E-03  5.64714477E-06  4.43396768E-01  1.38216576E-03  2.71800417E-01 -1.39987310E+00 -1.38175838E+00  0.00000000E+00
    2881  3.95848188E-02  1.84204358E-03  5.65194783E-06  4.44764676E-01  1.37909558E-03  2.72309065E-01 -1.39968691E+00 -1.38158116E+00  0.00000000E+00
    2891  3.95783550E-02  1.84053766E-03  5.63492180E-06  4.45531059E-01  1.37411116E-03  2.72101154E-01 -1.39967804E+00 -1.38157061E+00  0.00000000E+00
    2901  3.96508459E-02  1.84849657E-03  5.69408678E-06  4.44523706E-01  1.38521829E-03  2.73434965E-01 -1.39957578E+00 -1.38145733E+00  0.00000000E+00
    2911  3.96952055E-02  1.85367456E-03  5.72674610E-06  4.44454423E-01  1.39353155E-03  2.72650361E-01 -1.39968386E+00 -1.38156870E+00  0.00000000E+00
    2921  3.97661650E-02  1.85939920E-03  5.75136955E-06  4.45495926E-01  1.39396318E-03  2.72337308E-01 -1.39980664E+00 -1.38169133E+00  0.00000000E+00
    2931  3.97795368E-02  1.86134375E-03  5.76564378E-06  4.45280563E-01  1.39837931E-03  2.72471461E-01 -1.39972540E+00 -1.38160958E+00  0.00000000E+00
    2941  3.97865747E-02  1.86057787E-03  5.75146178E-06  4.46189380E-01  1.39173239E-03  2.73201131E-01 -1.39980134E+00 -1.38169115E+00  0.00000000E+00
    2951  3.98079167E-02  1.86296032E-03  5.76749983E-06  4.46064593E-01  1.39516023E-03  2.72854571E-01 -1.39991038E+00 -1.38179948E+00  0.00000000E+00
    2961  3.98643837E-02  1.86752682E-03  5.78570731E-06  4.47030074E-01  1.39549934E-03  2.71328271E-01 -1.39989211E+00 -1.38177779E+00  0.00000000E+00
    2971  3.99167210E-02  1.87225352E-03  5.81032931E-06  4.47477230E-01  1.39826255E-03  2.70310206E-01 -1.39982831E+00 -1.38171731E+00  0.00000000E+00
    2981  3.99225922E-02  1.87191242E-03  5.80191221E-06  4.48076550E-01  1.39420249E-03  2.70973121E-01 -1.39989415E+00 -1.38179432E+00  0.00000000E+00
    2991  3.98628042E-02  1.86705760E-03  5.77928710E-06  4.47366023E-01  1.39377832E-03  2.69393673E-01 -1.39988591E+00 -1.38176454E+00  0.00000000E+00
    3001  3.98484753E-02  1.86481702E-03  5.76128445E-06  4.47762856E-01  1.38827165E-03  2.67843184E-01 -1.39987023E+00 -1.38174776E+00  0.00000000E+00
    3011  3.98559869E-02  1.86531809E-03  5.76124890E-06  4.48062910E-01  1.38778214E-03  2.67095503E-01 -1.39987041E+00 -1.38176181E+00  0.00000000E+00
    3021  3.98177406E-02  1.86220729E-03  5.74332168E-06  4.47940556E-01  1.38746342E-03  2.66810289E-01 -1.39979396E+00 -1.38168960E+00  0.00000000E+00
    3031  3.97977161E-02  1.85982475E-03  5.72703623E-06  4.48094617E-01  1.38351151E-03  2.65733161E-01 -1.39983885E+00 -1.38173414E+00  0.00000000E+00
    3041  3.97391618E-02  1.85492748E-03  5.70177045E-06  4.47624251E-01  1.38230811E-03  2.65215384E-01 -1.39980231E+00 -1.38170032E+00  0.00000000E+00
    3051  3.97180309E-02  1.85286971E-03  5.68883034E-06  4.47653048E-01  1.38040923E-03  2.66065187E-01 -1.39995100E+00 -1.38184854E+00  0.00000000E+00
    3061  3.97159879E-02  1.85321516E-03  5.68864511E-06  4.47876928E-01  1.38295468E-03  2.64838027E-01 -1.39999259E+00 -1.38188331E+00  0.00000000E+00
    3071  3.97332373E-02  1.85421739E-03  5.68929766E-06  4.48410357E-01  1.38110862E-03  2.64717580E-01 -1.40003895E+00 -1.38192509E+00  0.00000000E+00
    3081  3.97086385E-02  1.85130354E-03  5.66979965E-06  4.48568979E-01  1.37629749E-03  2.64576080E-01 -1.39991083E+00 -1.38179591E+00  0.00000000E+00
    3091  3.96858628E-02  1.84978288E-03  5.66010783E-06  4.48606125E-01  1.37773934E-03  2.64458374E-01 -1.39988313E+00 -1.38177013E+00  0.00000000E+00
    3101  3.96599845E-02  1.84757247E-03  5.64675933E-06  4.48589464E-01  1.37695186E-03  2.64114791E-01 -1.39993560E+00 -1.38180837E+00  0.00000000E+00
    3111  3.97140047E-02  1.85239094E-03  5.67494396E-06  4.48716461E-01  1.37961232E-03  2.65046187E-01 -1.39980234E+00 -1.38167676E+00  0.00000000E+00
    3121  3.97069339E-02  1.85187788E-03  5.67297900E-06  4.48601943E-01  1.37985551E-03  2.64314229E-01 -1.39987145E+00 -1.38173758E+00  0.00000000E+00
    3131  3.97437370E-02  1.85492682E-03  5.68049688E-06  4.49684799E-01  1.38048170E-03  2.62907013E-01 -1.39982597E+00 -1.38168427E+00  0.00000000E+00
    3141  3.97557669E-02  1.85593508E-03  5.68309094E-06  4.50031531E-01  1.38074182E-03  2.62980326E-01 -1.39984211E+00 -1.38169815E+00  0.00000000E+00
    3151  3.97886526E-02  1.85792905E-03  5.68630302E-06  4.50901202E-01  1.37762405E-03  2.62595587E-01 -1.39982001E+00 -1.38167661E+00  0.00000000E+00
    3161  3.98710171E-02  1.86483764E-03  5.71681503E-06  4.52037504E-01  1.37936595E-03  2.62273230E-01 -1.39979724E+00 -1.38166142E+00  0.00000000E+00
    3171  3.98518861E-02  1.86244556E-03  5.69873680E-06  4.52366292E-01  1.37501990E-03  2.63047006E-01 -1.39993561E+00 -1.38180395E+00  0.00000000E+00
