#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
      1 -0.450000 -0.450000 -0.450000        1    4.50522488E-10  2.91442269E-10  8.77361493E-10  1.02843196E-09
      2 -0.400000 -0.450000 -0.450000        1    3.35964209E-10  3.30701633E-09  2.97416383E-10  3.33731711E-09
      3 -0.350000 -0.450000 -0.450000        1    3.49461711E-10  2.08624055E-09  2.03068370E-10  2.12503173E-09
      4 -0.300000 -0.450000 -0.450000        1    9.91683225E-10  1.05782831E-09  1.20638034E-10  1.45498793E-09
      5 -0.250000 -0.450000 -0.450000        1    1.03045487E-09  4.33531864E-10  1.00677403E-10  1.12246295E-09
      6 -0.200000 -0.450000 -0.450000        1    1.16039261E-09  5.91136942E-10  1.44587758E-10  1.31028986E-09
      7 -0.150000 -0.450000 -0.450000        1    1.43241042E-09  3.12068954E-09  5.04823699E-10  3.47064112E-09
      8 -0.100000 -0.450000 -0.450000        1    7.47348637E-10  3.55502877E-10  4.56920147E-10  9.45350888E-10
      9 -0.050000 -0.450000 -0.450000        1    2.08427703E-09  1.87746654E-09  6.48814681E-10  2.87924501E-09
     10  0.000000 -0.450000 -0.450000        1    6.77710577E-10  3.60319526E-10  2.29831588E-10  8.01214295E-10
     11  0.050000 -0.450000 -0.450000        1    1.23023048E-09  3.99846921E-10  7.29072267E-11  1.29563114E-09
     12  0.100000 -0.450000 -0.450000        1    1.38144851E-09  3.20584190E-09  3.18275550E-11  3.49096480E-09
     13  0.150000 -0.450000 -0.450000        1    5.46486213E-10  4.04533846E-10  2.94468565E-10  7.40949762E-10
     14  0.200000 -0.450000 -0.450000        1    1.25455215E-10  8.67596693E-10  4.04372578E-10  9.65391223E-10
     15  0.250000 -0.450000 -0.450000        1    3.26053191E-10  9.73043531E-11  4.11204750E-10  5.33730425E-10
     16  0.300000 -0.450000 -0.450000        1    1.00623181E-10  1.25684373E-09  3.49755699E-11  1.26135026E-09
     17  0.350000 -0.450000 -0.450000        1    1.48896866E-10  6.11162041E-10  2.62672294E-10  6.81678848E-10
     18  0.400000 -0.450000 -0.450000        1    2.41946783E-10  2.57407875E-10  3.36007052E-10  4.87542613E-10
     19  0.450000 -0.450000 -0.450000        1    1.14581331E-09  1.16843052E-09  1.04649179E-10  1.63983825E-09
     20  0.500000 -0.450000 -0.450000        1    3.97735244E-10  3.03196535E-10  1.89481451E-10  5.34812755E-10
     21 -0.450000 -0.400000 -0.450000        1    9.88334403E-10  9.36443064E-10  1.28633040E-10  1.36758070E-09
     22 -0.400000 -0.400000 -0.450000        1    8.51832976E-10  5.50212447E-11  3.60752791E-11  8.54370049E-10
     23 -0.350000 -0.400000 -0.450000        1    5.51466001E-11  2.75239426E-11  9.87252181E-11  1.16384637E-10
     24 -0.300000 -0.400000 -0.450000        1    1.77757148E-09  3.83905020E-10  3.79840196E-10  1.85780031E-09
     25 -0.250000 -0.400000 -0.450000        1    1.02206967E-10  1.70748404E-10  3.59263002E-11  2.02217657E-10
     26 -0.200000 -0.400000 -0.450000        1    4.45282744E-09  1.04217911E-09  4.89083256E-11  4.57342339E-09
     27 -0.150000 -0.400000 -0.450000        1    6.54180118E-10  2.45200048E-09  2.53593636E-10  2.55040540E-09
     28 -0.100000 -0.400000 -0.450000        1    1.66495522E-10  2.22861141E-10  3.51184486E-10  4.48016060E-10
     29 -0.050000 -0.400000 -0.450000        1    1.32983707E-09  2.02523087E-09  5.16997625E-10  2.47736014E-09
     30  0.000000 -0.400000 -0.450000        1    5.44168265E-10  1.70994400E-10  8.00319440E-11  5.75988974E-10
     31  0.050000 -0.400000 -0.450000        1    1.15894216E-09  1.16682660E-09  1.79934405E-10  1.65439041E-09
     32  0.100000 -0.400000 -0.450000        1    2.59367023E-10  1.54513056E-09  5.68248938E-10  1.66661530E-09
     33  0.150000 -0.400000 -0.450000        1    5.53942254E-10  5.25440974E-10  3.14072299E-10  8.25579582E-10
     34  0.200000 -0.400000 -0.450000        1    1.78578649E-10  5.72023512E-10  4.86054335E-10  7.71589301E-10
     35  0.250000 -0.400000 -0.450000        1    2.59518272E-09  1.61718909E-09  5.14562393E-10  3.10081414E-09
     36  0.300000 -0.400000 -0.450000        1    4.10456919E-09  1.30202918E-09  7.77433958E-10  4.37574814E-09
     37  0.350000 -0.400000 -0.450000        1    1.04416344E-09  5.90272296E-10  7.79875412E-10  1.43070065E-09
     38  0.400000 -0.400000 -0.450000        1    2.98141379E-09  4.62061689E-11  2.43052078E-10  2.99166133E-09
     39  0.450000 -0.400000 -0.450000        1    2.00390190E-10  1.16704564E-09  1.89061577E-10  1.19912302E-09
     40  0.500000 -0.400000 -0.450000        1    6.89155727E-10  2.14552679E-09  3.82904152E-10  2.28579011E-09
     41 -0.450000 -0.350000 -0.450000        1    2.69647716E-09  2.42427906E-09  5.02944088E-11  3.62638216E-09
     42 -0.400000 -0.350000 -0.450000        1    1.77334183E-09  1.87929989E-10  6.05935550E-10  1.88340565E-09
     43 -0.350000 -0.350000 -0.450000        1    1.41753518E-10  1.45827002E-09  4.32780581E-11  1.46578255E-09
     44 -0.300000 -0.350000 -0.450000        1    1.08136513E-09  5.72967136E-10  1.35942161E-10  1.23130912E-09
     45 -0.250000 -0.350000 -0.450000        1    5.09840544E-10  2.89785469E-10  6.85612619E-10  9.02207105E-10
     46 -0.200000 -0.350000 -0.450000        1    1.80290044E-10  2.40967570E-10  6.56618659E-11  3.08028165E-10
     47 -0.150000 -0.350000 -0.450000        1    2.62194154E-09  9.63049443E-10  2.11325268E-11  2.79329344E-09
     48 -0.100000 -0.350000 -0.450000        1    1.03810338E-10  1.26966914E-09  2.15263601E-11  1.27408779E-09
     49 -0.050000 -0.350000 -0.450000        1    1.81818912E-09  7.77291203E-10  8.18001370E-10  2.13988774E-09
     50  0.000000 -0.350000 -0.450000        1    3.78255209E-10  3.23218078E-09  9.11895170E-12  3.25425149E-09
     51  0.050000 -0.350000 -0.450000        1    9.52633479E-10  3.07536939E-09  8.12993511E-10  3.32059722E-09
     52  0.100000 -0.350000 -0.450000        1    2.32947256E-10  2.96862861E-10  1.47118328E-10  4.05013314E-10
     53  0.150000 -0.350000 -0.450000        1    2.21594206E-09  2.38307041E-09  2.11575685E-10  3.26101028E-09
     54  0.200000 -0.350000 -0.450000        1    4.44128373E-10  1.64426557E-09  1.10233525E-09  2.02879331E-09
     55  0.250000 -0.350000 -0.450000        1    1.94163729E-09  1.40583098E-09  1.70540510E-10  2.40320623E-09
     56  0.300000 -0.350000 -0.450000        1    2.19439879E-10  2.66672059E-10  6.13735468E-11  3.50762825E-10
     57  0.350000 -0.350000 -0.450000        1    9.84594959E-10  1.33205626E-09  5.18964469E-10  1.73583560E-09
     58  0.400000 -0.350000 -0.450000        1    4.03231733E-11  1.12257799E-09  2.33529136E-10  1.14731999E-09
     59  0.450000 -0.350000 -0.450000        1    5.08682616E-10  9.58683295E-10  6.96119645E-10  1.28934643E-09
     60  0.500000 -0.350000 -0.450000        1    7.77406679E-10  8.94200771E-10  9.14516746E-11  1.18841052E-09
     61 -0.450000 -0.300000 -0.450000        1    4.00822311E-09  1.14166642E-09  7.98975702E-10  4.24353825E-09
     62 -0.400000 -0.300000 -0.450000        1    3.82410773E-10  7.77249036E-10  9.15288354E-11  8.71052003E-10
     63 -0.350000 -0.300000 -0.450000        1    2.29482034E-10  5.37378314E-10  1.19735123E-09  1.33232407E-09
     64 -0.300000 -0.300000 -0.450000        1    1.51414047E-09  5.79056346E-10  1.08191073E-10  1.62469472E-09
     65 -0.250000 -0.300000 -0.450000        1    5.42910188E-10  5.03684062E-10  1.39454352E-11  7.40704787E-10
     66 -0.200000 -0.300000 -0.450000        1    6.81745250E-10  1.39828022E-10  1.47314769E-11  6.96093010E-10
     67 -0.150000 -0.300000 -0.450000        1    2.50305584E-10  6.83389385E-11  3.27053374E-10  4.17476952E-10
     68 -0.100000 -0.300000 -0.450000        1    1.98551422E-09  7.32520763E-09  6.80296174E-10  7.61995646E-09
     69 -0.050000 -0.300000 -0.450000        1    2.70282680E-09  1.62630244E-09  7.98326267E-10  3.25383730E-09
     70  0.000000 -0.300000 -0.450000        1    2.88148944E-10  1.44371698E-09  9.87764851E-11  1.47550172E-09
     71  0.050000 -0.300000 -0.450000        1    6.62636493E-09  3.90269033E-09  1.42429488E-09  7.82101783E-09
     72  0.100000 -0.300000 -0.450000        1    1.64256546E-09  1.78331755E-09  1.30645732E-11  2.42454397E-09
     73  0.150000 -0.300000 -0.450000        1    5.99724914E-10  2.69953229E-09  5.07054760E-10  2.81144964E-09
     74  0.200000 -0.300000 -0.450000        1    1.49659208E-10  3.56729506E-10  1.90376226E-11  3.87319313E-10
     75  0.250000 -0.300000 -0.450000        1    4.19521507E-11  5.43607360E-10  9.29113249E-10  1.07727451E-09
     76  0.300000 -0.300000 -0.450000        1    5.25665941E-10  1.07855605E-10  2.69035453E-10  6.00281257E-10
     77  0.350000 -0.300000 -0.450000        1    5.16861939E-10  1.00220865E-10  4.33948679E-10  6.82277028E-10
     78  0.400000 -0.300000 -0.450000        1    1.74981979E-09  1.11735424E-10  1.21332387E-10  1.75757664E-09
     79  0.450000 -0.300000 -0.450000        1    2.32594607E-11  2.99191868E-09  4.01667345E-10  3.01884995E-09
     80  0.500000 -0.300000 -0.450000        1    6.44060464E-10  4.09301285E-10  2.55096225E-10  8.04621345E-10
     81 -0.450000 -0.250000 -0.450000        1    1.12986967E-09  2.05291712E-09  4.51497327E-11  2.34373904E-09
     82 -0.400000 -0.250000 -0.450000        1    1.14491792E-09  6.28122860E-11  1.66743077E-10  1.15869999E-09
     83 -0.350000 -0.250000 -0.450000        1    1.07299738E-10  2.61802881E-09  3.28215058E-10  2.64070317E-09
     84 -0.300000 -0.250000 -0.450000        1    2.61766233E-09  1.60961934E-11  4.56709862E-10  2.65725405E-09
     85 -0.250000 -0.250000 -0.450000        1    6.63512808E-10  2.14016472E-09  7.60325590E-10  2.36614650E-09
     86 -0.200000 -0.250000 -0.450000        1    2.22259856E-09  4.60130100E-10  1.83615761E-10  2.27714269E-09
     87 -0.150000 -0.250000 -0.450000        1    2.52538488E-10  3.51424981E-09  1.93329534E-10  3.52861215E-09
     88 -0.100000 -0.250000 -0.450000        1    2.00962460E-10  1.41429174E-09  5.08841332E-10  1.51641898E-09
     89 -0.050000 -0.250000 -0.450000        1    2.22518880E-09  3.37340610E-10  8.73174076E-10  2.41406231E-09
     90  0.000000 -0.250000 -0.450000        1    1.38943122E-09  1.68026714E-09  1.78769361E-10  2.18764148E-09
     91  0.050000 -0.250000 -0.450000        1    4.97397339E-10  3.96872449E-09  6.38175925E-10  4.05036377E-09
     92  0.100000 -0.250000 -0.450000        1    3.69444373E-10  1.43064825E-09  5.44523646E-12  1.47759034E-09
     93  0.150000 -0.250000 -0.450000        1    8.15941188E-10  1.75548325E-09  4.94107729E-10  1.99790488E-09
     94  0.200000 -0.250000 -0.450000        1    1.95717205E-09  6.58016107E-10  1.21047791E-09  2.39348374E-09
     95  0.250000 -0.250000 -0.450000        1    8.52480838E-10  4.46367044E-10  1.51284149E-10  9.74091377E-10
     96  0.300000 -0.250000 -0.450000        1    1.69250839E-10  1.92038254E-09  4.06297863E-10  1.97017585E-09
     97  0.350000 -0.250000 -0.450000        1    1.17263904E-09  1.77414590E-09  9.74615388E-11  2.12889050E-09
     98  0.400000 -0.250000 -0.450000        1    4.30241076E-10  1.67132305E-09  1.00212222E-09  1.99566457E-09
     99  0.450000 -0.250000 -0.450000        1    6.63381707E-10  2.62056378E-09  1.70255931E-10  2.70858208E-09
    100  0.500000 -0.250000 -0.450000        1    6.50768325E-11  1.17724431E-10  3.21361373E-10  3.48377909E-10
    101 -0.450000 -0.200000 -0.450000        1    5.36950813E-10  6.63136814E-10  9.28424603E-11  8.58304335E-10
    102 -0.400000 -0.200000 -0.450000        1    6.55785745E-10  6.16412667E-10  1.60074075E-10  9.14135235E-10
    103 -0.350000 -0.200000 -0.450000        1    4.36986263E-10  4.80387741E-10  2.90263624E-11  6.50055310E-10
    104 -0.300000 -0.200000 -0.450000        1    2.04595631E-11  1.08943763E-09  5.29819137E-10  1.21161101E-09
    105 -0.250000 -0.200000 -0.450000        1    3.05039301E-09  4.76899360E-10  1.89118383E-10  3.09323395E-09
    106 -0.200000 -0.200000 -0.450000        1    3.55123179E-10  1.05849493E-09  1.61320129E-10  1.12807277E-09
    107 -0.150000 -0.200000 -0.450000        1    1.17995437E-09  2.51495030E-09  4.48351009E-10  2.81394491E-09
    108 -0.100000 -0.200000 -0.450000        1    6.68479626E-10  8.71950632E-11  2.28678812E-10  7.11872172E-10
    109 -0.050000 -0.200000 -0.450000        1    2.37247446E-09  4.32972144E-10  2.45261932E-11  2.41178388E-09
    110  0.000000 -0.200000 -0.450000        1    4.01340815E-09  4.74097612E-09  1.54933199E-10  6.21355807E-09
    111  0.050000 -0.200000 -0.450000        1    1.77898987E-09  5.91474448E-11  6.05982576E-11  1.78100408E-09
    112  0.100000 -0.200000 -0.450000        1    5.12752974E-09  1.10173190E-09  1.72996452E-10  5.24740909E-09
    113  0.150000 -0.200000 -0.450000        1    8.45590888E-10  1.71215375E-09  5.01239009E-10  1.97426821E-09
    114  0.200000 -0.200000 -0.450000        1    1.81999882E-09  3.00134421E-09  9.35558518E-10  3.63259308E-09
    115  0.250000 -0.200000 -0.450000        1    1.54843048E-09  1.26219703E-09  9.22289450E-10  2.20031728E-09
    116  0.300000 -0.200000 -0.450000        1    1.50277091E-09  2.08959264E-10  4.52922752E-11  1.51790506E-09
    117  0.350000 -0.200000 -0.450000        1    9.98773424E-10  7.07965420E-10  2.26898802E-10  1.24508893E-09
    118  0.400000 -0.200000 -0.450000        1    1.50803308E-09  1.79755581E-09  1.06998143E-09  2.57880417E-09
    119  0.450000 -0.200000 -0.450000        1    1.59161765E-10  3.73722802E-10  2.40094728E-10  4.71854510E-10
    120  0.500000 -0.200000 -0.450000        1    1.18107417E-09  1.15251948E-09  3.39580840E-11  1.65057278E-09
