#  Iter.   M_avg.    U_Bind.    Susc.
    9661  0.473583  0.666654  0.000245
    9671  0.473581  0.666654  0.000245
    9681  0.473577  0.666654  0.000245
    9691  0.473573  0.666654  0.000245
    9701  0.473570  0.666654  0.000245
    9711  0.473570  0.666654  0.000245
    9721  0.473567  0.666654  0.000244
    9731  0.473561  0.666654  0.000244
    9741  0.473557  0.666654  0.000244
    9751  0.473556  0.666654  0.000244
    9761  0.473562  0.666654  0.000244
    9771  0.473563  0.666654  0.000244
    9781  0.473563  0.666654  0.000244
    9791  0.473562  0.666654  0.000244
    9801  0.473563  0.666654  0.000244
    9811  0.473563  0.666654  0.000244
    9821  0.473565  0.666654  0.000244
    9831  0.473564  0.666654  0.000244
    9841  0.473563  0.666654  0.000244
    9851  0.473561  0.666654  0.000244
    9861  0.473563  0.666654  0.000244
    9871  0.473563  0.666654  0.000244
    9881  0.473563  0.666654  0.000243
    9891  0.473564  0.666654  0.000243
    9901  0.473564  0.666654  0.000243
    9911  0.473564  0.666654  0.000243
    9921  0.473564  0.666654  0.000243
    9931  0.473562  0.666654  0.000243
    9941  0.473559  0.666654  0.000243
    9951  0.473556  0.666654  0.000243
    9961  0.473555  0.666654  0.000243
    9971  0.473555  0.666654  0.000243
    9981  0.473552  0.666654  0.000243
    9991  0.473552  0.666654  0.000243
#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.472967  0.666656  0.000207
    9011  0.472971  0.666656  0.000207
    9021  0.472974  0.666656  0.000207
    9031  0.472979  0.666656  0.000207
    9041  0.472984  0.666656  0.000207
    9051  0.472988  0.666656  0.000207
    9061  0.472991  0.666656  0.000207
    9071  0.472990  0.666656  0.000207
    9081  0.472992  0.666656  0.000207
    9091  0.472996  0.666656  0.000207
    9101  0.473001  0.666656  0.000207
    9111  0.473005  0.666656  0.000207
    9121  0.473012  0.666656  0.000207
    9131  0.473013  0.666656  0.000207
    9141  0.473012  0.666656  0.000207
    9151  0.473010  0.666656  0.000207
    9161  0.473008  0.666656  0.000207
    9171  0.473012  0.666656  0.000207
    9181  0.473018  0.666656  0.000207
    9191  0.473024  0.666656  0.000207
    9201  0.473029  0.666656  0.000207
    9211  0.473034  0.666656  0.000207
    9221  0.473036  0.666656  0.000207
    9231  0.473037  0.666656  0.000207
    9241  0.473034  0.666656  0.000207
    9251  0.473036  0.666656  0.000207
    9261  0.473035  0.666656  0.000207
    9271  0.473035  0.666656  0.000207
    9281  0.473036  0.666656  0.000207
    9291  0.473038  0.666656  0.000207
    9301  0.473037  0.666656  0.000207
    9311  0.473037  0.666656  0.000207
    9321  0.473036  0.666656  0.000207
    9331  0.473041  0.666656  0.000207
    9341  0.473043  0.666656  0.000207
    9351  0.473048  0.666656  0.000207
    9361  0.473055  0.666656  0.000208
    9371  0.473060  0.666656  0.000208
    9381  0.473063  0.666656  0.000208
    9391  0.473065  0.666656  0.000208
    9401  0.473066  0.666656  0.000208
    9411  0.473068  0.666656  0.000208
    9421  0.473072  0.666656  0.000208
    9431  0.473073  0.666656  0.000208
    9441  0.473072  0.666656  0.000208
    9451  0.473069  0.666656  0.000208
    9461  0.473070  0.666656  0.000208
    9471  0.473073  0.666656  0.000208
    9481  0.473072  0.666656  0.000208
    9491  0.473073  0.666656  0.000208
    9501  0.473073  0.666656  0.000208
    9511  0.473075  0.666656  0.000208
    9521  0.473076  0.666656  0.000208
    9531  0.473076  0.666656  0.000208
    9541  0.473077  0.666656  0.000208
    9551  0.473078  0.666656  0.000208
    9561  0.473077  0.666656  0.000208
    9571  0.473073  0.666656  0.000208
    9581  0.473069  0.666656  0.000208
    9591  0.473067  0.666656  0.000208
    9601  0.473065  0.666656  0.000208
    9611  0.473061  0.666656  0.000208
    9621  0.473059  0.666656  0.000208
    9631  0.473058  0.666656  0.000208
    9641  0.473057  0.666656  0.000208
    9651  0.473057  0.666656  0.000208
    9661  0.473058  0.666656  0.000208
    9671  0.473058  0.666656  0.000208
    9681  0.473058  0.666656  0.000208
    9691  0.473057  0.666656  0.000208
    9701  0.473055  0.666656  0.000208
    9711  0.473058  0.666656  0.000208
    9721  0.473058  0.666656  0.000208
    9731  0.473056  0.666656  0.000208
    9741  0.473054  0.666656  0.000208
    9751  0.473057  0.666656  0.000208
    9761  0.473067  0.666656  0.000208
    9771  0.473071  0.666656  0.000208
    9781  0.473073  0.666656  0.000208
    9791  0.473074  0.666656  0.000208
    9801  0.473078  0.666656  0.000208
    9811  0.473081  0.666656  0.000208
    9821  0.473085  0.666656  0.000208
    9831  0.473085  0.666656  0.000208
    9841  0.473085  0.666656  0.000208
    9851  0.473084  0.666656  0.000208
    9861  0.473086  0.666656  0.000208
    9871  0.473087  0.666656  0.000208
    9881  0.473088  0.666656  0.000208
    9891  0.473088  0.666656  0.000208
    9901  0.473087  0.666656  0.000208
    9911  0.473085  0.666656  0.000208
    9921  0.473085  0.666656  0.000208
    9931  0.473082  0.666656  0.000208
    9941  0.473079  0.666656  0.000208
    9951  0.473077  0.666656  0.000208
    9961  0.473078  0.666656  0.000208
    9971  0.473079  0.666656  0.000208
    9981  0.473076  0.666656  0.000208
    9991  0.473075  0.666656  0.000208
#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.473272  0.666654  0.000244
    9011  0.473275  0.666654  0.000244
    9021  0.473276  0.666654  0.000243
    9031  0.473279  0.666654  0.000243
    9041  0.473280  0.666654  0.000243
    9051  0.473283  0.666654  0.000243
    9061  0.473284  0.666654  0.000243
    9071  0.473283  0.666654  0.000243
    9081  0.473284  0.666654  0.000243
    9091  0.473288  0.666654  0.000243
    9101  0.473293  0.666654  0.000243
    9111  0.473295  0.666654  0.000243
    9121  0.473302  0.666654  0.000243
    9131  0.473304  0.666654  0.000243
    9141  0.473305  0.666654  0.000243
    9151  0.473305  0.666654  0.000242
    9161  0.473307  0.666654  0.000242
    9171  0.473312  0.666654  0.000242
    9181  0.473318  0.666654  0.000242
    9191  0.473326  0.666654  0.000242
    9201  0.473331  0.666654  0.000242
    9211  0.473336  0.666654  0.000242
    9221  0.473339  0.666654  0.000242
    9231  0.473343  0.666654  0.000242
    9241  0.473342  0.666654  0.000242
    9251  0.473344  0.666654  0.000242
    9261  0.473343  0.666654  0.000242
    9271  0.473346  0.666654  0.000242
    9281  0.473348  0.666654  0.000242
    9291  0.473351  0.666654  0.000242
    9301  0.473353  0.666654  0.000242
    9311  0.473355  0.666654  0.000242
    9321  0.473355  0.666654  0.000242
    9331  0.473359  0.666654  0.000242
    9341  0.473360  0.666654  0.000242
    9351  0.473363  0.666654  0.000242
    9361  0.473368  0.666654  0.000241
    9371  0.473372  0.666654  0.000241
    9381  0.473375  0.666654  0.000241
    9391  0.473377  0.666654  0.000241
    9401  0.473379  0.666654  0.000241
    9411  0.473382  0.666654  0.000241
    9421  0.473382  0.666654  0.000241
    9431  0.473382  0.666654  0.000241
    9441  0.473380  0.666654  0.000241
    9451  0.473379  0.666654  0.000241
    9461  0.473378  0.666654  0.000241
    9471  0.473380  0.666654  0.000241
    9481  0.473379  0.666654  0.000241
    9491  0.473380  0.666654  0.000241
    9501  0.473382  0.666654  0.000241
    9511  0.473386  0.666654  0.000241
    9521  0.473389  0.666654  0.000241
    9531  0.473389  0.666654  0.000241
    9541  0.473390  0.666654  0.000241
    9551  0.473390  0.666654  0.000240
    9561  0.473388  0.666654  0.000240
    9571  0.473383  0.666654  0.000240
    9581  0.473380  0.666654  0.000240
    9591  0.473378  0.666654  0.000240
    9601  0.473377  0.666654  0.000240
    9611  0.473374  0.666654  0.000240
    9621  0.473372  0.666654  0.000240
    9631  0.473372  0.666654  0.000240
    9641  0.473372  0.666654  0.000240
    9651  0.473373  0.666654  0.000240
    9661  0.473374  0.666654  0.000240
    9671  0.473375  0.666654  0.000240
    9681  0.473375  0.666654  0.000240
    9691  0.473374  0.666654  0.000240
    9701  0.473372  0.666654  0.000239
    9711  0.473374  0.666654  0.000239
    9721  0.473374  0.666654  0.000239
    9731  0.473372  0.666654  0.000239
    9741  0.473372  0.666654  0.000239
    9751  0.473374  0.666654  0.000239
    9761  0.473383  0.666654  0.000239
    9771  0.473387  0.666654  0.000239
    9781  0.473391  0.666654  0.000239
    9791  0.473394  0.666654  0.000239
    9801  0.473399  0.666654  0.000239
    9811  0.473401  0.666654  0.000239
    9821  0.473405  0.666654  0.000239
    9831  0.473405  0.666654  0.000239
    9841  0.473406  0.666654  0.000239
    9851  0.473406  0.666654  0.000239
    9861  0.473409  0.666654  0.000239
    9871  0.473411  0.666654  0.000238
    9881  0.473413  0.666654  0.000238
    9891  0.473414  0.666654  0.000238
    9901  0.473414  0.666654  0.000238
    9911  0.473412  0.666654  0.000238
    9921  0.473411  0.666654  0.000238
    9931  0.473408  0.666654  0.000238
    9941  0.473405  0.666654  0.000238
    9951  0.473401  0.666654  0.000238
    9961  0.473402  0.666654  0.000238
    9971  0.473403  0.666654  0.000238
    9981  0.473402  0.666654  0.000238
    9991  0.473403  0.666654  0.000238
