#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.473689  0.666654  0.000253
    9011  0.473690  0.666654  0.000253
    9021  0.473687  0.666654  0.000253
    9031  0.473688  0.666654  0.000253
    9041  0.473688  0.666654  0.000253
    9051  0.473688  0.666654  0.000253
    9061  0.473687  0.666654  0.000253
    9071  0.473682  0.666654  0.000252
    9081  0.473680  0.666654  0.000252
    9091  0.473678  0.666654  0.000252
    9101  0.473676  0.666654  0.000252
    9111  0.473673  0.666654  0.000252
    9121  0.473674  0.666654  0.000252
    9131  0.473671  0.666654  0.000252
    9141  0.473667  0.666654  0.000251
    9151  0.473662  0.666654  0.000251
    9161  0.473657  0.666654  0.000251
    9171  0.473657  0.666654  0.000251
    9181  0.473659  0.666654  0.000251
    9191  0.473661  0.666654  0.000251
    9201  0.473663  0.666654  0.000251
    9211  0.473665  0.666654  0.000250
    9221  0.473664  0.666654  0.000250
    9231  0.473663  0.666654  0.000250
    9241  0.473660  0.666654  0.000250
    9251  0.473659  0.666654  0.000250
    9261  0.473657  0.666654  0.000250
    9271  0.473658  0.666654  0.000250
    9281  0.473657  0.666654  0.000250
    9291  0.473657  0.666654  0.000249
    9301  0.473656  0.666654  0.000249
    9311  0.473656  0.666654  0.000249
    9321  0.473653  0.666654  0.000249
    9331  0.473656  0.666654  0.000249
    9341  0.473656  0.666654  0.000249
    9351  0.473658  0.666654  0.000249
    9361  0.473661  0.666654  0.000248
    9371  0.473663  0.666654  0.000248
    9381  0.473662  0.666654  0.000248
    9391  0.473661  0.666654  0.000248
    9401  0.473662  0.666654  0.000248
    9411  0.473663  0.666654  0.000248
    9421  0.473662  0.666654  0.000248
    9431  0.473660  0.666654  0.000247
    9441  0.473657  0.666654  0.000247
    9451  0.473650  0.666654  0.000247
    9461  0.473646  0.666654  0.000247
    9471  0.473644  0.666654  0.000247
    9481  0.473642  0.666654  0.000247
    9491  0.473641  0.666654  0.000247
    9501  0.473640  0.666654  0.000247
    9511  0.473641  0.666654  0.000246
    9521  0.473642  0.666654  0.000246
    9531  0.473639  0.666654  0.000246
    9541  0.473637  0.666654  0.000246
    9551  0.473635  0.666654  0.000246
    9561  0.473631  0.666654  0.000246
    9571  0.473621  0.666654  0.000246
    9581  0.473615  0.666654  0.000246
    9591  0.473611  0.666654  0.000245
    9601  0.473607  0.666654  0.000245
    9611  0.473602  0.666654  0.000245
    9621  0.473596  0.666654  0.000245
    9631  0.473593  0.666654  0.000245
    9641  0.473589  0.666654  0.000245
    9651  0.473586  0.666654  0.000245
