   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
    1571  3.84288338E-02  1.72218204E-03  4.79617270E-06  4.60966889E-01  1.10727478E-03  2.07001828E-01 -1.25152429E+00 -1.23452042E+00  0.00000000E+00
    1581  3.84361878E-02  1.72441326E-03  4.83181963E-06  4.58364959E-01  1.11479152E-03  2.06288780E-01 -1.25145861E+00 -1.23445059E+00  0.00000000E+00
    1591  3.84578543E-02  1.72433101E-03  4.81826001E-06  4.59833430E-01  1.10690331E-03  2.08075331E-01 -1.25142484E+00 -1.23441890E+00  0.00000000E+00
    1601  3.84404991E-02  1.72161337E-03  4.79758866E-06  4.60451484E-01  1.10066297E-03  2.07955464E-01 -1.25131909E+00 -1.23431417E+00  0.00000000E+00
    1611  3.83696945E-02  1.71589016E-03  4.77178335E-06  4.59767765E-01  1.09937846E-03  2.11907492E-01 -1.25084149E+00 -1.23383310E+00  0.00000000E+00
    1621  3.82549734E-02  1.70633439E-03  4.72767190E-06  4.58750155E-01  1.09592543E-03  2.11707762E-01 -1.25093966E+00 -1.23391710E+00  0.00000000E+00
    1631  3.83533923E-02  1.71433656E-03  4.75735428E-06  4.60424692E-01  1.09801201E-03  2.10208329E-01 -1.25085242E+00 -1.23383219E+00  0.00000000E+00
    1641  3.84655334E-02  1.72324702E-03  4.79315626E-06  4.61971525E-01  1.09934711E-03  2.08172032E-01 -1.25072216E+00 -1.23370008E+00  0.00000000E+00
    1651  3.83730391E-02  1.71513533E-03  4.75317600E-06  4.61400613E-01  1.09481454E-03  2.09270494E-01 -1.25058986E+00 -1.23357507E+00  0.00000000E+00
    1661  3.83347813E-02  1.71287382E-03  4.74398405E-06  4.61021773E-01  1.09785187E-03  2.09118447E-01 -1.25064909E+00 -1.23361902E+00  0.00000000E+00
    1671  3.83403565E-02  1.71224473E-03  4.72999621E-06  4.62216019E-01  1.09308462E-03  2.11232672E-01 -1.25091906E+00 -1.23388569E+00  0.00000000E+00
    1681  3.83441377E-02  1.71381356E-03  4.73833284E-06  4.62254035E-01  1.09885486E-03  2.12902557E-01 -1.25105319E+00 -1.23402262E+00  0.00000000E+00
    1691  3.83102322E-02  1.71093837E-03  4.72078616E-06  4.62443226E-01  1.09760875E-03  2.12220956E-01 -1.25113285E+00 -1.23410076E+00  0.00000000E+00
    1701  3.83485775E-02  1.71314845E-03  4.72287141E-06  4.63592466E-01  1.09431761E-03  2.12546020E-01 -1.25107342E+00 -1.23403441E+00  0.00000000E+00
    1711  3.82780036E-02  1.70652479E-03  4.68759789E-06  4.63457790E-01  1.08883177E-03  2.15071235E-01 -1.25136156E+00 -1.23431534E+00  0.00000000E+00
    1721  3.82274199E-02  1.70484287E-03  4.69409747E-06  4.61653203E-01  1.09870405E-03  2.17295611E-01 -1.25113015E+00 -1.23408491E+00  0.00000000E+00
    1731  3.83252474E-02  1.71313512E-03  4.73174989E-06  4.62575716E-01  1.10232855E-03  2.16181009E-01 -1.25126124E+00 -1.23420966E+00  0.00000000E+00
    1741  3.84001621E-02  1.71871546E-03  4.75538839E-06  4.63392458E-01  1.10157266E-03  2.15070452E-01 -1.25129871E+00 -1.23425271E+00  0.00000000E+00
    1751  3.83166418E-02  1.71316615E-03  4.73717855E-06  4.61978623E-01  1.10544441E-03  2.14434063E-01 -1.25115923E+00 -1.23410169E+00  0.00000000E+00
    1761  3.83005880E-02  1.71112845E-03  4.72081251E-06  4.62559647E-01  1.10180009E-03  2.13209788E-01 -1.25099569E+00 -1.23394682E+00  0.00000000E+00
    1771  3.83363215E-02  1.71345113E-03  4.72268591E-06  4.63803017E-01  1.09992384E-03  2.12356204E-01 -1.25095054E+00 -1.23391783E+00  0.00000000E+00
    1781  3.82926609E-02  1.71102131E-03  4.71453760E-06  4.63206795E-01  1.10405617E-03  2.15199535E-01 -1.25114324E+00 -1.23410731E+00  0.00000000E+00
    1791  3.84011951E-02  1.72140725E-03  4.78832883E-06  4.61363900E-01  1.11336006E-03  2.14635099E-01 -1.25100371E+00 -1.23396380E+00  0.00000000E+00
    1801  3.84694919E-02  1.72648217E-03  4.80592789E-06  4.62557758E-01  1.11257002E-03  2.14695146E-01 -1.25121478E+00 -1.23418374E+00  0.00000000E+00
    1811  3.84496615E-02  1.72429275E-03  4.79014272E-06  4.62961784E-01  1.10957367E-03  2.13826167E-01 -1.25103235E+00 -1.23401111E+00  0.00000000E+00
    1821  3.83490719E-02  1.71742163E-03  4.76049382E-06  4.62006664E-01  1.11342705E-03  2.12961209E-01 -1.25102070E+00 -1.23398820E+00  0.00000000E+00
    1831  3.83383530E-02  1.71597839E-03  4.74833433E-06  4.62477798E-01  1.11062402E-03  2.12744616E-01 -1.25087823E+00 -1.23385731E+00  0.00000000E+00
    1841  3.83236505E-02  1.71599453E-03  4.75384854E-06  4.61863701E-01  1.11578245E-03  2.12903147E-01 -1.25111433E+00 -1.23410512E+00  0.00000000E+00
    1851  3.83199478E-02  1.71653168E-03  4.75908429E-06  4.61608124E-01  1.11948649E-03  2.14314358E-01 -1.25133274E+00 -1.23432491E+00  0.00000000E+00
    1861  3.83418168E-02  1.71759166E-03  4.75949110E-06  4.62226473E-01  1.11670472E-03  2.15518866E-01 -1.25134362E+00 -1.23434027E+00  0.00000000E+00
    1871  3.83694757E-02  1.72116424E-03  4.79364989E-06  4.60613060E-01  1.12325086E-03  2.15171139E-01 -1.25147946E+00 -1.23447744E+00  0.00000000E+00
    1881  3.83291196E-02  1.71801853E-03  4.77792752E-06  4.60411585E-01  1.12302320E-03  2.13943108E-01 -1.25138166E+00 -1.23438447E+00  0.00000000E+00
    1891  3.82867586E-02  1.71358286E-03  4.74910068E-06  4.60886878E-01  1.11765328E-03  2.14176378E-01 -1.25155554E+00 -1.23456900E+00  0.00000000E+00
    1901  3.83386131E-02  1.71916163E-03  4.78723059E-06  4.60079681E-01  1.12489685E-03  2.15432093E-01 -1.25153474E+00 -1.23456490E+00  0.00000000E+00
    1911  3.84405302E-02  1.72982431E-03  4.87262803E-06  4.57202284E-01  1.13769997E-03  2.13980653E-01 -1.25138374E+00 -1.23441780E+00  0.00000000E+00
    1921  3.84080391E-02  1.72675628E-03  4.85172271E-06  4.57608805E-01  1.13512297E-03  2.12810355E-01 -1.25139774E+00 -1.23442505E+00  0.00000000E+00
    1931  3.84461195E-02  1.72843391E-03  4.84775888E-06  4.59103462E-01  1.12948746E-03  2.11959335E-01 -1.25138724E+00 -1.23441696E+00  0.00000000E+00
    1941  3.85389886E-02  1.73702996E-03  4.88879583E-06  4.59910135E-01  1.13601413E-03  2.12904691E-01 -1.25128247E+00 -1.23433223E+00  0.00000000E+00
    1951  3.85491682E-02  1.73719160E-03  4.88284751E-06  4.60667655E-01  1.13320274E-03  2.11612507E-01 -1.25133762E+00 -1.23438373E+00  0.00000000E+00
    1961  3.85051526E-02  1.73396977E-03  4.86433279E-06  4.60714204E-01  1.13396872E-03  2.12281059E-01 -1.25155159E+00 -1.23459486E+00  0.00000000E+00
    1971  3.85080195E-02  1.73434410E-03  4.86316028E-06  4.61076904E-01  1.13466148E-03  2.12233265E-01 -1.25167957E+00 -1.23472267E+00  0.00000000E+00
    1981  3.85034136E-02  1.73406542E-03  4.86314544E-06  4.60905315E-01  1.13500453E-03  2.10640794E-01 -1.25173825E+00 -1.23477886E+00  0.00000000E+00
    1991  3.84982548E-02  1.73439381E-03  4.87822918E-06  4.59437995E-01  1.13827854E-03  2.09191806E-01 -1.25165120E+00 -1.23468654E+00  0.00000000E+00
    2001  3.84800674E-02  1.73210296E-03  4.86524123E-06  4.59450193E-01  1.13425921E-03  2.08179467E-01 -1.25166623E+00 -1.23470610E+00  0.00000000E+00
    2011  3.84185629E-02  1.72684626E-03  4.83798806E-06  4.59200617E-01  1.13188100E-03  2.09190217E-01 -1.25154765E+00 -1.23457631E+00  0.00000000E+00
    2021  3.83518724E-02  1.72207809E-03  4.82382377E-06  4.57793780E-01  1.13346781E-03  2.08970420E-01 -1.25153937E+00 -1.23456446E+00  0.00000000E+00
    2031  3.82834930E-02  1.71546939E-03  4.79054373E-06  4.57377736E-01  1.12729350E-03  2.10833458E-01 -1.25152992E+00 -1.23455580E+00  0.00000000E+00
    2041  3.83839568E-02  1.72392220E-03  4.83164038E-06  4.58076451E-01  1.13067979E-03  2.09668408E-01 -1.25147662E+00 -1.23450933E+00  0.00000000E+00
    2051  3.83975762E-02  1.72435540E-03  4.82505153E-06  4.59087352E-01  1.12791611E-03  2.08651993E-01 -1.25141101E+00 -1.23445361E+00  0.00000000E+00
    2061  3.84232884E-02  1.72624299E-03  4.83150833E-06  4.59547387E-01  1.12752066E-03  2.08343591E-01 -1.25145821E+00 -1.23450012E+00  0.00000000E+00
    2071  3.82989576E-02  1.71777751E-03  4.80037768E-06  4.57724069E-01  1.13236411E-03  2.07119482E-01 -1.25141932E+00 -1.23446570E+00  0.00000000E+00
    2081  3.82995898E-02  1.71604456E-03  4.78110213E-06  4.58810146E-01  1.12432654E-03  2.06565828E-01 -1.25145967E+00 -1.23450721E+00  0.00000000E+00
    2091  3.83247117E-02  1.71821489E-03  4.78922983E-06  4.59258791E-01  1.12543369E-03  2.06104712E-01 -1.25142714E+00 -1.23448372E+00  0.00000000E+00
    2101  3.82737994E-02  1.71425576E-03  4.77377945E-06  4.58510726E-01  1.12516606E-03  2.05877184E-01 -1.25138157E+00 -1.23444505E+00  0.00000000E+00
    2111  3.82627924E-02  1.71484185E-03  4.78383026E-06  4.57741512E-01  1.13161157E-03  2.04764284E-01 -1.25138675E+00 -1.23445684E+00  0.00000000E+00
    2121  3.83361781E-02  1.71958376E-03  4.79325718E-06  4.59665367E-01  1.12764392E-03  2.06633224E-01 -1.25141795E+00 -1.23447597E+00  0.00000000E+00
    2131  3.84550063E-02  1.72960898E-03  4.84211314E-06  4.60467246E-01  1.13170586E-03  2.06170742E-01 -1.25127296E+00 -1.23433013E+00  0.00000000E+00
    2141  3.84106684E-02  1.72597524E-03  4.82379184E-06  4.60243124E-01  1.13068760E-03  2.06601150E-01 -1.25116973E+00 -1.23423731E+00  0.00000000E+00
    2151  3.84147968E-02  1.72629878E-03  4.82477456E-06  4.60335506E-01  1.13071635E-03  2.07329849E-01 -1.25128820E+00 -1.23434672E+00  0.00000000E+00
    2161  3.84383334E-02  1.72764956E-03  4.82644793E-06  4.60992185E-01  1.12864952E-03  2.07102136E-01 -1.25125735E+00 -1.23431374E+00  0.00000000E+00
    2171  3.84512292E-02  1.72736728E-03  4.81581558E-06  4.62003790E-01  1.12290196E-03  2.09253658E-01 -1.25112252E+00 -1.23417658E+00  0.00000000E+00
    2181  3.85075712E-02  1.73353842E-03  4.86533117E-06  4.60335052E-01  1.13118205E-03  2.07607591E-01 -1.25120675E+00 -1.23426342E+00  0.00000000E+00
    2191  3.85279800E-02  1.73464092E-03  4.86368498E-06  4.61203196E-01  1.12906275E-03  2.07469247E-01 -1.25115101E+00 -1.23419523E+00  0.00000000E+00
    2201  3.85209196E-02  1.73306155E-03  4.84904805E-06  4.61845153E-01  1.12439118E-03  2.06822821E-01 -1.25112873E+00 -1.23417141E+00  0.00000000E+00
    2211  3.84764290E-02  1.73022939E-03  4.83905837E-06  4.61194230E-01  1.12706899E-03  2.07075905E-01 -1.25111757E+00 -1.23416517E+00  0.00000000E+00
    2221  3.83965293E-02  1.72436586E-03  4.81416631E-06  4.60314188E-01  1.12832607E-03  2.06588571E-01 -1.25105258E+00 -1.23410317E+00  0.00000000E+00
    2231  3.83505548E-02  1.72188173E-03  4.81354528E-06  4.58825691E-01  1.13303784E-03  2.09202677E-01 -1.25100633E+00 -1.23405668E+00  0.00000000E+00
    2241  3.83252182E-02  1.72272725E-03  4.84309587E-06  4.56037744E-01  1.14561828E-03  2.08655094E-01 -1.25094147E+00 -1.23399427E+00  0.00000000E+00
    2251  3.82776345E-02  1.71917079E-03  4.82369741E-06  4.55972621E-01  1.14601799E-03  2.07321338E-01 -1.25088586E+00 -1.23393141E+00  0.00000000E+00
    2261  3.82661727E-02  1.71751841E-03  4.80932263E-06  4.56549672E-01  1.14252096E-03  2.06596777E-01 -1.25097119E+00 -1.23402078E+00  0.00000000E+00
    2271  3.82188472E-02  1.71329872E-03  4.78703561E-06  4.56400281E-01  1.13981377E-03  2.05917645E-01 -1.25086674E+00 -1.23391577E+00  0.00000000E+00
    2281  3.81476176E-02  1.70891265E-03  4.77173813E-06  4.55352369E-01  1.14456708E-03  2.06504659E-01 -1.25081844E+00 -1.23385457E+00  0.00000000E+00
    2291  3.81644393E-02  1.71005626E-03  4.77217839E-06  4.56030416E-01  1.14393502E-03  2.09175094E-01 -1.25087838E+00 -1.23390556E+00  0.00000000E+00
    2301  3.80880608E-02  1.70341328E-03  4.74094114E-06  4.55367882E-01  1.14024004E-03  2.09963614E-01 -1.25093449E+00 -1.23396474E+00  0.00000000E+00
    2311  3.81109812E-02  1.70603401E-03  4.75864489E-06  4.55012336E-01  1.14418450E-03  2.09677479E-01 -1.25108034E+00 -1.23409660E+00  0.00000000E+00
    2321  3.81973432E-02  1.71384819E-03  4.80223882E-06  4.55023472E-01  1.14970734E-03  2.08892220E-01 -1.25111233E+00 -1.23413195E+00  0.00000000E+00
    2331  3.81790074E-02  1.71239057E-03  4.79506901E-06  4.54910331E-01  1.14944928E-03  2.11496922E-01 -1.25123517E+00 -1.23424754E+00  0.00000000E+00
    2341  3.80987594E-02  1.70593654E-03  4.76559601E-06  4.54153882E-01  1.14794724E-03  2.11633190E-01 -1.25125095E+00 -1.23426140E+00  0.00000000E+00
    2351  3.80491982E-02  1.70265021E-03  4.74807901E-06  4.54058874E-01  1.15014753E-03  2.10798210E-01 -1.25132359E+00 -1.23433287E+00  0.00000000E+00
    2361  3.80827163E-02  1.70673416E-03  4.77764847E-06  4.53284764E-01  1.15706061E-03  2.10805525E-01 -1.25139757E+00 -1.23440562E+00  0.00000000E+00
    2371  3.80218324E-02  1.70148081E-03  4.75135531E-06  4.52930953E-01  1.15426405E-03  2.10513724E-01 -1.25155017E+00 -1.23456006E+00  0.00000000E+00
    2381  3.80561715E-02  1.70353144E-03  4.75296396E-06  4.54062456E-01  1.15172910E-03  2.09625438E-01 -1.25161910E+00 -1.23461845E+00  0.00000000E+00
    2391  3.80148657E-02  1.69996670E-03  4.73464367E-06  4.53883603E-01  1.14982249E-03  2.08730490E-01 -1.25165013E+00 -1.23464957E+00  0.00000000E+00
    2401  3.80252533E-02  1.69919278E-03  4.72032896E-06  4.55038650E-01  1.14276666E-03  2.08668665E-01 -1.25155045E+00 -1.23456253E+00  0.00000000E+00
    2411  3.79868553E-02  1.69652578E-03  4.70880181E-06  4.54658902E-01  1.14390241E-03  2.08526310E-01 -1.25151422E+00 -1.23452394E+00  0.00000000E+00
    2421  3.79639892E-02  1.69375712E-03  4.68971951E-06  4.55091799E-01  1.13924622E-03  2.08616145E-01 -1.25161867E+00 -1.23462598E+00  0.00000000E+00
    2431  3.79787065E-02  1.69405727E-03  4.68431892E-06  4.55912156E-01  1.13555754E-03  2.07991478E-01 -1.25171248E+00 -1.23472118E+00  0.00000000E+00
    2441  3.79159274E-02  1.68917417E-03  4.66335422E-06  4.55211055E-01  1.13502285E-03  2.06327180E-01 -1.25170854E+00 -1.23471001E+00  0.00000000E+00
    2451  3.79498054E-02  1.69196541E-03  4.67824586E-06  4.55273093E-01  1.13602028E-03  2.05089797E-01 -1.25179902E+00 -1.23479324E+00  0.00000000E+00
    2461  3.78605250E-02  1.68552605E-03  4.65320360E-06  4.54041209E-01  1.13750477E-03  2.04412075E-01 -1.25182798E+00 -1.23482340E+00  0.00000000E+00
    2471  3.78239153E-02  1.68229614E-03  4.63472369E-06  4.54119352E-01  1.13543320E-03  2.05431496E-01 -1.25169768E+00 -1.23469504E+00  0.00000000E+00
    2481  3.77735016E-02  1.67919162E-03  4.62452956E-06  4.53304136E-01  1.13862153E-03  2.07854733E-01 -1.25169320E+00 -1.23468594E+00  0.00000000E+00
    2491  3.77483319E-02  1.67613563E-03  4.60468230E-06  4.53663646E-01  1.13340960E-03  2.09121460E-01 -1.25155185E+00 -1.23454744E+00  0.00000000E+00
    2501  3.77313162E-02  1.67412903E-03  4.59328887E-06  4.53708240E-01  1.13015074E-03  2.10005161E-01 -1.25135396E+00 -1.23434968E+00  0.00000000E+00
    2511  3.77232646E-02  1.67251839E-03  4.57836786E-06  4.54433586E-01  1.12562473E-03  2.10522335E-01 -1.25130656E+00 -1.23429691E+00  0.00000000E+00
    2521  3.77448799E-02  1.67443204E-03  4.59251977E-06  4.53997375E-01  1.12689882E-03  2.10577115E-01 -1.25146884E+00 -1.23446633E+00  0.00000000E+00
    2531  3.77533495E-02  1.67475274E-03  4.59014475E-06  4.54488725E-01  1.12546069E-03  2.10155768E-01 -1.25159524E+00 -1.23459689E+00  0.00000000E+00
    2541  3.77709471E-02  1.67888464E-03  4.64893215E-06  4.50218348E-01  1.13810715E-03  2.09655603E-01 -1.25167641E+00 -1.23468302E+00  0.00000000E+00
    2551  3.77982134E-02  1.68144578E-03  4.66369877E-06  4.50150919E-01  1.14036606E-03  2.09327661E-01 -1.25168677E+00 -1.23469438E+00  0.00000000E+00
    2561  3.78346423E-02  1.68503486E-03  4.68702784E-06  4.49751966E-01  1.14412843E-03  2.10062332E-01 -1.25182609E+00 -1.23482501E+00  0.00000000E+00
    2571  3.78088290E-02  1.68255765E-03  4.67397303E-06  4.49667651E-01  1.14176144E-03  2.11139225E-01 -1.25191506E+00 -1.23491365E+00  0.00000000E+00
    2581  3.77828190E-02  1.67931742E-03  4.65282250E-06  4.50041846E-01  1.13601272E-03  2.11789806E-01 -1.25184165E+00 -1.23484453E+00  0.00000000E+00
    2591  3.77837640E-02  1.67883543E-03  4.64507667E-06  4.50642092E-01  1.13351578E-03  2.11129945E-01 -1.25177740E+00 -1.23479030E+00  0.00000000E+00
    2601  3.77659074E-02  1.67682468E-03  4.63353976E-06  4.50691494E-01  1.13053025E-03  2.10286190E-01 -1.25186933E+00 -1.23488582E+00  0.00000000E+00
    2611  3.77070143E-02  1.67217663E-03  4.61283033E-06  4.50102273E-01  1.12961337E-03  2.10062985E-01 -1.25186605E+00 -1.23488142E+00  0.00000000E+00
    2621  3.77947657E-02  1.68177801E-03  4.69741651E-06  4.46394395E-01  1.14304100E-03  2.09753604E-01 -1.25202570E+00 -1.23506491E+00  0.00000000E+00
    2631  3.77873919E-02  1.68163002E-03  4.69621246E-06  4.46438880E-01  1.14488793E-03  2.10016512E-01 -1.25212322E+00 -1.23516343E+00  0.00000000E+00
    2641  3.77742585E-02  1.67955354E-03  4.67944045E-06  4.47051142E-01  1.13999650E-03  2.09276321E-01 -1.25216565E+00 -1.23519814E+00  0.00000000E+00
    2651  3.77466667E-02  1.67760248E-03  4.66986601E-06  4.46898232E-01  1.14059523E-03  2.09515099E-01 -1.25219167E+00 -1.23521509E+00  0.00000000E+00
    2661  3.77626990E-02  1.67882274E-03  4.68235680E-06  4.46224720E-01  1.14063886E-03  2.08736749E-01 -1.25226411E+00 -1.23528039E+00  0.00000000E+00
    2671  3.77316491E-02  1.67755768E-03  4.69447973E-06  4.43953274E-01  1.14550746E-03  2.08935345E-01 -1.25214304E+00 -1.23515683E+00  0.00000000E+00
    2681  3.76867504E-02  1.67348398E-03  4.67268469E-06  4.43836985E-01  1.14240539E-03  2.07912638E-01 -1.25217417E+00 -1.23518787E+00  0.00000000E+00
    2691  3.77501438E-02  1.68042068E-03  4.72423849E-06  4.42333542E-01  1.15212651E-03  2.06892443E-01 -1.25217747E+00 -1.23519670E+00  0.00000000E+00
    2701  3.77451258E-02  1.68173972E-03  4.74335581E-06  4.40954848E-01  1.15978731E-03  2.06628538E-01 -1.25226386E+00 -1.23529254E+00  0.00000000E+00
    2711  3.77891080E-02  1.68601270E-03  4.77133842E-06  4.40503615E-01  1.16407737E-03  2.07625963E-01 -1.25219733E+00 -1.23522681E+00  0.00000000E+00
    2721  3.77360403E-02  1.68202472E-03  4.75611175E-06  4.39641395E-01  1.16416749E-03  2.08150035E-01 -1.25197138E+00 -1.23499716E+00  0.00000000E+00
    2731  3.77580162E-02  1.68381228E-03  4.76166522E-06  4.40177615E-01  1.16474731E-03  2.07859500E-01 -1.25183434E+00 -1.23486342E+00  0.00000000E+00
    2741  3.78288708E-02  1.69006099E-03  4.79511569E-06  4.40405960E-01  1.16877668E-03  2.07837793E-01 -1.25182950E+00 -1.23485283E+00  0.00000000E+00
    2751  3.77966186E-02  1.68711263E-03  4.77874645E-06  4.40365373E-01  1.16647886E-03  2.07139713E-01 -1.25172923E+00 -1.23475181E+00  0.00000000E+00
    2761  3.77991390E-02  1.68704429E-03  4.77316921E-06  4.40973224E-01  1.16531081E-03  2.07229183E-01 -1.25162111E+00 -1.23464418E+00  0.00000000E+00
    2771  3.77909930E-02  1.68582918E-03  4.76133336E-06  4.41555267E-01  1.16260655E-03  2.07370932E-01 -1.25177093E+00 -1.23478466E+00  0.00000000E+00
    2781  3.77992667E-02  1.68579819E-03  4.75423001E-06  4.42367896E-01  1.15964484E-03  2.07359712E-01 -1.25183604E+00 -1.23485065E+00  0.00000000E+00
    2791  3.77967904E-02  1.68489502E-03  4.74565597E-06  4.42776657E-01  1.15641441E-03  2.06536118E-01 -1.25186355E+00 -1.23486712E+00  0.00000000E+00
    2801  3.78013889E-02  1.68512360E-03  4.74625848E-06  4.42857089E-01  1.15587722E-03  2.05807622E-01 -1.25197167E+00 -1.23497023E+00  0.00000000E+00
    2811  3.78342014E-02  1.68792439E-03  4.75610203E-06  4.43552836E-01  1.15731650E-03  2.05729733E-01 -1.25200977E+00 -1.23500795E+00  0.00000000E+00
    2821  3.78212582E-02  1.68661295E-03  4.74699148E-06  4.43754726E-01  1.15581759E-03  2.06112495E-01 -1.25200636E+00 -1.23500918E+00  0.00000000E+00
    2831  3.78699646E-02  1.69055095E-03  4.76305623E-06  4.44469480E-01  1.15695168E-03  2.05169558E-01 -1.25201431E+00 -1.23503250E+00  0.00000000E+00
    2841  3.78933536E-02  1.69395694E-03  4.79619434E-06  4.42851734E-01  1.16432411E-03  2.05687538E-01 -1.25195147E+00 -1.23496835E+00  0.00000000E+00
    2851  3.79554458E-02  1.70082572E-03  4.84912358E-06  4.41243787E-01  1.17406624E-03  2.04868750E-01 -1.25193785E+00 -1.23495870E+00  0.00000000E+00
    2861  3.80190880E-02  1.70635593E-03  4.88002468E-06  4.41322074E-01  1.17720217E-03  2.05618721E-01 -1.25198373E+00 -1.23500630E+00  0.00000000E+00
    2871  3.79975016E-02  1.70506250E-03  4.87387875E-06  4.41178819E-01  1.17877007E-03  2.05696646E-01 -1.25204807E+00 -1.23506941E+00  0.00000000E+00
    2881  3.80260282E-02  1.70776019E-03  4.89351739E-06  4.40698339E-01  1.18115692E-03  2.06823909E-01 -1.25182636E+00 -1.23485360E+00  0.00000000E+00
    2891  3.80599988E-02  1.71008759E-03  4.89936605E-06  4.41553048E-01  1.17999600E-03  2.07190688E-01 -1.25180146E+00 -1.23482233E+00  0.00000000E+00
    2901  3.81212486E-02  1.71532162E-03  4.92216775E-06  4.42372696E-01  1.18255859E-03  2.08863064E-01 -1.25167329E+00 -1.23468798E+00  0.00000000E+00
    2911  3.81891201E-02  1.72232277E-03  4.96947057E-06  4.41581518E-01  1.19077876E-03  2.08373730E-01 -1.25169541E+00 -1.23471438E+00  0.00000000E+00
    2921  3.82280755E-02  1.72515111E-03  4.97612224E-06  4.42666049E-01  1.19010865E-03  2.08064944E-01 -1.25175009E+00 -1.23477014E+00  0.00000000E+00
    2931  3.82423741E-02  1.72676096E-03  4.98505631E-06  4.42705994E-01  1.19243877E-03  2.09792279E-01 -1.25161186E+00 -1.23462685E+00  0.00000000E+00
    2941  3.82649591E-02  1.72771046E-03  4.98053923E-06  4.43822793E-01  1.18892651E-03  2.09933845E-01 -1.25167844E+00 -1.23469949E+00  0.00000000E+00
    2951  3.82947157E-02  1.73048772E-03  4.99923731E-06  4.43525261E-01  1.19117850E-03  2.09283874E-01 -1.25177126E+00 -1.23479023E+00  0.00000000E+00
    2961  3.83502602E-02  1.73451625E-03  5.01174287E-06  4.44721597E-01  1.19014670E-03  2.08133386E-01 -1.25174003E+00 -1.23475621E+00  0.00000000E+00
    2971  3.84358144E-02  1.74239120E-03  5.04993407E-06  4.45536302E-01  1.19603745E-03  2.07328206E-01 -1.25172924E+00 -1.23474778E+00  0.00000000E+00
    2981  3.84499957E-02  1.74353858E-03  5.05446486E-06  4.45769015E-01  1.19629484E-03  2.07065229E-01 -1.25171718E+00 -1.23474953E+00  0.00000000E+00
    2991  3.84231269E-02  1.74114828E-03  5.04130550E-06  4.45693152E-01  1.19482930E-03  2.06696739E-01 -1.25162271E+00 -1.23464217E+00  0.00000000E+00
    3001  3.84081144E-02  1.73951217E-03  5.03134922E-06  4.45746727E-01  1.19265142E-03  2.06305731E-01 -1.25171246E+00 -1.23473382E+00  0.00000000E+00
    3011  3.84184128E-02  1.74008073E-03  5.03274879E-06  4.45954789E-01  1.19164692E-03  2.06228082E-01 -1.25168824E+00 -1.23472207E+00  0.00000000E+00
    3021  3.84017109E-02  1.73767387E-03  5.01484689E-06  4.46395153E-01  1.18657627E-03  2.05497547E-01 -1.25157896E+00 -1.23461704E+00  0.00000000E+00
    3031  3.83565371E-02  1.73426932E-03  4.99972660E-06  4.45895190E-01  1.18686012E-03  2.04283114E-01 -1.25160268E+00 -1.23463840E+00  0.00000000E+00
    3041  3.83320937E-02  1.73190048E-03  4.98677563E-06  4.45817626E-01  1.18462978E-03  2.04528077E-01 -1.25168608E+00 -1.23472262E+00  0.00000000E+00
    3051  3.83174858E-02  1.73105254E-03  4.98326266E-06  4.45665353E-01  1.18585596E-03  2.05844228E-01 -1.25188789E+00 -1.23492344E+00  0.00000000E+00
    3061  3.83024034E-02  1.73043062E-03  4.98167042E-06  4.45444066E-01  1.18826393E-03  2.04903357E-01 -1.25194209E+00 -1.23496848E+00  0.00000000E+00
    3071  3.83429085E-02  1.73393933E-03  5.00092425E-06  4.45551485E-01  1.19008766E-03  2.04877849E-01 -1.25199094E+00 -1.23501326E+00  0.00000000E+00
    3081  3.83133790E-02  1.73085036E-03  4.98267519E-06  4.45601207E-01  1.18636366E-03  2.04293820E-01 -1.25187604E+00 -1.23489487E+00  0.00000000E+00
    3091  3.82891775E-02  1.72917631E-03  4.97311935E-06  4.45592529E-01  1.18717513E-03  2.05253694E-01 -1.25173283E+00 -1.23475105E+00  0.00000000E+00
    3101  3.82525212E-02  1.72595614E-03  4.95594365E-06  4.45443760E-01  1.18530517E-03  2.05608776E-01 -1.25169659E+00 -1.23470206E+00  0.00000000E+00
    3111  3.82777790E-02  1.72725095E-03  4.95458567E-06  4.46426606E-01  1.18242574E-03  2.06316822E-01 -1.25154300E+00 -1.23455406E+00  0.00000000E+00
    3121  3.82748805E-02  1.72729084E-03  4.95570845E-06  4.46326736E-01  1.18360691E-03  2.06600890E-01 -1.25155537E+00 -1.23456125E+00  0.00000000E+00
    3131  3.83127999E-02  1.73036520E-03  4.96655311E-06  4.47085112E-01  1.18437486E-03  2.05658901E-01 -1.25149023E+00 -1.23449183E+00  0.00000000E+00
    3141  3.83276379E-02  1.73075412E-03  4.96187035E-06  4.47854659E-01  1.18099862E-03  2.05112373E-01 -1.25149796E+00 -1.23449897E+00  0.00000000E+00
    3151  3.83766424E-02  1.73422046E-03  4.97160900E-06  4.48980335E-01  1.17967882E-03  2.06652313E-01 -1.25155849E+00 -1.23456108E+00  0.00000000E+00
    3161  3.84583898E-02  1.74150276E-03  5.00741413E-06  4.49643725E-01  1.18419636E-03  2.05947033E-01 -1.25158014E+00 -1.23459085E+00  0.00000000E+00
