   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
    3171  3.84406383E-02  1.73969756E-03  4.99672268E-06  4.49678494E-01  1.18221053E-03  2.07363755E-01 -1.25173535E+00 -1.23474625E+00  0.00000000E+00
    3181  3.84133821E-02  1.73758825E-03  4.98514723E-06  4.49619556E-01  1.18214480E-03  2.08398641E-01 -1.25175264E+00 -1.23476382E+00  0.00000000E+00
    3191  3.83635603E-02  1.73326271E-03  4.96402885E-06  4.49212274E-01  1.17988716E-03  2.09417870E-01 -1.25168993E+00 -1.23470367E+00  0.00000000E+00
    3201  3.83512428E-02  1.73288050E-03  4.96179046E-06  4.49217752E-01  1.18242615E-03  2.08417551E-01 -1.25166465E+00 -1.23468024E+00  0.00000000E+00
    3211  3.83507953E-02  1.73293409E-03  4.96102917E-06  4.49336316E-01  1.18282280E-03  2.07769485E-01 -1.25165526E+00 -1.23466814E+00  0.00000000E+00
    3221  3.82909113E-02  1.72848369E-03  4.94261915E-06  4.48551040E-01  1.18345094E-03  2.07625252E-01 -1.25163758E+00 -1.23464176E+00  0.00000000E+00
    3231  3.82829915E-02  1.72821213E-03  4.94123247E-06  4.48532485E-01  1.18496196E-03  2.06609582E-01 -1.25164057E+00 -1.23463625E+00  0.00000000E+00
    3241  3.82354171E-02  1.72416797E-03  4.92161595E-06  4.48142030E-01  1.18313985E-03  2.05570323E-01 -1.25161573E+00 -1.23460874E+00  0.00000000E+00
    3251  3.81997860E-02  1.72043843E-03  4.90095944E-06  4.48073070E-01  1.17860045E-03  2.05132119E-01 -1.25164904E+00 -1.23464064E+00  0.00000000E+00
    3261  3.82057694E-02  1.72087894E-03  4.90468303E-06  4.47936481E-01  1.17852532E-03  2.05527480E-01 -1.25161664E+00 -1.23460305E+00  0.00000000E+00
    3271  3.82149685E-02  1.72085991E-03  4.89885748E-06  4.48579998E-01  1.17526749E-03  2.05618983E-01 -1.25154628E+00 -1.23453657E+00  0.00000000E+00
    3281  3.81874485E-02  1.71816972E-03  4.88358133E-06  4.48576782E-01  1.17261625E-03  2.04897078E-01 -1.25150481E+00 -1.23449437E+00  0.00000000E+00
    3291  3.81627895E-02  1.71587737E-03  4.87014278E-06  4.48623887E-01  1.17076800E-03  2.05511419E-01 -1.25149854E+00 -1.23448566E+00  0.00000000E+00
    3301  3.81649673E-02  1.71599140E-03  4.87202838E-06  4.48483714E-01  1.17053251E-03  2.05940907E-01 -1.25137328E+00 -1.23435872E+00  0.00000000E+00
    3311  3.81620855E-02  1.71510509E-03  4.86304902E-06  4.48931076E-01  1.16752593E-03  2.06769737E-01 -1.25136960E+00 -1.23435317E+00  0.00000000E+00
    3321  3.81710520E-02  1.71519619E-03  4.85723161E-06  4.49648758E-01  1.16484877E-03  2.06318735E-01 -1.25136103E+00 -1.23434284E+00  0.00000000E+00
    3331  3.81688321E-02  1.71458844E-03  4.84983603E-06  4.50097088E-01  1.16287122E-03  2.06019036E-01 -1.25125685E+00 -1.23423842E+00  0.00000000E+00
    3341  3.81895926E-02  1.71789792E-03  4.88269050E-06  4.48502898E-01  1.17065102E-03  2.06382686E-01 -1.25115054E+00 -1.23412686E+00  0.00000000E+00
    3351  3.82240669E-02  1.72042161E-03  4.89049383E-06  4.49240902E-01  1.17015192E-03  2.07651402E-01 -1.25115622E+00 -1.23414071E+00  0.00000000E+00
    3361  3.82839074E-02  1.72553766E-03  4.91933190E-06  4.49273488E-01  1.17257837E-03  2.07125615E-01 -1.25119036E+00 -1.23417471E+00  0.00000000E+00
    3371  3.82801470E-02  1.72480187E-03  4.91140208E-06  4.49692023E-01  1.17055751E-03  2.06273839E-01 -1.25119629E+00 -1.23418470E+00  0.00000000E+00
    3381  3.82946811E-02  1.72524200E-03  4.90742147E-06  4.50418558E-01  1.16752179E-03  2.06613989E-01 -1.25123787E+00 -1.23422128E+00  0.00000000E+00
    3391  3.83207655E-02  1.72854854E-03  4.93359293E-06  4.49599399E-01  1.17342379E-03  2.06955484E-01 -1.25140140E+00 -1.23438493E+00  0.00000000E+00
    3401  3.82766328E-02  1.72441711E-03  4.91226007E-06  4.49350247E-01  1.17003540E-03  2.06490606E-01 -1.25136937E+00 -1.23435203E+00  0.00000000E+00
    3411  3.82786036E-02  1.72456276E-03  4.91180961E-06  4.49493743E-01  1.17001181E-03  2.06313460E-01 -1.25145693E+00 -1.23443883E+00  0.00000000E+00
    3421  3.82484976E-02  1.72307515E-03  4.90522673E-06  4.49281844E-01  1.17369499E-03  2.05745677E-01 -1.25144991E+00 -1.23442000E+00  0.00000000E+00
    3431  3.82262825E-02  1.72131241E-03  4.89614929E-06  4.49174552E-01  1.17340694E-03  2.05197261E-01 -1.25146391E+00 -1.23443838E+00  0.00000000E+00
    3441  3.82161378E-02  1.72142723E-03  4.90326848E-06  4.48447213E-01  1.17742399E-03  2.05665796E-01 -1.25143031E+00 -1.23440496E+00  0.00000000E+00
    3451  3.82288238E-02  1.72309455E-03  4.91539806E-06  4.48152323E-01  1.18057132E-03  2.05437873E-01 -1.25137982E+00 -1.23435953E+00  0.00000000E+00
    3461  3.82084798E-02  1.72100658E-03  4.90240422E-06  4.48274826E-01  1.17816671E-03  2.05290947E-01 -1.25139785E+00 -1.23438371E+00  0.00000000E+00
    3471  3.82018173E-02  1.72209436E-03  4.92196873E-06  4.46772571E-01  1.18537178E-03  2.07114039E-01 -1.25154353E+00 -1.23453274E+00  0.00000000E+00
    3481  3.81776811E-02  1.71975840E-03  4.90765345E-06  4.46882050E-01  1.18314983E-03  2.06653461E-01 -1.25161302E+00 -1.23460330E+00  0.00000000E+00
    3491  3.82316068E-02  1.72544057E-03  4.94522136E-06  4.46312815E-01  1.19019643E-03  2.06591271E-01 -1.25162950E+00 -1.23462548E+00  0.00000000E+00
    3501  3.82185762E-02  1.72442944E-03  4.94184598E-06  4.46041671E-01  1.19012899E-03  2.06612220E-01 -1.25158498E+00 -1.23458542E+00  0.00000000E+00
    3511  3.81865272E-02  1.72249624E-03  4.93905728E-06  4.45110834E-01  1.19245498E-03  2.07857626E-01 -1.25177340E+00 -1.23477367E+00  0.00000000E+00
    3521  3.81641677E-02  1.71994292E-03  4.92283806E-06  4.45289702E-01  1.18863714E-03  2.07893427E-01 -1.25174499E+00 -1.23473925E+00  0.00000000E+00
    3531  3.81545766E-02  1.71863075E-03  4.91289731E-06  4.45564185E-01  1.18601930E-03  2.10109240E-01 -1.25183881E+00 -1.23482899E+00  0.00000000E+00
    3541  3.81391224E-02  1.71655758E-03  4.89859386E-06  4.45842227E-01  1.18198506E-03  2.10627970E-01 -1.25186136E+00 -1.23485228E+00  0.00000000E+00
    3551  3.81331809E-02  1.71576368E-03  4.89144590E-06  4.46138648E-01  1.18044772E-03  2.09999089E-01 -1.25187662E+00 -1.23487189E+00  0.00000000E+00
    3561  3.80769832E-02  1.71115936E-03  4.87142848E-06  4.45432823E-01  1.17899718E-03  2.10417986E-01 -1.25193432E+00 -1.23494093E+00  0.00000000E+00
    3571  3.80861793E-02  1.71361754E-03  4.89736214E-06  4.44078889E-01  1.18692827E-03  2.10085940E-01 -1.25203050E+00 -1.23503012E+00  0.00000000E+00
    3581  3.81471650E-02  1.71909776E-03  4.92963643E-06  4.43977346E-01  1.19067810E-03  2.09810454E-01 -1.25200268E+00 -1.23500514E+00  0.00000000E+00
    3591  3.81517035E-02  1.71933289E-03  4.92961609E-06  4.44131706E-01  1.19017654E-03  2.09679906E-01 -1.25196323E+00 -1.23497906E+00  0.00000000E+00
    3601  3.81585389E-02  1.71939195E-03  4.92608012E-06  4.44568587E-01  1.18808953E-03  2.09639807E-01 -1.25195827E+00 -1.23497456E+00  0.00000000E+00
    3611  3.81642478E-02  1.72048620E-03  4.93865312E-06  4.43859043E-01  1.19106083E-03  2.10433444E-01 -1.25196227E+00 -1.23497736E+00  0.00000000E+00
    3621  3.81657830E-02  1.72026978E-03  4.93207969E-06  4.44459522E-01  1.18955564E-03  2.09933827E-01 -1.25206215E+00 -1.23507667E+00  0.00000000E+00
    3631  3.81749290E-02  1.72060298E-03  4.92965831E-06  4.44947295E-01  1.18790867E-03  2.09996049E-01 -1.25217887E+00 -1.23519046E+00  0.00000000E+00
    3641  3.81934198E-02  1.72143716E-03  4.92717490E-06  4.45764451E-01  1.18530104E-03  2.10265097E-01 -1.25205392E+00 -1.23506120E+00  0.00000000E+00
    3651  3.82247816E-02  1.72421492E-03  4.94043067E-06  4.46062514E-01  1.18702082E-03  2.09500274E-01 -1.25204121E+00 -1.23505252E+00  0.00000000E+00
    3661  3.82064932E-02  1.72198679E-03  4.92508501E-06  4.46353132E-01  1.18327435E-03  2.10691179E-01 -1.25208819E+00 -1.23509747E+00  0.00000000E+00
    3671  3.82233270E-02  1.72231384E-03  4.91802286E-06  4.47356962E-01  1.17894488E-03  2.10365096E-01 -1.25205638E+00 -1.23507035E+00  0.00000000E+00
    3681  3.82918809E-02  1.72781572E-03  4.94212350E-06  4.48179922E-01  1.18010204E-03  2.10595142E-01 -1.25213204E+00 -1.23514785E+00  0.00000000E+00
    3691  3.83364586E-02  1.73238534E-03  4.98009889E-06  4.46869365E-01  1.18530753E-03  2.09871590E-01 -1.25210082E+00 -1.23512211E+00  0.00000000E+00
    3701  3.83587757E-02  1.73491151E-03  5.00131356E-06  4.46129580E-01  1.18898281E-03  2.09006499E-01 -1.25206860E+00 -1.23509711E+00  0.00000000E+00
    3711  3.83389018E-02  1.73334141E-03  4.99427619E-06  4.45906471E-01  1.18877605E-03  2.08682917E-01 -1.25202916E+00 -1.23505199E+00  0.00000000E+00
    3721  3.83098813E-02  1.73039021E-03  4.97762194E-06  4.45868866E-01  1.18549673E-03  2.08505387E-01 -1.25205029E+00 -1.23507845E+00  0.00000000E+00
    3731  3.82842231E-02  1.72860162E-03  4.96962618E-06  4.45613512E-01  1.18629386E-03  2.10088542E-01 -1.25214148E+00 -1.23517271E+00  0.00000000E+00
    3741  3.82767879E-02  1.72766718E-03  4.96054280E-06  4.46028045E-01  1.18464614E-03  2.10591072E-01 -1.25220414E+00 -1.23524026E+00  0.00000000E+00
    3751  3.82612453E-02  1.72589216E-03  4.94892470E-06  4.46188103E-01  1.18200470E-03  2.10578248E-01 -1.25213827E+00 -1.23517516E+00  0.00000000E+00
    3761  3.82568884E-02  1.72507458E-03  4.94076778E-06  4.46576702E-01  1.17981996E-03  2.10390439E-01 -1.25214662E+00 -1.23517951E+00  0.00000000E+00
    3771  3.81997512E-02  1.72064525E-03  4.92092971E-06  4.45957313E-01  1.17954561E-03  2.10003836E-01 -1.25222411E+00 -1.23524738E+00  0.00000000E+00
    3781  3.81776983E-02  1.71857868E-03  4.90845751E-06  4.46031666E-01  1.17782103E-03  2.09620530E-01 -1.25227255E+00 -1.23529530E+00  0.00000000E+00
    3791  3.81784714E-02  1.71839391E-03  4.90675665E-06  4.46104527E-01  1.17672097E-03  2.09711768E-01 -1.25222935E+00 -1.23525098E+00  0.00000000E+00
    3801  3.81987817E-02  1.72046908E-03  4.91933295E-06  4.46023654E-01  1.17908490E-03  2.09945665E-01 -1.25223993E+00 -1.23526146E+00  0.00000000E+00
    3811  3.82095533E-02  1.72090143E-03  4.91705108E-06  4.46558814E-01  1.17732214E-03  2.09310097E-01 -1.25223448E+00 -1.23525401E+00  0.00000000E+00
    3821  3.82269452E-02  1.72234429E-03  4.92239857E-06  4.46884814E-01  1.17783417E-03  2.09316609E-01 -1.25216333E+00 -1.23518283E+00  0.00000000E+00
    3831  3.82783323E-02  1.72712096E-03  4.95392940E-06  4.46416612E-01  1.18164811E-03  2.09278155E-01 -1.25219030E+00 -1.23521376E+00  0.00000000E+00
    3841  3.82600691E-02  1.72537841E-03  4.94266883E-06  4.46558730E-01  1.18009275E-03  2.09966905E-01 -1.25226195E+00 -1.23528119E+00  0.00000000E+00
    3851  3.82859314E-02  1.72766678E-03  4.95832287E-06  4.46275702E-01  1.18148570E-03  2.10647465E-01 -1.25226206E+00 -1.23528254E+00  0.00000000E+00
    3861  3.83102719E-02  1.73165861E-03  4.99645227E-06  4.44587135E-01  1.19108467E-03  2.10928143E-01 -1.25226082E+00 -1.23527832E+00  0.00000000E+00
    3871  3.82877297E-02  1.72968132E-03  4.98497830E-06  4.44594947E-01  1.18995397E-03  2.10602420E-01 -1.25225096E+00 -1.23526685E+00  0.00000000E+00
    3881  3.83270670E-02  1.73294822E-03  5.00437258E-06  4.44534347E-01  1.19109585E-03  2.11203692E-01 -1.25231711E+00 -1.23533085E+00  0.00000000E+00
    3891  3.83342031E-02  1.73271647E-03  4.99786688E-06  4.45108051E-01  1.18758184E-03  2.10637713E-01 -1.25226330E+00 -1.23527318E+00  0.00000000E+00
    3901  3.84062022E-02  1.74051320E-03  5.05147314E-06  4.44169784E-01  1.19783081E-03  2.10633685E-01 -1.25222167E+00 -1.23523334E+00  0.00000000E+00
    3911  3.84004744E-02  1.74045315E-03  5.05658273E-06  4.43569168E-01  1.19954486E-03  2.12084166E-01 -1.25223202E+00 -1.23524675E+00  0.00000000E+00
    3921  3.83966487E-02  1.74048896E-03  5.05886323E-06  4.43341123E-01  1.20103204E-03  2.12047599E-01 -1.25217486E+00 -1.23519330E+00  0.00000000E+00
    3931  3.83881164E-02  1.73956443E-03  5.05185056E-06  4.43521738E-01  1.19981661E-03  2.11952740E-01 -1.25214879E+00 -1.23516941E+00  0.00000000E+00
    3941  3.83486951E-02  1.73593045E-03  5.03295878E-06  4.43279164E-01  1.19706922E-03  2.12100165E-01 -1.25219072E+00 -1.23521397E+00  0.00000000E+00
    3951  3.83295206E-02  1.73396969E-03  5.01939472E-06  4.43523162E-01  1.19485610E-03  2.11544527E-01 -1.25218737E+00 -1.23520874E+00  0.00000000E+00
    3961  3.83232617E-02  1.73264661E-03  5.00769533E-06  4.43972008E-01  1.19105105E-03  2.11153869E-01 -1.25222961E+00 -1.23524664E+00  0.00000000E+00
    3971  3.83550511E-02  1.73466007E-03  5.01101053E-06  4.44894801E-01  1.18913753E-03  2.11253812E-01 -1.25210658E+00 -1.23512545E+00  0.00000000E+00
    3981  3.83211915E-02  1.73117461E-03  4.99208254E-06  4.44762546E-01  1.18512529E-03  2.11944674E-01 -1.25225679E+00 -1.23527246E+00  0.00000000E+00
    3991  3.83325882E-02  1.73216462E-03  4.99438214E-06  4.45141570E-01  1.18565052E-03  2.12897337E-01 -1.25216226E+00 -1.23518024E+00  0.00000000E+00
    4001  3.82947771E-02  1.72928857E-03  4.98111106E-06  4.44773700E-01  1.18574671E-03  2.12451900E-01 -1.25218459E+00 -1.23521176E+00  0.00000000E+00
    4011  3.83029060E-02  1.72897759E-03  4.97241222E-06  4.45543934E-01  1.18153418E-03  2.13216155E-01 -1.25209537E+00 -1.23511937E+00  0.00000000E+00
    4021  3.82548341E-02  1.72495752E-03  4.95331902E-06  4.45095513E-01  1.18000102E-03  2.13293492E-01 -1.25205745E+00 -1.23508318E+00  0.00000000E+00
    4031  3.82847388E-02  1.72813356E-03  4.97277423E-06  4.44961796E-01  1.18400383E-03  2.13908279E-01 -1.25202203E+00 -1.23504648E+00  0.00000000E+00
    4041  3.82322387E-02  1.72387994E-03  4.95369184E-06  4.44359745E-01  1.18293685E-03  2.13994298E-01 -1.25205241E+00 -1.23507160E+00  0.00000000E+00
    4051  3.82296812E-02  1.72377876E-03  4.95359070E-06  4.44305866E-01  1.18336267E-03  2.13665754E-01 -1.25209808E+00 -1.23511230E+00  0.00000000E+00
    4061  3.82434371E-02  1.72418925E-03  4.95009235E-06  4.44962686E-01  1.18046838E-03  2.12963385E-01 -1.25214595E+00 -1.23516884E+00  0.00000000E+00
    4071  3.82363120E-02  1.72324921E-03  4.94112063E-06  4.45364036E-01  1.17868560E-03  2.12706678E-01 -1.25211492E+00 -1.23513401E+00  0.00000000E+00
    4081  3.82401946E-02  1.72531865E-03  4.97249329E-06  4.43180655E-01  1.18668321E-03  2.12486002E-01 -1.25214076E+00 -1.23516119E+00  0.00000000E+00
    4091  3.82437938E-02  1.72544274E-03  4.97017076E-06  4.43520779E-01  1.18600102E-03  2.12492665E-01 -1.25211682E+00 -1.23514006E+00  0.00000000E+00
    4101  3.82545113E-02  1.72580092E-03  4.96690652E-06  4.44117065E-01  1.18391783E-03  2.11926326E-01 -1.25212145E+00 -1.23514975E+00  0.00000000E+00
    4111  3.82609004E-02  1.72674083E-03  4.97790953E-06  4.43491980E-01  1.18595298E-03  2.11596000E-01 -1.25217642E+00 -1.23520567E+00  0.00000000E+00
    4121  3.82453029E-02  1.72478625E-03  4.96431137E-06  4.43753619E-01  1.18251810E-03  2.11597198E-01 -1.25205945E+00 -1.23508651E+00  0.00000000E+00
    4131  3.83006776E-02  1.72934682E-03  4.98347668E-06  4.44547436E-01  1.18397033E-03  2.11591087E-01 -1.25211431E+00 -1.23514495E+00  0.00000000E+00
    4141  3.82507744E-02  1.72551879E-03  4.96618348E-06  4.44016224E-01  1.18393485E-03  2.11303448E-01 -1.25217171E+00 -1.23520892E+00  0.00000000E+00
    4151  3.82278118E-02  1.72326819E-03  4.95256215E-06  4.44091986E-01  1.18170389E-03  2.11003451E-01 -1.25220693E+00 -1.23524525E+00  0.00000000E+00
    4161  3.82214417E-02  1.72269725E-03  4.94927800E-06  4.44092318E-01  1.18132507E-03  2.10932795E-01 -1.25221615E+00 -1.23525708E+00  0.00000000E+00
    4171  3.82211722E-02  1.72216088E-03  4.94221288E-06  4.44540044E-01  1.17899792E-03  2.11149085E-01 -1.25215666E+00 -1.23520274E+00  0.00000000E+00
    4181  3.82242439E-02  1.72226411E-03  4.93955304E-06  4.44905534E-01  1.17840418E-03  2.11802981E-01 -1.25205567E+00 -1.23510655E+00  0.00000000E+00
    4191  3.82052172E-02  1.72059397E-03  4.92967497E-06  4.44939609E-01  1.17742991E-03  2.13099346E-01 -1.25223474E+00 -1.23528713E+00  0.00000000E+00
    4201  3.82156292E-02  1.72154721E-03  4.93476425E-06  4.44981726E-01  1.17814074E-03  2.12786008E-01 -1.25221784E+00 -1.23526866E+00  0.00000000E+00
    4211  3.82182861E-02  1.72137917E-03  4.93129771E-06  4.45263324E-01  1.17646625E-03  2.12955469E-01 -1.25216530E+00 -1.23521608E+00  0.00000000E+00
    4221  3.82114806E-02  1.72115636E-03  4.92898508E-06  4.45379907E-01  1.17780781E-03  2.12165509E-01 -1.25214073E+00 -1.23517970E+00  0.00000000E+00
    4231  3.82139601E-02  1.72077474E-03  4.92394388E-06  4.45701379E-01  1.17523093E-03  2.12052742E-01 -1.25207505E+00 -1.23510917E+00  0.00000000E+00
    4241  3.82143426E-02  1.72021674E-03  4.91701253E-06  4.46122501E-01  1.17258133E-03  2.11683061E-01 -1.25202269E+00 -1.23505846E+00  0.00000000E+00
    4251  3.82205793E-02  1.71985163E-03  4.90849133E-06  4.46847591E-01  1.16878311E-03  2.11513149E-01 -1.25208170E+00 -1.23511092E+00  0.00000000E+00
    4261  3.82058859E-02  1.71955101E-03  4.91601483E-06  4.45806022E-01  1.17249351E-03  2.11954827E-01 -1.25222711E+00 -1.23524950E+00  0.00000000E+00
    4271  3.81901894E-02  1.71893880E-03  4.91630204E-06  4.45378794E-01  1.17514181E-03  2.11288683E-01 -1.25224067E+00 -1.23526304E+00  0.00000000E+00
    4281  3.81822107E-02  1.71798806E-03  4.90873038E-06  4.45619891E-01  1.17360148E-03  2.11172449E-01 -1.25232631E+00 -1.23534837E+00  0.00000000E+00
    4291  3.81670101E-02  1.71731247E-03  4.91474200E-06  4.44504145E-01  1.17578960E-03  2.10579342E-01 -1.25233749E+00 -1.23535887E+00  0.00000000E+00
    4301  3.81812207E-02  1.71779160E-03  4.91071755E-06  4.45268599E-01  1.17305615E-03  2.10574117E-01 -1.25232379E+00 -1.23535067E+00  0.00000000E+00
    4311  3.81950613E-02  1.71905799E-03  4.91662539E-06  4.45419225E-01  1.17400048E-03  2.10526759E-01 -1.25230128E+00 -1.23532553E+00  0.00000000E+00
    4321  3.82311506E-02  1.72165440E-03  4.92425567E-06  4.46232599E-01  1.17327060E-03  2.10446438E-01 -1.25232571E+00 -1.23534313E+00  0.00000000E+00
    4331  3.81957169E-02  1.71865747E-03  4.90907010E-06  4.46013324E-01  1.17196737E-03  2.10588756E-01 -1.25235696E+00 -1.23536591E+00  0.00000000E+00
    4341  3.82334972E-02  1.72141325E-03  4.91917747E-06  4.46648676E-01  1.17137295E-03  2.10961780E-01 -1.25236641E+00 -1.23537940E+00  0.00000000E+00
    4351  3.82564030E-02  1.72266366E-03  4.91889136E-06  4.47483832E-01  1.16910951E-03  2.10207387E-01 -1.25232228E+00 -1.23533261E+00  0.00000000E+00
    4361  3.82768194E-02  1.72383712E-03  4.91891384E-06  4.48233276E-01  1.16735399E-03  2.09918438E-01 -1.25226747E+00 -1.23527606E+00  0.00000000E+00
    4371  3.82480218E-02  1.72189225E-03  4.91131717E-06  4.47840200E-01  1.16852199E-03  2.09952670E-01 -1.25232035E+00 -1.23532569E+00  0.00000000E+00
    4381  3.82571269E-02  1.72246773E-03  4.91113941E-06  4.48229063E-01  1.16797553E-03  2.09265640E-01 -1.25231571E+00 -1.23532990E+00  0.00000000E+00
    4391  3.82316666E-02  1.71979571E-03  4.89627797E-06  4.48188070E-01  1.16470624E-03  2.08416508E-01 -1.25230115E+00 -1.23531842E+00  0.00000000E+00
    4401  3.82416629E-02  1.72041812E-03  4.89680638E-06  4.48527753E-01  1.16406530E-03  2.07988418E-01 -1.25230956E+00 -1.23532715E+00  0.00000000E+00
    4411  3.82638722E-02  1.72179519E-03  4.89752971E-06  4.49328193E-01  1.16261217E-03  2.07610769E-01 -1.25237201E+00 -1.23539309E+00  0.00000000E+00
    4421  3.82952928E-02  1.72489840E-03  4.91806539E-06  4.49007096E-01  1.16576005E-03  2.07603546E-01 -1.25243693E+00 -1.23545564E+00  0.00000000E+00
    4431  3.82723522E-02  1.72308935E-03  4.90893087E-06  4.48875057E-01  1.16552300E-03  2.07426837E-01 -1.25244294E+00 -1.23545409E+00  0.00000000E+00
    4441  3.82662065E-02  1.72213235E-03  4.90141492E-06  4.49107111E-01  1.16332735E-03  2.06918791E-01 -1.25238463E+00 -1.23539800E+00  0.00000000E+00
    4451  3.82827957E-02  1.72345353E-03  4.90694914E-06  4.49330343E-01  1.16355883E-03  2.07297053E-01 -1.25235642E+00 -1.23536985E+00  0.00000000E+00
    4461  3.82888808E-02  1.72350938E-03  4.90349592E-06  4.49753536E-01  1.16170848E-03  2.08126119E-01 -1.25242629E+00 -1.23543632E+00  0.00000000E+00
    4471  3.82605056E-02  1.72119508E-03  4.89337484E-06  4.49411622E-01  1.16106687E-03  2.09275271E-01 -1.25228048E+00 -1.23529364E+00  0.00000000E+00
    4481  3.82779501E-02  1.72262104E-03  4.89814846E-06  4.49786559E-01  1.16147647E-03  2.09653024E-01 -1.25236535E+00 -1.23537356E+00  0.00000000E+00
    4491  3.82900668E-02  1.72342856E-03  4.90007120E-06  4.50086272E-01  1.16093404E-03  2.10564714E-01 -1.25224845E+00 -1.23525481E+00  0.00000000E+00
    4501  3.82400198E-02  1.71977297E-03  4.88494484E-06  4.49450757E-01  1.16172141E-03  2.10692342E-01 -1.25216253E+00 -1.23516284E+00  0.00000000E+00
    4511  3.82128090E-02  1.71715799E-03  4.87077079E-06  4.49374995E-01  1.15930910E-03  2.10056946E-01 -1.25218367E+00 -1.23518253E+00  0.00000000E+00
    4521  3.82300514E-02  1.71880701E-03  4.88128663E-06  4.49244523E-01  1.16080241E-03  2.10514862E-01 -1.25215734E+00 -1.23515996E+00  0.00000000E+00
    4531  3.82222124E-02  1.71787895E-03  4.87569861E-06  4.49280469E-01  1.15931914E-03  2.10427752E-01 -1.25226882E+00 -1.23527737E+00  0.00000000E+00
    4541  3.82218804E-02  1.71776840E-03  4.87225319E-06  4.49598795E-01  1.15893481E-03  2.10198111E-01 -1.25233601E+00 -1.23534241E+00  0.00000000E+00
    4551  3.81844331E-02  1.71426580E-03  4.85513896E-06  4.49288571E-01  1.15604086E-03  2.09828225E-01 -1.25233871E+00 -1.23534133E+00  0.00000000E+00
    4561  3.81734319E-02  1.71306528E-03  4.84653616E-06  4.49493594E-01  1.15441432E-03  2.10154956E-01 -1.25224453E+00 -1.23525160E+00  0.00000000E+00
    4571  3.81704178E-02  1.71203625E-03  4.83679675E-06  4.49939229E-01  1.15080957E-03  2.10030603E-01 -1.25228532E+00 -1.23529306E+00  0.00000000E+00
    4581  3.81531204E-02  1.71103982E-03  4.83656676E-06  4.49324570E-01  1.15227044E-03  2.10099109E-01 -1.25235215E+00 -1.23535663E+00  0.00000000E+00
    4591  3.81747083E-02  1.71298310E-03  4.84478387E-06  4.49639827E-01  1.15360381E-03  2.09371690E-01 -1.25234296E+00 -1.23534325E+00  0.00000000E+00
    4601  3.81564395E-02  1.71094139E-03  4.83246462E-06  4.49728319E-01  1.15068354E-03  2.08529108E-01 -1.25233599E+00 -1.23533408E+00  0.00000000E+00
    4611  3.81267159E-02  1.70816137E-03  4.81831661E-06  4.49552012E-01  1.14837063E-03  2.08328907E-01 -1.25231232E+00 -1.23531696E+00  0.00000000E+00
    4621  3.81121097E-02  1.70768739E-03  4.81890635E-06  4.49179004E-01  1.15125643E-03  2.08301395E-01 -1.25225178E+00 -1.23526032E+00  0.00000000E+00
    4631  3.81143105E-02  1.70781765E-03  4.81623145E-06  4.49568729E-01  1.15108721E-03  2.08004705E-01 -1.25226106E+00 -1.23527116E+00  0.00000000E+00
    4641  3.80858319E-02  1.70561644E-03  4.80632313E-06  4.49282391E-01  1.15094675E-03  2.08606326E-01 -1.25224464E+00 -1.23525650E+00  0.00000000E+00
    4651  3.81081250E-02  1.70833006E-03  4.82534755E-06  4.48857659E-01  1.15552652E-03  2.08181290E-01 -1.25227011E+00 -1.23528395E+00  0.00000000E+00
    4661  3.80784663E-02  1.70600798E-03  4.81311969E-06  4.48756740E-01  1.15524457E-03  2.07978127E-01 -1.25226521E+00 -1.23528193E+00  0.00000000E+00
    4671  3.81229085E-02  1.70970300E-03  4.83207006E-06  4.48975868E-01  1.15663635E-03  2.07380011E-01 -1.25229957E+00 -1.23531379E+00  0.00000000E+00
    4681  3.81139686E-02  1.70858081E-03  4.82301396E-06  4.49285874E-01  1.15464819E-03  2.07747836E-01 -1.25233281E+00 -1.23534672E+00  0.00000000E+00
    4691  3.80979859E-02  1.70687893E-03  4.81207192E-06  4.49439029E-01  1.15246522E-03  2.07377213E-01 -1.25236104E+00 -1.23537310E+00  0.00000000E+00
    4701  3.81059273E-02  1.70695483E-03  4.80890077E-06  4.49850777E-01  1.15007721E-03  2.08250045E-01 -1.25251166E+00 -1.23552164E+00  0.00000000E+00
    4711  3.80990958E-02  1.70576440E-03  4.79945528E-06  4.50164722E-01  1.14705490E-03  2.08747944E-01 -1.25240423E+00 -1.23541395E+00  0.00000000E+00
    4721  3.80620169E-02  1.70299061E-03  4.78598128E-06  4.49920786E-01  1.14728130E-03  2.08671748E-01 -1.25240439E+00 -1.23541624E+00  0.00000000E+00
    4731  3.80339069E-02  1.70096088E-03  4.77877806E-06  4.49437086E-01  1.14777460E-03  2.08882887E-01 -1.25231890E+00 -1.23533992E+00  0.00000000E+00
    4741  3.79661149E-02  1.69633084E-03  4.76119194E-06  4.48464692E-01  1.15013056E-03  2.08232366E-01 -1.25229028E+00 -1.23531193E+00  0.00000000E+00
    4751  3.79294877E-02  1.69335978E-03  4.74752441E-06  4.48116424E-01  1.14926781E-03  2.08109446E-01 -1.25233813E+00 -1.23536457E+00  0.00000000E+00
    4761  3.79361158E-02  1.69371336E-03  4.74732784E-06  4.48369665E-01  1.14859432E-03  2.09052404E-01 -1.25240706E+00 -1.23543511E+00  0.00000000E+00
