   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  1.86144055E-02  4.26858195E-02 -3.28147652E-02  5.69682727E-02  0.00000000E+00
     100  1.22673561E-02 -4.71323665E-02 -7.58049472E-03  4.92890647E-02  0.00000000E+00
     200  2.36534112E-02  2.32435267E-03 -1.47183712E-02  2.79556242E-02  0.00000000E+00
     300  3.99596227E-02  4.46972033E-02 -2.71658970E-02  6.58224687E-02  0.00000000E+00
     400 -1.99622369E-02  4.34345668E-03 -2.53346493E-02  3.25453679E-02  0.00000000E+00
     500 -2.55061522E-02 -1.32657348E-02  4.89674527E-02  5.67834037E-02  0.00000000E+00
     600 -2.37493755E-02 -1.80614221E-02 -5.59526372E-03  3.03571208E-02  0.00000000E+00
     700 -4.02507735E-03 -2.09451476E-02  2.92197964E-02  3.61759168E-02  0.00000000E+00
     800  1.13842710E-02 -3.78967505E-02  1.91856033E-02  4.39755921E-02  0.00000000E+00
     900  4.40580254E-02  8.54950628E-03 -2.28154517E-02  5.03462859E-02  0.00000000E+00
    1000 -3.39779852E-02 -1.28801166E-02  9.33334398E-03  3.75168254E-02  0.00000000E+00
    1100 -4.80737064E-05  1.91660908E-02 -4.46896202E-03  1.96802685E-02  0.00000000E+00
    1200 -5.80824374E-03 -3.86588179E-03 -4.17534533E-02  4.23323942E-02  0.00000000E+00
    1300 -2.68968721E-02  2.81985665E-02  5.26610257E-03  3.93234373E-02  0.00000000E+00
    1400  2.03522341E-03  2.49417523E-02 -3.11058228E-02  3.99224918E-02  0.00000000E+00
    1500 -2.86478583E-02 -2.11465049E-03 -2.51668845E-02  3.81908838E-02  0.00000000E+00
    1600  1.90034874E-02  1.16298067E-02  4.05552639E-03  2.26457994E-02  0.00000000E+00
    1700  2.83392996E-02  1.77451686E-02  8.53247449E-03  3.45081155E-02  0.00000000E+00
    1800  1.00227994E-02  4.36369303E-02  4.58554999E-02  6.40887281E-02  0.00000000E+00
    1900 -5.30900542E-02  1.85704937E-02 -4.75268027E-02  7.36356847E-02  0.00000000E+00
    2000 -6.03408601E-03  5.89249685E-02 -1.60489668E-02  6.13688149E-02  0.00000000E+00
    2100 -5.40471025E-03  1.18950974E-02 -5.95763595E-03  1.43595843E-02  0.00000000E+00
    2200 -1.33158237E-02 -9.01580741E-03 -1.15834324E-02  1.98184725E-02  0.00000000E+00
    2300 -1.38376290E-02  2.79772522E-03  3.75988942E-02  4.01619731E-02  0.00000000E+00
    2400  1.38208438E-03  2.36536942E-02  1.43281945E-02  2.76894306E-02  0.00000000E+00
    2500  3.41474240E-02 -2.29372423E-02 -1.60830319E-02  4.41681737E-02  0.00000000E+00
    2600  2.74298506E-02  1.87381819E-02 -2.49704668E-02  4.15576754E-02  0.00000000E+00
    2700 -2.62332119E-03 -6.33376643E-03  7.96968288E-03  1.05125761E-02  0.00000000E+00
    2800  1.92523720E-02  1.46795347E-02  2.15938366E-02  3.24412753E-02  0.00000000E+00
    2900 -1.70798299E-02 -2.85064593E-02 -1.07764932E-02  3.49352490E-02  0.00000000E+00
    3000  1.80129736E-02 -4.48721622E-02  2.35274302E-02  5.37728382E-02  0.00000000E+00
    3100  4.59177022E-03 -8.21775515E-03 -1.28845420E-02  1.59570447E-02  0.00000000E+00
    3200 -5.09319347E-03  3.32901420E-02  3.33879318E-02  4.74228654E-02  0.00000000E+00
    3300 -9.24135485E-03 -2.49716870E-02 -5.36302921E-04  2.66322251E-02  0.00000000E+00
    3400  1.01249440E-02  4.07838187E-02  1.19531191E-02  4.36888019E-02  0.00000000E+00
    3500  3.64853719E-02 -9.25037783E-03  2.72220635E-02  4.64520462E-02  0.00000000E+00
    3600 -5.04388330E-02 -4.30432454E-03  2.68021882E-02  5.72796681E-02  0.00000000E+00
    3700 -9.49622859E-04  4.02531235E-02  4.73147590E-03  4.05413690E-02  0.00000000E+00
    3800  5.39217205E-02 -1.68952773E-02 -1.36166556E-02  5.81241400E-02  0.00000000E+00
    3900  1.03147580E-02  4.08440116E-03  2.38860144E-02  2.63366332E-02  0.00000000E+00
    4000 -1.60734648E-02 -1.16277428E-02 -2.51733016E-03  1.99974404E-02  0.00000000E+00
    4100 -1.93260243E-02  3.33395210E-02 -2.31191043E-02  4.49389793E-02  0.00000000E+00
    4200  1.59258141E-02 -5.16942492E-02  1.57776167E-02  5.63458973E-02  0.00000000E+00
    4300 -2.73322335E-02 -1.95445977E-03 -6.06221883E-03  2.80645933E-02  0.00000000E+00
    4400 -3.13179102E-02  2.80835563E-03 -4.88505942E-03  3.18207820E-02  0.00000000E+00
    4500 -7.73603482E-03 -5.52605774E-03 -4.48699640E-03  1.05126916E-02  0.00000000E+00
    4600  2.96968686E-03 -2.05560262E-02  8.78909693E-03  2.25525493E-02  0.00000000E+00
    4700 -2.55176759E-02 -1.84852506E-02 -2.19264453E-03  3.15858190E-02  0.00000000E+00
    4800  3.11487297E-02  2.18451850E-03 -1.41078413E-02  3.42643644E-02  0.00000000E+00
    4900 -1.13116525E-02  2.82696956E-02 -3.61241274E-02  4.72449124E-02  0.00000000E+00
    5000  2.01251498E-02  2.71624151E-02 -4.79577209E-03  3.41440753E-02  0.00000000E+00
    5100  3.09098500E-03  1.69499007E-02  2.14788422E-02  2.75353225E-02  0.00000000E+00
    5200 -7.60895310E-03 -1.69342450E-02  5.04171281E-02  5.37266380E-02  0.00000000E+00
    5300 -1.52706694E-02 -5.73082500E-02 -1.63239056E-02  6.15134031E-02  0.00000000E+00
    5400 -2.20091927E-02 -5.30793306E-03 -2.24392107E-02  3.18762747E-02  0.00000000E+00
    5500 -1.49750643E-02  2.10267516E-02  9.70143419E-03  2.75770677E-02  0.00000000E+00
    5600  2.22614326E-02 -3.55391625E-02  4.23369050E-02  5.95904101E-02  0.00000000E+00
    5700 -3.40232175E-02 -2.68027989E-02  5.20774240E-03  4.36244191E-02  0.00000000E+00
    5800 -2.96432509E-02 -2.98476656E-02 -3.78634393E-02  5.65972216E-02  0.00000000E+00
    5900  2.60754392E-02  2.72929386E-02 -1.22575227E-02  3.96872761E-02  0.00000000E+00
    6000  3.04102487E-02  6.95311679E-03  8.20286086E-03  3.22554799E-02  0.00000000E+00
    6100  8.39929739E-03  1.50778152E-03  1.77621801E-02  1.97057516E-02  0.00000000E+00
    6200 -5.94200178E-03 -4.72490998E-02 -2.65817410E-02  5.45378196E-02  0.00000000E+00
    6300  2.21185304E-02  1.08744996E-02  1.63383156E-02  2.95706727E-02  0.00000000E+00
    6400 -2.81918492E-02 -6.95115507E-03  1.24317481E-02  3.15855549E-02  0.00000000E+00
    6500  2.50874239E-02  8.44578568E-03  1.56322011E-02  3.07420859E-02  0.00000000E+00
    6600  5.78619216E-03  2.28871402E-02  1.17986914E-02  2.63914821E-02  0.00000000E+00
    6700 -1.66171128E-02  1.84948089E-02  1.59027558E-02  2.95141328E-02  0.00000000E+00
    6800 -1.45129820E-02 -1.33396085E-02 -1.32163650E-03  1.97564806E-02  0.00000000E+00
    6900  2.08128748E-02  1.01408639E-02  2.23246370E-02  3.21621252E-02  0.00000000E+00
    7000  5.67013879E-03  7.04164475E-03  3.90966863E-02  4.01283704E-02  0.00000000E+00
    7100  1.50396764E-02  1.27493786E-03  2.83288102E-02  3.20988912E-02  0.00000000E+00
    7200 -7.23044390E-03  2.34395542E-02  1.80812211E-02  3.04733092E-02  0.00000000E+00
    7300  3.10200766E-02  5.11331755E-02  1.77343920E-02  6.23807298E-02  0.00000000E+00
    7400  4.88210797E-03  3.11965695E-03  4.90628138E-03  7.59202441E-03  0.00000000E+00
    7500  6.42340925E-03  3.64966772E-02 -7.44333088E-03  3.77977619E-02  0.00000000E+00
    7600  2.88140958E-02  1.18891734E-02 -3.91014233E-02  5.00052584E-02  0.00000000E+00
    7700 -1.18603380E-02  4.71234045E-02 -5.46605372E-02  7.31372490E-02  0.00000000E+00
    7800 -3.02760541E-02  2.65195847E-03 -1.68887132E-03  3.04388670E-02  0.00000000E+00
    7900 -1.04579206E-02 -3.60600914E-02 -5.88063200E-02  6.97702055E-02  0.00000000E+00
    8000  1.99082288E-02 -1.87556244E-02  3.41896018E-03  2.75644755E-02  0.00000000E+00
    8100 -1.41729440E-02  9.97449692E-03  7.61079739E-03  1.89284750E-02  0.00000000E+00
    8200 -1.36586680E-03  1.38563161E-02  3.77127263E-03  1.44251719E-02  0.00000000E+00
    8300  2.31758246E-02 -1.32051634E-02 -2.97342034E-02  3.99451879E-02  0.00000000E+00
    8400 -1.68776480E-02 -1.22631291E-02 -1.64734424E-03  2.09273286E-02  0.00000000E+00
    8500 -3.81184732E-03  3.79028552E-02  5.84825680E-02  6.97951815E-02  0.00000000E+00
    8600  3.34669460E-02 -4.71127483E-03  2.98496324E-02  4.50913866E-02  0.00000000E+00
    8700 -1.74172857E-02 -5.15166459E-04 -3.87302967E-02  4.24695553E-02  0.00000000E+00
    8800 -1.82174583E-02  2.14207378E-02 -1.02865413E-02  2.99422231E-02  0.00000000E+00
    8900  2.00561163E-02 -1.79300950E-02  7.16443672E-03  2.78399940E-02  0.00000000E+00
    9000  2.78329317E-02  1.11594005E-02  3.99158779E-02  4.99247595E-02  0.00000000E+00
