   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  1.80449563E-02  3.25620449E-04  1.06028677E-07  6.66666667E-01  2.36498112E-20 -9.16911055E-14 -1.63195172E+00 -1.60875978E+00  0.00000000E+00
    3181  4.50753114E-02  2.39879382E-03  9.61921513E-06  4.42772503E-01  2.36564116E-03  4.50451550E-01 -1.82651372E+00 -1.80449780E+00  0.00000000E+00
    3191  4.50825406E-02  2.39997749E-03  9.63930992E-06  4.42159101E-01  2.36906959E-03  4.48834353E-01 -1.82654743E+00 -1.80453523E+00  0.00000000E+00
    3201  4.50064483E-02  2.39340765E-03  9.59904729E-06  4.41435245E-01  2.37090813E-03  4.48353581E-01 -1.82658614E+00 -1.80457116E+00  0.00000000E+00
    3211  4.49967351E-02  2.39076410E-03  9.56742568E-06  4.42043438E-01  2.35950360E-03  4.48630981E-01 -1.82657906E+00 -1.80456822E+00  0.00000000E+00
    3221  4.49699793E-02  2.38719787E-03  9.53542539E-06  4.42246916E-01  2.35203235E-03  4.52727764E-01 -1.82668096E+00 -1.80466986E+00  0.00000000E+00
    3231  4.50607477E-02  2.39766870E-03  9.62944148E-06  4.41656459E-01  2.36685026E-03  4.54853492E-01 -1.82681275E+00 -1.80480466E+00  0.00000000E+00
    3241  4.50461681E-02  2.39532908E-03  9.60735202E-06  4.41848529E-01  2.36023769E-03  4.56123298E-01 -1.82674028E+00 -1.80473370E+00  0.00000000E+00
    3251  4.50420865E-02  2.39488568E-03  9.60759221E-06  4.41627872E-01  2.35974974E-03  4.55724427E-01 -1.82685360E+00 -1.80485935E+00  0.00000000E+00
    3261  4.50282441E-02  2.39217612E-03  9.57751657E-06  4.42114136E-01  2.35032113E-03  4.56481705E-01 -1.82697119E+00 -1.80497270E+00  0.00000000E+00
    3271  4.50265937E-02  2.39193160E-03  9.57110851E-06  4.42373414E-01  2.34970304E-03  4.56293772E-01 -1.82698361E+00 -1.80498763E+00  0.00000000E+00
    3281  4.50699187E-02  2.39584584E-03  9.59651263E-06  4.42718735E-01  2.34977272E-03  4.54537039E-01 -1.82696069E+00 -1.80496161E+00  0.00000000E+00
    3291  4.51402921E-02  2.40455090E-03  9.69397676E-06  4.41127460E-01  2.36496302E-03  4.53552000E-01 -1.82690411E+00 -1.80491614E+00  0.00000000E+00
    3301  4.51186455E-02  2.40203811E-03  9.67064303E-06  4.41305610E-01  2.36135995E-03  4.51729627E-01 -1.82692651E+00 -1.80494761E+00  0.00000000E+00
    3311  4.50743930E-02  2.39704196E-03  9.63313831E-06  4.41149984E-01  2.35488283E-03  4.51955289E-01 -1.82688384E+00 -1.80490018E+00  0.00000000E+00
    3321  4.50377353E-02  2.39347245E-03  9.60353564E-06  4.41204330E-01  2.35316686E-03  4.52962654E-01 -1.82695866E+00 -1.80497143E+00  0.00000000E+00
    3331  4.50354632E-02  2.39185973E-03  9.58010599E-06  4.41815662E-01  2.34409088E-03  4.51575393E-01 -1.82694906E+00 -1.80495056E+00  0.00000000E+00
    3341  4.50662193E-02  2.39513082E-03  9.60287590E-06  4.42016209E-01  2.34731321E-03  4.49867097E-01 -1.82696306E+00 -1.80496796E+00  0.00000000E+00
    3351  4.50481781E-02  2.39188988E-03  9.56955310E-06  4.42444583E-01  2.33690231E-03  4.51170394E-01 -1.82694618E+00 -1.80494723E+00  0.00000000E+00
    3361  4.50100116E-02  2.38763513E-03  9.53574650E-06  4.42432408E-01  2.33163262E-03  4.50406632E-01 -1.82691115E+00 -1.80491418E+00  0.00000000E+00
    3371  4.49385569E-02  2.38182223E-03  9.50039672E-06  4.41784619E-01  2.33559258E-03  4.49066808E-01 -1.82682813E+00 -1.80483419E+00  0.00000000E+00
    3381  4.49333071E-02  2.38094081E-03  9.49486434E-06  4.41696552E-01  2.33295236E-03  4.47771200E-01 -1.82680544E+00 -1.80480990E+00  0.00000000E+00
    3391  4.49036819E-02  2.37675374E-03  9.45868359E-06  4.41862671E-01  2.32311860E-03  4.49500011E-01 -1.82685974E+00 -1.80486802E+00  0.00000000E+00
    3401  4.49141515E-02  2.37723301E-03  9.45512312E-06  4.42297709E-01  2.32014653E-03  4.48403743E-01 -1.82679894E+00 -1.80480139E+00  0.00000000E+00
    3411  4.48977312E-02  2.37454477E-03  9.42912797E-06  4.42571012E-01  2.31232465E-03  4.51547653E-01 -1.82677866E+00 -1.80477850E+00  0.00000000E+00
    3421  4.48541946E-02  2.36993090E-03  9.39562360E-06  4.42386875E-01  2.30777158E-03  4.53210738E-01 -1.82690856E+00 -1.80490111E+00  0.00000000E+00
    3431  4.48797079E-02  2.37175730E-03  9.40393395E-06  4.42752893E-01  2.30478715E-03  4.52679949E-01 -1.82683448E+00 -1.80482835E+00  0.00000000E+00
    3441  4.48918088E-02  2.37254168E-03  9.40012145E-06  4.43347058E-01  2.30284094E-03  4.51351514E-01 -1.82689180E+00 -1.80488859E+00  0.00000000E+00
    3451  4.48650649E-02  2.37003982E-03  9.38738307E-06  4.42927141E-01  2.30218724E-03  4.50646262E-01 -1.82681833E+00 -1.80481448E+00  0.00000000E+00
    3461  4.49163096E-02  2.37674519E-03  9.45745745E-06  4.41931007E-01  2.31575261E-03  4.49341706E-01 -1.82683031E+00 -1.80482196E+00  0.00000000E+00
    3471  4.49538423E-02  2.37971678E-03  9.46567252E-06  4.42840327E-01  2.31316476E-03  4.48110723E-01 -1.82689231E+00 -1.80488105E+00  0.00000000E+00
    3481  4.50273646E-02  2.38691703E-03  9.51325591E-06  4.43412719E-01  2.31693311E-03  4.46013096E-01 -1.82686105E+00 -1.80485066E+00  0.00000000E+00
    3491  4.50500525E-02  2.38894265E-03  9.51418605E-06  4.44301868E-01  2.31681675E-03  4.46711015E-01 -1.82683020E+00 -1.80481234E+00  0.00000000E+00
    3501  4.50061407E-02  2.38533290E-03  9.48961520E-06  4.44058173E-01  2.31903912E-03  4.48312081E-01 -1.82677816E+00 -1.80476669E+00  0.00000000E+00
    3511  4.50533455E-02  2.38993795E-03  9.51499218E-06  4.44717573E-01  2.32131968E-03  4.46907566E-01 -1.82673097E+00 -1.80472655E+00  0.00000000E+00
    3521  4.51500787E-02  2.40099119E-03  9.60597400E-06  4.44557614E-01  2.33632254E-03  4.47560226E-01 -1.82690123E+00 -1.80489614E+00  0.00000000E+00
    3531  4.51529766E-02  2.40176212E-03  9.62146938E-06  4.44018725E-01  2.33960497E-03  4.48311332E-01 -1.82700897E+00 -1.80501042E+00  0.00000000E+00
    3541  4.51167194E-02  2.39747821E-03  9.58744429E-06  4.44003240E-01  2.33308844E-03  4.50126304E-01 -1.82708960E+00 -1.80509775E+00  0.00000000E+00
    3551  4.50939630E-02  2.39546541E-03  9.57070829E-06  4.44040680E-01  2.33334676E-03  4.50537012E-01 -1.82711495E+00 -1.80512308E+00  0.00000000E+00
    3561  4.51110770E-02  2.39880267E-03  9.62796569E-06  4.42269712E-01  2.34490711E-03  4.51490915E-01 -1.82726091E+00 -1.80526792E+00  0.00000000E+00
    3571  4.50722059E-02  2.39413109E-03  9.59061860E-06  4.42262926E-01  2.33739099E-03  4.51607373E-01 -1.82736919E+00 -1.80537027E+00  0.00000000E+00
    3581  4.50563577E-02  2.39593822E-03  9.64891573E-06  4.39718831E-01  2.35824617E-03  4.50791898E-01 -1.82727726E+00 -1.80527017E+00  0.00000000E+00
    3591  4.51172781E-02  2.40075125E-03  9.66386276E-06  4.41098631E-01  2.35386056E-03  4.49201265E-01 -1.82728611E+00 -1.80527882E+00  0.00000000E+00
    3601  4.51907149E-02  2.40791928E-03  9.70521404E-06  4.42043918E-01  2.35731610E-03  4.49054329E-01 -1.82720552E+00 -1.80521327E+00  0.00000000E+00
    3611  4.51786710E-02  2.40659626E-03  9.68904576E-06  4.42360825E-01  2.35580383E-03  4.49168877E-01 -1.82715897E+00 -1.80516218E+00  0.00000000E+00
    3621  4.51377348E-02  2.40229322E-03  9.65738661E-06  4.42189951E-01  2.35189879E-03  4.49279179E-01 -1.82713548E+00 -1.80513624E+00  0.00000000E+00
    3631  4.51805790E-02  2.40717564E-03  9.71066191E-06  4.41385740E-01  2.35842706E-03  4.49419087E-01 -1.82719946E+00 -1.80519846E+00  0.00000000E+00
    3641  4.51800131E-02  2.40689952E-03  9.69882109E-06  4.41938870E-01  2.35697686E-03  4.51681571E-01 -1.82723378E+00 -1.80524000E+00  0.00000000E+00
    3651  4.52047683E-02  2.40825078E-03  9.69292009E-06  4.42904105E-01  2.35126447E-03  4.50552034E-01 -1.82714205E+00 -1.80514973E+00  0.00000000E+00
    3661  4.51570074E-02  2.40483477E-03  9.67688063E-06  4.42244780E-01  2.35706400E-03  4.51776397E-01 -1.82721891E+00 -1.80521795E+00  0.00000000E+00
    3671  4.51561170E-02  2.40461729E-03  9.67877459E-06  4.42034700E-01  2.35618049E-03  4.53994797E-01 -1.82724580E+00 -1.80523967E+00  0.00000000E+00
    3681  4.51617398E-02  2.40390801E-03  9.65975342E-06  4.42802582E-01  2.34833532E-03  4.52575145E-01 -1.82731419E+00 -1.80529961E+00  0.00000000E+00
    3691  4.51398398E-02  2.40223837E-03  9.64731239E-06  4.42746394E-01  2.35032035E-03  4.51374973E-01 -1.82729512E+00 -1.80527734E+00  0.00000000E+00
    3701  4.51306240E-02  2.40140459E-03  9.64477463E-06  4.42506055E-01  2.35030835E-03  4.49679153E-01 -1.82726060E+00 -1.80525101E+00  0.00000000E+00
    3711  4.51151122E-02  2.40020349E-03  9.63514233E-06  4.42505285E-01  2.35158959E-03  4.49426288E-01 -1.82728257E+00 -1.80526785E+00  0.00000000E+00
    3721  4.51490968E-02  2.40383895E-03  9.65475416E-06  4.43058952E-01  2.35524991E-03  4.48243263E-01 -1.82726725E+00 -1.80525093E+00  0.00000000E+00
    3731  4.52202773E-02  2.41136205E-03  9.71721250E-06  4.42948175E-01  2.36227935E-03  4.47778496E-01 -1.82725765E+00 -1.80524378E+00  0.00000000E+00
    3741  4.51939231E-02  2.40887950E-03  9.70084072E-06  4.42739874E-01  2.36163633E-03  4.48015787E-01 -1.82725124E+00 -1.80522481E+00  0.00000000E+00
    3751  4.51810462E-02  2.40653806E-03  9.67516364E-06  4.43132855E-01  2.35404528E-03  4.46984377E-01 -1.82720781E+00 -1.80518875E+00  0.00000000E+00
    3761  4.51426994E-02  2.40281406E-03  9.64931302E-06  4.42897882E-01  2.35236703E-03  4.46346230E-01 -1.82716727E+00 -1.80514979E+00  0.00000000E+00
    3771  4.51675555E-02  2.40530015E-03  9.66250189E-06  4.43289027E-01  2.35392250E-03  4.45901281E-01 -1.82711211E+00 -1.80510102E+00  0.00000000E+00
    3781  4.51728646E-02  2.40707655E-03  9.69946679E-06  4.41983809E-01  2.36228120E-03  4.45104204E-01 -1.82710367E+00 -1.80508804E+00  0.00000000E+00
    3791  4.52143985E-02  2.41082829E-03  9.71832936E-06  4.42637428E-01  2.36226574E-03  4.44089165E-01 -1.82715326E+00 -1.80514389E+00  0.00000000E+00
    3801  4.51841254E-02  2.40751657E-03  9.69233320E-06  4.42598014E-01  2.35855890E-03  4.42275105E-01 -1.82716565E+00 -1.80515854E+00  0.00000000E+00
    3811  4.51628107E-02  2.40567935E-03  9.68284842E-06  4.42292610E-01  2.35912934E-03  4.42939676E-01 -1.82707873E+00 -1.80507579E+00  0.00000000E+00
    3821  4.51409666E-02  2.40345802E-03  9.66413687E-06  4.42340974E-01  2.35752615E-03  4.42204826E-01 -1.82704472E+00 -1.80504122E+00  0.00000000E+00
    3831  4.51779092E-02  2.40690652E-03  9.68382387E-06  4.42805039E-01  2.35824738E-03  4.41074087E-01 -1.82707928E+00 -1.80506864E+00  0.00000000E+00
    3841  4.51982170E-02  2.40779256E-03  9.67620655E-06  4.43653015E-01  2.35212844E-03  4.40567980E-01 -1.82711821E+00 -1.80510713E+00  0.00000000E+00
    3851  4.51534845E-02  2.40314576E-03  9.64347771E-06  4.43388467E-01  2.34822784E-03  4.41530024E-01 -1.82712040E+00 -1.80510482E+00  0.00000000E+00
    3861  4.51677412E-02  2.40473833E-03  9.65711954E-06  4.43339121E-01  2.35019310E-03  4.40420166E-01 -1.82712021E+00 -1.80510902E+00  0.00000000E+00
    3871  4.51606647E-02  2.40315995E-03  9.63580195E-06  4.43838075E-01  2.34413944E-03  4.40829130E-01 -1.82722375E+00 -1.80520761E+00  0.00000000E+00
    3881  4.52021540E-02  2.40676191E-03  9.65563322E-06  4.44360330E-01  2.34319114E-03  4.46042934E-01 -1.82727798E+00 -1.80526046E+00  0.00000000E+00
    3891  4.52598266E-02  2.41272539E-03  9.69792617E-06  4.44681899E-01  2.34800152E-03  4.45242701E-01 -1.82729452E+00 -1.80527355E+00  0.00000000E+00
    3901  4.52917056E-02  2.41531296E-03  9.70891991E-06  4.45242935E-01  2.34607343E-03  4.44646957E-01 -1.82722764E+00 -1.80520600E+00  0.00000000E+00
    3911  4.53365877E-02  2.41867821E-03  9.71676933E-06  4.46338335E-01  2.34154640E-03  4.45570063E-01 -1.82721508E+00 -1.80518898E+00  0.00000000E+00
    3921  4.52949956E-02  2.41440584E-03  9.68727009E-06  4.46063976E-01  2.33830543E-03  4.46214613E-01 -1.82723153E+00 -1.80520814E+00  0.00000000E+00
    3931  4.52788112E-02  2.41334778E-03  9.68790944E-06  4.45541566E-01  2.34093414E-03  4.48273446E-01 -1.82709634E+00 -1.80506427E+00  0.00000000E+00
    3941  4.52450665E-02  2.41006622E-03  9.66476089E-06  4.45359081E-01  2.33947189E-03  4.49011019E-01 -1.82712980E+00 -1.80510302E+00  0.00000000E+00
    3951  4.52604790E-02  2.41147281E-03  9.67247308E-06  4.45563855E-01  2.33954711E-03  4.54544451E-01 -1.82718292E+00 -1.80516107E+00  0.00000000E+00
    3961  4.52598967E-02  2.41037992E-03  9.65422542E-06  4.46107892E-01  2.33284244E-03  4.54354145E-01 -1.82724489E+00 -1.80522358E+00  0.00000000E+00
    3971  4.52410763E-02  2.40876041E-03  9.64257619E-06  4.46032082E-01  2.33338229E-03  4.53207296E-01 -1.82727923E+00 -1.80525628E+00  0.00000000E+00
    3981  4.52274950E-02  2.40673395E-03  9.62314643E-06  4.46216936E-01  2.32824007E-03  4.54158477E-01 -1.82727728E+00 -1.80524878E+00  0.00000000E+00
    3991  4.52173419E-02  2.40485542E-03  9.60196012E-06  4.46572546E-01  2.32205063E-03  4.55005075E-01 -1.82723559E+00 -1.80520158E+00  0.00000000E+00
    4001  4.52235064E-02  2.40561366E-03  9.60299588E-06  4.46861706E-01  2.32334438E-03  4.53545301E-01 -1.82722520E+00 -1.80519000E+00  0.00000000E+00
    4011  4.52536544E-02  2.40879636E-03  9.62890985E-06  4.46833726E-01  2.32627719E-03  4.54521334E-01 -1.82706050E+00 -1.80502329E+00  0.00000000E+00
    4021  4.52730912E-02  2.41004797E-03  9.63276458E-06  4.47186911E-01  2.32300314E-03  4.54138932E-01 -1.82710803E+00 -1.80507087E+00  0.00000000E+00
    4031  4.52268837E-02  2.40549980E-03  9.60125692E-06  4.46909518E-01  2.32064151E-03  4.53251344E-01 -1.82712223E+00 -1.80509332E+00  0.00000000E+00
    4041  4.52751948E-02  2.41016802E-03  9.63166433E-06  4.47305114E-01  2.32254911E-03  4.52394731E-01 -1.82711643E+00 -1.80509426E+00  0.00000000E+00
    4051  4.52805688E-02  2.41023213E-03  9.62699036E-06  4.47602709E-01  2.31982562E-03  4.52631599E-01 -1.82705446E+00 -1.80503122E+00  0.00000000E+00
    4061  4.53442398E-02  2.41618183E-03  9.66220823E-06  4.48308986E-01  2.32098281E-03  4.51346655E-01 -1.82701720E+00 -1.80498995E+00  0.00000000E+00
    4071  4.54237492E-02  2.42675052E-03  9.76669147E-06  4.47189921E-01  2.34258737E-03  4.50560386E-01 -1.82705179E+00 -1.80502908E+00  0.00000000E+00
    4081  4.53795448E-02  2.42194191E-03  9.73401284E-06  4.46849620E-01  2.33746498E-03  4.51377353E-01 -1.82697153E+00 -1.80495422E+00  0.00000000E+00
    4091  4.53411564E-02  2.41813043E-03  9.70677819E-06  4.46657019E-01  2.33534529E-03  4.49398567E-01 -1.82697927E+00 -1.80495891E+00  0.00000000E+00
    4101  4.53432703E-02  2.41743936E-03  9.69522847E-06  4.46999386E-01  2.32965523E-03  4.49321812E-01 -1.82693173E+00 -1.80491424E+00  0.00000000E+00
    4111  4.52950207E-02  2.41241891E-03  9.65984345E-06  4.46722022E-01  2.32548361E-03  4.49308751E-01 -1.82697560E+00 -1.80495770E+00  0.00000000E+00
    4121  4.52713747E-02  2.40945310E-03  9.63428690E-06  4.46826500E-01  2.32017053E-03  4.51092729E-01 -1.82702588E+00 -1.80501300E+00  0.00000000E+00
    4131  4.52831657E-02  2.40964924E-03  9.62423423E-06  4.47493652E-01  2.31455251E-03  4.51770162E-01 -1.82703165E+00 -1.80501100E+00  0.00000000E+00
    4141  4.52902470E-02  2.40965012E-03  9.61695159E-06  4.47912135E-01  2.31042406E-03  4.53450948E-01 -1.82703802E+00 -1.80501696E+00  0.00000000E+00
    4151  4.52946110E-02  2.40910322E-03  9.60425584E-06  4.48390609E-01  2.30435082E-03  4.54595094E-01 -1.82699736E+00 -1.80497923E+00  0.00000000E+00
    4161  4.53153918E-02  2.41220179E-03  9.64182526E-06  4.47654615E-01  2.31218641E-03  4.54379162E-01 -1.82692098E+00 -1.80490370E+00  0.00000000E+00
    4171  4.52783548E-02  2.40798090E-03  9.61044630E-06  4.47520425E-01  2.30660716E-03  4.53584020E-01 -1.82684476E+00 -1.80483355E+00  0.00000000E+00
    4181  4.53063935E-02  2.41376208E-03  9.70766732E-06  4.44601492E-01  2.32749970E-03  4.52811793E-01 -1.82678858E+00 -1.80478690E+00  0.00000000E+00
    4191  4.53831511E-02  2.42084391E-03  9.74292594E-06  4.45840769E-01  2.32827775E-03  4.51618861E-01 -1.82675641E+00 -1.80476074E+00  0.00000000E+00
    4201  4.53581434E-02  2.41817619E-03  9.72347472E-06  4.45726195E-01  2.32570925E-03  4.51261024E-01 -1.82678513E+00 -1.80478570E+00  0.00000000E+00
    4211  4.53990722E-02  2.42356512E-03  9.76357328E-06  4.45912759E-01  2.33650157E-03  4.53239954E-01 -1.82661843E+00 -1.80462069E+00  0.00000000E+00
    4221  4.54538577E-02  2.42968258E-03  9.81591016E-06  4.45744206E-01  2.34384991E-03  4.52089881E-01 -1.82659576E+00 -1.80460233E+00  0.00000000E+00
    4231  4.54788512E-02  2.43188074E-03  9.82489924E-06  4.46239080E-01  2.34336934E-03  4.52580569E-01 -1.82656078E+00 -1.80456583E+00  0.00000000E+00
    4241  4.54761962E-02  2.43168808E-03  9.81997192E-06  4.46429090E-01  2.34368401E-03  4.52254193E-01 -1.82652272E+00 -1.80453044E+00  0.00000000E+00
    4251  4.54392088E-02  2.42772323E-03  9.79074791E-06  4.46272279E-01  2.33980291E-03  4.51343404E-01 -1.82649924E+00 -1.80450125E+00  0.00000000E+00
    4261  4.54015497E-02  2.42472268E-03  9.77538981E-06  4.45771721E-01  2.34251289E-03  4.51879374E-01 -1.82643798E+00 -1.80444319E+00  0.00000000E+00
    4271  4.54103430E-02  2.42585135E-03  9.78154501E-06  4.45938679E-01  2.34464086E-03  4.50689336E-01 -1.82648315E+00 -1.80447948E+00  0.00000000E+00
    4281  4.53589352E-02  2.42040600E-03  9.74507026E-06  4.45518221E-01  2.33961893E-03  4.49806380E-01 -1.82644694E+00 -1.80443798E+00  0.00000000E+00
    4291  4.53621991E-02  2.42015745E-03  9.73542644E-06  4.45953161E-01  2.33610829E-03  4.49058260E-01 -1.82643634E+00 -1.80442789E+00  0.00000000E+00
    4301  4.54178376E-02  2.42579170E-03  9.76761964E-06  4.46700250E-01  2.33986858E-03  4.50634887E-01 -1.82659471E+00 -1.80459571E+00  0.00000000E+00
    4311  4.53526674E-02  2.42066817E-03  9.73789963E-06  4.46046232E-01  2.34497364E-03  4.48908007E-01 -1.82657487E+00 -1.80457847E+00  0.00000000E+00
    4321  4.53292889E-02  2.41783356E-03  9.71512694E-06  4.46045081E-01  2.34036748E-03  4.47166927E-01 -1.82652513E+00 -1.80452901E+00  0.00000000E+00
    4331  4.52888314E-02  2.41330612E-03  9.68228328E-06  4.45844433E-01  2.33481612E-03  4.47161410E-01 -1.82646778E+00 -1.80447428E+00  0.00000000E+00
    4341  4.52734875E-02  2.41132095E-03  9.66454978E-06  4.45948247E-01  2.33097711E-03  4.47161420E-01 -1.82648914E+00 -1.80449289E+00  0.00000000E+00
    4351  4.52591897E-02  2.41160351E-03  9.67527637E-06  4.45463278E-01  2.34114183E-03  4.46313707E-01 -1.82650408E+00 -1.80449815E+00  0.00000000E+00
    4361  4.52524660E-02  2.41020728E-03  9.65989427E-06  4.45703253E-01  2.33606483E-03  4.46265199E-01 -1.82652447E+00 -1.80451726E+00  0.00000000E+00
    4371  4.52446649E-02  2.40935307E-03  9.65232215E-06  4.45744950E-01  2.33510939E-03  4.45960429E-01 -1.82658287E+00 -1.80457520E+00  0.00000000E+00
    4381  4.51760889E-02  2.40308099E-03  9.61553216E-06  4.44971536E-01  2.33464921E-03  4.47093251E-01 -1.82668067E+00 -1.80467263E+00  0.00000000E+00
    4391  4.52349238E-02  2.40914074E-03  9.65790537E-06  4.45326589E-01  2.33942181E-03  4.46435797E-01 -1.82672070E+00 -1.80471191E+00  0.00000000E+00
    4401  4.52010472E-02  2.40565519E-03  9.63676376E-06  4.44935822E-01  2.33670247E-03  4.45577918E-01 -1.82674171E+00 -1.80472700E+00  0.00000000E+00
    4411  4.51825342E-02  2.40331694E-03  9.61702617E-06  4.44994294E-01  2.33241620E-03  4.44357216E-01 -1.82671138E+00 -1.80469687E+00  0.00000000E+00
    4421  4.51938425E-02  2.40449307E-03  9.62789714E-06  4.44910351E-01  2.33340964E-03  4.44719511E-01 -1.82673576E+00 -1.80472261E+00  0.00000000E+00
    4431  4.51848591E-02  2.40331228E-03  9.61476730E-06  4.45122503E-01  2.33103193E-03  4.43794509E-01 -1.82670016E+00 -1.80468096E+00  0.00000000E+00
    4441  4.51808561E-02  2.40284208E-03  9.61590670E-06  4.44839537E-01  2.33033275E-03  4.43024877E-01 -1.82667943E+00 -1.80465439E+00  0.00000000E+00
    4451  4.52101656E-02  2.40585511E-03  9.63617706E-06  4.45061853E-01  2.33267720E-03  4.41633516E-01 -1.82673659E+00 -1.80471071E+00  0.00000000E+00
    4461  4.52727200E-02  2.41168104E-03  9.66812683E-06  4.45908681E-01  2.33374605E-03  4.42077039E-01 -1.82677419E+00 -1.80474909E+00  0.00000000E+00
    4471  4.52356735E-02  2.40844236E-03  9.64666427E-06  4.45650837E-01  2.33448306E-03  4.41984371E-01 -1.82672273E+00 -1.80469500E+00  0.00000000E+00
    4481  4.52725668E-02  2.41150292E-03  9.65887157E-06  4.46357332E-01  2.33268736E-03  4.41017085E-01 -1.82670423E+00 -1.80467279E+00  0.00000000E+00
    4491  4.52720462E-02  2.41074033E-03  9.64693325E-06  4.46691740E-01  2.32807574E-03  4.39746715E-01 -1.82672760E+00 -1.80469188E+00  0.00000000E+00
    4501  4.52805945E-02  2.41250151E-03  9.67371885E-06  4.45965234E-01  2.33443842E-03  4.38979053E-01 -1.82670697E+00 -1.80467427E+00  0.00000000E+00
    4511  4.52196618E-02  2.40775243E-03  9.64906286E-06  4.45195185E-01  2.33937159E-03  4.39300716E-01 -1.82672639E+00 -1.80469120E+00  0.00000000E+00
    4521  4.52052781E-02  2.40656120E-03  9.64147435E-06  4.45082560E-01  2.34007684E-03  4.39464880E-01 -1.82680148E+00 -1.80476147E+00  0.00000000E+00
    4531  4.51819603E-02  2.40549534E-03  9.65173935E-06  4.43999359E-01  2.34679175E-03  4.38579543E-01 -1.82682363E+00 -1.80477608E+00  0.00000000E+00
    4541  4.51686688E-02  2.40389484E-03  9.63676704E-06  4.44122401E-01  2.34421608E-03  4.38244802E-01 -1.82674576E+00 -1.80469896E+00  0.00000000E+00
    4551  4.51807576E-02  2.40470090E-03  9.63710003E-06  4.44475802E-01  2.34237159E-03  4.37447115E-01 -1.82679480E+00 -1.80474137E+00  0.00000000E+00
    4561  4.51768132E-02  2.40525517E-03  9.64113312E-06  4.44499429E-01  2.34824155E-03  4.37130665E-01 -1.82674078E+00 -1.80468981E+00  0.00000000E+00
    4571  4.52062238E-02  2.40903183E-03  9.68075739E-06  4.43963879E-01  2.35545069E-03  4.36389911E-01 -1.82666635E+00 -1.80462033E+00  0.00000000E+00
    4581  4.52021549E-02  2.40785204E-03  9.66435141E-06  4.44362095E-01  2.35021721E-03  4.36678855E-01 -1.82661384E+00 -1.80456793E+00  0.00000000E+00
    4591  4.51556580E-02  2.40376230E-03  9.63918625E-06  4.43921534E-01  2.35093672E-03  4.36412030E-01 -1.82665726E+00 -1.80461251E+00  0.00000000E+00
    4601  4.51197196E-02  2.40055503E-03  9.61858719E-06  4.43626161E-01  2.35117571E-03  4.35825951E-01 -1.82659861E+00 -1.80455340E+00  0.00000000E+00
    4611  4.50910658E-02  2.39736145E-03  9.59301994E-06  4.43625703E-01  2.34725222E-03  4.34467073E-01 -1.82656290E+00 -1.80451781E+00  0.00000000E+00
    4621  4.50945169E-02  2.39775185E-03  9.59436489E-06  4.43728885E-01  2.34776243E-03  4.34248310E-01 -1.82652578E+00 -1.80448797E+00  0.00000000E+00
    4631  4.51037658E-02  2.39874729E-03  9.60254078E-06  4.43716843E-01  2.34880154E-03  4.35493406E-01 -1.82638664E+00 -1.80434732E+00  0.00000000E+00
    4641  4.50886445E-02  2.39680664E-03  9.58504587E-06  4.43830791E-01  2.34508353E-03  4.34869665E-01 -1.82632358E+00 -1.80428660E+00  0.00000000E+00
    4651  4.50658068E-02  2.39381462E-03  9.56014266E-06  4.43888227E-01  2.33906900E-03  4.33641370E-01 -1.82635547E+00 -1.80432416E+00  0.00000000E+00
    4661  4.50856001E-02  2.39640784E-03  9.58890368E-06  4.43421740E-01  2.34428247E-03  4.33622982E-01 -1.82640183E+00 -1.80436682E+00  0.00000000E+00
    4671  4.51253540E-02  2.40069827E-03  9.62791777E-06  4.43152906E-01  2.34882153E-03  4.34233000E-01 -1.82644738E+00 -1.80441035E+00  0.00000000E+00
    4681  4.51155117E-02  2.39935728E-03  9.61248556E-06  4.43423836E-01  2.34590278E-03  4.34361806E-01 -1.82648477E+00 -1.80444043E+00  0.00000000E+00
    4691  4.51142296E-02  2.39883971E-03  9.60665509E-06  4.43521376E-01  2.34331231E-03  4.33643565E-01 -1.82645636E+00 -1.80441431E+00  0.00000000E+00
    4701  4.51446816E-02  2.40246231E-03  9.64722561E-06  4.42855289E-01  2.34894620E-03  4.34616691E-01 -1.82639235E+00 -1.80434620E+00  0.00000000E+00
    4711  4.51244572E-02  2.40060111E-03  9.63655962E-06  4.42607970E-01  2.34871688E-03  4.34575843E-01 -1.82645728E+00 -1.80441726E+00  0.00000000E+00
    4721  4.51498870E-02  2.40261180E-03  9.64715864E-06  4.42928481E-01  2.34688011E-03  4.34306641E-01 -1.82654878E+00 -1.80450909E+00  0.00000000E+00
    4731  4.51225472E-02  2.40120030E-03  9.64388503E-06  4.42462616E-01  2.35369018E-03  4.34209104E-01 -1.82653644E+00 -1.80449553E+00  0.00000000E+00
    4741  4.50986008E-02  2.39840767E-03  9.62209020E-06  4.42426452E-01  2.34961545E-03  4.34451068E-01 -1.82646203E+00 -1.80441694E+00  0.00000000E+00
    4751  4.51093164E-02  2.39840500E-03  9.61303961E-06  4.42949673E-01  2.34336768E-03  4.34441289E-01 -1.82642317E+00 -1.80438048E+00  0.00000000E+00
    4761  4.50902182E-02  2.39663942E-03  9.60124027E-06  4.42813368E-01  2.34309086E-03  4.36211385E-01 -1.82632332E+00 -1.80427713E+00  0.00000000E+00
