   5    6    0    0    0    0.425896
   5    6    0    0    1    0.425882
   5    7    0    0    0    0.428190
   5    7    1    0    0    0.428187
   5    8    0    0    0    0.423787
   5    8    0    1    0    0.423788
   5    6    0    1    0   -0.063288
   5    6    0    1    1   -0.063286
   5    7    0    0    1   -0.063866
   5    7    1    0    1   -0.063869
   5    8    1    0    0   -0.062979
   5    8    1    1    0   -0.062979
   5    6   -1    0    0   -0.081302
   5    6   -1    0    1   -0.081300
   5    7    0   -1    0   -0.083505
   5    7    1   -1    0   -0.083511
   5    8    0    0   -1   -0.082195
   5    8    0    1   -1   -0.082196
   5    5   -1    0    0    0.088288
   5    5    0   -1    0    0.085932
   5    5    0    0   -1    0.087430
   5    5    0    0    1    0.087430
   5    5    0    1    0    0.085932
   5    5    1    0    0    0.088288
   5    6   -1    1    0    0.026930
   5    6   -1    1    1    0.026935
   5    7    0   -1    1    0.026204
   5    7    1   -1    1    0.026198
   5    8    1    0   -1    0.027638
   5    8    1    1   -1    0.027637
   5    6    1    0    0    0.038378
   5    6    1    0    1    0.038382
   5    7    0    1    0    0.038783
   5    7    1    1    0    0.038780
   5    8    0    0    1    0.038602
   5    8    0    1    1    0.038601
   5    6    0   -1    0    0.028384
   5    6    0   -1    1    0.028386
   5    7    0    0   -1    0.028696
   5    7    1    0   -1    0.028692
   5    8   -1    0    0    0.027907
   5    8   -1    1    0    0.027906
   5    5   -1   -1    0   -0.005647
   5    5   -1    0   -1   -0.005590
   5    5   -1    0    1    0.015175
   5    5   -1    1    0    0.014998
   5    5    0   -1   -1   -0.005160
   5    5    0   -1    1    0.014877
   5    5    0    1   -1    0.014877
   5    5    0    1    1   -0.005160
   5    5    1   -1    0    0.014998
   5    5    1    0   -1    0.015175
   5    5    1    0    1   -0.005590
   5    5    1    1    0   -0.005647
   5    6    1    1    0   -0.015798
   5    6    1    1    1   -0.015798
   5    7    0    1    1   -0.015426
   5    7    1    1    1   -0.015423
   5    8    1    0    1   -0.015249
   5    8    1    1    1   -0.015249
   5    6    0    0   -1    0.028996
   5    7   -1    0    0    0.028352
   5    7    2    0    0    0.028355
   5    8    0   -1    0    0.028509
   5    8    0    2    0    0.028509
   5    6    0    0    2    0.028996
   5    6   -1   -1    0   -0.011876
   5    6   -1   -1    1   -0.011880
   5    7    0   -1   -1   -0.011909
   5    7    1   -1   -1   -0.011909
   5    8   -1    0   -1   -0.011677
   5    8   -1    1   -1   -0.011677
   5    6    0    1   -1    0.001374
   5    7   -1    0    1    0.001632
   5    8    1   -1    0    0.001256
   5    6    0    1    2    0.001375
   5    7    2    0    1    0.001631
   5    8    1    2    0    0.001255
   5    6   -1    0   -1   -0.007864
   5    7   -1   -1    0   -0.007767
   5    8    0   -1   -1   -0.007486
   5    6   -1    0    2   -0.007863
   5    7    2   -1    0   -0.007768
   5    8    0    2   -1   -0.007486
   5    5   -1   -1   -1    0.000210
   5    5   -1   -1    1    0.009789
   5    5   -1    1   -1    0.009559
   5    5   -1    1    1    0.009864
   5    5    1   -1   -1    0.009864
   5    5    1   -1    1    0.009559
   5    5    1    1   -1    0.009789
   5    5    1    1    1    0.000210
   5    6    0    2    0    0.007902
   5    6    0    2    1    0.007902
   5    7    0    0    2    0.007819
