   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  2.53246763E-01  6.41339228E-02  4.11316005E-03  6.66666667E-01 -1.00023811E-37  0.00000000E+00 -5.44818279E+00 -5.26143264E+00  0.00000000E+00
    1591  2.27628665E-01  5.18233206E-02  2.68746977E-03  6.66441618E-01  5.30226768E-25  0.00000000E+00 -6.08577202E+00 -5.84394904E+00  0.00000000E+00
    1601  2.27599694E-01  5.18100928E-02  2.68609024E-03  6.66442582E-01  5.27773400E-25  0.00000000E+00 -6.08577593E+00 -5.84394197E+00  0.00000000E+00
    1611  2.27570959E-01  5.17969749E-02  2.68472254E-03  6.66443536E-01  5.25349477E-25  0.00000000E+00 -6.08577981E+00 -5.84393494E+00  0.00000000E+00
    1621  2.27542455E-01  5.17839636E-02  2.68336634E-03  6.66444478E-01  5.22955398E-25  0.00000000E+00 -6.08578364E+00 -5.84392795E+00  0.00000000E+00
    1631  2.27514174E-01  5.17710561E-02  2.68202132E-03  6.66445410E-01  5.20591518E-25  0.00000000E+00 -6.08578742E+00 -5.84392099E+00  0.00000000E+00
    1641  2.27486109E-01  5.17582494E-02  2.68068718E-03  6.66446329E-01  5.18258151E-25  0.00000000E+00 -6.08579116E+00 -5.84391405E+00  0.00000000E+00
    1651  2.27458256E-01  5.17455406E-02  2.67936361E-03  6.66447237E-01  5.15955574E-25  0.00000000E+00 -6.08579485E+00 -5.84390715E+00  0.00000000E+00
    1661  2.27430607E-01  5.17329271E-02  2.67805032E-03  6.66448134E-01  5.13684029E-25  0.00000000E+00 -6.08579851E+00 -5.84390028E+00  0.00000000E+00
    1671  2.27403158E-01  5.17204061E-02  2.67674704E-03  6.66449018E-01  5.11443725E-25  0.00000000E+00 -6.08580212E+00 -5.84389343E+00  0.00000000E+00
    1681  2.27375902E-01  5.17079752E-02  2.67545349E-03  6.66449890E-01  5.09234841E-25  0.00000000E+00 -6.08580570E+00 -5.84388661E+00  0.00000000E+00
    1691  2.27348834E-01  5.16956318E-02  2.67416941E-03  6.66450751E-01  5.07057527E-25  0.00000000E+00 -6.08580924E+00 -5.84387982E+00  0.00000000E+00
    1701  2.27321949E-01  5.16833735E-02  2.67289455E-03  6.66451599E-01  5.04911907E-25  0.00000000E+00 -6.08581273E+00 -5.84387305E+00  0.00000000E+00
    1711  2.27295241E-01  5.16711979E-02  2.67162864E-03  6.66452434E-01  5.02798082E-25  0.00000000E+00 -6.08581620E+00 -5.84386630E+00  0.00000000E+00
    1721  2.27268707E-01  5.16591029E-02  2.67037146E-03  6.66453258E-01  5.00716129E-25  0.00000000E+00 -6.08581962E+00 -5.84385957E+00  0.00000000E+00
    1731  2.27242340E-01  5.16470861E-02  2.66912277E-03  6.66454069E-01  4.98666106E-25  0.00000000E+00 -6.08582301E+00 -5.84385286E+00  0.00000000E+00
    1741  2.27216137E-01  5.16351455E-02  2.66788234E-03  6.66454867E-01  4.96648051E-25  0.00000000E+00 -6.08582636E+00 -5.84384618E+00  0.00000000E+00
    1751  2.27190093E-01  5.16232789E-02  2.66664995E-03  6.66455653E-01  4.94661984E-25  0.00000000E+00 -6.08582969E+00 -5.84383951E+00  0.00000000E+00
    1761  2.27164203E-01  5.16114843E-02  2.66542539E-03  6.66456427E-01  4.92707911E-25  0.00000000E+00 -6.08583297E+00 -5.84383286E+00  0.00000000E+00
    1771  2.27138463E-01  5.15997598E-02  2.66420845E-03  6.66457188E-01  4.90785820E-25  0.00000000E+00 -6.08583623E+00 -5.84382623E+00  0.00000000E+00
    1781  2.27112869E-01  5.15881035E-02  2.66299893E-03  6.66457936E-01  4.88895690E-25  0.00000000E+00 -6.08583945E+00 -5.84381961E+00  0.00000000E+00
    1791  2.27087418E-01  5.15765135E-02  2.66179663E-03  6.66458672E-01  4.87037484E-25  0.00000000E+00 -6.08584264E+00 -5.84381301E+00  0.00000000E+00
    1801  2.27062104E-01  5.15649880E-02  2.66060136E-03  6.66459395E-01  4.85211157E-25  0.00000000E+00 -6.08584580E+00 -5.84380642E+00  0.00000000E+00
    1811  2.27036924E-01  5.15535252E-02  2.65941294E-03  6.66460106E-01  4.83416650E-25  0.00000000E+00 -6.08584893E+00 -5.84379984E+00  0.00000000E+00
    1821  2.27011876E-01  5.15421235E-02  2.65823118E-03  6.66460804E-01  4.81653900E-25  0.00000000E+00 -6.08585204E+00 -5.84379328E+00  0.00000000E+00
    1831  2.26986954E-01  5.15307811E-02  2.65705590E-03  6.66461489E-01  4.79922833E-25  0.00000000E+00 -6.08585511E+00 -5.84378673E+00  0.00000000E+00
    1841  2.26962155E-01  5.15194965E-02  2.65588695E-03  6.66462162E-01  4.78223369E-25  0.00000000E+00 -6.08585816E+00 -5.84378019E+00  0.00000000E+00
    1851  2.26937476E-01  5.15082681E-02  2.65472414E-03  6.66462822E-01  4.76555420E-25  0.00000000E+00 -6.08586118E+00 -5.84377367E+00  0.00000000E+00
    1861  2.26912914E-01  5.14970943E-02  2.65356733E-03  6.66463470E-01  4.74918894E-25  0.00000000E+00 -6.08586417E+00 -5.84376715E+00  0.00000000E+00
    1871  2.26888465E-01  5.14859737E-02  2.65241634E-03  6.66464105E-01  4.73313696E-25  0.00000000E+00 -6.08586713E+00 -5.84376064E+00  0.00000000E+00
    1881  2.26864127E-01  5.14749047E-02  2.65127102E-03  6.66464728E-01  4.71739724E-25  0.00000000E+00 -6.08587007E+00 -5.84375414E+00  0.00000000E+00
    1891  2.26839895E-01  5.14638860E-02  2.65013123E-03  6.66465339E-01  4.70196873E-25  0.00000000E+00 -6.08587299E+00 -5.84374764E+00  0.00000000E+00
    1901  2.26815768E-01  5.14529161E-02  2.64899681E-03  6.66465936E-01  4.68685038E-25  0.00000000E+00 -6.08587588E+00 -5.84374116E+00  0.00000000E+00
    1911  2.26791741E-01  5.14419937E-02  2.64786763E-03  6.66466522E-01  4.67204109E-25  0.00000000E+00 -6.08587874E+00 -5.84373468E+00  0.00000000E+00
    1921  2.26767813E-01  5.14311174E-02  2.64674354E-03  6.66467095E-01  4.65753974E-25  0.00000000E+00 -6.08588159E+00 -5.84372820E+00  0.00000000E+00
    1931  2.26743979E-01  5.14202861E-02  2.64562440E-03  6.66467655E-01  4.64334523E-25  0.00000000E+00 -6.08588441E+00 -5.84372173E+00  0.00000000E+00
    1941  2.26720239E-01  5.14094983E-02  2.64451009E-03  6.66468204E-01  4.62945642E-25  0.00000000E+00 -6.08588720E+00 -5.84371527E+00  0.00000000E+00
    1951  2.26696588E-01  5.13987528E-02  2.64340046E-03  6.66468740E-01  4.61587218E-25  0.00000000E+00 -6.08588998E+00 -5.84370881E+00  0.00000000E+00
    1961  2.26673025E-01  5.13880485E-02  2.64229540E-03  6.66469263E-01  4.60259138E-25  0.00000000E+00 -6.08589273E+00 -5.84370236E+00  0.00000000E+00
    1971  2.26649546E-01  5.13773841E-02  2.64119477E-03  6.66469775E-01  4.58961290E-25  0.00000000E+00 -6.08589546E+00 -5.84369591E+00  0.00000000E+00
    1981  2.26626149E-01  5.13667586E-02  2.64009846E-03  6.66470274E-01  4.57693561E-25  0.00000000E+00 -6.08589817E+00 -5.84368946E+00  0.00000000E+00
    1991  2.26602832E-01  5.13561706E-02  2.63900634E-03  6.66470761E-01  4.56455840E-25  0.00000000E+00 -6.08590086E+00 -5.84368301E+00  0.00000000E+00
    2001  2.26579591E-01  5.13456192E-02  2.63791830E-03  6.66471236E-01  4.55248017E-25  0.00000000E+00 -6.08590354E+00 -5.84367657E+00  0.00000000E+00
    2011  2.26556426E-01  5.13351032E-02  2.63683422E-03  6.66471698E-01  4.54069983E-25  0.00000000E+00 -6.08590619E+00 -5.84367012E+00  0.00000000E+00
    2021  2.26533333E-01  5.13246216E-02  2.63575399E-03  6.66472149E-01  4.52921632E-25  0.00000000E+00 -6.08590882E+00 -5.84366368E+00  0.00000000E+00
    2031  2.26510310E-01  5.13141733E-02  2.63467750E-03  6.66472587E-01  4.51802856E-25  0.00000000E+00 -6.08591143E+00 -5.84365724E+00  0.00000000E+00
    2041  2.26487355E-01  5.13037573E-02  2.63360464E-03  6.66473014E-01  4.50713553E-25  0.00000000E+00 -6.08591403E+00 -5.84365080E+00  0.00000000E+00
    2051  2.26464466E-01  5.12933726E-02  2.63253531E-03  6.66473428E-01  4.49653620E-25  0.00000000E+00 -6.08591661E+00 -5.84364436E+00  0.00000000E+00
    2061  2.26441640E-01  5.12830181E-02  2.63146939E-03  6.66473831E-01  4.48622955E-25  0.00000000E+00 -6.08591917E+00 -5.84363792E+00  0.00000000E+00
    2071  2.26418876E-01  5.12726930E-02  2.63040681E-03  6.66474221E-01  4.47621462E-25  0.00000000E+00 -6.08592171E+00 -5.84363147E+00  0.00000000E+00
    2081  2.26396171E-01  5.12623963E-02  2.62934744E-03  6.66474599E-01  4.46649041E-25  0.00000000E+00 -6.08592424E+00 -5.84362503E+00  0.00000000E+00
    2091  2.26373524E-01  5.12521271E-02  2.62829120E-03  6.66474966E-01  4.45705597E-25  0.00000000E+00 -6.08592675E+00 -5.84361858E+00  0.00000000E+00
    2101  2.26350932E-01  5.12418844E-02  2.62723798E-03  6.66475321E-01  4.44791037E-25  0.00000000E+00 -6.08592924E+00 -5.84361214E+00  0.00000000E+00
    2111  2.26328393E-01  5.12316673E-02  2.62618771E-03  6.66475664E-01  4.43905267E-25  0.00000000E+00 -6.08593172E+00 -5.84360569E+00  0.00000000E+00
    2121  2.26305906E-01  5.12214751E-02  2.62514028E-03  6.66475994E-01  4.43048194E-25  0.00000000E+00 -6.08593419E+00 -5.84359924E+00  0.00000000E+00
    2131  2.26283468E-01  5.12113068E-02  2.62409560E-03  6.66476314E-01  4.42219729E-25  0.00000000E+00 -6.08593664E+00 -5.84359278E+00  0.00000000E+00
    2141  2.26261079E-01  5.12011616E-02  2.62305360E-03  6.66476621E-01  4.41419779E-25  0.00000000E+00 -6.08593907E+00 -5.84358633E+00  0.00000000E+00
    2151  2.26238735E-01  5.11910388E-02  2.62201418E-03  6.66476917E-01  4.40648254E-25  0.00000000E+00 -6.08594149E+00 -5.84357987E+00  0.00000000E+00
    2161  2.26216436E-01  5.11809374E-02  2.62097727E-03  6.66477201E-01  4.39905063E-25  0.00000000E+00 -6.08594389E+00 -5.84357340E+00  0.00000000E+00
    2171  2.26194179E-01  5.11708568E-02  2.61994277E-03  6.66477473E-01  4.39190115E-25  0.00000000E+00 -6.08594628E+00 -5.84356694E+00  0.00000000E+00
    2181  2.26171963E-01  5.11607962E-02  2.61891062E-03  6.66477733E-01  4.38503317E-25  0.00000000E+00 -6.08594866E+00 -5.84356047E+00  0.00000000E+00
    2191  2.26149787E-01  5.11507548E-02  2.61788074E-03  6.66477982E-01  4.37844574E-25  0.00000000E+00 -6.08595103E+00 -5.84355399E+00  0.00000000E+00
    2201  2.26127649E-01  5.11407320E-02  2.61685305E-03  6.66478219E-01  4.37213790E-25  0.00000000E+00 -6.08595338E+00 -5.84354751E+00  0.00000000E+00
    2211  2.26105547E-01  5.11307270E-02  2.61582748E-03  6.66478445E-01  4.36610864E-25  0.00000000E+00 -6.08595572E+00 -5.84354103E+00  0.00000000E+00
    2221  2.26083480E-01  5.11207393E-02  2.61480397E-03  6.66478659E-01  4.36035696E-25  0.00000000E+00 -6.08595804E+00 -5.84353454E+00  0.00000000E+00
    2231  2.26061446E-01  5.11107681E-02  2.61378243E-03  6.66478861E-01  4.35488176E-25  0.00000000E+00 -6.08596036E+00 -5.84352805E+00  0.00000000E+00
    2241  2.26039444E-01  5.11008129E-02  2.61276282E-03  6.66479052E-01  4.34968195E-25  0.00000000E+00 -6.08596266E+00 -5.84352156E+00  0.00000000E+00
    2251  2.26017474E-01  5.10908730E-02  2.61174507E-03  6.66479232E-01  4.34475634E-25  0.00000000E+00 -6.08596495E+00 -5.84351505E+00  0.00000000E+00
    2261  2.25995533E-01  5.10809479E-02  2.61072912E-03  6.66479400E-01  4.34010370E-25  0.00000000E+00 -6.08596723E+00 -5.84350855E+00  0.00000000E+00
    2271  2.25973620E-01  5.10710370E-02  2.60971491E-03  6.66479557E-01  4.33572273E-25  0.00000000E+00 -6.08596949E+00 -5.84350204E+00  0.00000000E+00
    2281  2.25951735E-01  5.10611399E-02  2.60870238E-03  6.66479703E-01  4.33161204E-25  0.00000000E+00 -6.08597175E+00 -5.84349553E+00  0.00000000E+00
    2291  2.25929876E-01  5.10512559E-02  2.60769150E-03  6.66479837E-01  4.32777014E-25  0.00000000E+00 -6.08597399E+00 -5.84348901E+00  0.00000000E+00
    2301  2.25908042E-01  5.10413848E-02  2.60668220E-03  6.66479960E-01  4.32419548E-25  0.00000000E+00 -6.08597623E+00 -5.84348248E+00  0.00000000E+00
    2311  2.25886232E-01  5.10315260E-02  2.60567445E-03  6.66480072E-01  4.32088637E-25  0.00000000E+00 -6.08597845E+00 -5.84347596E+00  0.00000000E+00
    2321  2.25864446E-01  5.10216792E-02  2.60466820E-03  6.66480173E-01  4.31784101E-25  0.00000000E+00 -6.08598066E+00 -5.84346943E+00  0.00000000E+00
    2331  2.25842682E-01  5.10118439E-02  2.60366341E-03  6.66480262E-01  4.31505749E-25  0.00000000E+00 -6.08598287E+00 -5.84346289E+00  0.00000000E+00
    2341  2.25820940E-01  5.10020199E-02  2.60266005E-03  6.66480341E-01  4.31253376E-25  0.00000000E+00 -6.08598506E+00 -5.84345635E+00  0.00000000E+00
    2351  2.25799220E-01  5.09922069E-02  2.60165808E-03  6.66480409E-01  4.31026760E-25  0.00000000E+00 -6.08598724E+00 -5.84344981E+00  0.00000000E+00
    2361  2.25777520E-01  5.09824045E-02  2.60065748E-03  6.66480467E-01  4.30825667E-25  0.00000000E+00 -6.08598942E+00 -5.84344326E+00  0.00000000E+00
    2371  2.25755840E-01  5.09726125E-02  2.59965822E-03  6.66480513E-01  4.30649846E-25  0.00000000E+00 -6.08599158E+00 -5.84343671E+00  0.00000000E+00
    2381  2.25734180E-01  5.09628308E-02  2.59866028E-03  6.66480549E-01  4.30499027E-25  0.00000000E+00 -6.08599374E+00 -5.84343015E+00  0.00000000E+00
    2391  2.25712540E-01  5.09530592E-02  2.59766365E-03  6.66480575E-01  4.30372923E-25  0.00000000E+00 -6.08599588E+00 -5.84342360E+00  0.00000000E+00
    2401  2.25690918E-01  5.09432976E-02  2.59666830E-03  6.66480591E-01  4.30271229E-25  0.00000000E+00 -6.08599802E+00 -5.84341704E+00  0.00000000E+00
    2411  2.25669316E-01  5.09335459E-02  2.59567422E-03  6.66480596E-01  4.30193619E-25  0.00000000E+00 -6.08600014E+00 -5.84341048E+00  0.00000000E+00
    2421  2.25647732E-01  5.09238039E-02  2.59468142E-03  6.66480591E-01  4.30139748E-25  0.00000000E+00 -6.08600226E+00 -5.84340392E+00  0.00000000E+00
    2431  2.25626167E-01  5.09140718E-02  2.59368989E-03  6.66480576E-01  4.30109248E-25  0.00000000E+00 -6.08600437E+00 -5.84339735E+00  0.00000000E+00
    2441  2.25604622E-01  5.09043496E-02  2.59269962E-03  6.66480552E-01  4.30101731E-25  0.00000000E+00 -6.08600647E+00 -5.84339079E+00  0.00000000E+00
    2451  2.25583095E-01  5.08946373E-02  2.59171063E-03  6.66480518E-01  4.30116785E-25  0.00000000E+00 -6.08600856E+00 -5.84338422E+00  0.00000000E+00
    2461  2.25561588E-01  5.08849351E-02  2.59072293E-03  6.66480474E-01  4.30153976E-25  0.00000000E+00 -6.08601065E+00 -5.84337765E+00  0.00000000E+00
    2471  2.25540101E-01  5.08752430E-02  2.58973652E-03  6.66480422E-01  4.30212850E-25  0.00000000E+00 -6.08601272E+00 -5.84337109E+00  0.00000000E+00
    2481  2.25518633E-01  5.08655614E-02  2.58875143E-03  6.66480360E-01  4.30292924E-25  0.00000000E+00 -6.08601479E+00 -5.84336453E+00  0.00000000E+00
    2491  2.25497187E-01  5.08558903E-02  2.58776767E-03  6.66480290E-01  4.30393695E-25  0.00000000E+00 -6.08601684E+00 -5.84335796E+00  0.00000000E+00
    2501  2.25475762E-01  5.08462302E-02  2.58678528E-03  6.66480211E-01  4.30514638E-25  0.00000000E+00 -6.08601889E+00 -5.84335140E+00  0.00000000E+00
    2511  2.25454359E-01  5.08365812E-02  2.58580427E-03  6.66480123E-01  4.30655200E-25  0.00000000E+00 -6.08602093E+00 -5.84334485E+00  0.00000000E+00
    2521  2.25432979E-01  5.08269438E-02  2.58482469E-03  6.66480028E-01  4.30814809E-25  0.00000000E+00 -6.08602297E+00 -5.84333829E+00  0.00000000E+00
    2531  2.25411623E-01  5.08173184E-02  2.58384657E-03  6.66479925E-01  4.30992868E-25  0.00000000E+00 -6.08602499E+00 -5.84333175E+00  0.00000000E+00
    2541  2.25390291E-01  5.08077052E-02  2.58286995E-03  6.66479814E-01  4.31188757E-25  0.00000000E+00 -6.08602701E+00 -5.84332520E+00  0.00000000E+00
    2551  2.25368986E-01  5.07981050E-02  2.58189488E-03  6.66479695E-01  4.31401835E-25  0.00000000E+00 -6.08602901E+00 -5.84331866E+00  0.00000000E+00
    2561  2.25347707E-01  5.07885180E-02  2.58092139E-03  6.66479570E-01  4.31631439E-25  0.00000000E+00 -6.08603101E+00 -5.84331213E+00  0.00000000E+00
    2571  2.25326457E-01  5.07789448E-02  2.57994955E-03  6.66479438E-01  4.31876886E-25  0.00000000E+00 -6.08603300E+00 -5.84330561E+00  0.00000000E+00
    2581  2.25305235E-01  5.07693861E-02  2.57897940E-03  6.66479299E-01  4.32137473E-25  0.00000000E+00 -6.08603499E+00 -5.84329909E+00  0.00000000E+00
    2591  2.25284045E-01  5.07598423E-02  2.57801100E-03  6.66479155E-01  4.32412477E-25  0.00000000E+00 -6.08603696E+00 -5.84329258E+00  0.00000000E+00
    2601  2.25262887E-01  5.07503141E-02  2.57704441E-03  6.66479004E-01  4.32701160E-25  0.00000000E+00 -6.08603893E+00 -5.84328608E+00  0.00000000E+00
    2611  2.25241762E-01  5.07408022E-02  2.57607970E-03  6.66478848E-01  4.33002765E-25  0.00000000E+00 -6.08604089E+00 -5.84327959E+00  0.00000000E+00
    2621  2.25220672E-01  5.07313072E-02  2.57511692E-03  6.66478687E-01  4.33316520E-25  0.00000000E+00 -6.08604284E+00 -5.84327312E+00  0.00000000E+00
    2631  2.25199620E-01  5.07218298E-02  2.57415615E-03  6.66478520E-01  4.33641641E-25  0.00000000E+00 -6.08604478E+00 -5.84326665E+00  0.00000000E+00
    2641  2.25178605E-01  5.07123707E-02  2.57319746E-03  6.66478350E-01  4.33977330E-25  0.00000000E+00 -6.08604671E+00 -5.84326020E+00  0.00000000E+00
    2651  2.25157631E-01  5.07029307E-02  2.57224090E-03  6.66478174E-01  4.34322777E-25  0.00000000E+00 -6.08604864E+00 -5.84325376E+00  0.00000000E+00
    2661  2.25136698E-01  5.06935106E-02  2.57128657E-03  6.66477996E-01  4.34677166E-25  0.00000000E+00 -6.08605055E+00 -5.84324733E+00  0.00000000E+00
    2671  2.25115809E-01  5.06841110E-02  2.57033453E-03  6.66477813E-01  4.35039669E-25  0.00000000E+00 -6.08605246E+00 -5.84324093E+00  0.00000000E+00
    2681  2.25094965E-01  5.06747328E-02  2.56938486E-03  6.66477628E-01  4.35409455E-25  0.00000000E+00 -6.08605436E+00 -5.84323453E+00  0.00000000E+00
    2691  2.25074168E-01  5.06653768E-02  2.56843763E-03  6.66477439E-01  4.35785686E-25  0.00000000E+00 -6.08605625E+00 -5.84322816E+00  0.00000000E+00
    2701  2.25053420E-01  5.06560437E-02  2.56749293E-03  6.66477248E-01  4.36167522E-25  0.00000000E+00 -6.08605814E+00 -5.84322180E+00  0.00000000E+00
    2711  2.25032723E-01  5.06467345E-02  2.56655083E-03  6.66477055E-01  4.36554122E-25  0.00000000E+00 -6.08606001E+00 -5.84321546E+00  0.00000000E+00
    2721  2.25012079E-01  5.06374499E-02  2.56561141E-03  6.66476861E-01  4.36944645E-25  0.00000000E+00 -6.08606188E+00 -5.84320914E+00  0.00000000E+00
    2731  2.24991489E-01  5.06281908E-02  2.56467475E-03  6.66476665E-01  4.37338252E-25  0.00000000E+00 -6.08606374E+00 -5.84320284E+00  0.00000000E+00
    2741  2.24970956E-01  5.06189579E-02  2.56374093E-03  6.66476468E-01  4.37734107E-25  0.00000000E+00 -6.08606559E+00 -5.84319656E+00  0.00000000E+00
    2751  2.24950481E-01  5.06097522E-02  2.56281003E-03  6.66476270E-01  4.38131380E-25  0.00000000E+00 -6.08606743E+00 -5.84319031E+00  0.00000000E+00
    2761  2.24930066E-01  5.06005744E-02  2.56188213E-03  6.66476072E-01  4.38529245E-25  0.00000000E+00 -6.08606926E+00 -5.84318408E+00  0.00000000E+00
    2771  2.24909714E-01  5.05914254E-02  2.56095732E-03  6.66475874E-01  4.38926887E-25  0.00000000E+00 -6.08607109E+00 -5.84317787E+00  0.00000000E+00
    2781  2.24889425E-01  5.05823059E-02  2.56003566E-03  6.66475676E-01  4.39323499E-25  0.00000000E+00 -6.08607290E+00 -5.84317168E+00  0.00000000E+00
    2791  2.24869203E-01  5.05732169E-02  2.55911724E-03  6.66475479E-01  4.39718284E-25  0.00000000E+00 -6.08607471E+00 -5.84316552E+00  0.00000000E+00
    2801  2.24849048E-01  5.05641592E-02  2.55820214E-03  6.66475284E-01  4.40110460E-25  0.00000000E+00 -6.08607651E+00 -5.84315939E+00  0.00000000E+00
    2811  2.24828962E-01  5.05551334E-02  2.55729043E-03  6.66475089E-01  4.40499254E-25  0.00000000E+00 -6.08607830E+00 -5.84315328E+00  0.00000000E+00
    2821  2.24808948E-01  5.05461405E-02  2.55638219E-03  6.66474896E-01  4.40883911E-25  0.00000000E+00 -6.08608008E+00 -5.84314720E+00  0.00000000E+00
    2831  2.24789007E-01  5.05371812E-02  2.55547749E-03  6.66474706E-01  4.41263688E-25  0.00000000E+00 -6.08608185E+00 -5.84314115E+00  0.00000000E+00
    2841  2.24769141E-01  5.05282562E-02  2.55457641E-03  6.66474517E-01  4.41637862E-25  0.00000000E+00 -6.08608362E+00 -5.84313512E+00  0.00000000E+00
    2851  2.24749351E-01  5.05193663E-02  2.55367901E-03  6.66474332E-01  4.42005725E-25  0.00000000E+00 -6.08608538E+00 -5.84312913E+00  0.00000000E+00
    2861  2.24729640E-01  5.05105124E-02  2.55278538E-03  6.66474149E-01  4.42366587E-25  0.00000000E+00 -6.08608712E+00 -5.84312316E+00  0.00000000E+00
    2871  2.24710009E-01  5.05016950E-02  2.55189557E-03  6.66473969E-01  4.42719778E-25  0.00000000E+00 -6.08608886E+00 -5.84311723E+00  0.00000000E+00
    2881  2.24690459E-01  5.04929148E-02  2.55100966E-03  6.66473793E-01  4.43064647E-25  0.00000000E+00 -6.08609059E+00 -5.84311132E+00  0.00000000E+00
    2891  2.24670993E-01  5.04841727E-02  2.55012771E-03  6.66473621E-01  4.43400563E-25  0.00000000E+00 -6.08609231E+00 -5.84310545E+00  0.00000000E+00
    2901  2.24651611E-01  5.04754692E-02  2.54924979E-03  6.66473453E-01  4.43726916E-25  0.00000000E+00 -6.08609403E+00 -5.84309961E+00  0.00000000E+00
    2911  2.24632315E-01  5.04668051E-02  2.54837595E-03  6.66473289E-01  4.44043116E-25  0.00000000E+00 -6.08609573E+00 -5.84309380E+00  0.00000000E+00
    2921  2.24613107E-01  5.04581809E-02  2.54750626E-03  6.66473130E-01  4.44348595E-25  0.00000000E+00 -6.08609743E+00 -5.84308803E+00  0.00000000E+00
    2931  2.24593988E-01  5.04495972E-02  2.54664078E-03  6.66472976E-01  4.44642807E-25  0.00000000E+00 -6.08609911E+00 -5.84308229E+00  0.00000000E+00
    2941  2.24574960E-01  5.04410547E-02  2.54577957E-03  6.66472826E-01  4.44925229E-25  0.00000000E+00 -6.08610079E+00 -5.84307658E+00  0.00000000E+00
    2951  2.24556023E-01  5.04325540E-02  2.54492267E-03  6.66472682E-01  4.45195359E-25  0.00000000E+00 -6.08610246E+00 -5.84307091E+00  0.00000000E+00
    2961  2.24537179E-01  5.04240955E-02  2.54407014E-03  6.66472543E-01  4.45452716E-25  0.00000000E+00 -6.08610412E+00 -5.84306527E+00  0.00000000E+00
    2971  2.24518430E-01  5.04156799E-02  2.54322203E-03  6.66472410E-01  4.45696843E-25  0.00000000E+00 -6.08610578E+00 -5.84305966E+00  0.00000000E+00
    2981  2.24499776E-01  5.04073077E-02  2.54237839E-03  6.66472283E-01  4.45927306E-25  0.00000000E+00 -6.08610742E+00 -5.84305409E+00  0.00000000E+00
    2991  2.24481219E-01  5.03989793E-02  2.54153927E-03  6.66472162E-01  4.46143691E-25  0.00000000E+00 -6.08610906E+00 -5.84304856E+00  0.00000000E+00
    3001  2.24462759E-01  5.03906953E-02  2.54070471E-03  6.66472047E-01  4.46345608E-25  0.00000000E+00 -6.08611069E+00 -5.84304306E+00  0.00000000E+00
    3011  2.24444398E-01  5.03824560E-02  2.53987476E-03  6.66471939E-01  4.46532690E-25  0.00000000E+00 -6.08611231E+00 -5.84303760E+00  0.00000000E+00
    3021  2.24426137E-01  5.03742620E-02  2.53904945E-03  6.66471837E-01  4.46704589E-25  0.00000000E+00 -6.08611392E+00 -5.84303218E+00  0.00000000E+00
    3031  2.24407977E-01  5.03661136E-02  2.53822882E-03  6.66471742E-01  4.46860981E-25  0.00000000E+00 -6.08611552E+00 -5.84302679E+00  0.00000000E+00
    3041  2.24389919E-01  5.03580112E-02  2.53741291E-03  6.66471653E-01  4.47001564E-25  0.00000000E+00 -6.08611712E+00 -5.84302144E+00  0.00000000E+00
    3051  2.24371963E-01  5.03499552E-02  2.53660176E-03  6.66471572E-01  4.47126055E-25  0.00000000E+00 -6.08611870E+00 -5.84301612E+00  0.00000000E+00
    3061  2.24354110E-01  5.03419460E-02  2.53579539E-03  6.66471497E-01  4.47234194E-25  0.00000000E+00 -6.08612028E+00 -5.84301085E+00  0.00000000E+00
    3071  2.24336362E-01  5.03339839E-02  2.53499384E-03  6.66471430E-01  4.47325741E-25  0.00000000E+00 -6.08612185E+00 -5.84300561E+00  0.00000000E+00
    3081  2.24318718E-01  5.03260692E-02  2.53419713E-03  6.66471370E-01  4.47400477E-25  0.00000000E+00 -6.08612342E+00 -5.84300040E+00  0.00000000E+00
    3091  2.24301180E-01  5.03182022E-02  2.53340530E-03  6.66471317E-01  4.47458201E-25  0.00000000E+00 -6.08612497E+00 -5.84299524E+00  0.00000000E+00
    3101  2.24283748E-01  5.03103832E-02  2.53261837E-03  6.66471272E-01  4.47498735E-25  0.00000000E+00 -6.08612652E+00 -5.84299011E+00  0.00000000E+00
    3111  2.24266423E-01  5.03026124E-02  2.53183635E-03  6.66471234E-01  4.47521919E-25  0.00000000E+00 -6.08612806E+00 -5.84298502E+00  0.00000000E+00
    3121  2.24249205E-01  5.02948900E-02  2.53105928E-03  6.66471204E-01  4.47527610E-25  0.00000000E+00 -6.08612959E+00 -5.84297997E+00  0.00000000E+00
    3131  2.24232095E-01  5.02872164E-02  2.53028716E-03  6.66471182E-01  4.47515686E-25  0.00000000E+00 -6.08613111E+00 -5.84297496E+00  0.00000000E+00
    3141  2.24215094E-01  5.02795916E-02  2.52952002E-03  6.66471167E-01  4.47486042E-25  0.00000000E+00 -6.08613262E+00 -5.84296999E+00  0.00000000E+00
    3151  2.24198201E-01  5.02720159E-02  2.52875788E-03  6.66471160E-01  4.47438593E-25  0.00000000E+00 -6.08613413E+00 -5.84296505E+00  0.00000000E+00
    3161  2.24181417E-01  5.02644894E-02  2.52800074E-03  6.66471161E-01  4.47373267E-25  0.00000000E+00 -6.08613563E+00 -5.84296015E+00  0.00000000E+00
    3171  2.24164743E-01  5.02570122E-02  2.52724862E-03  6.66471170E-01  4.47290014E-25  0.00000000E+00 -6.08613713E+00 -5.84295529E+00  0.00000000E+00
