   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
       0  3.35029022E-02 -1.79261251E-02  2.29443906E-01  2.32568907E-01  0.00000000E+00
     100  2.52282442E-02 -1.00574259E-02  2.57144159E-01  2.58574427E-01  0.00000000E+00
     200  1.68272778E-02 -4.31875341E-03  2.61911025E-01  2.62486559E-01  0.00000000E+00
     300  1.07480885E-02  5.65644933E-04  2.62871794E-01  2.63092040E-01  0.00000000E+00
     400  6.51650251E-03  3.97473079E-03  2.62118851E-01  2.62229967E-01  0.00000000E+00
     500  3.69374715E-03  5.92051792E-03  2.60576191E-01  2.60669613E-01  0.00000000E+00
     600  1.88985364E-03  6.70911544E-03  2.58771511E-01  2.58865368E-01  0.00000000E+00
     700  7.76800433E-04  6.69076862E-03  2.56990996E-01  2.57079252E-01  0.00000000E+00
     800  1.11167064E-04  6.17122481E-03  2.55356528E-01  2.55431112E-01  0.00000000E+00
     900 -2.70724242E-04  5.39273998E-03  2.53898070E-01  2.53955478E-01  0.00000000E+00
    1000 -4.73155760E-04  4.53399222E-03  2.52607432E-01  2.52648561E-01  0.00000000E+00
    1100 -5.61495679E-04  3.71475909E-03  2.51466843E-01  2.51494906E-01  0.00000000E+00
    1200 -5.77481595E-04  3.00374726E-03  2.50459714E-01  2.50478391E-01  0.00000000E+00
    1300 -5.49082778E-04  2.42933632E-03  2.49572708E-01  2.49585135E-01  0.00000000E+00
    1400 -4.96150533E-04  1.99172637E-03  2.48794819E-01  2.48803286E-01  0.00000000E+00
    1500 -4.33287893E-04  1.67443931E-03  2.48116016E-01  2.48122044E-01  0.00000000E+00
    1600 -3.71172130E-04  1.45363976E-03  2.47526320E-01  2.47530867E-01  0.00000000E+00
    1700 -3.17194791E-04  1.30464178E-03  2.47015447E-01  2.47019096E-01  0.00000000E+00
    1800 -2.75908371E-04  1.20572178E-03  2.46572886E-01  2.46575989E-01  0.00000000E+00
    1900 -2.49484344E-04  1.13978700E-03  2.46188213E-01  2.46190978E-01  0.00000000E+00
    2000 -2.38219128E-04  1.09458375E-03  2.45851471E-01  2.45854023E-01  0.00000000E+00
    2100 -2.41051816E-04  1.06207489E-03  2.45553513E-01  2.45555928E-01  0.00000000E+00
    2200 -2.56044049E-04  1.03747002E-03  2.45286230E-01  2.45288558E-01  0.00000000E+00
    2300 -2.80786122E-04  1.01822683E-03  2.45042671E-01  2.45044948E-01  0.00000000E+00
    2400 -3.12713546E-04  1.00319730E-03  2.44817054E-01  2.44819309E-01  0.00000000E+00
    2500 -3.49334760E-04  9.91986113E-04  2.44604702E-01  2.44606963E-01  0.00000000E+00
    2600 -3.88380647E-04  9.84521013E-04  2.44401932E-01  2.44404223E-01  0.00000000E+00
    2700 -4.27890721E-04  9.80799755E-04  2.44205912E-01  2.44208257E-01  0.00000000E+00
    2800 -4.66251307E-04  9.80766165E-04  2.44014527E-01  2.44016944E-01  0.00000000E+00
    2900 -5.02199401E-04  9.84269688E-04  2.43826236E-01  2.43828740E-01  0.00000000E+00
    3000 -5.34803541E-04  9.91071500E-04  2.43639956E-01  2.43642559E-01  0.00000000E+00
    3100 -5.63430570E-04  1.00087092E-03  2.43454960E-01  2.43457669E-01  0.00000000E+00
    3200 -5.87704984E-04  1.01333580E-03  2.43270790E-01  2.43273611E-01  0.00000000E+00
