   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  2.96840196E-02  8.81141022E-04  7.76409502E-07  6.66666667E-01 -1.22281200E-18  1.61115091E-12 -2.12416880E+00 -2.09994166E+00  0.00000000E+00
    1591  8.09599709E-02  7.93321840E-03  1.13712809E-04  3.97732662E-01  3.11034893E-02  1.32942227E+00 -4.72477311E+00 -4.59568298E+00  0.00000000E+00
    1601  8.09764140E-02  7.92135745E-03  1.12987863E-04  3.99778818E-01  3.07758351E-02  1.33476221E+00 -4.72458382E+00 -4.59555656E+00  0.00000000E+00
    1611  8.08994927E-02  7.89995608E-03  1.12216752E-04  4.00640923E-01  3.05739308E-02  1.33738785E+00 -4.72460391E+00 -4.59562135E+00  0.00000000E+00
    1621  8.05449591E-02  7.83810904E-03  1.10955101E-04  3.97990398E-01  3.04699391E-02  1.32681639E+00 -4.72455585E+00 -4.59556483E+00  0.00000000E+00
    1631  8.00849795E-02  7.76590814E-03  1.09653448E-04  3.93938720E-01  3.05079662E-02  1.33430470E+00 -4.72439538E+00 -4.59539510E+00  0.00000000E+00
    1641  7.98583158E-02  7.72142246E-03  1.08597752E-04  3.92837484E-01  3.03222446E-02  1.33482608E+00 -4.72440299E+00 -4.59541960E+00  0.00000000E+00
    1651  7.97654902E-02  7.69428320E-03  1.07714763E-04  3.93518384E-01  3.00442586E-02  1.32123995E+00 -4.72437935E+00 -4.59539506E+00  0.00000000E+00
    1661  7.95454567E-02  7.65205573E-03  1.06732617E-04  3.92397355E-01  2.98824197E-02  1.35969722E+00 -4.72409843E+00 -4.59511391E+00  0.00000000E+00
    1671  7.94093987E-02  7.62248505E-03  1.05930530E-04  3.92275526E-01  2.97032117E-02  1.36228638E+00 -4.72400024E+00 -4.59502556E+00  0.00000000E+00
    1681  7.95696156E-02  7.64195267E-03  1.05969054E-04  3.95148010E-01  2.95677731E-02  1.37047958E+00 -4.72395787E+00 -4.59499257E+00  0.00000000E+00
    1691  7.98863653E-02  7.68741224E-03  1.06361499E-04  4.00066857E-01  2.94538887E-02  1.37048036E+00 -4.72388423E+00 -4.59491779E+00  0.00000000E+00
    1701  7.98513481E-02  7.66915240E-03  1.05621095E-04  4.01402806E-01  2.91681378E-02  1.35639323E+00 -4.72392439E+00 -4.59495405E+00  0.00000000E+00
    1711  7.92032999E-02  7.58805002E-03  1.04402243E-04  3.95594781E-01  2.96638415E-02  1.34813921E+00 -4.72388027E+00 -4.59492932E+00  0.00000000E+00
    1721  7.89502650E-02  7.54170842E-03  1.03384259E-04  3.94110134E-01  2.95211893E-02  1.34110327E+00 -4.72393575E+00 -4.59500420E+00  0.00000000E+00
    1731  7.88261467E-02  7.51098791E-03  1.02509524E-04  3.94312187E-01  2.92699260E-02  1.34760658E+00 -4.72391375E+00 -4.59500512E+00  0.00000000E+00
    1741  7.87695324E-02  7.49466888E-03  1.01931679E-04  3.95100784E-01  2.91030529E-02  1.34649292E+00 -4.72377527E+00 -4.59494412E+00  0.00000000E+00
    1751  7.86277471E-02  7.46512031E-03  1.01168428E-04  3.94867991E-01  2.89399002E-02  1.35539847E+00 -4.72385529E+00 -4.59502158E+00  0.00000000E+00
    1761  7.86109746E-02  7.45119029E-03  1.00545032E-04  3.96346045E-01  2.86851363E-02  1.34974645E+00 -4.72378019E+00 -4.59495760E+00  0.00000000E+00
    1771  7.90816800E-02  7.53177229E-03  1.01884531E-04  4.01322921E-01  2.88285100E-02  1.35083059E+00 -4.72370435E+00 -4.59489055E+00  0.00000000E+00
    1781  7.88632809E-02  7.49580433E-03  1.01125454E-04  4.00067004E-01  2.87952809E-02  1.34684810E+00 -4.72363685E+00 -4.59484711E+00  0.00000000E+00
    1791  7.86890605E-02  7.46129049E-03  1.00277786E-04  3.99579397E-01  2.86358945E-02  1.34287299E+00 -4.72364823E+00 -4.59486656E+00  0.00000000E+00
    1801  7.86626115E-02  7.45138570E-03  9.98548802E-05  4.00521030E-01  2.85063324E-02  1.33402327E+00 -4.72360095E+00 -4.59481836E+00  0.00000000E+00
    1811  7.86031404E-02  7.43335600E-03  9.92282417E-05  4.01389712E-01  2.83105807E-02  1.34027275E+00 -4.72350520E+00 -4.59472391E+00  0.00000000E+00
    1821  7.84638265E-02  7.40454725E-03  9.84695397E-05  4.01335322E-01  2.81543051E-02  1.34585175E+00 -4.72338279E+00 -4.59458760E+00  0.00000000E+00
    1831  7.85872920E-02  7.41620737E-03  9.83179712E-05  4.04134935E-01  2.79799100E-02  1.33956675E+00 -4.72328455E+00 -4.59445243E+00  0.00000000E+00
    1841  7.88731698E-02  7.45750141E-03  9.87178541E-05  4.08318810E-01  2.78959775E-02  1.33716528E+00 -4.72316839E+00 -4.59433639E+00  0.00000000E+00
    1851  7.87659240E-02  7.44281496E-03  9.84411271E-05  4.07646610E-01  2.79460535E-02  1.33029070E+00 -4.72308727E+00 -4.59424478E+00  0.00000000E+00
    1861  7.83985388E-02  7.38745232E-03  9.74735122E-05  4.04645037E-01  2.79996846E-02  1.32746808E+00 -4.72304282E+00 -4.59422871E+00  0.00000000E+00
    1871  7.83016000E-02  7.36861873E-03  9.69457339E-05  4.04837887E-01  2.79174923E-02  1.32538681E+00 -4.72306134E+00 -4.59423832E+00  0.00000000E+00
    1881  7.84579027E-02  7.38536560E-03  9.68740011E-05  4.07972358E-01  2.77425381E-02  1.33238693E+00 -4.72317231E+00 -4.59429791E+00  0.00000000E+00
    1891  7.86538387E-02  7.41241536E-03  9.70998595E-05  4.10915152E-01  2.76582971E-02  1.32709609E+00 -4.72323602E+00 -4.59431311E+00  0.00000000E+00
    1901  7.84066786E-02  7.36795979E-03  9.62014866E-05  4.09301274E-01  2.75311386E-02  1.31384170E+00 -4.72321318E+00 -4.59431207E+00  0.00000000E+00
    1911  7.84930712E-02  7.37242023E-03  9.59278771E-05  4.11693814E-01  2.73259656E-02  1.31603259E+00 -4.72331325E+00 -4.59438544E+00  0.00000000E+00
    1921  7.80453449E-02  7.31394206E-03  9.50016187E-05  4.08020430E-01  2.75878464E-02  1.30739354E+00 -4.72329105E+00 -4.59432140E+00  0.00000000E+00
    1931  7.79767051E-02  7.29356087E-03  9.43766767E-05  4.08623310E-01  2.73696493E-02  1.30763109E+00 -4.72338878E+00 -4.59437111E+00  0.00000000E+00
    1941  7.81908111E-02  7.32922828E-03  9.49501284E-05  4.10806694E-01  2.74199808E-02  1.29934883E+00 -4.72342617E+00 -4.59437504E+00  0.00000000E+00
    1951  7.82220428E-02  7.32764834E-03  9.46707937E-05  4.12286691E-01  2.72741308E-02  1.28959611E+00 -4.72347526E+00 -4.59440855E+00  0.00000000E+00
    1961  7.81725232E-02  7.31221008E-03  9.41373707E-05  4.13127866E-01  2.71005621E-02  1.29483504E+00 -4.72353529E+00 -4.59445236E+00  0.00000000E+00
    1971  7.80768407E-02  7.28985516E-03  9.35237675E-05  4.13371795E-01  2.69335144E-02  1.29378487E+00 -4.72354855E+00 -4.59444088E+00  0.00000000E+00
    1981  7.77887790E-02  7.24230429E-03  9.26579935E-05  4.11145361E-01  2.68736864E-02  1.28482660E+00 -4.72359319E+00 -4.59447567E+00  0.00000000E+00
    1991  7.74657008E-02  7.19182086E-03  9.17913183E-05  4.08434783E-01  2.68663750E-02  1.28456021E+00 -4.72352473E+00 -4.59439177E+00  0.00000000E+00
    2001  7.76685010E-02  7.22034094E-03  9.20702316E-05  4.11315542E-01  2.68000222E-02  1.29150679E+00 -4.72357104E+00 -4.59442600E+00  0.00000000E+00
    2011  7.79531148E-02  7.26445803E-03  9.26618174E-05  4.14707281E-01  2.67960750E-02  1.29404808E+00 -4.72358523E+00 -4.59444191E+00  0.00000000E+00
    2021  7.85092882E-02  7.37706487E-03  9.56346223E-05  4.14230592E-01  2.73733087E-02  1.28911543E+00 -4.72365766E+00 -4.59453051E+00  0.00000000E+00
    2031  7.91498841E-02  7.52344075E-03  1.00814868E-04  4.06295524E-01  2.83970822E-02  1.28939513E+00 -4.72364937E+00 -4.59453151E+00  0.00000000E+00
    2041  7.90043737E-02  7.49417590E-03  1.00100946E-04  4.05886856E-01  2.82560428E-02  1.28920892E+00 -4.72368717E+00 -4.59457493E+00  0.00000000E+00
    2051  7.89063085E-02  7.46950601E-03  9.94041664E-05  4.06118810E-01  2.80488439E-02  1.29251909E+00 -4.72379489E+00 -4.59466026E+00  0.00000000E+00
    2061  7.90357497E-02  7.48335188E-03  9.93369038E-05  4.08714770E-01  2.78999856E-02  1.30798193E+00 -4.72380415E+00 -4.59466363E+00  0.00000000E+00
    2071  7.92712680E-02  7.52054302E-03  9.98948318E-05  4.11260241E-01  2.78978861E-02  1.30582430E+00 -4.72379066E+00 -4.59463515E+00  0.00000000E+00
    2081  7.99167199E-02  7.66361691E-03  1.04608672E-04  4.06283855E-01  2.88076332E-02  1.30754197E+00 -4.72390863E+00 -4.59472872E+00  0.00000000E+00
    2091  8.01900023E-02  7.70492496E-03  1.05069853E-04  4.10043428E-01  2.87524447E-02  1.31261793E+00 -4.72400437E+00 -4.59480348E+00  0.00000000E+00
    2101  8.04231523E-02  7.74131455E-03  1.05528427E-04  4.13026116E-01  2.87285907E-02  1.30739589E+00 -4.72393750E+00 -4.59473401E+00  0.00000000E+00
    2111  8.09727949E-02  7.85426680E-03  1.08525112E-04  4.13594969E-01  2.92754933E-02  1.30201231E+00 -4.72394425E+00 -4.59472275E+00  0.00000000E+00
    2121  8.09473004E-02  7.84674468E-03  1.08217689E-04  4.14134455E-01  2.91989237E-02  1.30255468E+00 -4.72395307E+00 -4.59472589E+00  0.00000000E+00
    2131  8.10854692E-02  7.86319978E-03  1.08239274E-04  4.16467569E-01  2.90650806E-02  1.30939656E+00 -4.72383560E+00 -4.59459574E+00  0.00000000E+00
    2141  8.10943865E-02  7.85601618E-03  1.07814072E-04  4.17696423E-01  2.88703920E-02  1.30388568E+00 -4.72386959E+00 -4.59463058E+00  0.00000000E+00
    2151  8.11176705E-02  7.85263044E-03  1.07463136E-04  4.19091224E-01  2.87088022E-02  1.30138216E+00 -4.72396102E+00 -4.59469680E+00  0.00000000E+00
    2161  8.14156011E-02  7.90719792E-03  1.08648068E-04  4.20764014E-01  2.88474071E-02  1.30381792E+00 -4.72403756E+00 -4.59474826E+00  0.00000000E+00
    2171  8.16559248E-02  7.94359855E-03  1.09085663E-04  4.23748797E-01  2.87844802E-02  1.30290169E+00 -4.72408264E+00 -4.59477225E+00  0.00000000E+00
    2181  8.18143098E-02  7.96461568E-03  1.09217854E-04  4.26091395E-01  2.86745204E-02  1.30084772E+00 -4.72409217E+00 -4.59475803E+00  0.00000000E+00
    2191  8.18198452E-02  7.95449360E-03  1.08665839E-04  4.27537943E-01  2.84257319E-02  1.29211199E+00 -4.72409338E+00 -4.59472791E+00  0.00000000E+00
    2201  8.18612670E-02  7.95200117E-03  1.08267770E-04  4.29277407E-01  2.82165469E-02  1.29383362E+00 -4.72415740E+00 -4.59475519E+00  0.00000000E+00
    2211  8.18867526E-02  7.95095959E-03  1.08011772E-04  4.30477687E-01  2.80989011E-02  1.28624363E+00 -4.72411867E+00 -4.59471611E+00  0.00000000E+00
    2221  8.14316765E-02  7.89182145E-03  1.07081580E-04  4.26888645E-01  2.84414560E-02  1.28922076E+00 -4.72409221E+00 -4.59466816E+00  0.00000000E+00
    2231  8.11400484E-02  7.84694614E-03  1.06262712E-04  4.24747788E-01  2.84986493E-02  1.28871205E+00 -4.72406069E+00 -4.59464487E+00  0.00000000E+00
    2241  8.08012635E-02  7.79820669E-03  1.05400871E-04  4.22258640E-01  2.86368027E-02  1.28972803E+00 -4.72408497E+00 -4.59469023E+00  0.00000000E+00
    2251  8.06737546E-02  7.76943980E-03  1.04670217E-04  4.22007162E-01  2.84523209E-02  1.30522289E+00 -4.72419983E+00 -4.59479723E+00  0.00000000E+00
    2261  8.06844704E-02  7.76213331E-03  1.04224382E-04  4.23385076E-01  2.82484784E-02  1.31190065E+00 -4.72425277E+00 -4.59483269E+00  0.00000000E+00
    2271  8.08748323E-02  7.79140837E-03  1.04612958E-04  4.25576378E-01  2.82150970E-02  1.31521826E+00 -4.72427824E+00 -4.59481354E+00  0.00000000E+00
    2281  8.10927836E-02  7.83084931E-03  1.05535393E-04  4.26333955E-01  2.83084927E-02  1.30520447E+00 -4.72426550E+00 -4.59475533E+00  0.00000000E+00
    2291  8.18234648E-02  8.00199516E-03  1.11435425E-04  4.19896545E-01  2.94840038E-02  1.30237925E+00 -4.72428449E+00 -4.59472981E+00  0.00000000E+00
    2301  8.23812464E-02  8.11951750E-03  1.14641665E-04  4.20356745E-01  3.00690289E-02  1.30104459E+00 -4.72427249E+00 -4.59467946E+00  0.00000000E+00
    2311  8.25338463E-02  8.13666326E-03  1.14565399E-04  4.23181036E-01  2.98880916E-02  1.30496912E+00 -4.72438451E+00 -4.59475995E+00  0.00000000E+00
    2321  8.23362230E-02  8.10347796E-03  1.13815588E-04  4.22253157E-01  2.98744850E-02  1.30603316E+00 -4.72443820E+00 -4.59478940E+00  0.00000000E+00
    2331  8.25280657E-02  8.13711836E-03  1.14502968E-04  4.23559850E-01  2.99198846E-02  1.30234338E+00 -4.72440276E+00 -4.59471668E+00  0.00000000E+00
    2341  8.23059404E-02  8.09919537E-03  1.13702338E-04  4.22217493E-01  2.98903493E-02  1.30175861E+00 -4.72436124E+00 -4.59463394E+00  0.00000000E+00
    2351  8.20896869E-02  8.06208666E-03  1.12905549E-04  4.20972608E-01  2.98552104E-02  1.30507124E+00 -4.72424954E+00 -4.59449887E+00  0.00000000E+00
    2361  8.18689438E-02  8.02485879E-03  1.12131729E-04  4.19593233E-01  2.98318575E-02  1.29609788E+00 -4.72427324E+00 -4.59450160E+00  0.00000000E+00
    2371  8.17277978E-02  7.99808248E-03  1.11465421E-04  4.19172528E-01  2.97487179E-02  1.29579413E+00 -4.72432000E+00 -4.59452909E+00  0.00000000E+00
    2381  8.14931956E-02  7.95909911E-03  1.10667747E-04  4.17666215E-01  2.97331204E-02  1.30045124E+00 -4.72439584E+00 -4.59457760E+00  0.00000000E+00
    2391  8.12246748E-02  7.91791008E-03  1.09872335E-04  4.15820964E-01  2.97896129E-02  1.29339712E+00 -4.72440504E+00 -4.59457953E+00  0.00000000E+00
    2401  8.12180705E-02  7.90821464E-03  1.09404334E-04  4.16882098E-01  2.95950865E-02  1.29378629E+00 -4.72439588E+00 -4.59454659E+00  0.00000000E+00
    2411  8.10210299E-02  7.87243455E-03  1.08630516E-04  4.15731501E-01  2.95090792E-02  1.29092210E+00 -4.72442386E+00 -4.59458249E+00  0.00000000E+00
    2421  8.06959537E-02  7.82420196E-03  1.07786360E-04  4.13102245E-01  2.96069389E-02  1.28852274E+00 -4.72441952E+00 -4.59458936E+00  0.00000000E+00
    2431  8.06776579E-02  7.81320988E-03  1.07313599E-04  4.14031159E-01  2.94255650E-02  1.28152297E+00 -4.72440385E+00 -4.59455611E+00  0.00000000E+00
    2441  8.06461942E-02  7.80249221E-03  1.06895828E-04  4.14707697E-01  2.92982854E-02  1.27532054E+00 -4.72439241E+00 -4.59454482E+00  0.00000000E+00
    2451  8.06418683E-02  7.79513497E-03  1.06503864E-04  4.15752543E-01  2.91480468E-02  1.26784263E+00 -4.72440319E+00 -4.59456842E+00  0.00000000E+00
    2461  8.07387294E-02  7.80573869E-03  1.06447021E-04  4.17649784E-01  2.90346202E-02  1.26154044E+00 -4.72440342E+00 -4.59456719E+00  0.00000000E+00
    2471  8.05488453E-02  7.77010413E-03  1.05692232E-04  4.16463351E-01  2.89216258E-02  1.26080607E+00 -4.72441155E+00 -4.59456238E+00  0.00000000E+00
    2481  8.03556532E-02  7.73776371E-03  1.05011404E-04  4.15365709E-01  2.88933144E-02  1.25427862E+00 -4.72446810E+00 -4.59459710E+00  0.00000000E+00
    2491  8.02565386E-02  7.71714613E-03  1.04474638E-04  4.15242001E-01  2.87873145E-02  1.25113396E+00 -4.72447940E+00 -4.59461990E+00  0.00000000E+00
    2501  8.02871335E-02  7.71522537E-03  1.04181104E-04  4.16594571E-01  2.86331717E-02  1.25303107E+00 -4.72443883E+00 -4.59460366E+00  0.00000000E+00
    2511  8.06592799E-02  7.78513008E-03  1.05701553E-04  4.18662465E-01  2.88589765E-02  1.25188932E+00 -4.72436198E+00 -4.59455212E+00  0.00000000E+00
    2521  8.09957830E-02  7.84603234E-03  1.06908847E-04  4.21115122E-01  2.90057255E-02  1.24756160E+00 -4.72436688E+00 -4.59455044E+00  0.00000000E+00
    2531  8.10757619E-02  7.85350486E-03  1.06788956E-04  4.22864150E-01  2.88818760E-02  1.24642047E+00 -4.72435395E+00 -4.59452579E+00  0.00000000E+00
    2541  8.09786267E-02  7.83462112E-03  1.06273149E-04  4.22879771E-01  2.88109799E-02  1.23923003E+00 -4.72433755E+00 -4.59452801E+00  0.00000000E+00
    2551  8.10250202E-02  7.83380204E-03  1.05955220E-04  4.24485970E-01  2.86229425E-02  1.25287697E+00 -4.72425530E+00 -4.59447417E+00  0.00000000E+00
    2561  8.09888075E-02  7.81971573E-03  1.05455692E-04  4.25133716E-01  2.84375140E-02  1.24890109E+00 -4.72421632E+00 -4.59444303E+00  0.00000000E+00
    2571  8.08936061E-02  7.79660309E-03  1.04837201E-04  4.25111909E-01  2.82637748E-02  1.24106031E+00 -4.72422026E+00 -4.59442305E+00  0.00000000E+00
    2581  8.08173367E-02  7.77910148E-03  1.04339789E-04  4.25262115E-01  2.81471845E-02  1.23572906E+00 -4.72415888E+00 -4.59434853E+00  0.00000000E+00
    2591  8.05821590E-02  7.74274398E-03  1.03663603E-04  4.23611582E-01  2.81832820E-02  1.23561057E+00 -4.72410639E+00 -4.59430005E+00  0.00000000E+00
    2601  8.05318512E-02  7.72967356E-03  1.03245473E-04  4.23993405E-01  2.80712686E-02  1.23347511E+00 -4.72407216E+00 -4.59425830E+00  0.00000000E+00
    2611  8.02778145E-02  7.69631015E-03  1.02682864E-04  4.22154687E-01  2.82402012E-02  1.22859226E+00 -4.72405885E+00 -4.59425064E+00  0.00000000E+00
    2621  8.01851526E-02  7.67818896E-03  1.02221742E-04  4.22031150E-01  2.81668275E-02  1.22738203E+00 -4.72409258E+00 -4.59426151E+00  0.00000000E+00
    2631  8.00141237E-02  7.64811902E-03  1.01593993E-04  4.21054744E-01  2.81065646E-02  1.22392015E+00 -4.72404985E+00 -4.59419947E+00  0.00000000E+00
    2641  7.98165966E-02  7.61501057E-03  1.00935697E-04  4.19793605E-01  2.80718771E-02  1.23030050E+00 -4.72405494E+00 -4.59418119E+00  0.00000000E+00
    2651  7.97067671E-02  7.60235343E-03  1.00773428E-04  4.18795908E-01  2.81815919E-02  1.22903529E+00 -4.72411420E+00 -4.59418875E+00  0.00000000E+00
    2661  7.98250859E-02  7.61798382E-03  1.00863454E-04  4.20661366E-01  2.81083795E-02  1.22980756E+00 -4.72415213E+00 -4.59421176E+00  0.00000000E+00
    2671  7.95020241E-02  7.57298014E-03  1.00138869E-04  4.17966753E-01  2.82543159E-02  1.22914751E+00 -4.72419660E+00 -4.59423743E+00  0.00000000E+00
    2681  7.93303482E-02  7.54631040E-03  9.96026036E-05  4.16984493E-01  2.82678060E-02  1.22325963E+00 -4.72419485E+00 -4.59421351E+00  0.00000000E+00
    2691  7.96006062E-02  7.59074119E-03  1.00273980E-04  4.19905657E-01  2.83011589E-02  1.22109522E+00 -4.72422562E+00 -4.59420475E+00  0.00000000E+00
    2701  7.97641839E-02  7.61265294E-03  1.00423724E-04  4.22378957E-01  2.82073825E-02  1.22904652E+00 -4.72421944E+00 -4.59415329E+00  0.00000000E+00
    2711  8.02127815E-02  7.71097109E-03  1.03609434E-04  4.19155482E-01  2.88064146E-02  1.22769634E+00 -4.72427651E+00 -4.59419926E+00  0.00000000E+00
    2721  8.04457003E-02  7.75178494E-03  1.04398521E-04  4.20878538E-01  2.88829712E-02  1.23048822E+00 -4.72421372E+00 -4.59415913E+00  0.00000000E+00
    2731  8.05139799E-02  7.75494356E-03  1.04154565E-04  4.22702374E-01  2.87062893E-02  1.22651249E+00 -4.72424944E+00 -4.59419994E+00  0.00000000E+00
    2741  8.08016094E-02  7.80992057E-03  1.05571211E-04  4.23059518E-01  2.88998065E-02  1.23564669E+00 -4.72436344E+00 -4.59430543E+00  0.00000000E+00
    2751  8.12533580E-02  7.90316958E-03  1.08012160E-04  4.23567052E-01  2.93519291E-02  1.23724542E+00 -4.72429039E+00 -4.59424713E+00  0.00000000E+00
    2761  8.13584112E-02  7.91378581E-03  1.07917904E-04  4.25614243E-01  2.92060416E-02  1.23054155E+00 -4.72430408E+00 -4.59424463E+00  0.00000000E+00
    2771  8.13658292E-02  7.90697029E-03  1.07533986E-04  4.26670516E-01  2.90250513E-02  1.22873843E+00 -4.72436653E+00 -4.59428757E+00  0.00000000E+00
    2781  8.13555128E-02  7.90036539E-03  1.07233668E-04  4.27315339E-01  2.89139165E-02  1.22572110E+00 -4.72441533E+00 -4.59430317E+00  0.00000000E+00
    2791  8.15304217E-02  7.92778580E-03  1.07605516E-04  4.29297907E-01  2.88897819E-02  1.24484348E+00 -4.72456326E+00 -4.59441834E+00  0.00000000E+00
    2801  8.18238027E-02  7.98022114E-03  1.08593188E-04  4.31603395E-01  2.89915346E-02  1.25313496E+00 -4.72465406E+00 -4.59448899E+00  0.00000000E+00
    2811  8.17676515E-02  7.96922904E-03  1.08248531E-04  4.31843290E-01  2.89507857E-02  1.24969286E+00 -4.72462133E+00 -4.59445780E+00  0.00000000E+00
    2821  8.17036878E-02  7.95166876E-03  1.07721713E-04  4.32108409E-01  2.87905185E-02  1.24345170E+00 -4.72460438E+00 -4.59442605E+00  0.00000000E+00
    2831  8.16592514E-02  7.93820760E-03  1.07301693E-04  4.32402579E-01  2.86506038E-02  1.24086828E+00 -4.72464928E+00 -4.59445996E+00  0.00000000E+00
    2841  8.20508022E-02  8.01903835E-03  1.09483004E-04  4.32480397E-01  2.90280312E-02  1.23688162E+00 -4.72463769E+00 -4.59444217E+00  0.00000000E+00
    2851  8.23512338E-02  8.07710453E-03  1.10846211E-04  4.33645718E-01  2.92237305E-02  1.24183830E+00 -4.72466951E+00 -4.59446430E+00  0.00000000E+00
    2861  8.23175290E-02  8.06571913E-03  1.10434228E-04  4.34156598E-01  2.90920869E-02  1.23543614E+00 -4.72466777E+00 -4.59445785E+00  0.00000000E+00
    2871  8.22316639E-02  8.04953378E-03  1.09988270E-04  4.34173005E-01  2.90456961E-02  1.23276872E+00 -4.72471282E+00 -4.59450436E+00  0.00000000E+00
    2881  8.25585814E-02  8.11293744E-03  1.11518156E-04  4.35234613E-01  2.92607117E-02  1.22997446E+00 -4.72466795E+00 -4.59446862E+00  0.00000000E+00
    2891  8.29823321E-02  8.20184966E-03  1.13937737E-04  4.35423593E-01  2.96840309E-02  1.22555541E+00 -4.72466724E+00 -4.59449338E+00  0.00000000E+00
    2901  8.33867557E-02  8.28514299E-03  1.16106032E-04  4.36189041E-01  3.00452106E-02  1.21990116E+00 -4.72463330E+00 -4.59449485E+00  0.00000000E+00
    2911  8.37569659E-02  8.35842526E-03  1.17825785E-04  4.37826769E-01  3.03024837E-02  1.22657105E+00 -4.72452564E+00 -4.59442169E+00  0.00000000E+00
    2921  8.40085137E-02  8.40334629E-03  1.18685904E-04  4.39760962E-01  3.03638465E-02  1.22326696E+00 -4.72456607E+00 -4.59448047E+00  0.00000000E+00
    2931  8.41270371E-02  8.41707097E-03  1.18653355E-04  4.41739640E-01  3.02238999E-02  1.22329816E+00 -4.72459875E+00 -4.59450996E+00  0.00000000E+00
    2941  8.41390805E-02  8.41651096E-03  1.18514876E-04  4.42316974E-01  3.01655484E-02  1.22408765E+00 -4.72459187E+00 -4.59450202E+00  0.00000000E+00
    2951  8.41603295E-02  8.41217670E-03  1.18156581E-04  4.43429876E-01  2.99870883E-02  1.23014623E+00 -4.72455065E+00 -4.59446201E+00  0.00000000E+00
    2961  8.42051637E-02  8.41198091E-03  1.17865701E-04  4.44774208E-01  2.98123767E-02  1.23004181E+00 -4.72457544E+00 -4.59448375E+00  0.00000000E+00
    2971  8.43330240E-02  8.43260711E-03  1.18151388E-04  4.46147858E-01  2.97915505E-02  1.23157467E+00 -4.72457428E+00 -4.59449913E+00  0.00000000E+00
    2981  8.41372280E-02  8.39816961E-03  1.17456033E-04  4.44882662E-01  2.97588004E-02  1.23484239E+00 -4.72453006E+00 -4.59446669E+00  0.00000000E+00
    2991  8.39469482E-02  8.36652648E-03  1.16816574E-04  4.43720791E-01  2.97664684E-02  1.23573175E+00 -4.72448027E+00 -4.59443439E+00  0.00000000E+00
    3001  8.38197297E-02  8.34150408E-03  1.16225408E-04  4.43210429E-01  2.96834617E-02  1.23837467E+00 -4.72441932E+00 -4.59436471E+00  0.00000000E+00
    3011  8.37869402E-02  8.33014756E-03  1.15816511E-04  4.43655453E-01  2.95512426E-02  1.23941808E+00 -4.72434707E+00 -4.59430800E+00  0.00000000E+00
    3021  8.39388040E-02  8.35665396E-03  1.16304468E-04  4.44850046E-01  2.95745906E-02  1.23263159E+00 -4.72434198E+00 -4.59431493E+00  0.00000000E+00
    3031  8.37334164E-02  8.32150702E-03  1.15619887E-04  4.43445987E-01  2.95585924E-02  1.22945457E+00 -4.72432925E+00 -4.59432093E+00  0.00000000E+00
    3041  8.35783856E-02  8.29156830E-03  1.14968489E-04  4.42577873E-01  2.94683468E-02  1.22398491E+00 -4.72436289E+00 -4.59435291E+00  0.00000000E+00
    3051  8.34149966E-02  8.26356835E-03  1.14375005E-04  4.41691006E-01  2.94522149E-02  1.22062628E+00 -4.72433797E+00 -4.59434536E+00  0.00000000E+00
    3061  8.32635254E-02  8.23556903E-03  1.13754935E-04  4.40935690E-01  2.93901227E-02  1.21859110E+00 -4.72434980E+00 -4.59433966E+00  0.00000000E+00
    3071  8.31792325E-02  8.22315270E-03  1.13523782E-04  4.40385591E-01  2.94265254E-02  1.21685212E+00 -4.72437604E+00 -4.59435451E+00  0.00000000E+00
    3081  8.35751221E-02  8.30822269E-03  1.16018261E-04  4.39741005E-01  2.98563764E-02  1.22638098E+00 -4.72430833E+00 -4.59428852E+00  0.00000000E+00
    3091  8.35973538E-02  8.31124993E-03  1.16067650E-04  4.39910731E-01  2.98408259E-02  1.22318202E+00 -4.72431152E+00 -4.59429542E+00  0.00000000E+00
    3101  8.34013528E-02  8.27663443E-03  1.15383172E-04  4.38546657E-01  2.97983323E-02  1.23017897E+00 -4.72423280E+00 -4.59422484E+00  0.00000000E+00
    3111  8.34924478E-02  8.28885828E-03  1.15477882E-04  4.39741922E-01  2.97311186E-02  1.24114455E+00 -4.72412165E+00 -4.59412763E+00  0.00000000E+00
    3121  8.35375025E-02  8.28881854E-03  1.15195634E-04  4.41105930E-01  2.95604471E-02  1.23782692E+00 -4.72414521E+00 -4.59415444E+00  0.00000000E+00
    3131  8.34320064E-02  8.26755602E-03  1.14679989E-04  4.40742143E-01  2.94781507E-02  1.23366127E+00 -4.72414823E+00 -4.59416686E+00  0.00000000E+00
    3141  8.34686915E-02  8.26715229E-03  1.14428472E-04  4.41914203E-01  2.93309129E-02  1.23571006E+00 -4.72418900E+00 -4.59420442E+00  0.00000000E+00
    3151  8.36416056E-02  8.29367679E-03  1.14743293E-04  4.43952566E-01  2.92774181E-02  1.23618737E+00 -4.72417145E+00 -4.59419914E+00  0.00000000E+00
    3161  8.37649418E-02  8.31005617E-03  1.14834374E-04  4.45702735E-01  2.91811344E-02  1.24989015E+00 -4.72403368E+00 -4.59407483E+00  0.00000000E+00
    3171  8.37560936E-02  8.30255373E-03  1.14488097E-04  4.46375003E-01  2.90453189E-02  1.24846199E+00 -4.72405755E+00 -4.59412254E+00  0.00000000E+00
