   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
    1531  2.95663587E-02  1.02629277E-03  1.74681994E-06  4.47179233E-01  1.75713150E-02  7.83805110E-01 -3.21134966E-01 -3.18457942E-01  0.00000000E+00
    1541  2.95022596E-02  1.02148159E-03  1.73135798E-06  4.46898894E-01  1.74529287E-02  7.80601589E-01 -3.21134151E-01 -3.18455975E-01  0.00000000E+00
    1551  2.95737787E-02  1.02535538E-03  1.73754574E-06  4.49108379E-01  1.74123535E-02  7.80852834E-01 -3.21128495E-01 -3.18451412E-01  0.00000000E+00
    1561  2.94616013E-02  1.01863308E-03  1.72016435E-06  4.47397124E-01  1.74008183E-02  7.84005092E-01 -3.21122298E-01 -3.18445338E-01  0.00000000E+00
    1571  2.93994561E-02  1.01406522E-03  1.70524352E-06  4.47244110E-01  1.72957149E-02  7.79689966E-01 -3.21107553E-01 -3.18430894E-01  0.00000000E+00
    1581  2.93155014E-02  1.00929274E-03  1.69410227E-06  4.45649974E-01  1.73138403E-02  7.76342798E-01 -3.21126868E-01 -3.18447163E-01  0.00000000E+00
    1591  2.93081322E-02  1.00891227E-03  1.69420420E-06  4.45198415E-01  1.73197934E-02  7.78474083E-01 -3.21142531E-01 -3.18462368E-01  0.00000000E+00
    1601  2.93319356E-02  1.00987049E-03  1.69385316E-06  4.46365501E-01  1.72692453E-02  7.78361752E-01 -3.21143805E-01 -3.18464368E-01  0.00000000E+00
    1611  2.92603593E-02  1.00544491E-03  1.68076192E-06  4.45797625E-01  1.72424766E-02  7.72772626E-01 -3.21121627E-01 -3.18442439E-01  0.00000000E+00
    1621  2.92758470E-02  1.00749714E-03  1.68984905E-06  4.45068963E-01  1.73748055E-02  7.76527642E-01 -3.21097192E-01 -3.18417926E-01  0.00000000E+00
    1631  2.92688990E-02  1.00643152E-03  1.68505343E-06  4.45471381E-01  1.72987033E-02  7.76145383E-01 -3.21082784E-01 -3.18402934E-01  0.00000000E+00
    1641  2.92111873E-02  1.00300263E-03  1.67531830E-06  4.44899095E-01  1.72924772E-02  7.75372759E-01 -3.21048957E-01 -3.18367222E-01  0.00000000E+00
    1651  2.92103071E-02  1.00377115E-03  1.67916657E-06  4.44475639E-01  1.73871861E-02  7.70201586E-01 -3.21068644E-01 -3.18386907E-01  0.00000000E+00
    1661  2.91929662E-02  1.00225344E-03  1.67354440E-06  4.44657551E-01  1.73288620E-02  7.68130846E-01 -3.21055057E-01 -3.18374867E-01  0.00000000E+00
    1671  2.91673927E-02  1.00094906E-03  1.66971933E-06  4.44481826E-01  1.73505883E-02  7.73204172E-01 -3.21057435E-01 -3.18377268E-01  0.00000000E+00
    1681  2.91215833E-02  9.97974355E-04  1.66017247E-06  4.44360399E-01  1.73154139E-02  7.75889683E-01 -3.21035621E-01 -3.18355193E-01  0.00000000E+00
    1691  2.92107407E-02  1.00564051E-03  1.69344239E-06  4.41833651E-01  1.76001852E-02  7.72946075E-01 -3.21039182E-01 -3.18358807E-01  0.00000000E+00
    1701  2.93446404E-02  1.01568350E-03  1.73719726E-06  4.38679259E-01  1.78545821E-02  7.84176472E-01 -3.21060100E-01 -3.18380519E-01  0.00000000E+00
    1711  2.93689293E-02  1.01665808E-03  1.73699332E-06  4.39820698E-01  1.78024304E-02  7.84841019E-01 -3.21043935E-01 -3.18363671E-01  0.00000000E+00
    1721  2.95149623E-02  1.02708922E-03  1.76999422E-06  4.40713613E-01  1.80140569E-02  7.86711789E-01 -3.21070350E-01 -3.18389194E-01  0.00000000E+00
    1731  2.94802572E-02  1.02497515E-03  1.76312240E-06  4.40584444E-01  1.80063592E-02  7.88318020E-01 -3.21061431E-01 -3.18380625E-01  0.00000000E+00
    1741  2.95412523E-02  1.02784265E-03  1.76587168E-06  4.42833986E-01  1.79217479E-02  7.88372314E-01 -3.21045844E-01 -3.18364101E-01  0.00000000E+00
    1751  2.96300668E-02  1.03386352E-03  1.78175460E-06  4.44351421E-01  1.80101809E-02  7.88335913E-01 -3.21052405E-01 -3.18369328E-01  0.00000000E+00
    1761  2.95732782E-02  1.03058128E-03  1.77279103E-06  4.43619640E-01  1.80194017E-02  7.86634745E-01 -3.21078298E-01 -3.18396704E-01  0.00000000E+00
    1771  2.95292662E-02  1.02782536E-03  1.76482140E-06  4.43146636E-01  1.80015332E-02  7.88939547E-01 -3.21049154E-01 -3.18367282E-01  0.00000000E+00
    1781  2.95813492E-02  1.03299829E-03  1.78836556E-06  4.41355103E-01  1.82434366E-02  7.98984001E-01 -3.21023561E-01 -3.18341506E-01  0.00000000E+00
    1791  2.96136816E-02  1.03507267E-03  1.79568302E-06  4.41315358E-01  1.82619718E-02  7.95306592E-01 -3.21043331E-01 -3.18361913E-01  0.00000000E+00
    1801  2.95805777E-02  1.03368498E-03  1.79286030E-06  4.40694898E-01  1.83280261E-02  7.94431231E-01 -3.21072028E-01 -3.18390971E-01  0.00000000E+00
    1811  2.95679230E-02  1.03230276E-03  1.78613384E-06  4.41300130E-01  1.82548275E-02  7.97995177E-01 -3.21062654E-01 -3.18382234E-01  0.00000000E+00
    1821  2.95913294E-02  1.03289356E-03  1.78523570E-06  4.42219708E-01  1.81631265E-02  8.02445416E-01 -3.21076684E-01 -3.18396649E-01  0.00000000E+00
    1831  2.95565820E-02  1.03032239E-03  1.77641021E-06  4.42203566E-01  1.81035316E-02  8.03307485E-01 -3.21096846E-01 -3.18416874E-01  0.00000000E+00
    1841  2.94994884E-02  1.02628295E-03  1.76366462E-06  4.41837674E-01  1.80264060E-02  8.01477806E-01 -3.21082651E-01 -3.18403777E-01  0.00000000E+00
    1851  2.95189688E-02  1.02654700E-03  1.75996554E-06  4.43294859E-01  1.79241065E-02  8.07420148E-01 -3.21137880E-01 -3.18461118E-01  0.00000000E+00
    1861  2.95405307E-02  1.02844626E-03  1.77052048E-06  4.42022753E-01  1.79963940E-02  8.11257755E-01 -3.21153802E-01 -3.18476887E-01  0.00000000E+00
    1871  2.96214597E-02  1.03269804E-03  1.77611513E-06  4.44859191E-01  1.79344661E-02  8.08017459E-01 -3.21153258E-01 -3.18476186E-01  0.00000000E+00
    1881  2.96941208E-02  1.03822873E-03  1.80662909E-06  4.41321886E-01  1.80754721E-02  8.11559447E-01 -3.21164254E-01 -3.18487316E-01  0.00000000E+00
    1891  2.96704786E-02  1.03619564E-03  1.79832993E-06  4.41703896E-01  1.80027504E-02  8.07501217E-01 -3.21142984E-01 -3.18467327E-01  0.00000000E+00
    1901  2.96572512E-02  1.03442284E-03  1.78898365E-06  4.42700167E-01  1.78886242E-02  8.05162673E-01 -3.21137153E-01 -3.18462172E-01  0.00000000E+00
    1911  2.96512342E-02  1.03423173E-03  1.78912131E-06  4.42451290E-01  1.79077696E-02  8.06125267E-01 -3.21128098E-01 -3.18453144E-01  0.00000000E+00
    1921  2.96171343E-02  1.03194966E-03  1.78051359E-06  4.42676935E-01  1.78776189E-02  8.03988114E-01 -3.21108679E-01 -3.18433508E-01  0.00000000E+00
    1931  2.95423894E-02  1.02724380E-03  1.76747756E-06  4.41676904E-01  1.78448166E-02  8.04463442E-01 -3.21141175E-01 -3.18465402E-01  0.00000000E+00
    1941  2.95003729E-02  1.02422787E-03  1.75706481E-06  4.41692641E-01  1.77830011E-02  7.97953951E-01 -3.21130487E-01 -3.18454925E-01  0.00000000E+00
    1951  2.95214233E-02  1.02484867E-03  1.75566929E-06  4.42811716E-01  1.77111983E-02  8.01576188E-01 -3.21118667E-01 -3.18441640E-01  0.00000000E+00
    1961  2.95501203E-02  1.02705847E-03  1.77007741E-06  4.40653830E-01  1.77706412E-02  8.01503264E-01 -3.21126075E-01 -3.18450054E-01  0.00000000E+00
    1971  2.95467414E-02  1.02646913E-03  1.76554262E-06  4.41446004E-01  1.77256337E-02  7.98216294E-01 -3.21115807E-01 -3.18440418E-01  0.00000000E+00
    1981  2.96223666E-02  1.03423745E-03  1.81028197E-06  4.35863171E-01  1.81060726E-02  8.01508230E-01 -3.21107865E-01 -3.18432253E-01  0.00000000E+00
    1991  2.96023963E-02  1.03304981E-03  1.80670171E-06  4.35683596E-01  1.81055064E-02  7.99420579E-01 -3.21111819E-01 -3.18435625E-01  0.00000000E+00
   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  3.20627624E-02  1.02802073E-03  1.05682662E-06  6.66666667E-01 -8.72656555E-18  5.30525629E-14 -3.25887704E-01 -3.23101469E-01  0.00000000E+00
      11  2.78217112E-02  9.71157742E-04  1.38787215E-06  5.09489112E-01  2.27676266E-02  3.75398533E-01 -3.22893420E-01 -3.20360393E-01  0.00000000E+00
      21  2.59556920E-02  8.00136415E-04  1.04209597E-06  4.57426737E-01  1.46045457E-02  6.66040644E-01 -3.19930367E-01 -3.17269781E-01  0.00000000E+00
      31  3.18396123E-02  1.21913944E-03  2.66561828E-06  4.02180689E-01  2.37226860E-02  9.26811757E-01 -3.20353450E-01 -3.17743401E-01  0.00000000E+00
      41  2.95244569E-02  1.06735607E-03  2.07308992E-06  3.93433760E-01  2.26004176E-02  8.55660752E-01 -3.20624781E-01 -3.18018953E-01  0.00000000E+00
      51  3.26567749E-02  1.23920436E-03  2.35929393E-06  4.87876234E-01  1.99526355E-02  8.11773053E-01 -3.20734530E-01 -3.18114562E-01  0.00000000E+00
      61  3.31617689E-02  1.27902177E-03  2.53457988E-06  4.83549315E-01  2.07126073E-02  8.88519127E-01 -3.21235576E-01 -3.18561499E-01  0.00000000E+00
      71  3.15492990E-02  1.16750539E-03  2.15981070E-06  4.71826453E-01  1.98842209E-02  8.85304398E-01 -3.21350879E-01 -3.18680546E-01  0.00000000E+00
      81  3.22868509E-02  1.19733658E-03  2.13785125E-06  5.02922933E-01  1.78915746E-02  8.77673792E-01 -3.22136705E-01 -3.19456465E-01  0.00000000E+00
      91  3.11720151E-02  1.11448289E-03  1.87661586E-06  4.96374954E-01  1.64930747E-02  9.20478279E-01 -3.21578353E-01 -3.18905201E-01  0.00000000E+00
     101  2.94973965E-02  1.01209491E-03  1.61307307E-06  4.75083406E-01  1.64018416E-02  1.03669688E+00 -3.20648548E-01 -3.17963606E-01  0.00000000E+00
     111  2.95512091E-02  1.00024055E-03  1.52559860E-06  4.91711699E-01  1.46655472E-02  9.55468558E-01 -3.20696908E-01 -3.18002665E-01  0.00000000E+00
     121  2.92966634E-02  9.80002388E-04  1.45512420E-06  4.94961438E-01  1.40581313E-02  8.73012896E-01 -3.20463426E-01 -3.17773190E-01  0.00000000E+00
     131  2.88176875E-02  9.59097924E-04  1.42036152E-06  4.85302875E-01  1.48587012E-02  8.95476483E-01 -3.20420765E-01 -3.17739002E-01  0.00000000E+00
     141  2.83733102E-02  9.43588725E-04  1.41803050E-06  4.69116985E-01  1.60028203E-02  8.53445588E-01 -3.20604031E-01 -3.17889054E-01  0.00000000E+00
     151  2.87536638E-02  9.70491065E-04  1.50278956E-06  4.68144284E-01  1.66004413E-02  8.38401029E-01 -3.20400141E-01 -3.17678353E-01  0.00000000E+00
     161  2.79260919E-02  9.38319548E-04  1.48196799E-06  4.38931301E-01  1.83024456E-02  8.35753705E-01 -3.20306489E-01 -3.17588383E-01  0.00000000E+00
     171  2.89373526E-02  1.00060299E-03  1.65516507E-06  4.48943074E-01  1.88545319E-02  9.46850980E-01 -3.20743686E-01 -3.18042059E-01  0.00000000E+00
     181  2.87279704E-02  9.75406908E-04  1.55228027E-06  4.56152386E-01  1.73388484E-02  8.95126133E-01 -3.20551522E-01 -3.17841582E-01  0.00000000E+00
     191  2.87870618E-02  9.69222529E-04  1.49966342E-06  4.67860446E-01  1.62319410E-02  8.79260400E-01 -3.20392961E-01 -3.17695941E-01  0.00000000E+00
     201  2.82682051E-02  9.33312020E-04  1.39920182E-06  4.64566685E-01  1.55034374E-02  8.47304817E-01 -3.20137914E-01 -3.17444939E-01  0.00000000E+00
     211  2.96297488E-02  1.03387792E-03  1.80339060E-06  4.37619791E-01  1.80140200E-02  8.63703756E-01 -3.20484149E-01 -3.17797599E-01  0.00000000E+00
     221  3.01480643E-02  1.06232174E-03  1.84502407E-06  4.55034961E-01  1.77206383E-02  8.38300541E-01 -3.20695691E-01 -3.18014616E-01  0.00000000E+00
     231  3.04081616E-02  1.08375260E-03  1.91531537E-06  4.56425930E-01  1.83767597E-02  8.47693158E-01 -3.20643329E-01 -3.17967173E-01  0.00000000E+00
     241  3.00947513E-02  1.06622882E-03  1.87088851E-06  4.51437876E-01  1.85429113E-02  8.70002828E-01 -3.20294984E-01 -3.17620550E-01  0.00000000E+00
     251  3.04132274E-02  1.08952297E-03  1.94519230E-06  4.53778860E-01  1.90076890E-02  8.26086063E-01 -3.20367816E-01 -3.17693109E-01  0.00000000E+00
     261  2.99216765E-02  1.06160226E-03  1.87170722E-06  4.46403939E-01  1.92083217E-02  8.29093615E-01 -3.20433144E-01 -3.17748735E-01  0.00000000E+00
     271  2.99539159E-02  1.05833020E-03  1.84095276E-06  4.52128113E-01  1.86074052E-02  8.09101043E-01 -3.20350615E-01 -3.17666569E-01  0.00000000E+00
     281  2.97555005E-02  1.04527663E-03  1.79802065E-06  4.51456669E-01  1.84680690E-02  8.16037602E-01 -3.20484103E-01 -3.17788071E-01  0.00000000E+00
     291  3.02450765E-02  1.07530320E-03  1.87245515E-06  4.60205705E-01  1.85433487E-02  8.04031065E-01 -3.20523693E-01 -3.17837007E-01  0.00000000E+00
     301  3.03551512E-02  1.08089161E-03  1.87644734E-06  4.64633945E-01  1.84183536E-02  7.63174901E-01 -3.20613345E-01 -3.17938361E-01  0.00000000E+00
     311  3.04436307E-02  1.08088380E-03  1.85043059E-06  4.72049110E-01  1.77960868E-02  7.54765857E-01 -3.20655505E-01 -3.17990633E-01  0.00000000E+00
     321  3.06211395E-02  1.08860203E-03  1.85433484E-06  4.78410762E-01  1.74355537E-02  8.03612559E-01 -3.20879694E-01 -3.18212000E-01  0.00000000E+00
     331  3.04708417E-02  1.08206088E-03  1.84126148E-06  4.75807476E-01  1.77405892E-02  8.05758622E-01 -3.20971969E-01 -3.18302692E-01  0.00000000E+00
     341  3.10602452E-02  1.11748173E-03  1.91642921E-06  4.88446968E-01  1.76428950E-02  8.16374301E-01 -3.21040642E-01 -3.18362508E-01  0.00000000E+00
     351  3.09223244E-02  1.10869268E-03  1.88790365E-06  4.88039787E-01  1.76151306E-02  8.11151541E-01 -3.20949873E-01 -3.18271466E-01  0.00000000E+00
     361  3.10779465E-02  1.11545850E-03  1.89160651E-06  4.93239550E-01  1.72821480E-02  8.46310749E-01 -3.20814428E-01 -3.18136046E-01  0.00000000E+00
     371  3.10818820E-02  1.10973277E-03  1.85341575E-06  4.98333883E-01  1.65925292E-02  8.17172167E-01 -3.20903249E-01 -3.18216421E-01  0.00000000E+00
     381  3.08222264E-02  1.09105045E-03  1.79659159E-06  4.96918395E-01  1.62912210E-02  8.40494643E-01 -3.20736702E-01 -3.18042163E-01  0.00000000E+00
     391  3.12297795E-02  1.12175913E-03  1.92126984E-06  4.91058474E-01  1.69171748E-02  8.19540053E-01 -3.20812101E-01 -3.18116470E-01  0.00000000E+00
     401  3.09699344E-02  1.10303164E-03  1.86369550E-06  4.89403584E-01  1.66208765E-02  8.02987764E-01 -3.20841226E-01 -3.18141598E-01  0.00000000E+00
     411  3.09714020E-02  1.10277446E-03  1.85059408E-06  4.92756472E-01  1.65806704E-02  7.83616377E-01 -3.20823418E-01 -3.18119815E-01  0.00000000E+00
     421  3.05175593E-02  1.07679220E-03  1.78813850E-06  4.85937296E-01  1.68029130E-02  7.84027084E-01 -3.20940097E-01 -3.18239815E-01  0.00000000E+00
     431  3.05892973E-02  1.08165717E-03  1.80017583E-06  4.87121604E-01  1.68585048E-02  7.94998179E-01 -3.21083813E-01 -3.18384512E-01  0.00000000E+00
     441  3.07476753E-02  1.09333907E-03  1.83866019E-06  4.87291544E-01  1.70857620E-02  7.77970764E-01 -3.21117080E-01 -3.18426832E-01  0.00000000E+00
     451  3.06673032E-02  1.08848066E-03  1.81885275E-06  4.88277101E-01  1.70947301E-02  7.58369704E-01 -3.21155199E-01 -3.18461947E-01  0.00000000E+00
     461  3.03943215E-02  1.06883477E-03  1.76275148E-06  4.85661914E-01  1.67508438E-02  7.39864714E-01 -3.21123534E-01 -3.18428950E-01  0.00000000E+00
     471  3.02944234E-02  1.05952962E-03  1.72776896E-06  4.86975373E-01  1.63763162E-02  7.44840612E-01 -3.21287082E-01 -3.18593391E-01  0.00000000E+00
     481  3.02179592E-02  1.05551221E-03  1.72069443E-06  4.85179333E-01  1.64467325E-02  7.32023700E-01 -3.21186952E-01 -3.18498021E-01  0.00000000E+00
     491  2.98805484E-02  1.03416748E-03  1.66599280E-06  4.80757649E-01  1.63235048E-02  7.09199750E-01 -3.21154443E-01 -3.18461577E-01  0.00000000E+00
     501  2.97204483E-02  1.02322131E-03  1.63165305E-06  4.80521698E-01  1.61613268E-02  7.04842379E-01 -3.21183062E-01 -3.18488799E-01  0.00000000E+00
     511  2.94828503E-02  1.01082776E-03  1.60829913E-06  4.75323937E-01  1.63545748E-02  6.98943441E-01 -3.21295768E-01 -3.18602867E-01  0.00000000E+00
     521  2.95282192E-02  1.01052216E-03  1.59412987E-06  4.79631787E-01  1.60100324E-02  7.06569747E-01 -3.21442987E-01 -3.18754476E-01  0.00000000E+00
     531  2.95227501E-02  1.01326889E-03  1.61393606E-06  4.76018862E-01  1.63646026E-02  6.98120285E-01 -3.21407972E-01 -3.18718806E-01  0.00000000E+00
     541  2.92028949E-02  9.95784095E-04  1.57350136E-06  4.71048935E-01  1.65146358E-02  6.97421921E-01 -3.21361173E-01 -3.18675081E-01  0.00000000E+00
     551  2.92033587E-02  9.95286335E-04  1.56988253E-06  4.71737455E-01  1.64540122E-02  7.07062342E-01 -3.21466495E-01 -3.18778907E-01  0.00000000E+00
     561  2.90811934E-02  9.86370307E-04  1.54155613E-06  4.71848999E-01  1.62465983E-02  7.22212068E-01 -3.21395140E-01 -3.18710041E-01  0.00000000E+00
     571  2.93464652E-02  1.00271272E-03  1.57559987E-06  4.77637934E-01  1.63439943E-02  7.18824316E-01 -3.21361412E-01 -3.18673445E-01  0.00000000E+00
     581  2.92608589E-02  9.95581873E-04  1.55157733E-06  4.78207046E-01  1.60998482E-02  7.41655988E-01 -3.21341169E-01 -3.18648201E-01  0.00000000E+00
     591  2.91552458E-02  9.90385983E-04  1.54255757E-06  4.75782933E-01  1.62123073E-02  7.48078130E-01 -3.21368756E-01 -3.18679966E-01  0.00000000E+00
     601  2.90757627E-02  9.83066343E-04  1.51617207E-06  4.77048296E-01  1.59014480E-02  7.53055599E-01 -3.21329373E-01 -3.18642384E-01  0.00000000E+00
     611  2.89949961E-02  9.79053756E-04  1.50328164E-06  4.77235578E-01  1.59797147E-02  7.41817458E-01 -3.21329094E-01 -3.18639036E-01  0.00000000E+00
     621  2.89746038E-02  9.79653438E-04  1.52008806E-06  4.72038130E-01  1.61855270E-02  7.62268731E-01 -3.21279417E-01 -3.18586180E-01  0.00000000E+00
     631  2.88912805E-02  9.76446334E-04  1.51036125E-06  4.71964865E-01  1.63720100E-02  7.58014108E-01 -3.21334923E-01 -3.18647791E-01  0.00000000E+00
     641  2.87472660E-02  9.66035971E-04  1.48020034E-06  4.71295936E-01  1.61283388E-02  7.60417065E-01 -3.21299014E-01 -3.18616336E-01  0.00000000E+00
     651  2.89558991E-02  9.80309359E-04  1.52380728E-06  4.71454363E-01  1.63864509E-02  7.65920817E-01 -3.21377632E-01 -3.18694482E-01  0.00000000E+00
     661  2.87757870E-02  9.68240860E-04  1.49094816E-06  4.69879650E-01  1.61935163E-02  7.59149405E-01 -3.21333655E-01 -3.18649869E-01  0.00000000E+00
     671  2.86484091E-02  9.62792520E-04  1.49411625E-06  4.62723655E-01  1.64090797E-02  7.78045304E-01 -3.21320335E-01 -3.18632408E-01  0.00000000E+00
     681  2.86978044E-02  9.65412631E-04  1.49693440E-06  4.64628115E-01  1.63845320E-02  7.76158613E-01 -3.21289036E-01 -3.18599179E-01  0.00000000E+00
     691  2.87333524E-02  9.70310287E-04  1.52689172E-06  4.59412856E-01  1.67144311E-02  7.80622158E-01 -3.21300740E-01 -3.18616575E-01  0.00000000E+00
     701  2.85971977E-02  9.64504572E-04  1.51646613E-06  4.56620963E-01  1.69454577E-02  7.77067252E-01 -3.21281619E-01 -3.18598548E-01  0.00000000E+00
     711  2.85742993E-02  9.60828937E-04  1.49886505E-06  4.58810788E-01  1.66721105E-02  7.82083778E-01 -3.21249996E-01 -3.18568567E-01  0.00000000E+00
     721  2.85357309E-02  9.55521876E-04  1.47601830E-06  4.61123531E-01  1.63135278E-02  7.71447338E-01 -3.21305658E-01 -3.18623789E-01  0.00000000E+00
     731  2.85216217E-02  9.54435129E-04  1.47383007E-06  4.60696389E-01  1.62809877E-02  7.65380416E-01 -3.21318881E-01 -3.18636129E-01  0.00000000E+00
     741  2.86514034E-02  9.61505699E-04  1.48708539E-06  4.63819611E-01  1.62406251E-02  7.55617055E-01 -3.21333494E-01 -3.18653715E-01  0.00000000E+00
     751  2.84913101E-02  9.52527949E-04  1.46494723E-06  4.61798046E-01  1.62603089E-02  7.51366997E-01 -3.21295947E-01 -3.18614333E-01  0.00000000E+00
     761  2.85607324E-02  9.64512333E-04  1.55218458E-06  4.43831304E-01  1.71871034E-02  7.62626583E-01 -3.21277597E-01 -3.18592387E-01  0.00000000E+00
     771  2.84684098E-02  9.56904322E-04  1.52600871E-06  4.44481245E-01  1.69164784E-02  7.57355932E-01 -3.21306780E-01 -3.18620690E-01  0.00000000E+00
     781  2.85366531E-02  9.58382755E-04  1.51820422E-06  4.49026187E-01  1.66379003E-02  7.45619550E-01 -3.21271304E-01 -3.18583406E-01  0.00000000E+00
     791  2.85866838E-02  9.60324445E-04  1.51850029E-06  4.51144961E-01  1.65320693E-02  7.42014179E-01 -3.21247049E-01 -3.18559972E-01  0.00000000E+00
     801  2.85299316E-02  9.54949484E-04  1.49824994E-06  4.52351104E-01  1.62856385E-02  7.48541943E-01 -3.21209699E-01 -3.18526751E-01  0.00000000E+00
     811  2.87888368E-02  9.72506369E-04  1.55109756E-06  4.53320296E-01  1.65994433E-02  7.79667727E-01 -3.21271276E-01 -3.18588414E-01  0.00000000E+00
     821  2.89356788E-02  9.81811735E-04  1.57558979E-06  4.55164415E-01  1.66951970E-02  7.68965566E-01 -3.21297999E-01 -3.18614629E-01  0.00000000E+00
     831  2.88588750E-02  9.76605191E-04  1.55977523E-06  4.54866706E-01  1.66065218E-02  7.62480887E-01 -3.21251241E-01 -3.18565713E-01  0.00000000E+00
     841  2.88393372E-02  9.73402400E-04  1.54452925E-06  4.56637006E-01  1.63667871E-02  7.60480436E-01 -3.21277092E-01 -3.18593593E-01  0.00000000E+00
     851  2.89821749E-02  9.81523336E-04  1.56248864E-06  4.59377203E-01  1.63508295E-02  7.76363358E-01 -3.21307567E-01 -3.18621632E-01  0.00000000E+00
     861  2.88831720E-02  9.74466013E-04  1.54108844E-06  4.59030332E-01  1.61973796E-02  7.72048634E-01 -3.21259431E-01 -3.18571989E-01  0.00000000E+00
     871  2.87953912E-02  9.69114378E-04  1.52613509E-06  4.58346380E-01  1.61640487E-02  7.90809125E-01 -3.21113434E-01 -3.18429291E-01  0.00000000E+00
     881  2.89669337E-02  9.79548137E-04  1.55147507E-06  4.61020829E-01  1.62246972E-02  7.96103928E-01 -3.21152359E-01 -3.18464884E-01  0.00000000E+00
     891  2.89230982E-02  9.75461017E-04  1.53587498E-06  4.61959737E-01  1.60457211E-02  7.82940719E-01 -3.21198146E-01 -3.18507537E-01  0.00000000E+00
     901  2.88790991E-02  9.72783604E-04  1.52805167E-06  4.61749674E-01  1.60302237E-02  7.80611659E-01 -3.21176471E-01 -3.18484462E-01  0.00000000E+00
     911  2.88317476E-02  9.70355383E-04  1.52111070E-06  4.61509649E-01  1.60653929E-02  7.75618644E-01 -3.21235179E-01 -3.18542774E-01  0.00000000E+00
     921  2.87364560E-02  9.63841538E-04  1.50176848E-06  4.61146816E-01  1.59466423E-02  7.78716188E-01 -3.21263446E-01 -3.18570259E-01  0.00000000E+00
     931  2.88084543E-02  9.69926264E-04  1.52751900E-06  4.58762441E-01  1.61709098E-02  7.77009859E-01 -3.21315100E-01 -3.18620896E-01  0.00000000E+00
     941  2.89457620E-02  9.77350512E-04  1.54066269E-06  4.62367368E-01  1.61124805E-02  7.75120483E-01 -3.21356063E-01 -3.18658891E-01  0.00000000E+00
     951  2.88072883E-02  9.69154285E-04  1.52119172E-06  4.60145337E-01  1.60895005E-02  7.68749847E-01 -3.21316858E-01 -3.18620981E-01  0.00000000E+00
     961  2.86858738E-02  9.63299875E-04  1.50948091E-06  4.57770226E-01  1.62195724E-02  7.75832646E-01 -3.21258840E-01 -3.18560717E-01  0.00000000E+00
     971  2.88228510E-02  9.72983676E-04  1.54495003E-06  4.56021074E-01  1.64282264E-02  7.80051249E-01 -3.21284471E-01 -3.18587596E-01  0.00000000E+00
     981  2.87466300E-02  9.67724574E-04  1.52849224E-06  4.55950464E-01  1.63276080E-02  7.79238923E-01 -3.21284592E-01 -3.18589204E-01  0.00000000E+00
     991  2.86706127E-02  9.63686940E-04  1.51840041E-06  4.55004255E-01  1.63653870E-02  7.72905184E-01 -3.21287624E-01 -3.18591356E-01  0.00000000E+00
    1001  2.87792723E-02  9.72825366E-04  1.54861748E-06  4.54552280E-01  1.66998892E-02  7.83311621E-01 -3.21207127E-01 -3.18512714E-01  0.00000000E+00
    1011  2.87461216E-02  9.71795936E-04  1.54633966E-06  4.54200062E-01  1.68012556E-02  7.75073009E-01 -3.21176286E-01 -3.18482525E-01  0.00000000E+00
    1021  2.87325310E-02  9.69004847E-04  1.53244128E-06  4.55985234E-01  1.65690959E-02  7.79953611E-01 -3.21129292E-01 -3.18437808E-01  0.00000000E+00
    1031  2.86738382E-02  9.64741651E-04  1.51944444E-06  4.55821334E-01  1.64658488E-02  7.79734088E-01 -3.21076857E-01 -3.18382916E-01  0.00000000E+00
    1041  2.88115525E-02  9.74813508E-04  1.54903553E-06  4.56628259E-01  1.67148009E-02  7.76609681E-01 -3.21105372E-01 -3.18413991E-01  0.00000000E+00
    1051  2.87513293E-02  9.69991579E-04  1.53275829E-06  4.56979169E-01  1.65582535E-02  7.79912362E-01 -3.21065514E-01 -3.18375984E-01  0.00000000E+00
    1061  2.89180198E-02  9.79748465E-04  1.55234785E-06  4.60938139E-01  1.65748807E-02  7.76899843E-01 -3.21099223E-01 -3.18409965E-01  0.00000000E+00
    1071  2.89551424E-02  9.82152189E-04  1.55760392E-06  4.61757238E-01  1.66043725E-02  7.79149297E-01 -3.21081875E-01 -3.18390788E-01  0.00000000E+00
    1081  2.88273058E-02  9.74836180E-04  1.54048121E-06  4.59654085E-01  1.66125391E-02  7.81423775E-01 -3.21015495E-01 -3.18323345E-01  0.00000000E+00
    1091  2.87581643E-02  9.70715296E-04  1.53064270E-06  4.58536951E-01  1.65964450E-02  7.80149188E-01 -3.21016994E-01 -3.18321891E-01  0.00000000E+00
    1101  2.88217767E-02  9.76592418E-04  1.55894453E-06  4.55142780E-01  1.68522151E-02  7.87075531E-01 -3.21013972E-01 -3.18319404E-01  0.00000000E+00
    1111  2.88579358E-02  9.79099202E-04  1.56413857E-06  4.56123144E-01  1.69008594E-02  7.88548110E-01 -3.21033473E-01 -3.18338728E-01  0.00000000E+00
    1121  2.88479170E-02  9.76641356E-04  1.55129233E-06  4.57871587E-01  1.66837399E-02  7.85394046E-01 -3.21007766E-01 -3.18312457E-01  0.00000000E+00
