   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  2.42520705E+00  5.88162924E+00  3.45935626E+01  6.66666667E-01 -4.55995242E-37  0.00000000E+00 -5.54873016E+00 -5.31073153E+00  0.00000000E+00
    3181  2.57767092E+00  6.64438739E+00  4.41478845E+01  6.66666662E-01  1.59285919E-27  0.00000000E+00 -6.17618243E+00 -5.89407889E+00  0.00000000E+00
    3191  2.57767075E+00  6.64438650E+00  4.41478726E+01  6.66666662E-01  1.58318777E-27  0.00000000E+00 -6.17618245E+00 -5.89407890E+00  0.00000000E+00
    3201  2.57767058E+00  6.64438563E+00  4.41478610E+01  6.66666662E-01  1.57359703E-27  0.00000000E+00 -6.17618247E+00 -5.89407891E+00  0.00000000E+00
    3211  2.57767041E+00  6.64438477E+00  4.41478497E+01  6.66666662E-01  1.56408592E-27  0.00000000E+00 -6.17618248E+00 -5.89407893E+00  0.00000000E+00
    3221  2.57767025E+00  6.64438394E+00  4.41478386E+01  6.66666662E-01  1.55465365E-27  0.00000000E+00 -6.17618250E+00 -5.89407894E+00  0.00000000E+00
    3231  2.57767009E+00  6.64438312E+00  4.41478277E+01  6.66666662E-01  1.54530016E-27  0.00000000E+00 -6.17618252E+00 -5.89407895E+00  0.00000000E+00
    3241  2.57766993E+00  6.64438232E+00  4.41478170E+01  6.66666662E-01  1.53602372E-27  0.00000000E+00 -6.17618254E+00 -5.89407897E+00  0.00000000E+00
    3251  2.57766978E+00  6.64438153E+00  4.41478066E+01  6.66666662E-01  1.52682385E-27  0.00000000E+00 -6.17618255E+00 -5.89407898E+00  0.00000000E+00
    3261  2.57766963E+00  6.64438076E+00  4.41477963E+01  6.66666662E-01  1.51769981E-27  0.00000000E+00 -6.17618257E+00 -5.89407899E+00  0.00000000E+00
    3271  2.57766949E+00  6.64438001E+00  4.41477864E+01  6.66666662E-01  1.50865113E-27  0.00000000E+00 -6.17618259E+00 -5.89407901E+00  0.00000000E+00
    3281  2.57766934E+00  6.64437928E+00  4.41477766E+01  6.66666662E-01  1.49967655E-27  0.00000000E+00 -6.17618261E+00 -5.89407902E+00  0.00000000E+00
    3291  2.57766921E+00  6.64437856E+00  4.41477670E+01  6.66666662E-01  1.49077539E-27  0.00000000E+00 -6.17618263E+00 -5.89407903E+00  0.00000000E+00
    3301  2.57766907E+00  6.64437786E+00  4.41477577E+01  6.66666662E-01  1.48194740E-27  0.00000000E+00 -6.17618264E+00 -5.89407904E+00  0.00000000E+00
    3311  2.57766894E+00  6.64437717E+00  4.41477486E+01  6.66666662E-01  1.47319181E-27  0.00000000E+00 -6.17618266E+00 -5.89407905E+00  0.00000000E+00
    3321  2.57766881E+00  6.64437650E+00  4.41477397E+01  6.66666662E-01  1.46450777E-27  0.00000000E+00 -6.17618268E+00 -5.89407907E+00  0.00000000E+00
    3331  2.57766868E+00  6.64437585E+00  4.41477311E+01  6.66666662E-01  1.45589463E-27  0.00000000E+00 -6.17618270E+00 -5.89407908E+00  0.00000000E+00
    3341  2.57766856E+00  6.64437521E+00  4.41477226E+01  6.66666662E-01  1.44735137E-27  0.00000000E+00 -6.17618271E+00 -5.89407909E+00  0.00000000E+00
    3351  2.57766844E+00  6.64437459E+00  4.41477144E+01  6.66666662E-01  1.43887763E-27  0.00000000E+00 -6.17618273E+00 -5.89407910E+00  0.00000000E+00
    3361  2.57766832E+00  6.64437399E+00  4.41477063E+01  6.66666662E-01  1.43047256E-27  0.00000000E+00 -6.17618275E+00 -5.89407911E+00  0.00000000E+00
    3371  2.57766821E+00  6.64437340E+00  4.41476985E+01  6.66666662E-01  1.42213612E-27  0.00000000E+00 -6.17618276E+00 -5.89407912E+00  0.00000000E+00
    3381  2.57766809E+00  6.64437283E+00  4.41476909E+01  6.66666662E-01  1.41386673E-27  0.00000000E+00 -6.17618278E+00 -5.89407913E+00  0.00000000E+00
    3391  2.57766799E+00  6.64437227E+00  4.41476834E+01  6.66666662E-01  1.40566435E-27  0.00000000E+00 -6.17618280E+00 -5.89407914E+00  0.00000000E+00
    3401  2.57766788E+00  6.64437173E+00  4.41476762E+01  6.66666662E-01  1.39752830E-27  0.00000000E+00 -6.17618282E+00 -5.89407916E+00  0.00000000E+00
    3411  2.57766778E+00  6.64437120E+00  4.41476692E+01  6.66666662E-01  1.38945794E-27  0.00000000E+00 -6.17618283E+00 -5.89407917E+00  0.00000000E+00
    3421  2.57766768E+00  6.64437069E+00  4.41476624E+01  6.66666662E-01  1.38145258E-27  0.00000000E+00 -6.17618285E+00 -5.89407918E+00  0.00000000E+00
    3431  2.57766758E+00  6.64437019E+00  4.41476558E+01  6.66666662E-01  1.37351193E-27  0.00000000E+00 -6.17618287E+00 -5.89407919E+00  0.00000000E+00
    3441  2.57766749E+00  6.64436971E+00  4.41476494E+01  6.66666662E-01  1.36563500E-27  0.00000000E+00 -6.17618288E+00 -5.89407920E+00  0.00000000E+00
    3451  2.57766740E+00  6.64436924E+00  4.41476432E+01  6.66666662E-01  1.35782101E-27  0.00000000E+00 -6.17618290E+00 -5.89407921E+00  0.00000000E+00
    3461  2.57766731E+00  6.64436879E+00  4.41476372E+01  6.66666662E-01  1.35006948E-27  0.00000000E+00 -6.17618292E+00 -5.89407922E+00  0.00000000E+00
    3471  2.57766723E+00  6.64436835E+00  4.41476314E+01  6.66666662E-01  1.34238003E-27  0.00000000E+00 -6.17618294E+00 -5.89407923E+00  0.00000000E+00
    3481  2.57766714E+00  6.64436793E+00  4.41476257E+01  6.66666662E-01  1.33475229E-27  0.00000000E+00 -6.17618295E+00 -5.89407924E+00  0.00000000E+00
    3491  2.57766707E+00  6.64436752E+00  4.41476203E+01  6.66666662E-01  1.32718531E-27  0.00000000E+00 -6.17618297E+00 -5.89407925E+00  0.00000000E+00
    3501  2.57766699E+00  6.64436713E+00  4.41476151E+01  6.66666662E-01  1.31967892E-27  0.00000000E+00 -6.17618299E+00 -5.89407926E+00  0.00000000E+00
    3511  2.57766692E+00  6.64436675E+00  4.41476100E+01  6.66666663E-01  1.31223230E-27  0.00000000E+00 -6.17618300E+00 -5.89407927E+00  0.00000000E+00
    3521  2.57766684E+00  6.64436638E+00  4.41476052E+01  6.66666663E-01  1.30484522E-27  0.00000000E+00 -6.17618302E+00 -5.89407928E+00  0.00000000E+00
    3531  2.57766678E+00  6.64436603E+00  4.41476005E+01  6.66666663E-01  1.29751698E-27  0.00000000E+00 -6.17618304E+00 -5.89407929E+00  0.00000000E+00
    3541  2.57766671E+00  6.64436569E+00  4.41475960E+01  6.66666663E-01  1.29024687E-27  0.00000000E+00 -6.17618305E+00 -5.89407929E+00  0.00000000E+00
    3551  2.57766665E+00  6.64436537E+00  4.41475917E+01  6.66666663E-01  1.28303421E-27  0.00000000E+00 -6.17618307E+00 -5.89407930E+00  0.00000000E+00
    3561  2.57766659E+00  6.64436506E+00  4.41475876E+01  6.66666663E-01  1.27587874E-27  0.00000000E+00 -6.17618309E+00 -5.89407931E+00  0.00000000E+00
    3571  2.57766653E+00  6.64436476E+00  4.41475836E+01  6.66666663E-01  1.26878069E-27  0.00000000E+00 -6.17618310E+00 -5.89407932E+00  0.00000000E+00
    3581  2.57766648E+00  6.64436448E+00  4.41475799E+01  6.66666663E-01  1.26173870E-27  0.00000000E+00 -6.17618312E+00 -5.89407933E+00  0.00000000E+00
    3591  2.57766642E+00  6.64436421E+00  4.41475763E+01  6.66666663E-01  1.25475270E-27  0.00000000E+00 -6.17618314E+00 -5.89407934E+00  0.00000000E+00
    3601  2.57766637E+00  6.64436396E+00  4.41475729E+01  6.66666663E-01  1.24782137E-27  0.00000000E+00 -6.17618315E+00 -5.89407935E+00  0.00000000E+00
    3611  2.57766633E+00  6.64436371E+00  4.41475697E+01  6.66666663E-01  1.24094518E-27  0.00000000E+00 -6.17618317E+00 -5.89407936E+00  0.00000000E+00
    3621  2.57766628E+00  6.64436349E+00  4.41475667E+01  6.66666663E-01  1.23412353E-27  0.00000000E+00 -6.17618318E+00 -5.89407936E+00  0.00000000E+00
    3631  2.57766624E+00  6.64436327E+00  4.41475638E+01  6.66666663E-01  1.22735570E-27  0.00000000E+00 -6.17618320E+00 -5.89407937E+00  0.00000000E+00
    3641  2.57766620E+00  6.64436307E+00  4.41475611E+01  6.66666663E-01  1.22064140E-27  0.00000000E+00 -6.17618322E+00 -5.89407938E+00  0.00000000E+00
    3651  2.57766617E+00  6.64436288E+00  4.41475586E+01  6.66666663E-01  1.21397969E-27  0.00000000E+00 -6.17618323E+00 -5.89407939E+00  0.00000000E+00
    3661  2.57766613E+00  6.64436270E+00  4.41475563E+01  6.66666663E-01  1.20737099E-27  0.00000000E+00 -6.17618325E+00 -5.89407940E+00  0.00000000E+00
    3671  2.57766610E+00  6.64436254E+00  4.41475541E+01  6.66666663E-01  1.20081467E-27  0.00000000E+00 -6.17618327E+00 -5.89407940E+00  0.00000000E+00
    3681  2.57766607E+00  6.64436239E+00  4.41475521E+01  6.66666663E-01  1.19430998E-27  0.00000000E+00 -6.17618328E+00 -5.89407941E+00  0.00000000E+00
    3691  2.57766604E+00  6.64436225E+00  4.41475503E+01  6.66666663E-01  1.18785635E-27  0.00000000E+00 -6.17618330E+00 -5.89407942E+00  0.00000000E+00
    3701  2.57766602E+00  6.64436213E+00  4.41475486E+01  6.66666663E-01  1.18145361E-27  0.00000000E+00 -6.17618331E+00 -5.89407943E+00  0.00000000E+00
    3711  2.57766600E+00  6.64436202E+00  4.41475471E+01  6.66666663E-01  1.17510127E-27  0.00000000E+00 -6.17618333E+00 -5.89407943E+00  0.00000000E+00
    3721  2.57766598E+00  6.64436192E+00  4.41475458E+01  6.66666663E-01  1.16879875E-27  0.00000000E+00 -6.17618335E+00 -5.89407944E+00  0.00000000E+00
    3731  2.57766596E+00  6.64436183E+00  4.41475447E+01  6.66666663E-01  1.16254591E-27  0.00000000E+00 -6.17618336E+00 -5.89407945E+00  0.00000000E+00
    3741  2.57766595E+00  6.64436176E+00  4.41475437E+01  6.66666663E-01  1.15634216E-27  0.00000000E+00 -6.17618338E+00 -5.89407946E+00  0.00000000E+00
    3751  2.57766594E+00  6.64436170E+00  4.41475428E+01  6.66666663E-01  1.15018715E-27  0.00000000E+00 -6.17618339E+00 -5.89407946E+00  0.00000000E+00
    3761  2.57766593E+00  6.64436165E+00  4.41475422E+01  6.66666663E-01  1.14408070E-27  0.00000000E+00 -6.17618341E+00 -5.89407947E+00  0.00000000E+00
    3771  2.57766592E+00  6.64436161E+00  4.41475417E+01  6.66666663E-01  1.13802240E-27  0.00000000E+00 -6.17618343E+00 -5.89407948E+00  0.00000000E+00
    3781  2.57766591E+00  6.64436159E+00  4.41475414E+01  6.66666663E-01  1.13201171E-27  0.00000000E+00 -6.17618344E+00 -5.89407948E+00  0.00000000E+00
    3791  2.57766591E+00  6.64436157E+00  4.41475412E+01  6.66666663E-01  1.12604805E-27  0.00000000E+00 -6.17618346E+00 -5.89407949E+00  0.00000000E+00
    3801  2.57766591E+00  6.64436157E+00  4.41475412E+01  6.66666663E-01  1.12013169E-27  0.00000000E+00 -6.17618347E+00 -5.89407950E+00  0.00000000E+00
    3811  2.57766591E+00  6.64436158E+00  4.41475413E+01  6.66666663E-01  1.11426184E-27  0.00000000E+00 -6.17618349E+00 -5.89407950E+00  0.00000000E+00
    3821  2.57766592E+00  6.64436161E+00  4.41475416E+01  6.66666663E-01  1.10843812E-27  0.00000000E+00 -6.17618350E+00 -5.89407951E+00  0.00000000E+00
    3831  2.57766593E+00  6.64436164E+00  4.41475421E+01  6.66666663E-01  1.10266072E-27  0.00000000E+00 -6.17618352E+00 -5.89407951E+00  0.00000000E+00
    3841  2.57766593E+00  6.64436169E+00  4.41475427E+01  6.66666663E-01  1.09692826E-27  0.00000000E+00 -6.17618354E+00 -5.89407952E+00  0.00000000E+00
    3851  2.57766595E+00  6.64436175E+00  4.41475435E+01  6.66666663E-01  1.09124099E-27  0.00000000E+00 -6.17618355E+00 -5.89407953E+00  0.00000000E+00
    3861  2.57766596E+00  6.64436182E+00  4.41475444E+01  6.66666663E-01  1.08559890E-27  0.00000000E+00 -6.17618357E+00 -5.89407953E+00  0.00000000E+00
    3871  2.57766598E+00  6.64436190E+00  4.41475455E+01  6.66666663E-01  1.08000118E-27  0.00000000E+00 -6.17618358E+00 -5.89407954E+00  0.00000000E+00
    3881  2.57766599E+00  6.64436199E+00  4.41475467E+01  6.66666663E-01  1.07444729E-27  0.00000000E+00 -6.17618360E+00 -5.89407954E+00  0.00000000E+00
    3891  2.57766601E+00  6.64436210E+00  4.41475481E+01  6.66666663E-01  1.06893736E-27  0.00000000E+00 -6.17618361E+00 -5.89407955E+00  0.00000000E+00
    3901  2.57766604E+00  6.64436221E+00  4.41475497E+01  6.66666663E-01  1.06347120E-27  0.00000000E+00 -6.17618363E+00 -5.89407955E+00  0.00000000E+00
    3911  2.57766606E+00  6.64436234E+00  4.41475514E+01  6.66666663E-01  1.05804830E-27  0.00000000E+00 -6.17618364E+00 -5.89407956E+00  0.00000000E+00
    3921  2.57766609E+00  6.64436248E+00  4.41475532E+01  6.66666663E-01  1.05266775E-27  0.00000000E+00 -6.17618366E+00 -5.89407956E+00  0.00000000E+00
    3931  2.57766612E+00  6.64436263E+00  4.41475552E+01  6.66666663E-01  1.04732964E-27  0.00000000E+00 -6.17618367E+00 -5.89407957E+00  0.00000000E+00
    3941  2.57766615E+00  6.64436279E+00  4.41475573E+01  6.66666663E-01  1.04203408E-27  0.00000000E+00 -6.17618369E+00 -5.89407958E+00  0.00000000E+00
    3951  2.57766618E+00  6.64436296E+00  4.41475596E+01  6.66666663E-01  1.03678064E-27  0.00000000E+00 -6.17618371E+00 -5.89407958E+00  0.00000000E+00
    3961  2.57766622E+00  6.64436315E+00  4.41475621E+01  6.66666663E-01  1.03156863E-27  0.00000000E+00 -6.17618372E+00 -5.89407959E+00  0.00000000E+00
    3971  2.57766626E+00  6.64436334E+00  4.41475647E+01  6.66666663E-01  1.02639809E-27  0.00000000E+00 -6.17618374E+00 -5.89407959E+00  0.00000000E+00
    3981  2.57766630E+00  6.64436355E+00  4.41475674E+01  6.66666663E-01  1.02126841E-27  0.00000000E+00 -6.17618375E+00 -5.89407959E+00  0.00000000E+00
    3991  2.57766634E+00  6.64436376E+00  4.41475702E+01  6.66666663E-01  1.01617895E-27  0.00000000E+00 -6.17618377E+00 -5.89407960E+00  0.00000000E+00
    4001  2.57766638E+00  6.64436399E+00  4.41475733E+01  6.66666663E-01  1.01113013E-27  0.00000000E+00 -6.17618378E+00 -5.89407960E+00  0.00000000E+00
    4011  2.57766643E+00  6.64436423E+00  4.41475764E+01  6.66666663E-01  1.00612164E-27  0.00000000E+00 -6.17618380E+00 -5.89407961E+00  0.00000000E+00
    4021  2.57766648E+00  6.64436448E+00  4.41475797E+01  6.66666664E-01  1.00115290E-27  0.00000000E+00 -6.17618381E+00 -5.89407961E+00  0.00000000E+00
    4031  2.57766653E+00  6.64436474E+00  4.41475832E+01  6.66666664E-01  9.96224191E-28  0.00000000E+00 -6.17618383E+00 -5.89407962E+00  0.00000000E+00
    4041  2.57766658E+00  6.64436501E+00  4.41475867E+01  6.66666664E-01  9.91334672E-28  0.00000000E+00 -6.17618384E+00 -5.89407962E+00  0.00000000E+00
    4051  2.57766663E+00  6.64436529E+00  4.41475905E+01  6.66666664E-01  9.86484269E-28  0.00000000E+00 -6.17618386E+00 -5.89407963E+00  0.00000000E+00
    4061  2.57766669E+00  6.64436558E+00  4.41475943E+01  6.66666664E-01  9.81672304E-28  0.00000000E+00 -6.17618387E+00 -5.89407963E+00  0.00000000E+00
    4071  2.57766675E+00  6.64436588E+00  4.41475983E+01  6.66666664E-01  9.76898888E-28  0.00000000E+00 -6.17618389E+00 -5.89407963E+00  0.00000000E+00
    4081  2.57766681E+00  6.64436619E+00  4.41476024E+01  6.66666664E-01  9.72163754E-28  0.00000000E+00 -6.17618390E+00 -5.89407964E+00  0.00000000E+00
    4091  2.57766687E+00  6.64436651E+00  4.41476067E+01  6.66666664E-01  9.67466514E-28  0.00000000E+00 -6.17618391E+00 -5.89407964E+00  0.00000000E+00
    4101  2.57766693E+00  6.64436684E+00  4.41476111E+01  6.66666664E-01  9.62807253E-28  0.00000000E+00 -6.17618393E+00 -5.89407964E+00  0.00000000E+00
    4111  2.57766700E+00  6.64436718E+00  4.41476156E+01  6.66666664E-01  9.58185734E-28  0.00000000E+00 -6.17618394E+00 -5.89407965E+00  0.00000000E+00
    4121  2.57766707E+00  6.64436753E+00  4.41476203E+01  6.66666664E-01  9.53600934E-28  0.00000000E+00 -6.17618396E+00 -5.89407965E+00  0.00000000E+00
    4131  2.57766714E+00  6.64436789E+00  4.41476251E+01  6.66666664E-01  9.49053031E-28  0.00000000E+00 -6.17618397E+00 -5.89407965E+00  0.00000000E+00
    4141  2.57766721E+00  6.64436827E+00  4.41476300E+01  6.66666664E-01  9.44542177E-28  0.00000000E+00 -6.17618399E+00 -5.89407966E+00  0.00000000E+00
    4151  2.57766728E+00  6.64436865E+00  4.41476351E+01  6.66666664E-01  9.40067740E-28  0.00000000E+00 -6.17618400E+00 -5.89407966E+00  0.00000000E+00
    4161  2.57766736E+00  6.64436904E+00  4.41476403E+01  6.66666664E-01  9.35629511E-28  0.00000000E+00 -6.17618402E+00 -5.89407966E+00  0.00000000E+00
    4171  2.57766744E+00  6.64436944E+00  4.41476456E+01  6.66666664E-01  9.31227612E-28  0.00000000E+00 -6.17618403E+00 -5.89407967E+00  0.00000000E+00
    4181  2.57766752E+00  6.64436985E+00  4.41476511E+01  6.66666664E-01  9.26861194E-28  0.00000000E+00 -6.17618405E+00 -5.89407967E+00  0.00000000E+00
    4191  2.57766760E+00  6.64437027E+00  4.41476566E+01  6.66666664E-01  9.22529984E-28  0.00000000E+00 -6.17618406E+00 -5.89407967E+00  0.00000000E+00
    4201  2.57766768E+00  6.64437070E+00  4.41476623E+01  6.66666664E-01  9.18234208E-28  0.00000000E+00 -6.17618407E+00 -5.89407968E+00  0.00000000E+00
    4211  2.57766777E+00  6.64437114E+00  4.41476682E+01  6.66666664E-01  9.13973424E-28  0.00000000E+00 -6.17618409E+00 -5.89407968E+00  0.00000000E+00
    4221  2.57766785E+00  6.64437158E+00  4.41476741E+01  6.66666664E-01  9.09747522E-28  0.00000000E+00 -6.17618410E+00 -5.89407968E+00  0.00000000E+00
    4231  2.57766794E+00  6.64437204E+00  4.41476802E+01  6.66666664E-01  9.05555821E-28  0.00000000E+00 -6.17618412E+00 -5.89407968E+00  0.00000000E+00
    4241  2.57766803E+00  6.64437251E+00  4.41476864E+01  6.66666664E-01  9.01398782E-28  0.00000000E+00 -6.17618413E+00 -5.89407969E+00  0.00000000E+00
    4251  2.57766813E+00  6.64437298E+00  4.41476927E+01  6.66666664E-01  8.97275507E-28  0.00000000E+00 -6.17618415E+00 -5.89407969E+00  0.00000000E+00
    4261  2.57766822E+00  6.64437347E+00  4.41476992E+01  6.66666664E-01  8.93186501E-28  0.00000000E+00 -6.17618416E+00 -5.89407969E+00  0.00000000E+00
    4271  2.57766832E+00  6.64437396E+00  4.41477057E+01  6.66666664E-01  8.89131124E-28  0.00000000E+00 -6.17618417E+00 -5.89407969E+00  0.00000000E+00
    4281  2.57766841E+00  6.64437446E+00  4.41477124E+01  6.66666664E-01  8.85108830E-28  0.00000000E+00 -6.17618419E+00 -5.89407970E+00  0.00000000E+00
    4291  2.57766851E+00  6.64437498E+00  4.41477192E+01  6.66666664E-01  8.81119869E-28  0.00000000E+00 -6.17618420E+00 -5.89407970E+00  0.00000000E+00
    4301  2.57766861E+00  6.64437550E+00  4.41477261E+01  6.66666664E-01  8.77164170E-28  0.00000000E+00 -6.17618422E+00 -5.89407970E+00  0.00000000E+00
    4311  2.57766872E+00  6.64437603E+00  4.41477331E+01  6.66666664E-01  8.73240780E-28  0.00000000E+00 -6.17618423E+00 -5.89407970E+00  0.00000000E+00
    4321  2.57766882E+00  6.64437656E+00  4.41477403E+01  6.66666664E-01  8.69350469E-28  0.00000000E+00 -6.17618424E+00 -5.89407970E+00  0.00000000E+00
    4331  2.57766893E+00  6.64437711E+00  4.41477475E+01  6.66666664E-01  8.65491969E-28  0.00000000E+00 -6.17618426E+00 -5.89407971E+00  0.00000000E+00
    4341  2.57766903E+00  6.64437766E+00  4.41477549E+01  6.66666664E-01  8.61665283E-28  0.00000000E+00 -6.17618427E+00 -5.89407971E+00  0.00000000E+00
    4351  2.57766914E+00  6.64437823E+00  4.41477624E+01  6.66666664E-01  8.57870868E-28  0.00000000E+00 -6.17618429E+00 -5.89407971E+00  0.00000000E+00
    4361  2.57766925E+00  6.64437880E+00  4.41477700E+01  6.66666664E-01  8.54107773E-28  0.00000000E+00 -6.17618430E+00 -5.89407971E+00  0.00000000E+00
    4371  2.57766937E+00  6.64437938E+00  4.41477777E+01  6.66666664E-01  8.50376266E-28  0.00000000E+00 -6.17618431E+00 -5.89407971E+00  0.00000000E+00
    4381  2.57766948E+00  6.64437997E+00  4.41477855E+01  6.66666664E-01  8.46676232E-28  0.00000000E+00 -6.17618433E+00 -5.89407971E+00  0.00000000E+00
    4391  2.57766960E+00  6.64438056E+00  4.41477934E+01  6.66666664E-01  8.43006812E-28  0.00000000E+00 -6.17618434E+00 -5.89407971E+00  0.00000000E+00
    4401  2.57766971E+00  6.64438117E+00  4.41478014E+01  6.66666664E-01  8.39367926E-28  0.00000000E+00 -6.17618435E+00 -5.89407972E+00  0.00000000E+00
    4411  2.57766983E+00  6.64438178E+00  4.41478096E+01  6.66666664E-01  8.35759950E-28  0.00000000E+00 -6.17618437E+00 -5.89407972E+00  0.00000000E+00
    4421  2.57766995E+00  6.64438240E+00  4.41478178E+01  6.66666664E-01  8.32182016E-28  0.00000000E+00 -6.17618438E+00 -5.89407972E+00  0.00000000E+00
    4431  2.57767007E+00  6.64438303E+00  4.41478261E+01  6.66666664E-01  8.28634737E-28  0.00000000E+00 -6.17618439E+00 -5.89407972E+00  0.00000000E+00
    4441  2.57767020E+00  6.64438366E+00  4.41478346E+01  6.66666664E-01  8.25117274E-28  0.00000000E+00 -6.17618441E+00 -5.89407972E+00  0.00000000E+00
    4451  2.57767032E+00  6.64438430E+00  4.41478431E+01  6.66666664E-01  8.21628980E-28  0.00000000E+00 -6.17618442E+00 -5.89407972E+00  0.00000000E+00
    4461  2.57767045E+00  6.64438495E+00  4.41478518E+01  6.66666664E-01  8.18170556E-28  0.00000000E+00 -6.17618443E+00 -5.89407972E+00  0.00000000E+00
    4471  2.57767058E+00  6.64438561E+00  4.41478605E+01  6.66666664E-01  8.14741481E-28  0.00000000E+00 -6.17618445E+00 -5.89407972E+00  0.00000000E+00
    4481  2.57767071E+00  6.64438628E+00  4.41478694E+01  6.66666664E-01  8.11341175E-28  0.00000000E+00 -6.17618446E+00 -5.89407972E+00  0.00000000E+00
    4491  2.57767084E+00  6.64438695E+00  4.41478783E+01  6.66666664E-01  8.07970262E-28  0.00000000E+00 -6.17618447E+00 -5.89407972E+00  0.00000000E+00
    4501  2.57767097E+00  6.64438763E+00  4.41478873E+01  6.66666664E-01  8.04627853E-28  0.00000000E+00 -6.17618449E+00 -5.89407972E+00  0.00000000E+00
    4511  2.57767110E+00  6.64438832E+00  4.41478965E+01  6.66666664E-01  8.01313626E-28  0.00000000E+00 -6.17618450E+00 -5.89407972E+00  0.00000000E+00
    4521  2.57767124E+00  6.64438901E+00  4.41479057E+01  6.66666664E-01  7.98027557E-28  0.00000000E+00 -6.17618451E+00 -5.89407973E+00  0.00000000E+00
    4531  2.57767137E+00  6.64438971E+00  4.41479150E+01  6.66666664E-01  7.94769540E-28  0.00000000E+00 -6.17618453E+00 -5.89407973E+00  0.00000000E+00
    4541  2.57767151E+00  6.64439042E+00  4.41479244E+01  6.66666664E-01  7.91539394E-28  0.00000000E+00 -6.17618454E+00 -5.89407973E+00  0.00000000E+00
    4551  2.57767165E+00  6.64439114E+00  4.41479339E+01  6.66666664E-01  7.88336762E-28  0.00000000E+00 -6.17618455E+00 -5.89407973E+00  0.00000000E+00
    4561  2.57767179E+00  6.64439186E+00  4.41479435E+01  6.66666664E-01  7.85161660E-28  0.00000000E+00 -6.17618457E+00 -5.89407973E+00  0.00000000E+00
    4571  2.57767193E+00  6.64439259E+00  4.41479532E+01  6.66666664E-01  7.82013292E-28  0.00000000E+00 -6.17618458E+00 -5.89407973E+00  0.00000000E+00
    4581  2.57767207E+00  6.64439332E+00  4.41479629E+01  6.66666664E-01  7.78892452E-28  0.00000000E+00 -6.17618459E+00 -5.89407973E+00  0.00000000E+00
    4591  2.57767222E+00  6.64439406E+00  4.41479728E+01  6.66666664E-01  7.75798031E-28  0.00000000E+00 -6.17618460E+00 -5.89407973E+00  0.00000000E+00
    4601  2.57767236E+00  6.64439481E+00  4.41479827E+01  6.66666664E-01  7.72730160E-28  0.00000000E+00 -6.17618462E+00 -5.89407973E+00  0.00000000E+00
    4611  2.57767251E+00  6.64439556E+00  4.41479927E+01  6.66666664E-01  7.69688961E-28  0.00000000E+00 -6.17618463E+00 -5.89407973E+00  0.00000000E+00
    4621  2.57767265E+00  6.64439632E+00  4.41480028E+01  6.66666664E-01  7.66673669E-28  0.00000000E+00 -6.17618464E+00 -5.89407973E+00  0.00000000E+00
    4631  2.57767280E+00  6.64439709E+00  4.41480130E+01  6.66666664E-01  7.63684056E-28  0.00000000E+00 -6.17618466E+00 -5.89407973E+00  0.00000000E+00
    4641  2.57767295E+00  6.64439786E+00  4.41480233E+01  6.66666664E-01  7.60720323E-28  0.00000000E+00 -6.17618467E+00 -5.89407973E+00  0.00000000E+00
    4651  2.57767310E+00  6.64439864E+00  4.41480336E+01  6.66666664E-01  7.57782154E-28  0.00000000E+00 -6.17618468E+00 -5.89407972E+00  0.00000000E+00
    4661  2.57767326E+00  6.64439943E+00  4.41480440E+01  6.66666664E-01  7.54869307E-28  0.00000000E+00 -6.17618469E+00 -5.89407972E+00  0.00000000E+00
    4671  2.57767341E+00  6.64440021E+00  4.41480545E+01  6.66666664E-01  7.51981667E-28  0.00000000E+00 -6.17618471E+00 -5.89407972E+00  0.00000000E+00
    4681  2.57767356E+00  6.64440101E+00  4.41480651E+01  6.66666664E-01  7.49118804E-28  0.00000000E+00 -6.17618472E+00 -5.89407972E+00  0.00000000E+00
    4691  2.57767372E+00  6.64440181E+00  4.41480757E+01  6.66666664E-01  7.46280080E-28  0.00000000E+00 -6.17618473E+00 -5.89407972E+00  0.00000000E+00
    4701  2.57767388E+00  6.64440262E+00  4.41480865E+01  6.66666664E-01  7.43466398E-28  0.00000000E+00 -6.17618474E+00 -5.89407972E+00  0.00000000E+00
    4711  2.57767403E+00  6.64440343E+00  4.41480973E+01  6.66666664E-01  7.40676926E-28  0.00000000E+00 -6.17618476E+00 -5.89407972E+00  0.00000000E+00
    4721  2.57767419E+00  6.64440425E+00  4.41481081E+01  6.66666664E-01  7.37910993E-28  0.00000000E+00 -6.17618477E+00 -5.89407972E+00  0.00000000E+00
    4731  2.57767435E+00  6.64440507E+00  4.41481190E+01  6.66666664E-01  7.35169196E-28  0.00000000E+00 -6.17618478E+00 -5.89407972E+00  0.00000000E+00
    4741  2.57767451E+00  6.64440590E+00  4.41481300E+01  6.66666664E-01  7.32450914E-28  0.00000000E+00 -6.17618479E+00 -5.89407972E+00  0.00000000E+00
    4751  2.57767467E+00  6.64440673E+00  4.41481411E+01  6.66666664E-01  7.29756184E-28  0.00000000E+00 -6.17618480E+00 -5.89407972E+00  0.00000000E+00
    4761  2.57767484E+00  6.64440757E+00  4.41481522E+01  6.66666664E-01  7.27084847E-28  0.00000000E+00 -6.17618482E+00 -5.89407972E+00  0.00000000E+00
