#          E(meV)         D(S(q,E))         Int(D(S))  
      0.000172482201    0.067561988989    0.068170934047
      1.009185613211    0.065327785063    0.134087526996
      2.018198744220    0.059031653957    0.193651240984
      3.027211875230    0.049855073777    0.243955665072
      4.036225006240    0.039359944197    0.283670365602
      5.045238137249    0.029058780746    0.312991056946
      6.054251268259    0.020076436878    0.333248445380
      7.063264399269    0.012999111982    0.346364720061
      8.072277530278    0.007912286846    0.354348321385
      9.081290661288    0.004558242110    0.358947647528
     10.090303792298    0.002522998797    0.361493386444
     11.099316923307    0.001385278388    0.362891150527
     12.108330054317    0.000800481938    0.363698847314
     13.117343185327    0.000526216695    0.364229806869
     14.126356316337    0.000411554321    0.364645070584
     15.135369447346    0.000372127675    0.365020552294
     16.144382578356    0.000365403747    0.365389249472
     17.153395709366    0.000372157633    0.365764761411
     18.162408840375    0.000384749477    0.366152978685
     19.171421971385    0.000400543244    0.366557132078
     20.180435102395    0.000418554091    0.366979458653
     21.189448233404    0.000437950899    0.367421356860
     22.198461364414    0.000457621852    0.367883103318
     23.207474495424    0.000476353448    0.368363750202
     24.216487626433    0.000493289234    0.368861485516
     25.225500757443    0.000508356188    0.369374423585
     26.234513888453    0.000522402584    0.369901534652
     27.243527019462    0.000536935306    0.370443309426
     28.252540150472    0.000553540836    0.371001839399
     29.261553281482    0.000573234197    0.371580240230
     30.270566412492    0.000596024061    0.372181636334
     31.279579543501    0.000620888849    0.372808121335
     32.288592674511    0.000646175792    0.373460121194
     33.297605805521    0.000670252347    0.374136414613
     34.306618936530    0.000692139817    0.374834792777
     35.315632067540    0.000711879743    0.375553088785
     36.324645198550    0.000730504618    0.376290177537
     37.333658329559    0.000749646350    0.377046580548
     38.342671460569    0.000770950683    0.377824479911
     39.351684591579    0.000795524301    0.378627174377
     40.360697722588    0.000823609205    0.379458206879
     41.369710853598    0.000854577738    0.380320487039
     42.378723984608    0.000887218318    0.381215701972
     43.387737115617    0.000920186634    0.382144182369
     44.396750246627    0.000952460587    0.383105227607
     45.405763377637    0.000983660131    0.384097753596
     46.414776508647    0.001014152733    0.385121047021
     47.423789639656    0.001044932884    0.386175398023
     48.432802770666    0.001077321640    0.387262429703
     49.441815901676    0.001112573416    0.388385030889
     50.450829032685    0.001151502243    0.389546911773
     51.459842163695    0.001194244493    0.390751920148
     52.468855294705    0.001240250200    0.392003348886
     53.477868425714    0.001288531830    0.393303494422
     54.486881556724    0.001338104007    0.394653658936
     55.495894687734    0.001388451592    0.396054624824
     56.504907818743    0.001439817249    0.397507419334
     57.513920949753    0.001493147594    0.399014024863
     58.522934080763    0.001549681477    0.400577673822
     59.531947211773    0.001610347345    0.402202535439
     60.540960342782    0.001675260122    0.403892894900
     61.549973473792    0.001743586938    0.405652197015
     62.558986604802    0.001813874737    0.407482420443
     63.567999735811    0.001884689292    0.409384096686
     64.577012866821    0.001955250392    0.411356970006
     65.586025997831    0.002025773218    0.413401001783
     66.595039128840    0.002097429752    0.415517335944
     67.604052259850    0.002172083208    0.417708996423
     68.613065390860    0.002252043906    0.419981338295
     69.622078521869    0.002339975513    0.422342404314
     70.631091652879    0.002438852870    0.424803238884
     71.640104783889    0.002551744820    0.427377982915
     72.649117914898    0.002681301126    0.430083450960
     73.658131045908    0.002829095288    0.432938045254
     74.667144176918    0.002995192581    0.435960233898
     75.676157307928    0.003178280100    0.439167160253
     76.685170438937    0.003376412065    0.442574004362
     77.694183569947    0.003588083432    0.446194427660
     78.703196700957    0.003813178016    0.450041974348
     79.712209831966    0.004053432133    0.454131940596
     80.721222962976    0.004312309197    0.458483117201
     81.730236093986    0.004594404817    0.463118931991
     82.739249224995    0.004904567585    0.468067705087
     83.748262356005    0.005246838918    0.473361834452
     84.757275487015    0.005623204319    0.479035721448
     85.766288618024    0.006032139159    0.485122229068
     86.775301749034    0.006467079380    0.491647597081
     87.784314880044    0.006915190502    0.498625115101
     88.793328011053    0.007356993278    0.506048417923
     89.802341142063    0.007767365923    0.513885792133
     90.811354273073    0.008118111770    0.522077073508
     91.820367404083    0.008381756305    0.530534375680
     92.829380535092    0.008535755419    0.539147064981
     93.838393666102    0.008566097231    0.547790369569
     94.847406797112    0.008469452967    0.556336158825
     95.856419928121    0.008253467544    0.564664015953
     96.865433059131    0.007935261255    0.572670798758
     97.874446190141    0.007538574478    0.580277319396
     98.883459321150    0.007090190360    0.587431414570
     99.892472452160    0.006616353714    0.594107402347
    100.901485583170    0.006139875850    0.600302617703
    101.910498714179    0.005678427418    0.606032225531
    102.919511845189    0.005244156931    0.611323648736
    103.928524976199    0.004844338127    0.616211649517
    104.937538107208    0.004482456788    0.620734507275
    105.946551238218    0.004159168968    0.624931163378
    106.955564369228    0.003872880900    0.628838951060
    107.964577500238    0.003620097796    0.632491677271
    108.973590631247    0.003395892436    0.635918177331
    109.982603762257    0.003194725874    0.639141697688
    110.991616893267    0.003011516373    0.642180357252
    112.000630024276    0.002842556778    0.645048534366
    113.009643155286    0.002685849877    0.647758592160
    114.018656286296    0.002540702418    0.650322194262
    115.027669417305    0.002406819829    0.652750707073
    116.036682548315    0.002283416283    0.655054704086
    117.045695679325    0.002168825131    0.657243077122
    118.054708810334    0.002060784655    0.659322435898
    119.063721941344    0.001957179176    0.661297255387
    120.072735072354    0.001856772867    0.663170763591
    121.081748203364    0.001759512221    0.664946134526
    122.090761334373    0.001666244987    0.666627397598
    123.099774465383    0.001578031674    0.668219652279
    124.108787596393    0.001495425098    0.669728555839
    125.117800727402    0.001418075287    0.671159412424
    126.126813858412    0.001344820840    0.672516354310
    127.135826989422    0.001274176382    0.673802015011
    128.144840120431    0.001204948109    0.675017823475
    129.153853251441    0.001136678597    0.676164747105
    130.162866382451    0.001069732051    0.677244120791
    131.171879513460    0.001005013705    0.678258192816
    132.180892644470    0.000943481800    0.679210178340
    133.189905775480    0.000885688567    0.680103849734
    134.198918906489    0.000831555681    0.680942900336
    135.207932037499    0.000780475256    0.681730410117
    136.216945168509    0.000731683188    0.682468688062
    137.225958299519    0.000684735928    0.683159595605
    138.234971430528    0.000639878198    0.683805241109
    139.243984561538    0.000598134896    0.684408767073
    140.252997692548    0.000561078438    0.684974902585
    141.262010823557    0.000530364438    0.685510047267
    142.271023954567    0.000507230139    0.686021849138
    143.280037085577    0.000492161716    0.686518446772
    144.289050216586    0.000484851203    0.687007668003
    145.298063347596    0.000484424992    0.687496459180
    146.307076478606    0.000489807118    0.687990680994
    147.316089609615    0.000500043512    0.688495231463
    148.325102740625    0.000514470291    0.689014338742
    149.334115871635    0.000532715116    0.689551855289
    150.343129002644    0.000554605068    0.690111459086
    151.352142133654    0.000580070733    0.690696758072
    152.361155264664    0.000609093050    0.691311340957
    153.370168395674    0.000641688506    0.691958813086
    154.379181526683    0.000677915626    0.692642838854
    155.388194657693    0.000717910444    0.693367219919
    156.397207788703    0.000761975605    0.694136063309
    157.406220919712    0.000810715248    0.694954085641
    158.415234050722    0.000865138219    0.695827021464
    159.424247181732    0.000926612952    0.696761986100
    160.433260312741    0.000996614867    0.697767583588
    161.442273443751    0.001076354404    0.698853639315
    162.451286574761    0.001166512560    0.700030665806
    163.460299705770    0.001267314780    0.701309403060
    164.469312836780    0.001378996433    0.702700828568
    165.478325967790    0.001502448698    0.704216819033
    166.487339098799    0.001639671550    0.705871269158
    167.496352229809    0.001793746555    0.707681182986
    168.505365360819    0.001968352363    0.709667276367
    169.514378491829    0.002167178989    0.711853988424
    170.523391622838    0.002393708113    0.714269271342
    171.532404753848    0.002651609132    0.716944779775
    172.541417884858    0.002945577745    0.719916906398
    173.550431015867    0.003282092201    0.723228580526
    174.559444146877    0.003669517024    0.726931171388
    175.568457277887    0.004117270602    0.731085551489
    176.577470408896    0.004634193187    0.735761513266
    177.586483539906    0.005226538376    0.741035159117
    178.595496670916    0.005896030984    0.746984331801
    179.604509801925    0.006638279319    0.753682442801
    180.613522932935    0.007441718196    0.761191234179
    181.622536063945    0.008287324627    0.769553253548
    182.631549194954    0.009149499560    0.778785218746
    183.640562325964    0.009998488421    0.788873824853
    184.649575456974    0.010804321844    0.799775527465
    185.658588587984    0.011541564579    0.811421117678
    186.667601718993    0.012193505852    0.823724525196
    187.676614850003    0.012754206075    0.836593686601
    188.685627981013    0.013227223347    0.849940128645
    189.694641112022    0.013620761670    0.863683656024
    190.703654243032    0.013940108115    0.877749408160
    191.712667374042    0.014179266231    0.892056473976
    192.721680505051    0.014314439336    0.906499931229
    193.730693636061    0.014302246257    0.920931085505
    194.739706767071    0.014084933621    0.935142968478
    195.748719898080    0.013603091930    0.948868666858
    196.757733029090    0.012813629028    0.961797786803
    197.766746160100    0.011707903201    0.973611214870
    198.775759291109    0.010323449823    0.984027711299
    199.784772422119    0.008743914504    0.992850435850
    200.793785553129    0.007085699810    1.000000000000
