#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
    222 -0.400000  0.100000 -0.450000        1    2.07050867E-10  3.84253686E-09  3.00001387E-09  4.87934860E-09
    223 -0.350000  0.100000 -0.450000        1    1.49617032E-09  1.15229472E-09  5.37268312E-10  1.96340673E-09
    224 -0.300000  0.100000 -0.450000        1    6.91951042E-10  5.79121229E-10  2.60366807E-09  2.75558797E-09
    225 -0.250000  0.100000 -0.450000        1    9.53730766E-10  5.38787083E-10  5.27079130E-09  5.38341294E-09
    226 -0.200000  0.100000 -0.450000        1    3.09042451E-09  1.46095253E-10  5.64621744E-10  3.14497459E-09
    227 -0.150000  0.100000 -0.450000        1    8.73257359E-09  1.23050121E-08  2.26699027E-09  1.52581260E-08
    228 -0.100000  0.100000 -0.450000        1    3.60186483E-09  1.69590013E-09  1.70119324E-08  1.74715584E-08
    229 -0.050000  0.100000 -0.450000        1    6.35597529E-10  4.07862809E-09  1.60868149E-08  1.66079741E-08
    230  0.000000  0.100000 -0.450000        1    1.87432743E-10  7.49428570E-10  1.45496053E-09  1.64732642E-09
    231  0.050000  0.100000 -0.450000        1    5.95818106E-09  3.17949571E-09  7.08463532E-10  6.79051066E-09
    232  0.100000  0.100000 -0.450000        1    3.11128858E-09  2.34832846E-09  9.57529499E-09  1.03383286E-08
    233  0.150000  0.100000 -0.450000        1    2.32913681E-10  5.13856762E-09  3.58327879E-09  6.26889247E-09
    234  0.200000  0.100000 -0.450000        1    3.98313786E-09  4.04749849E-09  2.38687530E-09  6.15993546E-09
    235  0.250000  0.100000 -0.450000        1    2.01989783E-09  3.97878600E-09  1.38172898E-09  4.67117761E-09
