   #Iter                 Tot                 Exc                 Ani                  DM                  PD               BiqDM                  BQ                 Dip              Zeeman                 LSF                Chir                Ring                  SA
   10950 -2.88232886E-01 -2.85584395E-01  0.00000000E+00 -2.64874251E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.51991334E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11000 -2.70829503E-01 -2.68639420E-01  0.00000000E+00 -2.19162507E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.54212332E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11050 -2.76550584E-01 -2.73688392E-01  0.00000000E+00 -2.86007625E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.11546846E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11100 -2.76467827E-01 -2.73988026E-01  0.00000000E+00 -2.47657895E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.22268949E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11150 -2.77023218E-01 -2.74632289E-01  0.00000000E+00 -2.39270636E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.77778385E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11200 -2.69815994E-01 -2.67133745E-01  0.00000000E+00 -2.67982479E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.42447100E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11250 -2.80025891E-01 -2.77550737E-01  0.00000000E+00 -2.47699056E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.83661814E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11300 -2.68517612E-01 -2.66143649E-01  0.00000000E+00 -2.37740604E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.44271771E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11350 -2.75557031E-01 -2.72965594E-01  0.00000000E+00 -2.59424864E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.81172814E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11400 -2.80216151E-01 -2.77634536E-01  0.00000000E+00 -2.57939987E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.21458251E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11450 -2.66518566E-01 -2.63981874E-01  0.00000000E+00 -2.53358854E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.10433371E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11500 -2.82741329E-01 -2.80548744E-01  0.00000000E+00 -2.18870679E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.87755154E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11550 -2.75863012E-01 -2.73193009E-01  0.00000000E+00 -2.66709893E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.90341139E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11600 -2.64005412E-01 -2.60845846E-01  0.00000000E+00 -3.15794572E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.62051255E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11650 -2.76236209E-01 -2.73472494E-01  0.00000000E+00 -2.76397716E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.61757608E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11700 -2.70550407E-01 -2.67735815E-01  0.00000000E+00 -2.81252526E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.06661097E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11750 -2.69689900E-01 -2.67209896E-01  0.00000000E+00 -2.47874491E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.25906465E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11800 -2.66357130E-01 -2.63040963E-01  0.00000000E+00 -3.31984055E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.67369669E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11850 -2.70285267E-01 -2.67110063E-01  0.00000000E+00 -3.17537014E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.65593419E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11900 -2.80348767E-01 -2.77969875E-01  0.00000000E+00 -2.37314915E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.74237512E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   11950 -2.64990584E-01 -2.62358503E-01  0.00000000E+00 -2.63507692E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.99621379E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12000 -2.68307221E-01 -2.65859863E-01  0.00000000E+00 -2.44614022E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.21726732E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12050 -2.74405688E-01 -2.71555120E-01  0.00000000E+00 -2.85277563E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.20757522E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12100 -2.75504282E-01 -2.72672065E-01  0.00000000E+00 -2.83651511E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.29760071E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12150 -2.73657077E-01 -2.71321342E-01  0.00000000E+00 -2.33617498E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.39577046E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12200 -2.71846202E-01 -2.69150135E-01  0.00000000E+00 -2.69994933E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.88187030E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12250 -2.67915533E-01 -2.65719781E-01  0.00000000E+00 -2.19648885E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  7.37103599E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12300 -2.77230642E-01 -2.74820832E-01  0.00000000E+00 -2.40710236E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.70802536E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12350 -2.69345509E-01 -2.67184075E-01  0.00000000E+00 -2.16487541E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.44191724E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12400 -2.72221253E-01 -2.69759352E-01  0.00000000E+00 -2.45981808E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.08282372E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12450 -2.76413798E-01 -2.73554429E-01  0.00000000E+00 -2.85619386E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.17457815E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12500 -2.77502763E-01 -2.74620786E-01  0.00000000E+00 -2.87953683E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.44001973E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12550 -2.79021578E-01 -2.76247985E-01  0.00000000E+00 -2.77168648E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.90719732E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12600 -2.74413116E-01 -2.71468684E-01  0.00000000E+00 -2.94182498E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.60744652E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12650 -2.73066447E-01 -2.70407800E-01  0.00000000E+00 -2.65747659E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.17101647E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12700 -2.80866101E-01 -2.77808032E-01  0.00000000E+00 -3.05451318E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.55565580E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12750 -2.78952616E-01 -2.75675828E-01  0.00000000E+00 -3.27478426E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.00287960E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12800 -2.71701135E-01 -2.69007229E-01  0.00000000E+00 -2.69701055E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.10444701E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12850 -2.71201685E-01 -2.69067640E-01  0.00000000E+00 -2.13323925E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -8.05863927E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12900 -2.80256099E-01 -2.77997441E-01  0.00000000E+00 -2.25816011E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.97891004E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   12950 -2.73203484E-01 -2.70563871E-01  0.00000000E+00 -2.64145583E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.84276092E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13000 -2.67953826E-01 -2.65346153E-01  0.00000000E+00 -2.60627113E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.40185401E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13050 -2.84398275E-01 -2.81817958E-01  0.00000000E+00 -2.58023817E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -7.88691156E-08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13100 -2.70240629E-01 -2.68139740E-01  0.00000000E+00 -2.10372606E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.83753869E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13150 -2.67796119E-01 -2.64991490E-01  0.00000000E+00 -2.80560328E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.73723246E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13200 -2.65804722E-01 -2.62765495E-01  0.00000000E+00 -3.04068841E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.46151743E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13250 -2.76538664E-01 -2.74275061E-01  0.00000000E+00 -2.26245244E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.14978559E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13300 -2.73501450E-01 -2.71082201E-01  0.00000000E+00 -2.41898065E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.67685123E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13350 -2.69340864E-01 -2.67055907E-01  0.00000000E+00 -2.28556696E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  6.09887126E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13400 -2.74679804E-01 -2.72140218E-01  0.00000000E+00 -2.53926331E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.23097481E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13450 -2.72808162E-01 -2.70776776E-01  0.00000000E+00 -2.03497592E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.58958428E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13500 -2.75994414E-01 -2.73382095E-01  0.00000000E+00 -2.61391620E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.59711161E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13550 -2.83381004E-01 -2.80578634E-01  0.00000000E+00 -2.80172552E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -6.44403613E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13600 -2.79229924E-01 -2.75997008E-01  0.00000000E+00 -3.22923975E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.67587220E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13650 -2.70583820E-01 -2.68006181E-01  0.00000000E+00 -2.58050496E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.86613313E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13700 -2.77688647E-01 -2.75192678E-01  0.00000000E+00 -2.49442632E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.54246694E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13750 -2.70716624E-01 -2.68252734E-01  0.00000000E+00 -2.46441771E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.27620137E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13800 -2.77187814E-01 -2.74421044E-01  0.00000000E+00 -2.76384977E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.92074993E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13850 -2.72945636E-01 -2.69961766E-01  0.00000000E+00 -2.98587269E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.00336986E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13900 -2.75018304E-01 -2.72113996E-01  0.00000000E+00 -2.90345620E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -8.52436719E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   13950 -2.75570900E-01 -2.72381649E-01  0.00000000E+00 -3.18992062E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  6.69854921E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14000 -2.79193301E-01 -2.75862509E-01  0.00000000E+00 -3.32647068E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.32149639E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14050 -2.82955845E-01 -2.80468738E-01  0.00000000E+00 -2.49022534E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.11883177E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14100 -2.69669096E-01 -2.67488561E-01  0.00000000E+00 -2.17838921E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.14658795E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14150 -2.77041934E-01 -2.74234565E-01  0.00000000E+00 -2.80763135E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.62335969E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14200 -2.78578408E-01 -2.76532238E-01  0.00000000E+00 -2.04658723E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.17643377E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14250 -2.80545512E-01 -2.77448740E-01  0.00000000E+00 -3.09915754E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.38520035E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14300 -2.76651145E-01 -2.74029624E-01  0.00000000E+00 -2.62126490E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.56373454E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14350 -2.71565725E-01 -2.69174582E-01  0.00000000E+00 -2.39125726E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.14277606E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14400 -2.71293751E-01 -2.68714324E-01  0.00000000E+00 -2.58015325E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  7.26093076E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14450 -2.69913599E-01 -2.67190500E-01  0.00000000E+00 -2.72000476E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.09436522E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14500 -2.71059095E-01 -2.68587997E-01  0.00000000E+00 -2.46736186E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.73602483E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14550 -2.65744984E-01 -2.63326018E-01  0.00000000E+00 -2.41808314E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -8.83612912E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14600 -2.75977216E-01 -2.72933956E-01  0.00000000E+00 -3.04178368E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.47565567E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14650 -2.71663519E-01 -2.68670226E-01  0.00000000E+00 -2.98956598E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.72751712E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14700 -2.71254671E-01 -2.69097814E-01  0.00000000E+00 -2.15642764E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.29459103E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14750 -2.78627429E-01 -2.75805963E-01  0.00000000E+00 -2.82161416E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.47932644E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14800 -2.78861927E-01 -2.76280633E-01  0.00000000E+00 -2.57813753E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.15647057E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14850 -2.71873634E-01 -2.69776859E-01  0.00000000E+00 -2.09621711E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.58088728E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14900 -2.71489230E-01 -2.68677619E-01  0.00000000E+00 -2.81462064E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.00966606E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   14950 -2.74213618E-01 -2.71318266E-01  0.00000000E+00 -2.89383086E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.52143038E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15000 -2.80363367E-01 -2.77091056E-01  0.00000000E+00 -3.27206657E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.43471474E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15050 -2.71752564E-01 -2.69621263E-01  0.00000000E+00 -2.13052066E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -7.79677696E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15100 -2.77513517E-01 -2.75005254E-01  0.00000000E+00 -2.50654276E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.71980489E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15150 -2.79279528E-01 -2.76851316E-01  0.00000000E+00 -2.42769250E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.19594657E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15200 -2.77319560E-01 -2.75129665E-01  0.00000000E+00 -2.19370289E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.80792405E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15250 -2.80277164E-01 -2.77016349E-01  0.00000000E+00 -3.26412200E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.30712889E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15300 -2.74271109E-01 -2.71393814E-01  0.00000000E+00 -2.88070033E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.40543705E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15350 -2.81318328E-01 -2.78876681E-01  0.00000000E+00 -2.43611263E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.53495149E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15400 -2.75822081E-01 -2.73380647E-01  0.00000000E+00 -2.44165074E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.17374240E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15450 -2.84913351E-01 -2.82884154E-01  0.00000000E+00 -2.03414845E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.95120272E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15500 -2.77042564E-01 -2.74386961E-01  0.00000000E+00 -2.65552511E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -7.77136194E-08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15550 -2.77059814E-01 -2.74272091E-01  0.00000000E+00 -2.78947831E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.75547951E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15600 -2.74872673E-01 -2.72070750E-01  0.00000000E+00 -2.80133780E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.86106867E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15650 -2.76448385E-01 -2.73415662E-01  0.00000000E+00 -3.03148400E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.23911928E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15700 -2.72757481E-01 -2.70271492E-01  0.00000000E+00 -2.48536055E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -6.28605960E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15750 -2.87642703E-01 -2.84931963E-01  0.00000000E+00 -2.71053223E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.06912339E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15800 -2.73729110E-01 -2.70918315E-01  0.00000000E+00 -2.81175844E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.63527665E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15850 -2.83973905E-01 -2.81941236E-01  0.00000000E+00 -2.03135646E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.31243871E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15900 -2.77153051E-01 -2.74516631E-01  0.00000000E+00 -2.63670712E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.87365993E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   15950 -2.71481210E-01 -2.69161003E-01  0.00000000E+00 -2.31906567E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.14043600E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16000 -2.75799330E-01 -2.73262418E-01  0.00000000E+00 -2.53737554E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.64046773E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16050 -2.77352401E-01 -2.74921477E-01  0.00000000E+00 -2.42831600E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.60840811E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16100 -2.78383221E-01 -2.75593479E-01  0.00000000E+00 -2.78736562E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.37661024E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16150 -2.64028947E-01 -2.61524747E-01  0.00000000E+00 -2.50864838E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.44849851E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16200 -2.75452082E-01 -2.73192641E-01  0.00000000E+00 -2.26003521E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.94690154E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16250 -2.79360553E-01 -2.76948257E-01  0.00000000E+00 -2.41156450E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -7.31749691E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16300 -2.75931150E-01 -2.73228215E-01  0.00000000E+00 -2.70231616E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -6.19423524E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16350 -2.77249833E-01 -2.74822652E-01  0.00000000E+00 -2.42840940E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.22842048E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16400 -2.78882569E-01 -2.76233023E-01  0.00000000E+00 -2.64932576E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.20412302E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   16450 -2.82490909E-01 -2.79429096E-01  0.00000000E+00 -3.06092299E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -8.89585390E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
