   #Iter                 Tot                 Exc                 Ani                  DM                  PD               BiqDM                  BQ                 Dip              Zeeman                 LSF                Chir                Ring                  SA
    5400 -2.77495318E-01 -2.75332146E-01  0.00000000E+00 -2.16345836E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.86995912E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5450 -2.77533725E-01 -2.75014466E-01  0.00000000E+00 -2.52379679E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.53738958E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5500 -2.70473397E-01 -2.67611579E-01  0.00000000E+00 -2.86252565E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  7.08140306E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5550 -2.72257334E-01 -2.69457893E-01  0.00000000E+00 -2.80043440E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.93516011E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5600 -2.65641893E-01 -2.64039495E-01  0.00000000E+00 -1.59966865E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.72909598E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5650 -2.71766236E-01 -2.69025230E-01  0.00000000E+00 -2.74053581E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.70422148E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5700 -2.71931185E-01 -2.69189272E-01  0.00000000E+00 -2.74229747E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.83676293E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5750 -2.76796575E-01 -2.73906186E-01  0.00000000E+00 -2.89129956E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.10580530E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5800 -2.76425797E-01 -2.73632436E-01  0.00000000E+00 -2.80087010E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  7.50897320E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5850 -2.72325702E-01 -2.69864442E-01  0.00000000E+00 -2.46154065E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.81121351E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5900 -2.75516660E-01 -2.73223788E-01  0.00000000E+00 -2.29405826E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.18668337E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    5950 -2.80615449E-01 -2.78164415E-01  0.00000000E+00 -2.44722017E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.81390026E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6000 -2.79326996E-01 -2.76282000E-01  0.00000000E+00 -3.04476906E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.26626174E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6050 -2.83396782E-01 -2.80778259E-01  0.00000000E+00 -2.61452655E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.99596163E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6100 -2.70085978E-01 -2.67423828E-01  0.00000000E+00 -2.66061691E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.53338385E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6150 -2.71566293E-01 -2.68558934E-01  0.00000000E+00 -3.00824534E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  8.86652221E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6200 -2.83184662E-01 -2.81077273E-01  0.00000000E+00 -2.10640073E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -9.88396423E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6250 -2.67096855E-01 -2.64789197E-01  0.00000000E+00 -2.30933276E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.67470161E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6300 -2.71524198E-01 -2.69115001E-01  0.00000000E+00 -2.41303098E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.83344787E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6350 -2.79981521E-01 -2.77135733E-01  0.00000000E+00 -2.84939345E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.60523676E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6400 -2.76227338E-01 -2.73700995E-01  0.00000000E+00 -2.52230663E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.03629389E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6450 -2.72492844E-01 -2.69744103E-01  0.00000000E+00 -2.74873271E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -8.07267590E-09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6500 -2.72159238E-01 -2.70061895E-01  0.00000000E+00 -2.09978067E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.43776624E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6550 -2.79359184E-01 -2.76629278E-01  0.00000000E+00 -2.73003672E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.30499701E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6600 -2.78297946E-01 -2.75156788E-01  0.00000000E+00 -3.14356151E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.40301790E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6650 -2.73171016E-01 -2.70868140E-01  0.00000000E+00 -2.30149144E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.38471792E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6700 -2.74570805E-01 -2.72173862E-01  0.00000000E+00 -2.39332765E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.61464265E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6750 -2.74419038E-01 -2.71288202E-01  0.00000000E+00 -3.12885072E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.98467362E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6800 -2.74144721E-01 -2.71704859E-01  0.00000000E+00 -2.44506212E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.20050146E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6850 -2.73458030E-01 -2.70907438E-01  0.00000000E+00 -2.54948891E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.10353099E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6900 -2.83854574E-01 -2.80917653E-01  0.00000000E+00 -2.93451057E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.40994989E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6950 -2.74731196E-01 -2.71618619E-01  0.00000000E+00 -3.11199322E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.83471847E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7000 -2.73184587E-01 -2.70173008E-01  0.00000000E+00 -3.00848358E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.09544953E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7050 -2.62244072E-01 -2.59445287E-01  0.00000000E+00 -2.79877765E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -8.15051696E-09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7100 -2.69890709E-01 -2.67323670E-01  0.00000000E+00 -2.56561177E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.42707059E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7150 -2.83238361E-01 -2.80906395E-01  0.00000000E+00 -2.32959468E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.37070361E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7200 -2.67966893E-01 -2.65304895E-01  0.00000000E+00 -2.66293621E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.37969342E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7250 -2.74126721E-01 -2.71875470E-01  0.00000000E+00 -2.24917601E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.07490739E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7300 -2.67592703E-01 -2.65141277E-01  0.00000000E+00 -2.44760912E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.81617901E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7350 -2.67622331E-01 -2.64433391E-01  0.00000000E+00 -3.18876621E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.73507405E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7400 -2.78485963E-01 -2.75728374E-01  0.00000000E+00 -2.75364440E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.94520149E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7450 -2.69345884E-01 -2.66967738E-01  0.00000000E+00 -2.38032986E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.18401922E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7500 -2.68267650E-01 -2.65702306E-01  0.00000000E+00 -2.56446404E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -8.79520029E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7550 -2.74727308E-01 -2.72198604E-01  0.00000000E+00 -2.53264654E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.94241987E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7600 -2.70043033E-01 -2.67594480E-01  0.00000000E+00 -2.45011775E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.56408375E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7650 -2.72426549E-01 -2.69422526E-01  0.00000000E+00 -3.00386365E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.59664089E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7700 -2.76497176E-01 -2.74104626E-01  0.00000000E+00 -2.39408903E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.53944000E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7750 -2.72349922E-01 -2.69723474E-01  0.00000000E+00 -2.62305003E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.39765835E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7800 -2.82190660E-01 -2.79551153E-01  0.00000000E+00 -2.64126631E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.75976477E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7850 -2.73277572E-01 -2.70218300E-01  0.00000000E+00 -3.06257400E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.30128358E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7900 -2.67004974E-01 -2.64588810E-01  0.00000000E+00 -2.41968929E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.52520495E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7950 -2.73486235E-01 -2.70799206E-01  0.00000000E+00 -2.68521945E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.80947195E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8000 -2.82650031E-01 -2.79472374E-01  0.00000000E+00 -3.17963312E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.97693273E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8050 -2.70849669E-01 -2.68317642E-01  0.00000000E+00 -2.53315162E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.12445509E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8100 -2.76945792E-01 -2.74437159E-01  0.00000000E+00 -2.50654268E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.09018927E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8150 -2.72390850E-01 -2.69791192E-01  0.00000000E+00 -2.60219396E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.53577384E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8200 -2.86785957E-01 -2.84699888E-01  0.00000000E+00 -2.08499976E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.06916021E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8250 -2.72996623E-01 -2.70715309E-01  0.00000000E+00 -2.27916546E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.14905905E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8300 -2.69140443E-01 -2.66436449E-01  0.00000000E+00 -2.70596156E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.96691816E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8350 -2.86847179E-01 -2.84263001E-01  0.00000000E+00 -2.57869624E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.48135888E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8400 -2.76423929E-01 -2.73506809E-01  0.00000000E+00 -2.91359711E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.52283446E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8450 -2.78959832E-01 -2.76409019E-01  0.00000000E+00 -2.54541790E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.39477797E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8500 -2.89439708E-01 -2.86530644E-01  0.00000000E+00 -2.90811306E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -9.51071829E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8550 -2.74150885E-01 -2.71572859E-01  0.00000000E+00 -2.57720419E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -8.21464759E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8600 -2.79832489E-01 -2.77593456E-01  0.00000000E+00 -2.23880108E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.31372753E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8650 -2.75199795E-01 -2.72432150E-01  0.00000000E+00 -2.76492485E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.72070203E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8700 -2.71488349E-01 -2.69062399E-01  0.00000000E+00 -2.42607949E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.29453187E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8750 -2.70663499E-01 -2.68245976E-01  0.00000000E+00 -2.41730520E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.17270453E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8800 -2.77544245E-01 -2.74614000E-01  0.00000000E+00 -2.92751428E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.73118496E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8850 -2.77105379E-01 -2.74538042E-01  0.00000000E+00 -2.56414931E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.18785155E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8900 -2.63913426E-01 -2.60654814E-01  0.00000000E+00 -3.25909983E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.88319427E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8950 -2.74965350E-01 -2.72068458E-01  0.00000000E+00 -2.89791721E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.02544721E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9000 -2.65229952E-01 -2.62533326E-01  0.00000000E+00 -2.69720482E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.78937669E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9050 -2.71871811E-01 -2.69522891E-01  0.00000000E+00 -2.34633484E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.58559740E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9100 -2.66168488E-01 -2.63359478E-01  0.00000000E+00 -2.80765351E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.35602906E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9150 -2.76493870E-01 -2.74031969E-01  0.00000000E+00 -2.46212623E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.25461853E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9200 -2.75387745E-01 -2.72835263E-01  0.00000000E+00 -2.55201572E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.66748398E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9250 -2.66963548E-01 -2.64805501E-01  0.00000000E+00 -2.15317420E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.87371248E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9300 -2.75181503E-01 -2.72768330E-01  0.00000000E+00 -2.41245728E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -7.15519879E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9350 -2.72807693E-01 -2.70482306E-01  0.00000000E+00 -2.31940693E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.98020672E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9400 -2.80122950E-01 -2.77521516E-01  0.00000000E+00 -2.60043062E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.00282028E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9450 -2.76368710E-01 -2.73937587E-01  0.00000000E+00 -2.42556525E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -5.55793503E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9500 -2.71651145E-01 -2.68866760E-01  0.00000000E+00 -2.78718665E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.80135366E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9550 -2.76431503E-01 -2.74092865E-01  0.00000000E+00 -2.33897788E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.40221741E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9600 -2.72111803E-01 -2.70152136E-01  0.00000000E+00 -1.96057908E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.11875542E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9650 -2.78570564E-01 -2.75773264E-01  0.00000000E+00 -2.79535698E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.94329212E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9700 -2.71668762E-01 -2.69075944E-01  0.00000000E+00 -2.59314216E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.24547154E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9750 -2.71151097E-01 -2.68088775E-01  0.00000000E+00 -3.06039107E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.93150243E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9800 -2.72232006E-01 -2.69255388E-01  0.00000000E+00 -2.97533362E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.28447330E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9850 -2.78179411E-01 -2.75515056E-01  0.00000000E+00 -2.66070166E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.65374905E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9900 -2.70343103E-01 -2.67191305E-01  0.00000000E+00 -3.15240163E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  6.03191735E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9950 -2.78562073E-01 -2.76194444E-01  0.00000000E+00 -2.36625486E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.37470094E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10000 -2.68185505E-01 -2.65227438E-01  0.00000000E+00 -2.95645946E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.60756855E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10050 -2.70291663E-01 -2.67484340E-01  0.00000000E+00 -2.80748815E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.65200848E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10100 -2.72432425E-01 -2.70106676E-01  0.00000000E+00 -2.32661041E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  8.61761981E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10150 -2.73564406E-01 -2.71217807E-01  0.00000000E+00 -2.34381639E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.78295497E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10200 -2.71544617E-01 -2.68964851E-01  0.00000000E+00 -2.57510644E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.65958444E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10250 -2.81817701E-01 -2.79038106E-01  0.00000000E+00 -2.77955300E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -4.23058804E-08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10300 -2.74949222E-01 -2.72483614E-01  0.00000000E+00 -2.46211164E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.49619315E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10350 -2.65387026E-01 -2.62939390E-01  0.00000000E+00 -2.44419748E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.43866336E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10400 -2.80626926E-01 -2.78234572E-01  0.00000000E+00 -2.39126020E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.09425444E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10450 -2.81494093E-01 -2.78945884E-01  0.00000000E+00 -2.54457920E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -3.62965914E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10500 -2.80624843E-01 -2.78272542E-01  0.00000000E+00 -2.35106543E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.23619082E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10550 -2.77104412E-01 -2.74555149E-01  0.00000000E+00 -2.55213494E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.87209789E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10600 -2.69682262E-01 -2.66833569E-01  0.00000000E+00 -2.84598769E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -2.70542595E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10650 -2.66075337E-01 -2.63250062E-01  0.00000000E+00 -2.82564052E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.65552103E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10700 -2.77990622E-01 -2.75634079E-01  0.00000000E+00 -2.35968563E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.14302743E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10750 -2.73130510E-01 -2.70564325E-01  0.00000000E+00 -2.56909306E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.90717217E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10800 -2.91853779E-01 -2.88906119E-01  0.00000000E+00 -2.94994844E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.28808142E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10850 -2.76128939E-01 -2.73188954E-01  0.00000000E+00 -2.94462923E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.64430377E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   10900 -2.79879924E-01 -2.77696754E-01  0.00000000E+00 -2.18215663E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -1.01328216E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
