   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
    1571  5.63502146E-02  3.76868416E-03  2.43101582E-05  4.29458755E-01  5.35427452E-03  6.84105375E-01 -2.56848398E+00 -2.53532727E+00  0.00000000E+00
    1581  5.62989578E-02  3.76346991E-03  2.42437541E-05  4.29439476E-01  5.35932592E-03  6.96351099E-01 -2.56872924E+00 -2.53556796E+00  0.00000000E+00
    1591  5.62196495E-02  3.75099833E-03  2.40721585E-05  4.29704378E-01  5.32730950E-03  6.91540990E-01 -2.56881405E+00 -2.53564901E+00  0.00000000E+00
    1601  5.61409771E-02  3.74114944E-03  2.39432362E-05  4.29768134E-01  5.31820242E-03  6.98449590E-01 -2.56857192E+00 -2.53543112E+00  0.00000000E+00
    1611  5.61461377E-02  3.73688063E-03  2.38259643E-05  4.31263916E-01  5.27445158E-03  6.97857422E-01 -2.56835437E+00 -2.53521912E+00  0.00000000E+00
    1621  5.61645612E-02  3.73598554E-03  2.37562243E-05  4.32656883E-01  5.24770222E-03  6.94325608E-01 -2.56833832E+00 -2.53522781E+00  0.00000000E+00
    1631  5.62528609E-02  3.74503389E-03  2.38098873E-05  4.34119692E-01  5.23977851E-03  7.10380099E-01 -2.56824650E+00 -2.53513130E+00  0.00000000E+00
    1641  5.61311009E-02  3.73217220E-03  2.36869541E-05  4.33154613E-01  5.24719793E-03  7.14485110E-01 -2.56840455E+00 -2.53532729E+00  0.00000000E+00
    1651  5.60953336E-02  3.72492323E-03  2.35642733E-05  4.33893498E-01  5.21800588E-03  7.08579755E-01 -2.56840962E+00 -2.53534564E+00  0.00000000E+00
    1661  5.61687645E-02  3.73375114E-03  2.36311331E-05  4.34968638E-01  5.22327819E-03  7.14351849E-01 -2.56802947E+00 -2.53496517E+00  0.00000000E+00
    1671  5.64056055E-02  3.77690846E-03  2.45475148E-05  4.26394432E-01  5.37212978E-03  7.13855251E-01 -2.56787346E+00 -2.53480585E+00  0.00000000E+00
    1681  5.63550685E-02  3.76772145E-03  2.44031882E-05  4.26982692E-01  5.34065031E-03  7.18997164E-01 -2.56810286E+00 -2.53504747E+00  0.00000000E+00
    1691  5.62556573E-02  3.75755866E-03  2.42934236E-05  4.26470277E-01  5.34996290E-03  7.11367628E-01 -2.56807234E+00 -2.53499478E+00  0.00000000E+00
    1701  5.65059200E-02  3.79749058E-03  2.51162447E-05  4.19449451E-01  5.45565107E-03  7.18500499E-01 -2.56808211E+00 -2.53498842E+00  0.00000000E+00
    1711  5.64394102E-02  3.78661306E-03  2.49658402E-05  4.19605785E-01  5.42528037E-03  7.20010957E-01 -2.56785562E+00 -2.53475474E+00  0.00000000E+00
    1721  5.64006986E-02  3.77819288E-03  2.48138946E-05  4.20564061E-01  5.38871547E-03  7.16559132E-01 -2.56775509E+00 -2.53466569E+00  0.00000000E+00
    1731  5.63451447E-02  3.77147309E-03  2.47117598E-05  4.20890894E-01  5.38459758E-03  7.17437953E-01 -2.56780410E+00 -2.53472485E+00  0.00000000E+00
    1741  5.65649829E-02  3.79855171E-03  2.49484552E-05  4.23649974E-01  5.40496178E-03  7.22352759E-01 -2.56804221E+00 -2.53495657E+00  0.00000000E+00
    1751  5.64770588E-02  3.78803992E-03  2.48037347E-05  4.23808657E-01  5.39979396E-03  7.23409334E-01 -2.56820599E+00 -2.53512742E+00  0.00000000E+00
    1761  5.64437197E-02  3.78380372E-03  2.47352260E-05  4.24112797E-01  5.39553893E-03  7.22455272E-01 -2.56808182E+00 -2.53498462E+00  0.00000000E+00
    1771  5.64955051E-02  3.79134227E-03  2.47881774E-05  4.25172740E-01  5.41078904E-03  7.22672924E-01 -2.56791468E+00 -2.53482491E+00  0.00000000E+00
    1781  5.65734334E-02  3.80474452E-03  2.49688732E-05  4.25054488E-01  5.45221805E-03  7.40284305E-01 -2.56771828E+00 -2.53461691E+00  0.00000000E+00
    1791  5.65308123E-02  3.80023095E-03  2.49028853E-05  4.25211021E-01  5.45498884E-03  7.40694078E-01 -2.56769087E+00 -2.53458760E+00  0.00000000E+00
    1801  5.66086218E-02  3.80745812E-03  2.49250576E-05  4.26881214E-01  5.44076576E-03  7.36233567E-01 -2.56780827E+00 -2.53471845E+00  0.00000000E+00
    1811  5.67427262E-02  3.82098215E-03  2.50026007E-05  4.29160638E-01  5.42563356E-03  7.32579758E-01 -2.56774132E+00 -2.53465834E+00  0.00000000E+00
    1821  5.69201108E-02  3.84212722E-03  2.52066523E-05  4.30818947E-01  5.43450439E-03  7.30730739E-01 -2.56759443E+00 -2.53450414E+00  0.00000000E+00
    1831  5.68863751E-02  3.83568779E-03  2.50917858E-05  4.31508707E-01  5.41104116E-03  7.24255374E-01 -2.56749674E+00 -2.53441417E+00  0.00000000E+00
    1841  5.69016187E-02  3.83582160E-03  2.50471852E-05  4.32558792E-01  5.39659624E-03  7.25124957E-01 -2.56732045E+00 -2.53424054E+00  0.00000000E+00
    1851  5.69764140E-02  3.84522082E-03  2.51395901E-05  4.33246297E-01  5.40455256E-03  7.21180996E-01 -2.56743117E+00 -2.53435468E+00  0.00000000E+00
    1861  5.70560914E-02  3.85042770E-03  2.51108297E-05  4.35424714E-01  5.36954902E-03  7.22621319E-01 -2.56758064E+00 -2.53452979E+00  0.00000000E+00
    1871  5.71163098E-02  3.85742633E-03  2.51579911E-05  4.36415004E-01  5.37066223E-03  7.23547989E-01 -2.56751267E+00 -2.53447445E+00  0.00000000E+00
    1881  5.70642828E-02  3.84718094E-03  2.50010437E-05  4.36943910E-01  5.33181455E-03  7.24081123E-01 -2.56749835E+00 -2.53446044E+00  0.00000000E+00
    1891  5.69674408E-02  3.83268571E-03  2.48158541E-05  4.36879216E-01  5.30066230E-03  7.21005151E-01 -2.56744707E+00 -2.53440273E+00  0.00000000E+00
    1901  5.71348067E-02  3.85026785E-03  2.49060513E-05  4.39982321E-01  5.28699372E-03  7.26364704E-01 -2.56744923E+00 -2.53439494E+00  0.00000000E+00
    1911  5.70776585E-02  3.83964442E-03  2.47495097E-05  4.40418521E-01  5.25002783E-03  7.28455385E-01 -2.56769487E+00 -2.53464881E+00  0.00000000E+00
    1921  5.69279911E-02  3.82204223E-03  2.45681704E-05  4.39390312E-01  5.24516157E-03  7.38046095E-01 -2.56778529E+00 -2.53473628E+00  0.00000000E+00
    1931  5.68512631E-02  3.81411813E-03  2.45069378E-05  4.38461531E-01  5.25243454E-03  7.42817983E-01 -2.56786964E+00 -2.53481415E+00  0.00000000E+00
    1941  5.68239458E-02  3.80979563E-03  2.44345349E-05  4.38849357E-01  5.24145047E-03  7.38061140E-01 -2.56791446E+00 -2.53486061E+00  0.00000000E+00
    1951  5.68932877E-02  3.81975158E-03  2.45693533E-05  4.38690706E-01  5.26013544E-03  7.33958871E-01 -2.56798278E+00 -2.53492108E+00  0.00000000E+00
    1961  5.69488772E-02  3.82448681E-03  2.45865962E-05  4.39686844E-01  5.24575840E-03  7.39978093E-01 -2.56807774E+00 -2.53501186E+00  0.00000000E+00
    1971  5.69565578E-02  3.82469920E-03  2.45674957E-05  4.40184312E-01  5.23978027E-03  7.37436366E-01 -2.56799203E+00 -2.53493542E+00  0.00000000E+00
    1981  5.69387634E-02  3.82021347E-03  2.44782963E-05  4.40906210E-01  5.21758999E-03  7.31052237E-01 -2.56797459E+00 -2.53491597E+00  0.00000000E+00
    1991  5.69775889E-02  3.82009287E-03  2.43936534E-05  4.42804306E-01  5.17658990E-03  7.30466334E-01 -2.56803085E+00 -2.53495551E+00  0.00000000E+00
    2001  5.71711084E-02  3.84603999E-03  2.47243130E-05  4.42845827E-01  5.21139645E-03  7.28929845E-01 -2.56790956E+00 -2.53483666E+00  0.00000000E+00
    2011  5.70101738E-02  3.82926630E-03  2.45833073E-05  4.41159444E-01  5.22585313E-03  7.24109311E-01 -2.56780198E+00 -2.53473503E+00  0.00000000E+00
    2021  5.71758416E-02  3.85728676E-03  2.50752322E-05  4.38228302E-01  5.30800324E-03  7.21393257E-01 -2.56785131E+00 -2.53479255E+00  0.00000000E+00
    2031  5.70747999E-02  3.84472752E-03  2.49241081E-05  4.37959980E-01  5.29884238E-03  7.18237226E-01 -2.56780968E+00 -2.53476359E+00  0.00000000E+00
    2041  5.70299487E-02  3.83799143E-03  2.48209413E-05  4.38319958E-01  5.28423837E-03  7.12261212E-01 -2.56783432E+00 -2.53479498E+00  0.00000000E+00
    2051  5.68185834E-02  3.81350422E-03  2.45999971E-05  4.36147725E-01  5.28041604E-03  7.09433814E-01 -2.56788019E+00 -2.53483975E+00  0.00000000E+00
    2061  5.68605850E-02  3.81620848E-03  2.45886187E-05  4.37206994E-01  5.26173238E-03  7.09049789E-01 -2.56804223E+00 -2.53498548E+00  0.00000000E+00
    2071  5.66799730E-02  3.79518391E-03  2.43880814E-05  4.35595160E-01  5.25705978E-03  7.11794113E-01 -2.56792516E+00 -2.53487242E+00  0.00000000E+00
    2081  5.67530039E-02  3.80053052E-03  2.43731306E-05  4.37527089E-01  5.23055183E-03  7.13654814E-01 -2.56792188E+00 -2.53487126E+00  0.00000000E+00
    2091  5.66480270E-02  3.78673958E-03  2.42160118E-05  4.37075063E-01  5.21352849E-03  7.18165536E-01 -2.56807894E+00 -2.53505027E+00  0.00000000E+00
    2101  5.65675217E-02  3.77457504E-03  2.40693947E-05  4.36871139E-01  5.18600456E-03  7.22204261E-01 -2.56817066E+00 -2.53516214E+00  0.00000000E+00
    2111  5.64791583E-02  3.76467514E-03  2.39953566E-05  4.35646865E-01  5.18681023E-03  7.22295318E-01 -2.56822610E+00 -2.53520348E+00  0.00000000E+00
    2121  5.65686363E-02  3.77456733E-03  2.40564356E-05  4.37172030E-01  5.18479697E-03  7.32434362E-01 -2.56835567E+00 -2.53533725E+00  0.00000000E+00
    2131  5.66136558E-02  3.77737226E-03  2.40458831E-05  4.38254110E-01  5.16412774E-03  7.37166697E-01 -2.56818605E+00 -2.53518454E+00  0.00000000E+00
    2141  5.67417309E-02  3.79184176E-03  2.41448130E-05  4.40239586E-01  5.16369002E-03  7.36312736E-01 -2.56808909E+00 -2.53509806E+00  0.00000000E+00
    2151  5.67895007E-02  3.79529148E-03  2.41229377E-05  4.41762935E-01  5.14587993E-03  7.33183437E-01 -2.56799545E+00 -2.53501289E+00  0.00000000E+00
    2161  5.67554403E-02  3.79017057E-03  2.40508214E-05  4.41926824E-01  5.13456808E-03  7.27645429E-01 -2.56799737E+00 -2.53504688E+00  0.00000000E+00
    2171  5.66770601E-02  3.78047031E-03  2.39407846E-05  4.41625649E-01  5.12726414E-03  7.29999393E-01 -2.56781840E+00 -2.53488397E+00  0.00000000E+00
    2181  5.66857341E-02  3.77989891E-03  2.39085519E-05  4.42208815E-01  5.11323437E-03  7.35915965E-01 -2.56762973E+00 -2.53471204E+00  0.00000000E+00
    2191  5.67340897E-02  3.78255816E-03  2.38775076E-05  4.43716077E-01  5.08773942E-03  7.32615223E-01 -2.56764665E+00 -2.53473180E+00  0.00000000E+00
    2201  5.65484999E-02  3.76167561E-03  2.36881053E-05  4.41984340E-01  5.08901680E-03  7.28432416E-01 -2.56769400E+00 -2.53477057E+00  0.00000000E+00
    2211  5.64804740E-02  3.75391234E-03  2.35921452E-05  4.41943817E-01  5.08834565E-03  7.30665589E-01 -2.56769073E+00 -2.53478037E+00  0.00000000E+00
    2221  5.64872900E-02  3.75132941E-03  2.35112525E-05  4.43091164E-01  5.05808887E-03  7.36308767E-01 -2.56780149E+00 -2.53486818E+00  0.00000000E+00
    2231  5.66610654E-02  3.78684617E-03  2.42591459E-05  4.36104116E-01  5.20115867E-03  7.34919733E-01 -2.56793632E+00 -2.53500017E+00  0.00000000E+00
    2241  5.66900050E-02  3.78960520E-03  2.42703170E-05  4.36665620E-01  5.19645436E-03  7.38643559E-01 -2.56788709E+00 -2.53496332E+00  0.00000000E+00
    2251  5.66062331E-02  3.77858526E-03  2.41441420E-05  4.36320721E-01  5.18265757E-03  7.34284136E-01 -2.56785673E+00 -2.53495779E+00  0.00000000E+00
    2261  5.66556844E-02  3.78089052E-03  2.40984660E-05  4.38072949E-01  5.15291730E-03  7.35240320E-01 -2.56802920E+00 -2.53513027E+00  0.00000000E+00
    2271  5.68024750E-02  3.80162023E-03  2.43785969E-05  4.37723423E-01  5.18969113E-03  7.48331510E-01 -2.56790017E+00 -2.53500586E+00  0.00000000E+00
    2281  5.70304280E-02  3.83157408E-03  2.47135998E-05  4.38874117E-01  5.22583499E-03  7.50069191E-01 -2.56775290E+00 -2.53486650E+00  0.00000000E+00
    2291  5.72287313E-02  3.85723150E-03  2.49888823E-05  4.40146797E-01  5.25290196E-03  7.47857820E-01 -2.56759517E+00 -2.53472880E+00  0.00000000E+00
    2301  5.70964260E-02  3.84066993E-03  2.48166871E-05  4.39199259E-01  5.23994584E-03  7.41753344E-01 -2.56756103E+00 -2.53471082E+00  0.00000000E+00
    2311  5.70635476E-02  3.83525955E-03  2.47249598E-05  4.39694584E-01  5.22499320E-03  7.38392703E-01 -2.56751027E+00 -2.53465679E+00  0.00000000E+00
    2321  5.70355988E-02  3.83057825E-03  2.46316238E-05  4.40444573E-01  5.21152604E-03  7.36421178E-01 -2.56764360E+00 -2.53480121E+00  0.00000000E+00
    2331  5.70339616E-02  3.82785558E-03  2.45672219E-05  4.41113389E-01  5.18864199E-03  7.32398917E-01 -2.56754994E+00 -2.53470858E+00  0.00000000E+00
    2341  5.69088459E-02  3.81448370E-03  2.44472085E-05  4.39937499E-01  5.19662055E-03  7.28162685E-01 -2.56749405E+00 -2.53466103E+00  0.00000000E+00
    2351  5.69213467E-02  3.81411287E-03  2.44108924E-05  4.40660717E-01  5.18043333E-03  7.23163886E-01 -2.56745784E+00 -2.53462566E+00  0.00000000E+00
    2361  5.68886941E-02  3.81004975E-03  2.43594284E-05  4.40648835E-01  5.17730272E-03  7.30187958E-01 -2.56743608E+00 -2.53460973E+00  0.00000000E+00
    2371  5.67730866E-02  3.79527643E-03  2.42042832E-05  4.39876046E-01  5.16256508E-03  7.26594867E-01 -2.56745810E+00 -2.53464166E+00  0.00000000E+00
    2381  5.68205085E-02  3.79842835E-03  2.41830041E-05  4.41296853E-01  5.14239731E-03  7.28285605E-01 -2.56735878E+00 -2.53454407E+00  0.00000000E+00
    2391  5.67625529E-02  3.79135017E-03  2.41048820E-05  4.41020398E-01  5.13792674E-03  7.27699565E-01 -2.56733357E+00 -2.53452322E+00  0.00000000E+00
    2401  5.68222716E-02  3.80109998E-03  2.42493139E-05  4.40552144E-01  5.16469797E-03  7.29307092E-01 -2.56734860E+00 -2.53454665E+00  0.00000000E+00
    2411  5.68776754E-02  3.80880524E-03  2.43303684E-05  4.40950971E-01  5.17738443E-03  7.26733167E-01 -2.56725501E+00 -2.53445668E+00  0.00000000E+00
    2421  5.68077581E-02  3.80098603E-03  2.42407079E-05  4.40717158E-01  5.17855180E-03  7.38476868E-01 -2.56734596E+00 -2.53455231E+00  0.00000000E+00
    2431  5.68890958E-02  3.81050028E-03  2.43143750E-05  4.41815389E-01  5.18095591E-03  7.45278457E-01 -2.56727094E+00 -2.53447415E+00  0.00000000E+00
    2441  5.70704245E-02  3.83436212E-03  2.45654834E-05  4.43047947E-01  5.20981198E-03  7.43136446E-01 -2.56740124E+00 -2.53459772E+00  0.00000000E+00
    2451  5.69390097E-02  3.81927681E-03  2.44198682E-05  4.41967121E-01  5.20888445E-03  7.38157889E-01 -2.56742459E+00 -2.53460681E+00  0.00000000E+00
    2461  5.69875273E-02  3.82696980E-03  2.45270116E-05  4.41769822E-01  5.22842640E-03  7.35573924E-01 -2.56749505E+00 -2.53465427E+00  0.00000000E+00
    2471  5.69987562E-02  3.82925814E-03  2.45565051E-05  4.41766347E-01  5.23752617E-03  7.33247357E-01 -2.56752531E+00 -2.53468902E+00  0.00000000E+00
    2481  5.70454249E-02  3.83237590E-03  2.45417647E-05  4.43008800E-01  5.21763244E-03  7.38140948E-01 -2.56749148E+00 -2.53465384E+00  0.00000000E+00
    2491  5.70617367E-02  3.83502315E-03  2.45751813E-05  4.43020136E-01  5.22472488E-03  7.38548181E-01 -2.56739856E+00 -2.53454882E+00  0.00000000E+00
    2501  5.69247747E-02  3.81863227E-03  2.44166850E-05  4.41851489E-01  5.21769466E-03  7.39705469E-01 -2.56738563E+00 -2.53453455E+00  0.00000000E+00
    2511  5.69368451E-02  3.81976208E-03  2.44052626E-05  4.42442576E-01  5.21548790E-03  7.45414230E-01 -2.56733342E+00 -2.53449036E+00  0.00000000E+00
    2521  5.71060094E-02  3.84369525E-03  2.47380843E-05  4.41855160E-01  5.25737009E-03  7.43490765E-01 -2.56733209E+00 -2.53448849E+00  0.00000000E+00
    2531  5.70377906E-02  3.83443835E-03  2.46301445E-05  4.41604145E-01  5.24410345E-03  7.41905753E-01 -2.56747457E+00 -2.53464479E+00  0.00000000E+00
    2541  5.70606485E-02  3.83762175E-03  2.47154543E-05  4.40599297E-01  5.24929541E-03  7.37766189E-01 -2.56758075E+00 -2.53475276E+00  0.00000000E+00
    2551  5.69796129E-02  3.82604683E-03  2.45773815E-05  4.40353497E-01  5.22823688E-03  7.42644208E-01 -2.56753674E+00 -2.53470913E+00  0.00000000E+00
    2561  5.69660120E-02  3.82215835E-03  2.44967951E-05  4.41052956E-01  5.20713243E-03  7.43479788E-01 -2.56766029E+00 -2.53482435E+00  0.00000000E+00
    2571  5.69330729E-02  3.81740941E-03  2.44143558E-05  4.41547118E-01  5.19813362E-03  7.42423056E-01 -2.56775101E+00 -2.53490255E+00  0.00000000E+00
    2581  5.69398726E-02  3.81631865E-03  2.43701401E-05  4.42239811E-01  5.18130326E-03  7.40832010E-01 -2.56766358E+00 -2.53481325E+00  0.00000000E+00
    2591  5.69667463E-02  3.81968516E-03  2.43964351E-05  4.42621797E-01  5.18405936E-03  7.40850876E-01 -2.56749191E+00 -2.53464030E+00  0.00000000E+00
    2601  5.71923562E-02  3.85370851E-03  2.48844988E-05  4.41465610E-01  5.25866910E-03  7.39424400E-01 -2.56740139E+00 -2.53455531E+00  0.00000000E+00
    2611  5.71057474E-02  3.84531290E-03  2.48108395E-05  4.40684527E-01  5.27223767E-03  7.40676595E-01 -2.56749232E+00 -2.53463197E+00  0.00000000E+00
    2621  5.72309674E-02  3.85853202E-03  2.48837069E-05  4.42878902E-01  5.26232828E-03  7.46589239E-01 -2.56727066E+00 -2.53440569E+00  0.00000000E+00
    2631  5.72146452E-02  3.85551658E-03  2.48258043E-05  4.43305508E-01  5.25197371E-03  7.46033245E-01 -2.56737448E+00 -2.53449174E+00  0.00000000E+00
    2641  5.71857602E-02  3.85257613E-03  2.47899078E-05  4.43261575E-01  5.25525856E-03  7.49206423E-01 -2.56738857E+00 -2.53450621E+00  0.00000000E+00
    2651  5.70967739E-02  3.84153178E-03  2.46713449E-05  4.42733791E-01  5.24736457E-03  7.49249688E-01 -2.56730799E+00 -2.53443076E+00  0.00000000E+00
    2661  5.71143435E-02  3.84310555E-03  2.46741221E-05  4.43127425E-01  5.24345838E-03  7.46697715E-01 -2.56744941E+00 -2.53457330E+00  0.00000000E+00
    2671  5.71622084E-02  3.84882380E-03  2.47229017E-05  4.43683261E-01  5.24570007E-03  7.49394893E-01 -2.56742743E+00 -2.53454633E+00  0.00000000E+00
    2681  5.71280187E-02  3.84452576E-03  2.46651502E-05  4.43741116E-01  5.24217627E-03  7.50263077E-01 -2.56752425E+00 -2.53463337E+00  0.00000000E+00
    2691  5.72207158E-02  3.85657715E-03  2.48221350E-05  4.43693889E-01  5.25527543E-03  7.51034667E-01 -2.56767174E+00 -2.53476856E+00  0.00000000E+00
    2701  5.71604581E-02  3.85020737E-03  2.47407091E-05  4.43682596E-01  5.25999113E-03  7.49516819E-01 -2.56762170E+00 -2.53471246E+00  0.00000000E+00
    2711  5.70470981E-02  3.83690433E-03  2.46100357E-05  4.42776981E-01  5.25677427E-03  7.56512697E-01 -2.56762473E+00 -2.53470396E+00  0.00000000E+00
    2721  5.70593482E-02  3.83947029E-03  2.46722283E-05  4.42115241E-01  5.26731570E-03  7.60424946E-01 -2.56764012E+00 -2.53470881E+00  0.00000000E+00
    2731  5.72259171E-02  3.86040423E-03  2.48834720E-05  4.43424406E-01  5.28443925E-03  7.59762904E-01 -2.56770208E+00 -2.53477378E+00  0.00000000E+00
    2741  5.71497363E-02  3.85037970E-03  2.47679345E-05  4.43120261E-01  5.27260617E-03  7.61390651E-01 -2.56762244E+00 -2.53467304E+00  0.00000000E+00
    2751  5.70426024E-02  3.83620538E-03  2.46196406E-05  4.42356362E-01  5.25509559E-03  7.56319290E-01 -2.56758938E+00 -2.53463210E+00  0.00000000E+00
    2761  5.70999106E-02  3.84406735E-03  2.47490089E-05  4.41716771E-01  5.26701325E-03  7.55215424E-01 -2.56763318E+00 -2.53467857E+00  0.00000000E+00
    2771  5.71066581E-02  3.84531172E-03  2.47556442E-05  4.41928462E-01  5.27128844E-03  7.61561725E-01 -2.56756240E+00 -2.53461892E+00  0.00000000E+00
    2781  5.71448330E-02  3.84896371E-03  2.47861790E-05  4.42299935E-01  5.26488540E-03  7.60705673E-01 -2.56742552E+00 -2.53446911E+00  0.00000000E+00
    2791  5.71118469E-02  3.84387220E-03  2.47290031E-05  4.42111417E-01  5.25295012E-03  7.55736621E-01 -2.56741701E+00 -2.53446539E+00  0.00000000E+00
    2801  5.70106551E-02  3.83203536E-03  2.46015729E-05  4.41552174E-01  5.25034591E-03  7.55817495E-01 -2.56753174E+00 -2.53458142E+00  0.00000000E+00
    2811  5.70176796E-02  3.83405367E-03  2.46248880E-05  4.41611283E-01  5.26133097E-03  7.60736872E-01 -2.56751925E+00 -2.53457882E+00  0.00000000E+00
    2821  5.69356407E-02  3.82330666E-03  2.45041823E-05  4.41220204E-01  5.24871177E-03  7.57398431E-01 -2.56754270E+00 -2.53459211E+00  0.00000000E+00
    2831  5.69076728E-02  3.82051626E-03  2.44784101E-05  4.40992227E-01  5.25226334E-03  7.53354358E-01 -2.56755310E+00 -2.53459520E+00  0.00000000E+00
    2841  5.70498971E-02  3.83947044E-03  2.47143497E-05  4.41162841E-01  5.27704897E-03  7.63315171E-01 -2.56740598E+00 -2.53445013E+00  0.00000000E+00
    2851  5.69329786E-02  3.82722420E-03  2.45965020E-05  4.40262651E-01  5.28679911E-03  7.66726608E-01 -2.56738965E+00 -2.53443534E+00  0.00000000E+00
    2861  5.68749073E-02  3.82076946E-03  2.45312993E-05  4.39858657E-01  5.28819094E-03  7.64428960E-01 -2.56739845E+00 -2.53444973E+00  0.00000000E+00
    2871  5.69764618E-02  3.83588155E-03  2.47388181E-05  4.39562332E-01  5.32022583E-03  7.70163184E-01 -2.56763543E+00 -2.53467652E+00  0.00000000E+00
    2881  5.70198982E-02  3.84022845E-03  2.47615298E-05  4.40317025E-01  5.31476905E-03  7.78676160E-01 -2.56748342E+00 -2.53451825E+00  0.00000000E+00
    2891  5.70132122E-02  3.83638080E-03  2.46767449E-05  4.41114041E-01  5.28692806E-03  7.77629444E-01 -2.56746623E+00 -2.53450158E+00  0.00000000E+00
    2901  5.69292871E-02  3.82688431E-03  2.45840679E-05  4.40446231E-01  5.28752496E-03  7.73538426E-01 -2.56747337E+00 -2.53449547E+00  0.00000000E+00
    2911  5.68509182E-02  3.81591388E-03  2.44615373E-05  4.40029222E-01  5.26899323E-03  7.73241626E-01 -2.56737686E+00 -2.53440184E+00  0.00000000E+00
    2921  5.67638370E-02  3.80560247E-03  2.43515221E-05  4.39522714E-01  5.26522385E-03  7.74778490E-01 -2.56738844E+00 -2.53441300E+00  0.00000000E+00
    2931  5.67986020E-02  3.81052378E-03  2.44196992E-05  4.39404377E-01  5.27400715E-03  7.76577388E-01 -2.56729341E+00 -2.53430961E+00  0.00000000E+00
    2941  5.68051909E-02  3.81048922E-03  2.43992506E-05  4.39863648E-01  5.26694052E-03  7.78139293E-01 -2.56730022E+00 -2.53432073E+00  0.00000000E+00
    2951  5.68810827E-02  3.82135783E-03  2.45545230E-05  4.39501010E-01  5.28716114E-03  7.78333921E-01 -2.56734097E+00 -2.53436810E+00  0.00000000E+00
    2961  5.68441680E-02  3.81564205E-03  2.44704659E-05  4.39745013E-01  5.27346586E-03  7.78964809E-01 -2.56742435E+00 -2.53445992E+00  0.00000000E+00
    2971  5.68550468E-02  3.81568903E-03  2.44475329E-05  4.40283850E-01  5.26272792E-03  7.79305668E-01 -2.56742690E+00 -2.53446544E+00  0.00000000E+00
    2981  5.67983599E-02  3.80764371E-03  2.43521193E-05  4.40109756E-01  5.24826547E-03  7.79352783E-01 -2.56741421E+00 -2.53445283E+00  0.00000000E+00
    2991  5.67277752E-02  3.79841238E-03  2.42486407E-05  4.39775732E-01  5.23727320E-03  7.78773249E-01 -2.56737118E+00 -2.53439993E+00  0.00000000E+00
    3001  5.67246094E-02  3.79730301E-03  2.42197517E-05  4.40116172E-01  5.23050338E-03  7.80250570E-01 -2.56723915E+00 -2.53426658E+00  0.00000000E+00
    3011  5.68766623E-02  3.81625159E-03  2.43956254E-05  4.41636907E-01  5.24562020E-03  7.80228328E-01 -2.56713131E+00 -2.53415413E+00  0.00000000E+00
    3021  5.69351787E-02  3.82126853E-03  2.43992668E-05  4.43018970E-01  5.23079449E-03  7.82134764E-01 -2.56729495E+00 -2.53431496E+00  0.00000000E+00
    3031  5.69646651E-02  3.82355942E-03  2.43890485E-05  4.43919179E-01  5.22116031E-03  7.78348880E-01 -2.56725301E+00 -2.53428672E+00  0.00000000E+00
    3041  5.69501066E-02  3.82150189E-03  2.43486899E-05  4.44241407E-01  5.21755893E-03  7.77911915E-01 -2.56725699E+00 -2.53430052E+00  0.00000000E+00
    3051  5.69109684E-02  3.81655389E-03  2.42822502E-05  4.44319858E-01  5.21312194E-03  7.77008086E-01 -2.56724648E+00 -2.53428366E+00  0.00000000E+00
    3061  5.69733520E-02  3.82385663E-03  2.43391288E-05  4.45143635E-01  5.21491081E-03  7.76377832E-01 -2.56719463E+00 -2.53423963E+00  0.00000000E+00
    3071  5.70823943E-02  3.83809846E-03  2.44878268E-05  4.45889004E-01  5.23119839E-03  7.81302842E-01 -2.56733305E+00 -2.53438973E+00  0.00000000E+00
    3081  5.70494853E-02  3.83351979E-03  2.44189082E-05  4.46127798E-01  5.22377430E-03  7.82148984E-01 -2.56725507E+00 -2.53431736E+00  0.00000000E+00
    3091  5.69795321E-02  3.82340199E-03  2.43012820E-05  4.45874665E-01  5.20445295E-03  7.85748675E-01 -2.56726764E+00 -2.53432862E+00  0.00000000E+00
    3101  5.70654290E-02  3.83459839E-03  2.44459354E-05  4.45826655E-01  5.21708923E-03  7.89198408E-01 -2.56721832E+00 -2.53428523E+00  0.00000000E+00
    3111  5.70449330E-02  3.83186294E-03  2.44025800E-05  4.46019397E-01  5.21350989E-03  7.88006088E-01 -2.56720408E+00 -2.53427349E+00  0.00000000E+00
    3121  5.69648471E-02  3.82175279E-03  2.42886870E-05  4.45683762E-01  5.20467031E-03  7.86373703E-01 -2.56723739E+00 -2.53430856E+00  0.00000000E+00
    3131  5.70099255E-02  3.83000080E-03  2.45014281E-05  4.43234373E-01  5.23273675E-03  7.91060219E-01 -2.56721671E+00 -2.53428667E+00  0.00000000E+00
    3141  5.69221239E-02  3.81924815E-03  2.43925186E-05  4.42583736E-01  5.22597569E-03  7.92110170E-01 -2.56731820E+00 -2.53438782E+00  0.00000000E+00
    3151  5.68996357E-02  3.81638202E-03  2.43619568E-05  4.42445621E-01  5.22321000E-03  7.98336865E-01 -2.56734842E+00 -2.53441149E+00  0.00000000E+00
    3161  5.68450692E-02  3.81050877E-03  2.42966439E-05  4.42224925E-01  5.22621858E-03  7.96407722E-01 -2.56735739E+00 -2.53441464E+00  0.00000000E+00
